posture,cursor_type,target_size,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,longest_dwell
STAND,EYE,1.0,0.9272141759724586,0.5006759734368333,5.19539556410629,5.19539556410629,0.9003843051459903,2.597741433021807,0.8297481256796488,0.46614184928810043,0.11312909203928184,0.09272613396988165,0.4884246762358887,0.4770537729832055,0.654373262289332
STAND,EYE,1.5,0.9978945984125891,0.5741821602446195,5.192070035797599,5.192070035797599,0.7399331994902865,2.2271261472704023,1.2743068394966315,0.7618309480929131,0.13650092393155083,0.0787364671246272,0.5625411332585417,0.5529459948382104,0.9976485204338144
STAND,EYE,2.0,1.06128412590208,0.6490682376725458,5.192070035797599,5.192070035797599,0.655644793426927,1.7583898620413305,1.488853300299815,1.0316105862709555,0.1422450208747912,0.0692749248631529,0.6256724400860953,0.6153906303006309,1.282695849408237
STAND,EYE,2.5,1.1028141378252154,0.703384870221912,5.192070035797599,5.192070035797599,0.6115232008474522,1.5684474402274506,1.5876947182163161,1.1979692316089827,0.14364638596210988,0.06393135656755114,0.6737247160125412,0.656560003213158,1.4330190303430357
STAND,EYE,3.0,1.1483999474769402,0.769536478177139,5.192070035797599,5.192070035797599,0.5798999517597827,1.444921479954968,1.6474378885108378,1.3178808919163305,0.15481694459336515,0.061588226520188846,0.724909132434874,0.6977537507074068,1.51944849873824
STAND,EYE,3.5,1.180603636471727,0.8168309365950399,5.192070035797599,5.192070035797599,0.5571516680858455,1.3653579197435457,1.685036764795257,1.4044856449829686,0.1535424137593893,0.06184065772913725,0.7619584185934292,0.7307768763189112,1.5794296325753234
STAND,EYE,4.0,1.2170578333211255,0.872100049508642,5.192070035797599,5.192070035797599,0.53659264865619,1.3282791420993378,1.7134008285605922,1.451305528096607,0.15325847377496435,0.0616240989012342,0.8017669673069507,0.7689261560880672,1.615214469266986
STAND,HAND,1.0,0.8303142463917289,0.3647701987775507,7.766709097717461,7.766709097717461,1.3365655345931526,1.3172915202997593,0.6888483103643749,0.5929104347308088,0.019220330946455498,0.056385237250170556,0.36518959234486736,0.3029364811732333,0.652134665703306
STAND,HAND,1.5,0.9437871526269206,0.45633196554859023,7.779245329963789,7.779245329963789,1.1725434644517816,1.3147243293270008,0.9682866485780439,0.8204747668517729,0.0400013205852228,0.060185124706125845,0.4765480955899982,0.402548437369725,0.9075491199809906
STAND,HAND,2.0,1.0191243512007744,0.5443622425128694,7.7806408936525315,7.7806408936525315,1.077979015642787,1.2189593299952137,1.1411557445296747,1.0063618590692993,0.04077627641544905,0.07073965537615555,0.568636746035011,0.487785456094842,1.0859003104377005
STAND,HAND,2.5,1.0857721092208383,0.6501459366035274,7.7806408936525315,7.7806408936525315,1.0182894629347174,1.1551667695878933,1.235524290523065,1.134760492735375,0.0459150234174113,0.07412629237624471,0.6547527053725168,0.5666063923341685,1.1948648799740105
STAND,HAND,3.0,1.1414626283822633,0.7403899642954781,7.7806408936525315,7.7806408936525315,0.9767483996989246,1.1087120958481824,1.2968653357984836,1.222346869938033,0.04536569936004665,0.0736325439904196,0.7328988258108553,0.6368449899291019,1.2644617036563077
STAND,HAND,3.5,1.2071966643477112,0.870532235943333,7.7806408936525315,7.7806408936525315,0.939722941870588,1.0914039695353168,1.3430779672710491,1.280214190257018,0.0439902894056474,0.0737266975237093,0.812359694998019,0.710105361505144,1.3137687731343353
STAND,HAND,4.0,1.262708436234321,0.9611165999493827,7.7806408936525315,7.7806408936525315,0.9099154969470848,1.0733009937478455,1.3789360233420358,1.3248702350697044,0.0442914653835927,0.07437109588291176,0.8831738075977926,0.7775785026882056,1.351054255386003
