posture,cursor_type,wide,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,mean_abs_offset_horizontal,mean_abs_offset_vertical,std_abs_offset_horizontal,std_abs_offset_vertical,longest_dwell_time,movement_length,walking_speed
STAND,EYE,LARGE,0.8435990576706899,0.6392823618548609,7.941646474444985,10.737196350545075,0.7028570370370331,1.7037037037037037,0.9614328271604934,0.626484456790124,-0.05802572221137848,-0.1610759460820425,0.6839145556560657,0.4724768911271663,0.6148483017634734,0.4478018632909187,0.5912695016533657,0.3284996104748342,0.8682194938271599,29.017871773109075,0.015360689439023214
STAND,EYE,SMALL,0.6318982157053178,0.2508940980556532,4.846840239716834,5.708322802490164,0.5777945185185166,1.1481481481481481,0.8184360493827192,0.7426957037037065,0.12955443572764253,-0.167342305156949,0.2562150188568965,0.25638629733789536,0.42810564797043404,0.3859348365285109,0.1883111637231814,0.19548347540623806,0.8028104197530901,13.641258045594087,0.008874339199719415
STAND,HAND,LARGE,0.8458103310787431,0.37580688191491474,10.988948602283573,12.493138073645731,1.2843532222222254,1.1481481481481481,0.9319281975308613,0.8448139999999966,0.020058910945114264,0.0707845362775178,0.4709159808462428,0.4171745273863929,0.5836254038708913,0.47477994074062974,0.3286103216606168,0.29601805545086096,0.8947787530864161,32.10814966560104,0.015084223525008135
STAND,HAND,SMALL,0.8954067694730848,0.3801179501349743,6.014135317899251,6.442226560728909,0.9307058518518545,1.1851851851851851,0.9820139506172857,0.8746891851851866,0.07227320202184424,0.06348525460012336,0.5084967548125164,0.3900359473164451,0.6390745407037056,0.5121636766684142,0.3504038179870555,0.2602884476421819,0.8914683950617296,15.457638465243454,0.012309936236244918
STAND,HEAD,LARGE,0.6962693121853365,0.35843346383590535,8.978434764681367,10.911259281751587,0.9866535925925882,1.2592592592592593,0.9924398641975303,0.8386047037037022,-0.016658642145421936,-0.06926377383201572,0.3682884521275152,0.3565045042469717,0.4753632851972569,0.4187967068897578,0.2980948076420049,0.2678190501222587,0.8750141111111092,26.777566175492243,0.025349744714455124
STAND,HEAD,SMALL,0.7348934938137117,0.350196094109193,4.821182723259107,5.415936968107365,0.7353765555555575,1.3333333333333333,0.9259017777777773,0.7553050740740753,0.13958070355811886,-0.08442002150700008,0.4580503324483115,0.328234664270867,0.5217647213542228,0.3996109312152824,0.3196926760387347,0.22299145230258513,0.8756685555555561,13.365014147489044,0.01866735414730856
WALK,EYE,LARGE,4.800180572221243,3.0623843987588577,7.80212907575534,7.642336426484614,1.3351413846153832,3.5384615384615383,0.7250651025640594,0.20564954670328325,-0.34947999034835825,-0.6119616173951742,3.7501312375160776,1.0921877584867659,4.500393651348585,1.0065682033821173,3.1176275691363506,0.7811717951951196,0.34235283333330996,46.68875103259996,0.928936497798009
WALK,EYE,SMALL,4.7831814721983745,3.258442007560796,6.177212607259962,4.446147117093878,1.4626225769230814,3.0,0.7283480384615354,0.2476619230769215,-0.7102341766876972,-0.48665006685257556,3.999819386928337,1.1995690492466928,4.472459808727155,1.0828268296760644,3.343238841820911,0.8861932424058624,0.3620654743589641,36.10980778752502,0.9240247164451898
WALK,HAND,LARGE,5.0805004142348675,3.2900082668650863,10.43381223979925,10.215524328784577,2.082788272727276,3.3181818181818183,0.6825846060605955,0.22568697435064558,-0.8961904033595346,-0.1375610893079099,4.4061649041977375,0.9929910932850412,4.886841653721511,0.8550319672780575,3.378156816941102,0.5959811529121403,0.36478269696969073,70.95194202958541,0.8905816757658909
WALK,HAND,SMALL,5.1698761748868005,3.545193954630664,8.545666973850539,7.612623772356341,1.8793716000000087,3.76,0.7446726133333234,0.20237163438095188,-0.20998049327431276,-0.2620951555990489,4.688767166301858,1.0321000674092828,4.935161345640061,0.9074412961069332,3.6541678580076433,0.652227864244287,0.3376520133333254,73.97857487165044,0.8830564095308607
WALK,HEAD,LARGE,4.4262600785398005,2.8019001992878345,8.216332190484916,8.077685546833939,1.7580607407407436,3.5925925925925926,0.5708797530864205,0.16134297839505984,0.8264476591516154,-0.25764626703696675,3.932072996980487,1.0838197756037293,4.112545981767537,1.0064728864464842,2.930778782052775,0.7056867537557494,0.2583408888889009,46.221981669748295,0.8531074321768058
WALK,HEAD,SMALL,4.6630631911925295,3.158553486308861,5.8400906961926955,3.9989881062869976,1.3324547407407483,4.111111111111111,0.76755888888891,0.1872352470899529,0.13863677121605134,-0.03652730557592195,4.422308841129637,0.9602472108608855,4.416095537549094,0.8877260655461109,3.2848701962868097,0.5870174888970479,0.3221905555555622,25.722198535322644,0.8330795252369209
