,subject,posture,cursor,selection,target,repetition,initial_contact_time,mean_error,best_record,threshold,required_target_size,mean_error_horizontal,mean_error_vertical,std_error_horizontal,std_error_vertical,mean_cursor_speed,overall_time,success,target_in_count,target_in_count_per_second,walk_speed,first_dwell_time,error,final_point_horizontal,final_point_vertical,final_cursor_speed,dwell_speeds,before_speeds,error_trial,dwelling_time,x_position,y_position,width,height
3,11,Walk,Head,Dwell,3,1,0.6659239999999613,2.831800275080769,,,5.01418924,1.3079814199238697,0.8560578890394804,2.656374359868523,0.7199613978491664,16.787457947890015,4.9836669999999685,0,11.0,2.5476273136219505,1.1634605486548624,,,,,,,,100,4.317743000000007,0.8660254037844387,-0.49999999999999983,6.620730139660916,2.2959806847378132
4,11,Walk,Head,Dwell,4,1,1.4796139999999696,2.4745955413207548,,,4.89120626,0.0752951160074114,0.4626880907180844,2.546508881419639,1.1348168466040347,19.174770091548403,4.999054000000001,0,10.0,2.841361125633598,1.4514000597008494,,,,,,,,100,3.5194400000000314,0.3420201433256689,-0.9396926207859083,5.168312878846689,2.732321783926154
5,11,Walk,Head,Dwell,5,1,0.8517000000000507,3.6603052022399996,,,9.835013,-1.0245343919335306,0.9333459140935602,4.345375590365375,0.9148264263347905,18.69411826201413,5.001500000000021,0,7.0,1.6868282808810182,1.1547982197512925,,,,,,,,100,4.149799999999971,-0.34202014332566866,-0.9396926207859084,9.71528557266428,2.762998766763141
6,11,Walk,Head,Dwell,6,1,0.5853539999999953,2.7190505322641507,,,5.034622,0.06784263799753887,0.5412238701300187,2.9235701611866007,0.7227125436420695,17.34679591377893,4.984375,0,10.0,2.2732330670846967,1.1072709197758286,,,,,,,,100,4.399021000000005,-0.8660254037844384,-0.5000000000000004,5.9149829603707405,1.9866489574141577
7,11,Walk,Head,Dwell,7,1,0.6654049999999643,2.9415435896178863,,,7.2793107,-1.2090914453634596,0.18562046493269435,3.060514883627304,1.4476696329326961,15.710971829165189,2.6976319999999987,100,3.0,1.4762130411612233,1.3610555772418182,1.7226319999999986,,,,,,,0,2.0322270000000344,-0.9848077530122081,0.17364817766692997,7.330121212618068,3.0809597307980865
8,11,Walk,Head,Dwell,8,1,1.267516999999998,2.3764507283022223,,,8.696194,0.8301328967328039,-0.21685855916402785,2.542065036638667,1.2219923336165572,14.620000747590135,5.001263999999992,0,8.0,2.1426197329385235,1.2533309627783853,,,,,,,,100,3.733746999999994,-0.6427876096865396,0.7660444431189778,5.914262970010137,2.660843226397142
0,11,Walk,Head,Dwell,0,2,0.7980349999999703,2.488262013907489,,,5.48187065,0.7846161253180515,0.1510696926451638,3.112184839899944,0.6528505770893864,16.39964559431255,4.568952999999965,100,4.0,1.0607496636097644,1.1295219993427044,3.593952999999965,,,,,,,0,3.7709179999999947,0.0,1.0,7.0089858051179394,1.4567708468239366
1,11,Walk,Head,Dwell,1,2,0.683166999999969,3.2387247426751054,,,7.921271,0.463610425620752,0.12185949993271257,3.8774529325983127,1.1873331458358265,19.86026998997117,4.617096000000004,100,7.0,1.7793915446872424,1.1745976266174851,3.6420960000000036,,,,,,,0,3.9339290000000346,0.6427876096865393,0.766044443118978,8.218516290817377,2.4965257916043657
2,11,Walk,Head,Dwell,2,2,1.0324170000000095,3.0059908467403846,,,3.93830585,1.4949019119805906,-0.3833803609265385,3.5396886225858464,0.9841301115225559,19.501089876639323,4.485878000000014,100,6.0,1.7373875077784264,1.2549229377433162,3.5108780000000137,,,,,,,0,3.4534610000000043,0.984807753012208,0.17364817766693041,8.574279157152283,2.3516405839716503
3,11,Walk,Head,Dwell,3,2,0.7686160000000086,2.8337337327913388,,,6.690261,1.476570116897773,0.17805144033435838,2.871310938755103,1.1022960509679347,19.237936996552335,4.985969000000011,0,10.0,2.3711555565777855,1.1929114593861618,,,,,,,,100,4.217353000000003,0.8660254037844387,-0.49999999999999983,7.2191919944079785,2.3826435422702277
4,11,Walk,Head,Dwell,4,2,0.8169449999999756,2.6931734241641787,,,7.030567,0.6666980387440422,0.23057479650264034,2.7410872125957604,1.5213544831850176,15.68169667151613,4.150838000000022,100,8.0,2.3995971076455933,1.2698649723757014,3.1758380000000215,,,,,,,0,3.333893000000046,0.3420201433256689,-0.9396926207859083,6.148872463935563,3.2732837628726754
5,11,Walk,Head,Dwell,5,2,0.5983889999999974,2.1022481426144233,,,3.6449706600000003,0.7664685284968049,0.2029689662061798,1.9978614920082898,1.1545435904441101,14.799032636799783,4.046752999999967,100,6.0,1.739955526736752,1.1272567048623152,3.071752999999967,,,,,,,0,3.4483639999999696,-0.34202014332566866,-0.9396926207859084,4.762191512513384,2.5120561470944
6,11,Walk,Head,Dwell,6,2,1.0177310000000261,3.1003714073625,,,5.873963,-1.8620618497166643,0.4462124635034305,2.5297922497032386,1.3053181939150673,17.701865900805423,5.002661999999987,0,7.0,1.7566176177203745,1.2086411163357091,,,,,,,,100,3.9849309999999605,-0.8660254037844384,-0.5000000000000004,6.921646349123142,3.056848851333565
7,11,Walk,Head,Dwell,7,2,0.7490000000000236,2.6593477516980393,,,6.069666,-0.6609160844324551,0.21812756264690522,2.6921496918714083,1.3739237404572266,19.261285898575117,4.980828000000031,0,6.0,1.417827000530265,1.1860906836685168,,,,,,,,100,4.231828000000007,-0.9848077530122081,0.17364817766692997,6.045215468175272,2.9659750435613583
8,11,Walk,Head,Dwell,8,2,0.6152819999999792,2.8724803864621213,,,7.298046,-0.77572818686033,0.0019928089691179903,3.0934516259803924,1.1010049940196567,17.15484656488211,4.997799999999984,0,7.0,1.5972552765328043,1.185965260624254,,,,,,,,100,4.382518000000005,-0.6427876096865396,0.7660444431189778,6.962631438821115,2.2040027970084313
0,11,Walk,Head,Dwell,0,3,0.39550800000000663,2.3022847412490974,,,4.13289642,0.046841220162655496,0.285660367088587,2.4848040694648867,1.0311266451732588,15.141760694740697,4.994337999999971,0,8.0,1.739572891365861,1.1402169687782824,,,,,,,,100,4.598829999999964,0.0,1.0,5.016449359092429,2.3479136574351047
1,11,Walk,Head,Dwell,1,3,1.1326910000000225,2.492741241607759,,,8.035436,0.25222884921681815,-0.07455018604986048,2.8735349647265704,0.926486116581362,17.715480588194733,4.984192000000007,0,8.0,2.0771122738901098,1.3521682821707093,,,,,,,,100,3.8515009999999847,0.6427876096865393,0.766044443118978,5.999298778669959,1.9275224192125846
2,11,Walk,Head,Dwell,2,3,0.7814520000000016,3.479841827079052,,,5.38434172,2.292010298990112,0.1140112914495241,3.612481135492181,0.9398378436271804,19.96966996808331,4.984850999999992,0,11.0,2.616929775165295,1.1212159829658708,,,,,,,,100,4.20339899999999,0.984807753012208,0.17364817766693041,9.516972569974474,1.993686978703885
3,11,Walk,Head,Dwell,3,3,0.7160650000000146,3.214487531463035,,,7.749245,0.7160488760680299,0.23833890100595287,3.7994464252111095,1.134861858006146,20.648926553818505,4.9872139999999945,0,8.0,1.8730322917791062,1.1577381839880263,,,,,,,,100,4.27114899999998,0.8660254037844387,-0.49999999999999983,8.314941726490249,2.5080626170182447
4,11,Walk,Head,Dwell,4,3,0.9169920000000502,3.829861726424489,,,8.809059,1.7140523816076003,1.24130582364045,3.7636491190660033,1.5105867487490308,20.43569784505724,4.986944000000051,0,8.0,1.9656251474218858,1.3206012457928553,,,,,,,,100,4.069952000000001,0.3420201433256689,-0.9396926207859083,9.241350619739606,4.262479321138511
5,11,Walk,Head,Dwell,5,3,0.7181390000000079,2.5585911941162793,,,3.43678236,0.31046497805959355,0.9129267545247942,2.824531067075793,0.999864568393767,17.126881965873743,4.999169999999992,0,9.0,2.102297320435202,1.1993723896410209,,,,,,,,100,4.2810309999999845,-0.34202014332566866,-0.9396926207859084,5.9595271122111795,2.9126558913123284
6,11,Walk,Head,Dwell,6,3,0.6988999999999805,2.882398128972973,,,8.04818,0.21595370522018556,0.6915996500598885,3.2362233315169684,0.9328290652067238,17.89841234370365,4.997578999999973,0,8.0,1.861036844109554,1.1450940877154496,,,,,,,,100,4.298678999999993,-0.8660254037844384,-0.5000000000000004,6.688400368254122,2.557257780473336
7,11,Walk,Head,Dwell,7,3,1.4078000000000088,2.66465217,,,3.07835245,-1.4347440963246465,0.3447989441930555,2.319885485782279,1.2933662345146602,15.225212598650884,4.997500000000002,0,8.0,2.228598490124527,1.3642465893922744,,,,,,,,100,3.5896999999999935,-0.9848077530122081,0.17364817766692997,6.074515067889204,2.931531413222376
8,11,Walk,Head,Dwell,8,3,0.6670540000000074,3.314456480038314,,,7.743265,0.9836922019069844,-0.032733720705453835,3.6956374545422452,1.0721640495472595,19.070811324027517,4.9976199999999835,0,8.0,1.8473335817997103,1.1839837299528297,,,,,,,,100,4.330565999999976,-0.6427876096865396,0.7660444431189778,8.374967110991475,2.177061819799973
0,11,Walk,Head,Dwell,0,4,0.7344050000000379,3.341374137276264,,,8.745162,1.507768339951328,0.14827476646905718,3.284483064566536,1.6182742699674555,18.016941271469324,4.998016000000007,0,6.0,1.4072578384848065,1.1313991877500513,,,,,,,,100,4.263610999999969,0.0,1.0,8.0767344690844,3.3848233064039683
1,11,Walk,Head,Dwell,1,4,0.9689550000000509,3.594728978851852,,,7.752866,0.7021760552729462,-0.10603091846112024,4.073683467520748,0.8165463643700075,19.992774570712147,5.003256999999962,0,6.0,1.4872461208903378,1.2072290668996404,,,,,,,,100,4.0343019999999115,0.6427876096865393,0.766044443118978,8.849542990314443,1.7391236472011353
2,11,Walk,Head,Dwell,2,4,1.2331369999999424,2.7609758311548673,,,5.33751726,0.9739599115863528,0.4217340803697832,2.913139988545608,0.6362842624849291,17.669189692500233,4.9830369999999675,0,9.0,2.400064001706696,1.2316613222199728,,,,,,,,100,3.749900000000025,0.984807753012208,0.17364817766693041,6.800239888677569,1.6943026053396415
3,11,Walk,Head,Dwell,3,4,0.49795999999997775,1.8714374058376384,,,4.410954,0.5342062917746027,0.21429802203372192,1.7233023109218664,1.0138663107680863,12.834205810988177,5.0,0,5.0,1.110607635649611,1.1081047994101436,,,,,,,,100,4.502040000000022,0.8660254037844387,-0.49999999999999983,3.9808109136183356,2.2420306435698945
4,11,Walk,Head,Dwell,4,4,1.2169799999999782,2.8204699209692987,,,5.8729615200000005,1.4501052820755587,0.9996821055880625,2.467404489558501,1.0539622674635105,16.29659303856612,5.000609999999995,0,7.0,1.8500751923417378,1.3403145420714953,,,,,,,,100,3.7836300000000165,0.3420201433256689,-0.9396926207859083,6.384914261192561,3.1076066405150833
5,11,Walk,Head,Dwell,5,4,0.717200000000048,2.9433566237782105,,,5.865715,0.5423630686258142,1.1574747246700585,2.833457583336417,1.0893848193069597,17.681673297147952,4.98904600000003,0,12.0,2.8090900280581392,1.1238645350245755,,,,,,,,100,4.271845999999982,-0.34202014332566866,-0.9396926207859084,6.209278235298648,3.3362443632839778
6,11,Walk,Head,Dwell,6,4,0.6650999999999385,3.1091694799307694,,,6.25507641,-1.1541418910024457,0.9411320812768933,3.059046207975369,0.8505055396586156,19.864136430528422,4.984353999999939,0,10.0,2.315214618079881,1.0976707411730984,,,,,,,,100,4.319254000000001,-0.8660254037844384,-0.5000000000000004,7.272234306953184,2.6421431605941246
7,11,Walk,Head,Dwell,7,4,0.6527470000000335,2.7532244543103452,,,6.26900959,0.1328184556344306,0.582727954017397,3.1050521069554335,0.7994380047645506,18.396386492039316,4.982399999999984,0,9.0,2.0786885230756607,1.1062023519203847,,,,,,,,100,4.329652999999951,-0.9848077530122081,0.17364817766692997,6.342922669545298,2.181603963546498
8,11,Walk,Head,Dwell,8,4,0.6799579999999992,1.999609838898551,,,4.12644672,-0.25166484782605275,0.31299503333092865,1.7724981956475754,1.2615395152220819,15.133919622792252,2.965301000000011,100,4.0,1.7502843118078903,1.2445060173475087,1.9903010000000108,,,,,,,0,2.2853430000000117,-0.6427876096865396,0.7660444431189778,3.7966612391212036,2.8360740637750923
0,11,Walk,Eye,Click,0,1,0.6680900000000065,,,,,,,,,11.777708363342304,1.3477409999999281,100,1.0,1.4713433806470015,1.951229962828641,,,1.1180405870592836,-0.8250017631731055,17.818631487973146,,,0,0.6796509999999216,0.0,1.0,,
1,11,Walk,Eye,Click,1,1,1.1821899999999914,,,,,,,,,27.014359465591184,1.6477560000000722,0,1.0,2.1479231730835724,3.1734301684216293,,,-5.67494586177164,-0.008681621477549584,36.57473168554298,,,100,0.46556600000008075,0.6427876096865393,0.766044443118978,,
2,11,Walk,Eye,Click,2,1,0.3483999999999696,,,,,,,,,47.134512506702606,1.4998659999999973,100,8.0,6.947664976646994,1.1748913504892626,,,2.6656880938754073,0.13157555920399489,14.659731836834771,,,0,1.1514660000000276,0.984807753012208,0.17364817766693041,,
3,11,Walk,Eye,Click,3,1,0.3969000000000733,,,,,,,,,23.148979092676665,1.1784999999999854,0,4.0,5.117707267144895,1.5992042581040267,,,5.557062096543447,0.5694402617711773,11.090119451000094,,,100,0.7815999999999121,0.8660254037844387,-0.49999999999999983,,
4,11,Walk,Eye,Click,4,1,0.46483500000010736,,,,,,,,,27.001100137849686,1.9133000000000493,0,4.0,2.7615441173933513,1.358353179366157,,,-3.7772491161429187,3.007730797157464,33.0200936925448,,,100,1.448464999999942,0.3420201433256689,-0.9396926207859083,,
5,11,Walk,Eye,Click,5,1,1.01400000000001,,,,,,,,,10.50167273467162,1.6303000000000338,100,2.0,3.245172805451765,2.368219472341511,,,-1.98041946164863,0.5129191282311467,8.409571527742383,,,0,0.6163000000000238,-0.34202014332566866,-0.9396926207859084,,
6,11,Walk,Eye,Click,6,1,0.6961000000000013,,,,,,,,,16.908638234621595,1.5272000000001071,100,3.0,3.6096739261215474,1.8765157709182487,,,-2.4978731050976997,0.7624242999504673,6.379242143044256,,,0,0.8311000000001059,-0.8660254037844384,-0.5000000000000004,,
7,11,Walk,Eye,Click,7,1,0.7013999999999214,,,,,,,,,11.93036931217824,1.3326619999999139,100,2.0,3.1682566034388637,2.1114814613439736,,,-1.6823443490781784,0.3452391932302561,7.4169151839079355,,,0,0.6312619999999924,-0.9848077530122081,0.17364817766692997,,
8,11,Walk,Eye,Click,8,1,0.7333670000000438,,,,,,,,,10.565019146014267,1.2800590000000511,100,1.0,1.8291835256414704,2.3320356990147753,,,-0.8890053405936982,1.436989432635599,10.144743735659647,,,0,0.5466920000000073,-0.6427876096865396,0.7660444431189778,,
0,11,Walk,Eye,Click,0,2,0.46396099999992657,,,,,,,,,15.96789486405679,1.2450999999999794,100,4.0,5.120727552970379,1.5057865624788445,,,-2.526457134363909,1.08489695485828,15.18946783193247,,,0,0.7811390000000529,0.0,1.0,,
1,11,Walk,Eye,Click,1,2,0.6978000000000293,,,,,,,,,11.662480904255869,1.4459390000000667,100,1.0,1.3366500075520058,1.9658258452681194,,,0.19001758606381713,1.0064252026389653,11.760382021442217,,,0,0.7481390000000374,0.6427876096865393,0.766044443118978,,
2,11,Walk,Eye,Click,2,2,0.8311999999999671,,,,,,,,,21.775555062655588,1.4994550000000118,100,5.0,7.482173721108957,2.1524474897493415,,,1.5319688714470487,1.3230324009985992,15.317549496113074,,,0,0.6682550000000447,0.984807753012208,0.17364817766693041,,
3,11,Walk,Eye,Click,3,2,0.6628000000000611,,,,,,,,,15.922276997821998,1.4642000000000053,0,3.0,3.743448964312714,1.8523451400128126,,,3.6839096143181393,1.3927097375082127,7.493058224877881,,,100,0.8013999999999442,0.8660254037844387,-0.49999999999999983,,
4,11,Walk,Eye,Click,4,2,0.6297000000000708,,,,,,,,,25.091098231199982,1.213196000000039,100,5.0,8.569039033687073,2.042144344933321,,,-0.8615677931089749,2.2877079758314522,21.890510214272066,,,0,0.5834959999999683,0.3420201433256689,-0.9396926207859083,,
5,11,Walk,Eye,Click,5,2,0.6307380000000649,,,,,,,,,21.26519230271536,1.6787719999999808,100,6.0,5.7250051047966775,1.6001344326067606,,,-2.219365917222305,2.1438924723245947,7.578377588783731,,,0,1.048033999999916,-0.34202014332566866,-0.9396926207859084,,
6,11,Walk,Eye,Click,6,2,0.747600000000034,,,,,,,,,14.900313867821911,1.5621519999999691,100,2.0,2.4553374124674168,1.9920042285704895,,,1.1187173296515027,-0.441883013561025,8.184232278360762,,,0,0.8145519999999351,-0.8660254037844384,-0.5000000000000004,,
7,11,Walk,Eye,Click,7,2,1.1115329999998949,,,,,,,,,20.505283273803435,1.4295999999999367,100,2.0,6.287983349419264,4.336280121495309,,,2.7542253905856455,-0.23022582746907005,17.759048002623263,,,0,0.31806700000004184,-0.9848077530122081,0.17364817766692997,,
8,11,Walk,Eye,Click,8,2,1.2351579999999558,,,,,,,,,17.579220418393028,1.5488579999999956,100,1.0,3.1877590054187857,4.456127141678696,,,0.19129052177383699,0.08679963116081524,14.656660099261154,,,0,0.31370000000003984,-0.6427876096865396,0.7660444431189778,,
