,subject,posture,cursor,selection,target,repetition,initial_contact_time,mean_error,best_record,threshold,required_target_size,mean_error_horizontal,mean_error_vertical,std_error_horizontal,std_error_vertical,mean_cursor_speed,overall_time,success,target_in_count,target_in_count_per_second,walk_speed,first_dwell_time,error,final_point_horizontal,final_point_vertical,final_cursor_speed,dwell_speeds,before_speeds,error_trial,dwelling_time,x_position,y_position,width,height
0,11,Walk,Head,Click,0,1,0.9445000000000618,,,,,,,,,18.782371189629846,1.275600000000054,100,2.0,6.040471156750369,3.974455507309785,,,-0.2339433253423664,-0.3530568450844669,15.934298848915555,,,0,0.3310999999999922,0.0,1.0,,
1,11,Walk,Head,Click,1,1,0.8981999999999744,,,,,,,,,7.6842712344052515,1.2128629999999703,100,1.0,3.178003133511131,4.029136684837664,,,1.9375493164557298,-0.5631507175250476,5.7764979032237695,,,0,0.3146629999999959,0.6427876096865393,0.766044443118978,,
2,11,Walk,Head,Click,2,1,0.7649670000000697,,,,,,,,,22.46739378300488,1.2976670000000468,100,2.0,3.754458419373167,2.2252805309284973,,,-2.1913360212058137,0.5734927823254168,16.344009641346236,,,0,0.5326999999999771,0.984807753012208,0.17364817766693041,,
3,11,Walk,Head,Click,3,1,0.8480590000000348,,,,,,,,,11.955016312135836,1.1292110000000548,0,1.0,3.556794900978576,4.270243014737648,,,-4.594391986283682,0.7912583245553293,9.132844097239369,,,100,0.28115200000002005,0.8660254037844387,-0.49999999999999983,,
4,11,Walk,Head,Click,4,1,1.1928100000000086,,,,,,,,,53.987030546463195,1.42995099999996,100,2.0,8.433800987599824,6.043539255019255,,,-0.13582204932102115,-0.15348108864198196,51.371601671990106,,,0,0.23714099999995142,0.3420201433256689,-0.9396926207859083,,
5,11,Walk,Head,Click,5,1,0.6825460000000021,,,,,,,,,18.75331634914737,1.414967000000047,0,2.0,2.730669928906841,1.9688033597704058,,,2.2228718542096715,-2.439738823203413,9.584265291799987,,,100,0.7324210000000448,-0.34202014332566866,-0.9396926207859084,,
6,11,Walk,Head,Click,6,1,0.7464350000000195,,,,,,,,,12.254205287741044,1.1624749999999722,100,1.0,2.403615037015945,2.844421024508836,,,0.7144756338593368,-1.1846364700130891,8.229480410096192,,,0,0.41603999999995267,-0.8660254037844384,-0.5000000000000004,,
7,11,Walk,Head,Click,7,1,0.5625,,,,,,,,,22.68276550084919,1.1457999999998947,100,3.0,5.143151037203054,1.92055793905791,,,0.5153813049399503,2.5338501551081833,11.707841031505277,,,0,0.5832999999998947,-0.9848077530122081,0.17364817766692997,,
8,11,Walk,Head,Click,8,1,0.6671390000000201,,,,,,,,,11.335520066826199,1.1630999999999858,100,1.0,2.0162875709986654,2.0398953456977154,,,0.04607759693797675,0.9484800012295409,8.853898386278043,,,0,0.4959609999999657,-0.6427876096865396,0.7660444431189778,,
0,11,Walk,Head,Click,0,2,0.6268999999999778,,,,,,,,,21.44397858334816,1.3795000000000073,100,3.0,3.986181238373482,1.8309692513265656,,,-2.8291370122898627,-0.1217435828624076,14.12993091687553,,,0,0.7526000000000295,0.0,1.0,,
1,11,Walk,Head,Click,1,2,0.6414459999999735,,,,,,,,,9.681597101031842,1.3587459999999965,100,1.0,1.3941168269900572,1.9219178872665816,,,0.7171178702243259,1.30840304254761,3.5716065197251683,,,0,0.7173000000000229,0.6427876096865393,0.766044443118978,,
2,11,Walk,Head,Click,2,2,0.6948849999999993,,,,,,,,,11.258460916113158,1.2814309999999978,100,1.0,1.7048961206793716,2.169195871749972,,,-1.0665584426593284,-0.5245026807026107,8.195834926937776,,,0,0.5865459999999985,0.984807753012208,0.17364817766693041,,
3,11,Walk,Head,Click,3,2,0.6639999999999873,,,,,,,,,18.28426894787471,1.297399999999925,100,2.0,3.157562361856957,2.1595073138973784,,,0.23722263203099203,0.1647374584562442,9.407517018455449,,,0,0.6333999999999378,0.8660254037844387,-0.49999999999999983,,
4,11,Walk,Head,Click,4,2,0.8782380000000103,,,,,,,,,8.324488788932241,1.2456379999999854,100,1.0,2.721829069134643,3.336931212068868,,,-0.9216631235017019,1.2272536238410368,8.778614237592697,,,0,0.3673999999999751,0.3420201433256689,-0.9396926207859083,,
5,11,Walk,Head,Click,5,2,1.201037000000042,,,,,,,,,17.664338813555492,1.3984990000000153,0,1.0,5.0642655295709345,6.50397985132705,,,-2.5563025003162068,-2.619925988131328,17.664338813555492,,,100,0.19746199999997316,-0.34202014332566866,-0.9396926207859084,,
6,11,Walk,Head,Click,6,2,0.9307999999999765,,,,,,,,,13.193529590100574,1.3142569999999978,100,1.0,2.6078543356880814,3.499744581164482,,,-0.08733674842419958,-1.9597001416205444,13.043443641081252,,,0,0.38345700000002125,-0.8660254037844384,-0.5000000000000004,,
7,11,Walk,Head,Click,7,2,0.5469969999999194,,,,,,,,,18.859352737616227,1.479251999999974,100,2.0,2.1453357718648682,1.529346809992117,,,-0.7529730532728909,-0.6617389570096606,21.789763623258853,,,0,0.9322550000000547,-0.9848077530122081,0.17364817766692997,,
8,11,Walk,Head,Click,8,2,0.5428550000000314,,,,,,,,,13.04368585151,1.1930999999999585,0,2.0,3.075763750586662,1.7793834175906484,,,2.7412263060834903,1.239765834209976,8.875995851078853,,,100,0.6502449999999271,-0.6427876096865396,0.7660444431189778,,
0,11,Walk,Head,Click,0,3,0.8620999999999412,,,,,,,,,13.6289036790522,1.149499999999989,100,1.0,3.4794711203891215,3.248466935731063,,,-0.9451163395543443,1.2567299871563762,12.636470414923204,,,0,0.28740000000004784,0.0,1.0,,
1,11,Walk,Head,Click,1,3,1.510550999999964,,,,,,,,,12.401341051990645,1.8141400000000658,100,1.0,3.2939269868133056,4.960250859715972,,,-0.6767585021574831,1.0938611238958629,14.344394369780298,,,0,0.3035890000001018,0.6427876096865393,0.766044443118978,,
2,11,Walk,Head,Click,2,3,0.6625000000000227,,,,,,,,,14.33645472859986,1.600400000000036,100,1.0,1.066211749653466,1.4247366735506442,,,-1.6414822391177495,-1.0325912773082422,11.607127138959363,,,0,0.9379000000000133,0.984807753012208,0.17364817766693041,,
3,11,Walk,Head,Click,3,3,0.5299999999999727,,,,,,,,,18.36127921722259,1.4443999999999733,100,2.0,2.1872265966754143,1.5958528370430636,,,0.4205450744341164,0.7562305196351673,13.032859082918847,,,0,0.9144000000000005,0.8660254037844387,-0.49999999999999983,,
4,11,Walk,Head,Click,4,3,1.0765440000000126,,,,,,,,,15.717333003499443,1.4619440000000168,100,1.0,2.594706798131783,3.9719129332656933,,,-1.6100765423002743,-0.27797923406561154,18.88573930209652,,,0,0.3854000000000042,0.3420201433256689,-0.9396926207859083,,
5,11,Walk,Head,Click,5,3,0.980752999999936,,,,,,,,,9.559878425014343,1.49985700000002,0,1.0,1.9263962520031406,2.7403460631911143,,,5.104045591765555,-0.4823578163051536,12.227865187261534,,,100,0.5191040000000839,-0.34202014332566866,-0.9396926207859084,,
6,11,Walk,Head,Click,6,3,0.9959999999999809,,,,,,,,,27.212596731000357,1.7105000000000246,0,2.0,2.7991602519242518,2.1440206237935,,,-4.266605487818708,-1.0911440616726793,13.635643864698908,,,100,0.7145000000000437,-0.8660254037844384,-0.5000000000000004,,
7,11,Walk,Head,Click,7,3,1.0212000000000216,,,,,,,,,26.303424828919827,2.4307589999999664,100,2.0,1.4188834947668585,1.665398014356643,,,-0.04857114659965589,0.04630809948348258,11.829435561398805,,,0,1.4095589999999447,-0.9848077530122081,0.17364817766692997,,
8,11,Walk,Head,Click,8,3,1.0944619999999077,,,,,,,,,22.34665435127997,2.910199999999918,0,6.0,3.304441499819889,1.5400723835863663,,,-5.391243150857036,-0.7982360546057237,22.732524919740914,,,100,1.8157380000000103,-0.6427876096865396,0.7660444431189778,,
0,11,Walk,Head,Click,0,4,0.4417999999999438,,,,,,,,,9.749912801625788,0.9773579999999811,100,1.0,1.8672113944706836,1.830062107585186,,,-0.06806426196990856,0.8309983060520238,9.220242116383352,,,0,0.5355580000000373,0.0,1.0,,
1,11,Walk,Head,Click,1,4,0.6124599999999418,,,,,,,,,10.870128880034175,1.1322349999999233,100,1.0,1.9239093838680885,2.1203269012954338,,,-0.7775164447596968,0.052853382186327735,15.011174125143592,,,0,0.5197749999999814,0.6427876096865393,0.766044443118978,,
2,11,Walk,Head,Click,2,4,0.6639409999999089,,,,,,,,,16.276319828910996,1.346008999999981,100,2.0,2.932258953652405,1.923749414352497,,,-1.442935220363598,-0.25600247657590103,3.7525361766437477,,,0,0.6820680000000721,0.984807753012208,0.17364817766693041,,
3,11,Walk,Head,Click,3,4,0.8462590000000318,,,,,,,,,6.875801119003995,1.6803590000000668,100,3.0,3.596691044239149,1.9726789482481524,,,1.2980340161956434,-2.310106759183199,5.895992277395508,,,0,0.8341000000000349,0.8660254037844387,-0.49999999999999983,,
4,11,Walk,Head,Click,4,4,0.9981000000000222,,,,,,,,,9.874369967091315,1.428600000000074,100,1.0,2.3228803716605797,3.372737015020711,,,-1.92980531101,-0.11956341455329778,8.792149017007299,,,0,0.43050000000005184,0.3420201433256689,-0.9396926207859083,,
5,11,Walk,Head,Click,5,4,0.8969999999999345,,,,,,,,,24.274926503984595,1.1634689999999637,0,1.0,3.7527817494713855,4.3825263203315155,,,3.7222821983310723,2.499592212352894,30.464194768897297,,,100,0.26646900000002915,-0.34202014332566866,-0.9396926207859084,,
6,11,Walk,Head,Click,6,4,0.7274390000000039,,,,,,,,,8.532472317775609,1.2450390000000198,100,1.0,1.9319938176197244,2.3937072472602874,,,1.2235927538544864,-0.3728252855668188,8.930551124157988,,,0,0.5176000000000158,-0.8660254037844384,-0.5000000000000004,,
7,11,Walk,Head,Click,7,4,0.6474999999999227,,,,,,,,,12.84823729248767,1.4776999999999134,100,2.0,2.409058058299232,1.712707760426514,,,2.586731358222103,0.6997867952754717,7.415669995553331,,,0,0.8301999999999907,-0.9848077530122081,0.17364817766692997,,
8,11,Walk,Head,Click,8,4,1.4131999999999607,,,,,,,,,20.027656589354415,1.710399999999936,100,1.0,3.3647375504713435,5.517665720556869,,,1.227797554157263,0.3211405010362114,15.24965899804277,,,0,0.29719999999997526,-0.6427876096865396,0.7660444431189778,,
0,11,Walk,Head,Dwell,0,1,0.448395000000005,2.7384819394139193,,,5.770917,-1.1725245716833095,0.14275194823613965,2.6330847272077604,1.3004223325465385,15.696773559118315,4.981169999999963,0,11.0,2.4267694734462006,1.0707543974136065,,,,,,,,100,4.532774999999958,0.0,1.0,6.438694026098831,2.7435966133292164
1,11,Walk,Head,Dwell,1,1,0.7666929999999752,1.8957227650857145,,,3.91286516,1.594486995228872,-0.15635110247904785,1.0644366886313805,0.9525516708024845,10.045569422013576,2.266998000000001,100,2.0,1.3330622773369185,1.521354308767855,1.2919980000000009,,,,,,,0,1.5003050000000258,0.6427876096865393,0.766044443118978,3.723360372491633,2.061454444084017
2,11,Walk,Head,Dwell,2,1,0.9354559999999879,1.784324198635246,,,3.76831961,-0.11404738363089804,0.133488931690735,1.969062830741649,0.7267064449068116,16.90008954601625,4.983214999999973,0,7.0,1.7293519698183677,1.2441465357977388,,,,,,,,100,4.047758999999985,0.984807753012208,0.17364817766693041,4.052173045114196,1.5869018215043582
