,subject_num,posture,cursor_type,target_type,repetition,target_num,longest_dwell_time,initial_contact_time,mean_offset,std_offset,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,success_trial,trial_time,drop_count,abs_mean_offset_horizontal,abs_mean_offset_vertical
0,2,WALK,HEAD,GRID,0,0,0.7996700000000061,0.41458000000000084,1.6932354868219688,0.9465088614309783,-0.5262786461555551,0.2397920728904986,1.7113504647185258,0.7177590935267583,True,3.150560000000013,8,1.4744653182681022,0.588648628813418
1,2,WALK,HEAD,GRID,0,1,0.7960257000000013,0.016840000000001965,1.5566305061146632,1.0920058685030172,-0.5614496000219377,-1.0751401854633964,1.0212032088426188,1.0559237569679634,True,1.193425700000006,3,0.9579883125844937,1.1482233808389013
2,2,WALK,HEAD,GRID,0,2,0.785420000000002,0.3358452000000085,1.7686521740296537,0.9557045453141138,1.1968110043853581,0.029841534589679912,1.346844411280922,0.9004894386400031,True,2.0345800000000054,3,1.4833604584753282,0.7374410600061334
3,2,WALK,HEAD,GRID,0,3,0.7971900000000005,0.4140200000000078,1.6878429869770792,1.0351267382042157,0.6180624655244065,-0.30776150795252066,1.5696313036537737,0.9996419023052893,True,2.4455099999999987,6,1.3159384571415078,0.8514360904245054
4,2,WALK,HEAD,GRID,0,4,0.7987057999999934,0.6526899999999927,1.3168194878630277,1.1518924450670058,0.4088051077826696,0.1882530711435775,1.5797076237622008,0.6111201563483547,True,3.051035799999994,5,1.0355275907211716,0.5322931172864095
5,2,WALK,HEAD,GRID,0,5,0.7859499999999997,0.36559520000000134,1.0598032730118065,0.5804065372327305,0.26335778717442687,0.7087100853042448,0.7339217640557781,0.6012665699208213,True,1.151545200000001,1,0.6528311871227286,0.763549232098138
6,2,WALK,HEAD,GRID,0,6,0.7844390000000061,0.30034390000000144,1.4240821955540537,0.581380261913328,-0.7539205898184094,-0.41521819613973715,0.7823447955971883,1.01770816759789,True,1.251647900000009,2,0.8753626944604738,0.9713758061219384
7,2,WALK,HEAD,GRID,0,7,0.7850099999999998,0.41503000000000156,1.184329246174759,0.6843339915481637,-0.3366522542464862,0.22693215158303265,1.1731968963761126,0.5797744061940642,True,3.6314299999999946,8,0.9777568203204619,0.48401882914498007
8,2,WALK,HEAD,GRID,1,0,0.7830119999999994,0.5149530000000055,1.12416080133068,0.7709499060432192,0.7929945758297803,-0.5165651372394802,0.9390210508511009,0.2928697719260725,True,1.7160180000000054,3,0.9073554667484863,0.5269407460912667
9,2,WALK,HEAD,GRID,1,1,0.7856979999999965,0.38089560000000233,1.5219867984345457,0.7661549022747056,-0.13579688505414733,-0.3154710687625718,1.572253572866854,0.5690046907530677,True,3.9474716,7,1.311778121448931,0.5464960265013526
10,2,WALK,HEAD,GRID,1,2,0.782471000000001,0.46530100000001084,0.905631137053598,0.4572472975265595,-0.46949804941015155,-0.012606985487058076,0.5502005372158181,0.7202026740361316,True,1.2477720000000119,1,0.6154308614086587,0.607914202390656
11,2,WALK,HEAD,GRID,1,3,0.7838819999999913,0.40061900000000605,0.8689944613275689,0.546960614859281,0.2806927915179655,-0.21358174042796949,0.9492599449534368,0.20551730987935793,True,1.1845009999999974,1,0.7881038765693367,0.22806495920078054
12,2,WALK,HEAD,GRID,1,4,0.7819140000000004,0.716826999999995,1.032535736369583,0.9517577662174466,0.4226570083980042,-0.284191725375923,1.274340921656415,0.3175647146560202,True,1.8180849999999964,2,0.9034886623104877,0.3468231527468175
13,2,WALK,HEAD,GRID,1,5,0.8023859999999985,0.38461299999998744,1.2796791594509087,0.941047575354119,0.7095853317854882,-0.6301613928382913,0.9548288237155237,0.8497073644069694,True,1.4856519999999875,3,0.8884527756227814,0.8343174237619739
14,2,WALK,HEAD,GRID,1,6,0.7973570000000052,0.29901799999998957,1.6849774179769172,0.9501584953357012,0.21666952584756466,-0.03319411454860947,1.7836993621385169,0.7225498002715943,True,5.064765999999992,15,1.4810337449297912,0.5265744870097824
15,2,WALK,HEAD,GRID,1,7,0.7858809999999892,0.4006880000000024,1.2705803244884744,0.550566543524961,-0.4648071847302914,-0.8928654585712552,0.6411478767944718,0.7113104942603118,True,1.1865689999999915,1,0.5733324208182257,0.9832387543421595
16,2,WALK,HEAD,GRID,2,0,0.7848929999999967,0.3830560000000105,1.5218445976945967,1.0190227275558221,-0.03423989697742137,0.16050364231092248,1.752775146543974,0.5247317592799676,True,2.2786100000000005,3,1.3929451000152084,0.42954972062157015
17,2,WALK,HEAD,GRID,2,1,0.7827589999999987,0.3147349999999989,1.4634589634607884,0.7835851512387186,0.16279109652396434,0.0339411314002849,1.494931502492036,0.7089130584429574,True,4.097342999999995,11,1.2725032709348385,0.5422383001643757
18,2,WALK,HEAD,GRID,2,2,0.7879120000000057,0.49969500000000266,1.260825434703423,0.8745292164952979,-0.5300937811788256,-0.1415238870898924,1.308015795933742,0.593881508651067,True,2.619751000000008,5,1.0453391881813436,0.44210795147468895
