posture,cursor_type,wide,subject_num,repetition,target_num,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,mean_abs_offset_horizontal,mean_abs_offset_vertical,std_abs_offset_horizontal,std_abs_offset_vertical,longest_dwell_time,movement_length,walking_speed,total_time,success_trial,error_frame_count
STAND,EYE,LARGE,10.0,5.0,4.0,1.0594431618493645,0.8232791227762651,6.21749437948863,9.419484073624718,0.6794673222222207,2.6222222222222222,1.3414607755555574,0.6731022943333349,0.05822272877255826,0.34740366025512026,0.7937883288736717,0.7453661646222737,0.6427781620134342,0.6838610436806005,0.5921508070092938,0.5974039864422697,0.9882907600000026,39.18392285325149,0.020165562308812616,2.353132206666667,0.9777777777777777,
STAND,EYE,SMALL,10.0,4.0,4.0,0.8605231424295954,0.5185316200247436,3.287620093456263,4.869184306634793,0.4169212333333332,1.8444444444444446,1.2586938355555572,0.8215018514814824,0.13028977477335366,0.13987322030171986,0.5648605833956191,0.43787588657283966,0.5545633471158326,0.5434420196186744,0.4240040673414635,0.3658411791449923,0.9831016622222241,16.179484277306432,0.011611079224680632,1.8313905422222234,0.8888888888888888,
STAND,HAND,LARGE,10.0,5.0,4.0,0.9768208548535734,0.4508615546334441,9.94845818474868,12.83077253128896,1.0045418933333348,1.3111111111111111,1.0410096622222216,0.8605245277777773,0.03400949804287621,-0.01695981463944745,0.427896405239494,0.491660386263063,0.5802125647388663,0.632751692633274,0.30962571604885974,0.38399892464221375,0.9867481733333325,33.103058563017356,0.01876153189333354,2.190818657777778,1.0,
STAND,HAND,SMALL,10.0,4.0,4.0,1.0982741043625701,0.5092759000916068,5.592549503287576,6.482665149241537,0.815393444444444,1.3555555555555556,1.038544780000003,0.840131352222224,0.024896500485049197,-0.1363410870720267,0.4741913004446767,0.5431915636772392,0.6935569756217433,0.6833990093660574,0.37470872583796466,0.42188210023526307,0.9871140777777796,16.542348961955305,0.011388104780353308,2.028783686666668,1.0,
STAND,HEAD,LARGE,10.0,5.0,4.0,0.9040692015281746,0.4481552866976324,6.54550055288204,9.742529519564021,0.7574059377777789,1.7555555555555555,1.1289054111111132,0.7536077140740753,-0.0577292140720846,0.035579461986484755,0.5186638334236258,0.48518058554966786,0.557248723539596,0.5825907771475272,0.352181260038208,0.3472696205429965,0.9887560400000015,28.715908740515765,0.028312220991871914,2.088305808888892,1.0,
STAND,HEAD,SMALL,10.0,4.0,4.0,0.8646566042078645,0.4531283963482693,3.873759353869402,4.965895476069038,0.5813654155555573,1.4444444444444444,1.0192255733333329,0.7980428074074074,-0.10216367602793515,0.07472211198658082,0.615026525798245,0.38771913847339895,0.5921727949062107,0.4935714693738851,0.44082802196893667,0.2835143463574298,0.9881058088888885,13.917731147559554,0.01893521823755727,1.7098680866666687,1.0,
WALK,EYE,LARGE,10.0,5.0,4.0,3.789102535972899,3.6004835673004854,7.846043882950894,8.956341540835316,1.3810816190476094,11.80952380952381,0.8617003095237895,0.08124096925643337,1.2741801275756564,-0.7738616914774674,3.9951696531220273,1.9445627332052169,3.131555345865098,1.5691105294807715,3.3104858133522765,1.570841040964776,0.3137538095238096,84.60153461670886,0.9742879582296272,4.956871690476187,0.023809523809523808,31.0
WALK,EYE,SMALL,10.0,4.0,4.0,3.904701515084828,3.261106051721221,5.730809542292208,5.362248287360634,1.104889195121951,11.975609756097562,0.9935031219512322,0.08829790573013913,1.6606425773406763,-0.8995422789415373,3.7792676796355447,1.562958044637496,3.294879268193172,1.5450669022910752,3.1940363465632577,1.2633403702847892,0.3160365853658463,60.23567973350794,0.9727598361577547,4.970842609756102,0.024390243902439025,64.0
WALK,HAND,LARGE,10.0,5.0,4.0,8.170888230748224,5.021171183015061,15.79580855752325,12.157317285527714,2.5626127692307668,2.923076923076923,0.47568603846156066,0.15946530000000628,4.287002424426004,-0.7405078138400066,6.052736072128367,1.1417987122920386,7.8806267214909695,1.4562390337602371,5.125288180198802,0.8857657038146319,0.2749537692307714,81.36685675745593,0.7731051923447512,4.911013615384615,0.038461538461538464,
WALK,HAND,SMALL,10.0,4.0,4.0,7.292145571680735,4.951486667266479,15.398063019877458,11.305997414949905,2.4702998800000135,3.56,0.5542207999999778,0.17738120965078896,1.1465779810612957,-0.43363166360765226,6.119512102165035,1.1784839558819846,6.9965337293077186,1.1887406659956772,5.049533097097029,0.8739352081115951,0.33819352000000436,75.43309308313708,0.7584070838455906,5.069757560000005,0.08,
WALK,HEAD,LARGE,10.0,5.0,4.0,4.816440848651933,3.614921815578356,10.780014503430325,9.539912401696006,1.8827464444444375,5.472222222222222,0.5973729444444555,0.10276382708333363,0.6443341063913635,-0.4641169335090212,4.327241720457889,1.6881322594097847,4.232068655554675,1.5897324984463583,3.586820428782541,1.25486281251219,0.27279594444444577,67.26123243828765,0.8309678724603923,5.007654000000006,0.0,
WALK,HEAD,SMALL,10.0,4.0,4.0,4.993485184264014,3.1611383864337377,7.188414546530886,5.1164965907351805,1.3511328823529374,5.382352941176471,0.5285204117646927,0.08996642228596835,-0.19166845309537797,0.004432157348704373,4.035348705704072,1.2811834447772255,4.544635330335317,1.4217663350192515,3.263989306181738,0.9471678736630125,0.22791579411764426,39.564457544595534,0.8260148587030005,5.012532058823529,0.0,
