,subject_num,posture,cursor_type,repetition,target_num,parameter,target_in_count,time_sum,target_in_total_time,target_in_mean_time,longest_dwell_time,initial_contact_time,error,error_frame_count
0,0,WALK,HEAD,4,0,0.025,2.0,3.482238000000052,3.482238000000052,1.741119000000026,2.99865699999998,1.3829959999999346,,
1,0,WALK,HEAD,4,1,0.025,2.0,3.150989999999979,3.150989999999979,1.5754949999999894,1.9008679999999458,1.6000389999999243,,
2,0,WALK,HEAD,4,2,0.025,2.0,2.0323430000000826,2.0323430000000826,1.0161715000000413,1.4668430000000399,1.3169570000000022,,
3,0,WALK,HEAD,4,3,0.025,4.0,1.7220259999999143,1.7220259999999143,0.4305064999999786,0.6999389999999721,1.9824000000000979,,
4,0,WALK,HEAD,4,4,0.025,3.0,1.8468379999999343,1.8468379999999343,0.6156126666666447,0.7827550000000656,1.83400000000006,,
5,0,WALK,HEAD,4,5,0.025,4.0,1.950747999999976,1.950747999999976,0.487686999999994,0.7159000000000333,0.9314399999999523,,
6,0,WALK,HEAD,4,6,0.025,2.0,1.5467909999999847,1.5467909999999847,0.7733954999999924,1.532432999999969,1.1333999999999378,,
7,0,WALK,HEAD,4,7,0.025,1.0,4.116999999999962,4.116999999999962,4.116999999999962,4.116999999999962,0.8808360000000448,,
8,0,WALK,HEAD,4,8,0.025,1.0,3.6491000000000895,3.6491000000000895,3.6491000000000895,3.6491000000000895,1.3502399999999852,,
9,0,WALK,HEAD,5,0,0.025,2.0,0.9479000000000042,0.9479000000000042,0.4739500000000021,0.6325689999999895,1.4808680000001004,,
10,0,WALK,HEAD,5,1,0.025,3.0,2.881065999999919,2.881065999999919,0.9603553333333062,1.5989999999999327,0.9821319999999787,,
11,0,WALK,HEAD,5,2,0.025,3.0,1.5310210000000097,1.5310210000000097,0.5103403333333366,1.349745999999982,0.9345600000000331,,
12,0,WALK,HEAD,5,3,0.025,1.0,3.534302000000025,3.534302000000025,3.534302000000025,3.534302000000025,1.550251000000003,,
13,0,WALK,HEAD,5,4,0.025,1.0,1.0657999999999674,1.0657999999999674,1.0657999999999674,1.0657999999999674,2.6689999999999827,,
14,0,WALK,HEAD,5,5,0.025,3.0,1.6982910000000402,1.6982910000000402,0.5660970000000134,0.9816899999999578,2.7842000000000553,,
15,0,WALK,HEAD,5,6,0.025,3.0,1.4823430000000144,1.4823430000000144,0.49411433333333815,0.9490999999999303,0.9669999999999845,,
16,0,WALK,HEAD,5,7,0.025,3.0,2.4344350000000077,2.4344350000000077,0.8114783333333359,1.515625,2.0860999999999876,,
17,0,WALK,HEAD,5,8,0.025,1.0,2.996668999999997,2.996668999999997,2.996668999999997,2.996668999999997,2.002381000000014,,
18,0,WALK,HEAD,6,0,0.025,4.0,1.4300090000001546,1.4300090000001546,0.35750225000003866,0.8810000000000855,1.1492600000000266,,
19,0,WALK,HEAD,6,1,0.025,4.0,2.013973999999962,2.013973999999962,0.5034934999999905,0.916321000000039,1.5497000000000298,,
20,0,WALK,HEAD,6,2,0.025,4.0,2.9013570000000755,2.9013570000000755,0.7253392500000189,0.9998000000000502,0.8994999999999891,,
21,0,WALK,HEAD,6,3,0.025,2.0,0.5842000000001235,0.5842000000001235,0.29210000000006175,0.3181000000000722,1.5493349999999282,,
22,0,WALK,HEAD,6,4,0.025,3.0,3.1167860000000474,3.1167860000000474,1.0389286666666824,1.4342440000000352,1.181600000000003,,
23,0,WALK,HEAD,6,5,0.025,2.0,3.47916900000007,3.47916900000007,1.739584500000035,2.7466000000000577,0.8333999999999833,,
24,0,WALK,HEAD,6,6,0.025,1.0,3.300700000000006,3.300700000000006,3.300700000000006,3.300700000000006,1.4833560000000716,,
25,0,WALK,HEAD,6,7,0.025,3.0,3.6015989999999647,3.6015989999999647,1.2005329999999883,2.366800000000012,0.7333999999999605,,
26,0,WALK,HEAD,6,8,0.025,3.0,3.630147999999963,3.630147999999963,1.2100493333333209,1.8646479999999883,0.7812999999999874,,
27,0,WALK,HEAD,7,0,0.025,3.0,3.1047349999998914,3.1047349999998914,1.0349116666666305,2.5534999999999854,0.9333349999999427,,
28,0,WALK,HEAD,7,1,0.025,3.0,1.949322000000052,1.949322000000052,0.6497740000000173,0.9821359999999686,1.2780149999999821,,
29,0,WALK,HEAD,7,2,0.025,3.0,1.4969189999998207,1.4969189999998207,0.4989729999999402,0.7327579999999898,1.966540000000009,,
30,0,WALK,HEAD,7,3,0.025,2.0,3.102664999999888,3.102664999999888,1.551332499999944,3.001064999999926,1.7311000000000831,,
31,0,WALK,HEAD,7,4,0.025,2.0,1.0178990000000567,1.0178990000000567,0.5089495000000284,0.7837540000000445,3.3169459999999162,,
32,0,WALK,HEAD,7,5,0.025,5.0,2.1297089999999343,2.1297089999999343,0.4259417999999869,0.6497580000000198,0.835256999999956,,
33,0,WALK,HEAD,7,6,0.025,1.0,0.6677399999999807,0.6677399999999807,0.6677399999999807,0.6677399999999807,1.4804070000000138,,
34,0,WALK,HEAD,7,7,0.025,2.0,2.0511489999998958,2.0511489999998958,1.0255744999999479,1.866899999999987,1.5330360000000383,,
35,0,WALK,HEAD,7,8,0.025,2.0,1.981221000000005,1.981221000000005,0.9906105000000025,1.2313609999999926,1.4332890000000589,,
36,0,WALK,HEAD,8,0,0.025,2.0,0.5507379999999102,0.5507379999999102,0.2753689999999551,0.28379999999992833,2.265954000000079,,
37,0,WALK,HEAD,8,1,0.025,4.0,2.212340999999924,2.212340999999924,0.553085249999981,1.2489010000000462,0.7680000000000291,,
38,0,WALK,HEAD,8,2,0.025,3.0,1.8627489999998943,1.8627489999998943,0.6209163333332981,0.9499369999999772,1.2513000000000147,,
39,0,WALK,HEAD,8,3,0.025,4.0,2.3962139999999863,2.3962139999999863,0.5990534999999966,0.8331349999999702,1.2478999999999587,,
40,0,WALK,HEAD,8,4,0.025,2.0,2.733100000000036,2.733100000000036,1.366550000000018,2.0173999999999523,0.9175500000000056,,
41,0,WALK,HEAD,8,5,0.025,3.0,1.6145139999999856,1.6145139999999856,0.5381713333333286,0.6995239999999967,2.6490350000000262,,
42,0,WALK,HEAD,8,6,0.025,2.0,3.5792999999999893,3.5792999999999893,1.7896499999999946,3.0967000000000553,1.0790000000000646,,
43,0,WALK,HEAD,8,7,0.025,2.0,3.216863999999987,3.216863999999987,1.6084319999999934,2.5499639999999317,1.5656740000000582,,
44,0,WALK,HEAD,8,8,0.025,2.0,2.800542000000064,2.800542000000064,1.400271000000032,1.967899999999986,1.33299999999997,,
45,0,WALK,HEAD,9,0,0.025,2.0,2.0848000000000866,2.0848000000000866,1.0424000000000433,1.8507000000000744,1.4332509999999274,,
46,0,WALK,HEAD,9,1,0.025,2.0,3.0014449999999897,3.0014449999999897,1.5007224999999949,2.485545000000002,1.6823550000000296,,
47,0,WALK,HEAD,9,2,0.025,4.0,3.0187599999999293,3.0187599999999293,0.7546899999999823,2.103699000000006,0.91685700000005,,
48,0,WALK,HEAD,9,3,0.025,,,,,,,"('division by zero',)",
49,0,WALK,HEAD,9,4,0.025,1.0,0.9319000000000415,0.9319000000000415,0.9319000000000415,0.9319000000000415,2.7510999999999513,,
50,0,WALK,HEAD,9,5,0.025,2.0,2.966540999999893,2.966540999999893,1.4832704999999464,2.898499999999899,1.5322000000001026,,
51,0,WALK,HEAD,9,6,0.025,4.0,1.8131849999998622,1.8131849999998622,0.45329624999996554,0.9648999999999432,1.1525000000000318,,
52,0,WALK,HEAD,9,7,0.025,2.0,1.5330160000000888,1.5330160000000888,0.7665080000000444,1.0993000000000848,1.4005369999999857,,
53,0,WALK,HEAD,9,8,0.025,4.0,1.8175599999999577,1.8175599999999577,0.4543899999999894,0.8337999999999965,2.081338999999957,,
54,0,WALK,EYE,4,0,0.025,5.0,2.780700000000081,2.780700000000081,0.5561400000000163,1.3484190000000353,0.9515239999999494,,
55,0,WALK,EYE,4,1,0.025,1.0,4.151173000000028,4.151173000000028,4.151173000000028,4.151173000000028,0.9339269999999829,,
56,0,WALK,EYE,4,2,0.025,2.0,4.083100000000059,4.083100000000059,2.0415500000000293,3.766900000000021,0.7668999999999642,,
57,0,WALK,EYE,4,3,0.025,1.0,3.650878999999975,3.650878999999975,3.650878999999975,3.650878999999975,1.2357539999999858,,
58,0,WALK,EYE,4,4,0.025,1.0,4.049023999999974,4.049023999999974,4.049023999999974,4.049023999999974,0.9508999999999901,,
59,0,WALK,EYE,4,5,0.025,1.0,4.332702999999981,4.332702999999981,4.332702999999981,4.332702999999981,0.6665340000000128,,
60,0,WALK,EYE,4,6,0.025,1.0,3.948964999999987,3.948964999999987,3.948964999999987,3.948964999999987,1.0842589999999745,,
61,0,WALK,EYE,4,7,0.025,2.0,3.533582000000024,3.533582000000024,1.766791000000012,1.9824409999999943,0.8998169999999845,,
62,0,WALK,EYE,4,8,0.025,1.0,4.2152169999999956,4.2152169999999956,4.2152169999999956,4.2152169999999956,0.7845000000000368,,
63,0,WALK,EYE,5,0,0.025,1.0,4.130800000000022,4.130800000000022,4.130800000000022,4.130800000000022,0.8688999999999396,,
64,0,WALK,EYE,5,1,0.025,2.0,3.197494000000006,3.197494000000006,1.598747000000003,3.0315310000000864,1.3802370000000792,,
65,0,WALK,EYE,5,2,0.025,2.0,3.5015005263158123,3.5015005263158123,1.7507502631579062,2.200501000000031,1.2678829999999834,,
66,0,WALK,EYE,5,3,0.025,3.0,3.899426999999946,3.899426999999946,1.299808999999982,3.732947999999965,0.46566199999995206,,
67,0,WALK,EYE,5,4,0.025,3.0,3.9355150370370335,3.9355150370370335,1.3118383456790113,2.083586037037106,0.6993999999999687,,
68,0,WALK,EYE,5,5,0.025,4.0,3.1492439999999533,3.1492439999999533,0.7873109999999883,1.1846919999999272,1.068441000000007,,
69,0,WALK,EYE,5,6,0.025,2.0,3.5839999999999463,3.5839999999999463,1.7919999999999732,3.2188999999999623,1.1831489999999576,,
70,0,WALK,EYE,5,7,0.025,1.0,3.9837640000000647,3.9837640000000647,3.9837640000000647,3.9837640000000647,1.0000360000000228,,
71,0,WALK,EYE,5,8,0.025,1.0,4.2180179999999154,4.2180179999999154,4.2180179999999154,4.2180179999999154,0.7653810000000476,,
72,0,WALK,EYE,6,0,0.025,2.0,4.01520000000005,4.01520000000005,2.007600000000025,2.8672000000000253,0.9168680000000222,,
73,0,WALK,EYE,6,1,0.025,3.0,3.3659950000001118,3.3659950000001118,1.1219983333333705,2.282248000000095,0.7825369999999339,,
74,0,WALK,EYE,6,2,0.025,1.0,4.048351000000025,4.048351000000025,4.048351000000025,4.048351000000025,0.7655529999999544,,
75,0,WALK,EYE,6,3,0.025,1.0,4.399719000000005,4.399719000000005,4.399719000000005,4.399719000000005,0.5994500000000471,,
76,0,WALK,EYE,6,4,0.025,1.0,4.400046999999972,4.400046999999972,4.400046999999972,4.400046999999972,0.6825529999999844,,
77,0,WALK,EYE,6,5,0.025,1.0,4.3344620000000305,4.3344620000000305,4.3344620000000305,4.3344620000000305,0.6677379999999857,,
78,0,WALK,EYE,6,6,0.025,4.0,2.484918999999877,2.484918999999877,0.6212297499999693,1.0664069999999128,1.213754999999992,,
79,0,WALK,EYE,6,7,0.025,1.0,4.035362999999961,4.035362999999961,4.035362999999961,4.035362999999961,1.1499999999999773,,
80,0,WALK,EYE,6,8,0.025,1.0,4.066047000000026,4.066047000000026,4.066047000000026,4.066047000000026,0.8845219999999472,,
81,0,WALK,EYE,7,0,0.025,1.0,4.148599999999988,4.148599999999988,4.148599999999988,4.148599999999988,0.8673999999999751,,
82,0,WALK,EYE,7,1,0.025,2.0,3.985868000000096,3.985868000000096,1.992934000000048,3.484768000000031,0.7318729999999505,,
83,0,WALK,EYE,7,2,0.025,1.0,3.3339389999999867,3.3339389999999867,3.3339389999999867,3.3339389999999867,1.6491539999999532,,
84,0,WALK,EYE,7,3,0.025,1.0,3.8158409999999776,3.8158409999999776,3.8158409999999776,3.8158409999999776,1.1819000000000415,,
85,0,WALK,EYE,7,4,0.025,1.0,3.748636999999917,3.748636999999917,3.748636999999917,3.748636999999917,1.2507320000000846,,
86,0,WALK,EYE,7,5,0.025,3.0,3.0153999999999996,3.0153999999999996,1.0051333333333332,2.049199999999928,0.734700000000089,,
87,0,WALK,EYE,7,6,0.025,4.0,3.255309000000125,3.255309000000125,0.8138272500000312,1.0828689999999597,0.8286409999999478,,
88,0,WALK,EYE,7,7,0.025,2.0,3.83280000000002,3.83280000000002,1.91640000000001,3.83280000000002,0.4840639999999894,,
89,0,WALK,EYE,7,8,0.025,1.0,4.017846999999961,4.017846999999961,4.017846999999961,4.017846999999961,1.1650530000000572,,
90,0,WALK,EYE,8,0,0.025,1.0,3.9810600000000704,3.9810600000000704,3.9810600000000704,3.9810600000000704,1.0164800000000014,,
91,0,WALK,EYE,8,1,0.025,2.0,3.9638680000000477,3.9638680000000477,1.9819340000000238,2.080667999999946,0.6173000000000002,,
92,0,WALK,EYE,8,2,0.025,1.0,4.199299999999994,4.199299999999994,4.199299999999994,4.199299999999994,0.7989999999999782,,
93,0,WALK,EYE,8,3,0.025,1.0,4.200032000000078,4.200032000000078,4.200032000000078,4.200032000000078,0.7993159999999762,,
94,0,WALK,EYE,8,4,0.025,2.0,3.9205240000000003,3.9205240000000003,1.9602620000000002,2.8358759999999847,1.1143999999999323,,
95,0,WALK,EYE,8,5,0.025,2.0,3.5514400000000705,3.5514400000000705,1.7757200000000353,3.51834000000008,0.7336999999999989,,
96,0,WALK,EYE,8,6,0.025,4.0,3.8083449999999175,3.8083449999999175,0.9520862499999794,1.8684079999999312,0.6835940000000846,,
97,0,WALK,EYE,8,7,0.025,2.0,3.7176809999999705,3.7176809999999705,1.8588404999999852,3.251141000000075,0.8659600000000864,,
98,0,WALK,EYE,8,8,0.025,3.0,3.500590999999872,3.500590999999872,1.166863666666624,2.416855999999939,0.7830000000000155,,
99,0,WALK,EYE,9,0,0.025,1.0,3.8849539999999934,3.8849539999999934,3.8849539999999934,3.8849539999999934,1.1807999999999765,,
100,0,WALK,EYE,9,1,0.025,2.0,3.612645000000157,3.612645000000157,1.8063225000000784,2.929945000000089,1.1650660000000244,,
101,0,WALK,EYE,9,2,0.025,2.0,3.9322510000000648,3.9322510000000648,1.9661255000000324,3.898900000000026,0.6668439999999691,,
102,0,WALK,EYE,9,3,0.025,1.0,4.06436199999996,4.06436199999996,4.06436199999996,4.06436199999996,0.9324960000000146,,
103,0,WALK,EYE,9,4,0.025,2.0,4.1672119999999495,4.1672119999999495,2.0836059999999748,3.8845529999999826,0.716980000000035,,
104,0,WALK,EYE,9,5,0.025,2.0,3.900086000000101,3.900086000000101,1.9500430000000506,2.3653570000000173,1.04883899999993,,
105,0,WALK,EYE,9,6,0.025,2.0,3.667960999999991,3.667960999999991,1.8339804999999956,3.149400000000014,0.9180999999999813,,
106,0,WALK,EYE,9,7,0.025,2.0,4.017246,4.017246,2.008623,3.7681460000000015,0.8025519999999915,,
107,0,WALK,EYE,9,8,0.025,2.0,3.8528760000000375,3.8528760000000375,1.9264380000000187,3.1342160000000376,1.4798999999999296,,
108,0,WALK,HAND,4,0,0.025,4.0,1.5864270000000715,1.5864270000000715,0.3966067500000179,0.7169440000000122,2.365722000000005,,
109,0,WALK,HAND,4,1,0.025,4.0,0.9347900000000209,0.9347900000000209,0.23369750000000522,0.3346640000000889,2.3017389999999978,,
110,0,WALK,HAND,4,2,0.025,4.0,0.738046999999824,0.738046999999824,0.184511749999956,0.349399999999946,1.2157410000000937,,
111,0,WALK,HAND,4,3,0.025,5.0,1.730098999999882,1.730098999999882,0.3460197999999764,0.7137420000000247,1.1340999999999894,,
112,0,WALK,HAND,4,4,0.025,,,,,,,LOSS,46.0
113,0,WALK,HAND,4,5,0.025,4.0,1.934500999999841,1.934500999999841,0.48362524999996026,1.032100000000014,0.8132590000000164,,
114,0,WALK,HAND,4,6,0.025,2.0,2.0161030000000437,2.0161030000000437,1.0080515000000219,1.866200000000049,0.9304630000000316,,
115,0,WALK,HAND,4,7,0.025,4.0,1.595194999999876,1.595194999999876,0.398798749999969,1.0662229999999226,1.9006570000000238,,
116,0,WALK,HAND,4,8,0.025,2.0,0.6468509999999696,0.6468509999999696,0.3234254999999848,0.3826000000000249,3.4174999999999045,,
117,0,WALK,HAND,5,0,0.025,3.0,3.0053249999999707,3.0053249999999707,1.0017749999999903,1.9516340000000127,1.3840589999999793,,
118,0,WALK,HAND,5,1,0.025,1.0,1.6315000000000737,1.6315000000000737,1.6315000000000737,1.6315000000000737,3.3682629999999563,,
119,0,WALK,HAND,5,2,0.025,5.0,1.829437999999982,1.829437999999982,0.36588759999999637,0.5999309999999696,1.0656000000000176,,
120,0,WALK,HAND,5,3,0.025,3.0,1.3017619999999397,1.3017619999999397,0.4339206666666466,0.7343000000000757,1.0000690000000532,,
121,0,WALK,HAND,5,4,0.025,3.0,1.4146880000000692,1.4146880000000692,0.4715626666666897,0.7983000000000402,1.4521619999999302,,
122,0,WALK,HAND,5,5,0.025,2.0,2.6488679999998794,2.6488679999998794,1.3244339999999397,2.4334109999999782,1.8673000000000002,,
123,0,WALK,HAND,5,6,0.025,4.0,1.46612099999993,1.46612099999993,0.3665302499999825,0.8818999999999733,1.3007000000000062,,
