posture,cursor_type,wide,dwell_time,subject_num,repetition,target_num,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,first_dwell_time,required_target_size,mean_final_speed,min_target_size,best_record
STAND,EYE,LARGE,1.0,11.5,7.0,4.0,0.853279340356565,1.0259319286871962,1.046792000000001,1.0208207166396548,1.345543763371152,2.1370631657479846,1.3312412328111738,1.2349095587380197,1.0042499709694153
STAND,EYE,SMALL,1.0,11.5,6.0,4.0,0.537490952076675,1.0287539936102237,1.0497225825346062,1.0209453261448298,0.927088303514376,1.8385367465201723,1.6521790580384992,1.1902412507604199,1.0118236341085227
STAND,HAND,LARGE,1.0,11.5,7.0,4.0,1.313022368167202,1.0096463022508038,1.0297593252947492,1.0201244354233665,1.4980190723472666,1.8218826635102607,0.756795396724729,1.4433299831132054,1.019439115034779
STAND,HAND,SMALL,1.0,11.5,6.0,4.0,0.9295115892575037,1.0063191153238547,1.0269363670352833,1.0206023017377586,1.0807416556082146,1.8645624344143517,0.7266594203240929,1.4271233748644792,1.0196359689800227
STAND,HEAD,LARGE,1.0,11.5,7.0,4.0,1.1026852887096765,1.0129032258064516,1.0346432344086016,1.021806089784946,1.4384845516129023,1.8649449743361584,0.8621778731936718,1.2309158386528598,1.0062033506561676
STAND,HEAD,SMALL,1.0,11.5,6.0,4.0,0.8262471822503986,1.0142630744849446,1.0365384395139994,1.0222144775488646,1.1081375277337577,1.7173032089622504,0.8271190247944192,1.230541881096464,1.0096236583722142
WALK,EYE,LARGE,1.0,11.5,7.0,4.0,,,,,,6.153361071987722,,3.564204931242623,0.2976531542553232
WALK,EYE,SMALL,1.0,11.5,6.0,4.0,1.0263413333333393,1.0,0.9959229999999546,0.9959229999999546,2.7786340000000203,6.064364500433584,4.777353708757781,3.405911944100424,0.3317985880665527
WALK,HAND,LARGE,1.0,11.5,7.0,4.0,1.4596995714285785,1.0,1.0028379047618754,1.0028379047618754,3.469086428571448,8.989247525716223,5.260615259592334,5.329165656364869,0.2789530489089531
WALK,HAND,SMALL,1.0,11.5,6.0,4.0,1.5724454000000208,1.0,1.015146333333316,1.015146333333316,3.3844181000000217,8.738662612315096,4.260145203971806,4.948978134624891,0.29284694041096065
WALK,HEAD,LARGE,1.0,11.5,7.0,4.0,,,,,,6.8392473306505375,,4.293872048633153,0.2497752260668974
WALK,HEAD,SMALL,1.0,11.5,6.0,4.0,1.1809626250000278,1.0,1.0113018333333577,1.0113018333333577,2.919690375000016,6.6437741828804,2.6942804011126777,3.9770938873980115,0.2743838021914637
