,dwell_time,subject_num,posture,cursor_type,repetition,target_num,wide,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,first_dwell_time,required_target_size,mean_final_speed,min_target_size,best_record,error
0,0.2,0,STAND,HEAD,4,0,SMALL,0.5024109999999951,1.0,1.0170063333333437,1.0170063333333437,0.5024109999999951,1.3087393448935978,2.4297535650541335,0.919418912702779,1.0170063333333437,
1,0.2,0,STAND,HEAD,4,1,SMALL,0.6323549999999898,1.0,1.0321583333333442,1.0321583333333442,0.6323549999999898,1.3141365061370203,1.0347467218353046,0.4592154669721164,1.0321583333333442,
2,0.2,0,STAND,HEAD,4,2,SMALL,0.5502929999999822,1.0,1.0166253333333393,1.0166253333333393,0.5502929999999822,1.463931473151459,2.3959760460887347,0.3970546202721636,1.0166253333333393,
3,0.2,0,STAND,HEAD,4,3,SMALL,0.8015440000000069,2.0,1.1811846666666708,0.5905923333333354,0.8015440000000069,1.9263239960266285,,0.6514507131775705,1.0165033333333346,
4,0.2,0,STAND,HEAD,4,4,SMALL,0.43246500000000765,1.0,1.033272333333317,1.033272333333317,0.43246500000000765,0.98063590038484,0.5227665226106336,0.7712111138779131,1.033272333333317,
5,0.2,0,STAND,HEAD,4,5,SMALL,0.5153880000000015,1.0,1.031532333333333,1.031532333333333,0.8494489999999928,3.0476421930609447,2.7662303293567767,0.5561470483771824,1.031532333333333,
6,0.2,0,STAND,HEAD,4,6,SMALL,0.6324619999999754,1.0,1.018181333333333,1.018181333333333,0.6324619999999754,1.458376535966611,1.6310686236634755,0.18825502022232785,1.018181333333333,
7,0.2,0,STAND,HEAD,4,7,SMALL,0.8452650000000119,1.0,1.0206633333333193,1.0206633333333193,0.8452650000000119,1.379560544335185,1.771464835775084,0.6484225556322407,1.0206633333333193,
8,0.2,0,STAND,HEAD,4,8,SMALL,0.43331899999998313,1.0,1.0314113333333543,1.0314113333333543,0.43331899999998313,1.2363317755714882,2.2468741621739596,0.5423098366766282,1.0314113333333543,
9,0.2,0,WALK,HEAD,4,0,SMALL,1.0993399999999838,1.0,0.28389533333327865,0.28389533333327865,3.98424,2.352409229189,5.214756996327769,0.8749092803635641,0.28389533333327865,
10,0.2,0,WALK,HEAD,4,1,SMALL,0.6001609999999573,4.0,1.4007663333335434,0.35019158333338585,2.2507349999999633,1.8914296195486884,,0.6165612814079647,0.5847253333334114,
11,0.2,0,WALK,HEAD,4,2,SMALL,1.0836000000000467,1.0,0.19807433333326874,0.19807433333326874,3.7503000000000384,1.3377070636110875,8.884947173971087,0.9116406099091772,0.19807433333326874,
12,0.2,0,WALK,HEAD,4,3,SMALL,,,,,,5.047043375598417,,1.5931157219182073,0.116333333333417,no success dwell
13,0.2,0,WALK,HEAD,4,4,SMALL,1.4501999999999953,1.0,0.19966933333333448,0.19966933333333448,2.883664000000067,1.429128461258268,1.9313675826263934,1.031662417706695,0.19966933333333448,
14,0.2,0,WALK,HEAD,4,5,SMALL,0.7315499999999702,3.0,0.6991360000000441,0.233045333333348,0.7315499999999702,1.4312174644725952,2.6870860462107786,1.146749206954378,0.2688833333333226,
15,0.2,0,WALK,HEAD,4,6,SMALL,1.3663999999999987,3.0,0.5827369999999291,0.19424566666664303,1.3663999999999987,1.6044258988175906,6.016817940277685,0.9961200664685668,0.21593333333331277,
16,0.2,0,WALK,HEAD,4,7,SMALL,0.5991360000000441,4.0,1.6038433333332098,0.40096083333330246,0.5991360000000441,1.492500547875076,1.882503263770576,0.8275078411891725,0.6188333333333579,
17,0.2,0,WALK,HEAD,4,8,SMALL,0.5509399999999687,4.0,0.7846023333332899,0.19615058333332247,1.784240000000068,5.84459512700644,1.325853180354173,1.0293800921018306,0.23297933333324938,
18,0.2,0,STAND,HEAD,5,0,LARGE,0.9309199999999862,1.0,1.03383333333335,1.03383333333335,0.9309199999999862,1.476711802795644,2.0325787595674645,0.1660086720560478,1.03383333333335,
19,0.2,0,STAND,HEAD,5,1,LARGE,0.8805389999999989,2.0,1.498975666666642,0.749487833333321,0.8805389999999989,1.309165964769961,1.3346191458344225,0.5098383404869011,1.0163783333333092,
20,0.2,0,STAND,HEAD,5,2,LARGE,0.6473689999999976,1.0,1.0205113333333335,1.0205113333333335,0.6473689999999976,1.3740859800393845,1.1372508841842626,0.4116474552145845,1.0205113333333335,
21,0.2,0,STAND,HEAD,5,3,LARGE,0.6819480000000055,2.0,1.313965666666665,0.6569828333333325,0.6819480000000055,1.257082912109819,2.175541969935446,0.4720774547454724,1.0324323333333345,
22,0.2,0,STAND,HEAD,5,4,LARGE,0.6175839999999937,1.0,1.015404333333324,1.015404333333324,0.6175839999999937,1.2624670259929212,1.7719899872440017,0.41091929812921335,1.015404333333324,
23,0.2,0,STAND,HEAD,5,5,LARGE,0.7506109999999921,1.0,1.0161423333333366,1.0161423333333366,0.7506109999999921,1.2076312826826638,2.8163291997489246,0.30255173695414084,1.0161423333333366,
24,0.2,0,STAND,HEAD,5,6,LARGE,1.0815279999999916,1.0,1.0180133333333308,1.0180133333333308,1.0815279999999916,1.3013340457677285,0.802502681643502,0.5578375646041748,1.0180133333333308,
25,0.2,0,STAND,HEAD,5,7,LARGE,0.9673159999999825,1.0,1.031990333333342,1.031990333333342,0.9673159999999825,1.408852498827359,3.20898419922159,0.17214944514350963,1.031990333333342,
26,0.2,0,STAND,HEAD,5,8,LARGE,0.750456999999983,1.0,1.0166253333333393,1.0166253333333393,0.750456999999983,1.2913624481098964,0.7297882418752447,0.5538337367945447,1.0166253333333393,
27,0.2,0,WALK,HEAD,5,0,LARGE,1.2138390000000072,1.0,0.182809333333383,0.182809333333383,4.029757000000018,3.055022062366103,5.571218367852543,1.3014736775735223,0.182809333333383,
28,0.2,0,WALK,HEAD,5,1,LARGE,0.8660319999999047,1.0,0.21486733333327568,0.21486733333327568,2.2657319999999572,1.6751129872408366,9.82511331145779,0.9136640756354524,0.21486733333327568,
29,0.2,0,WALK,HEAD,5,2,LARGE,0.784230999999977,1.0,0.15013333333323164,0.15013333333323164,1.7012000000000853,4.075485902589055,,1.5343994388335551,0.15013333333323164,
30,0.2,0,WALK,HEAD,5,3,LARGE,1.5167430000000195,4.0,0.7853963333332179,0.19634908333330447,1.5167430000000195,1.4828186589548313,10.14081648608742,0.5991125696740157,0.26863333333327166,
31,0.2,0,WALK,HEAD,5,4,LARGE,1.833962999999926,2.0,0.35145666666671027,0.17572833333335514,1.833962999999926,1.8894265278517983,,1.287190406111949,0.18293033333330488,
32,0.2,0,WALK,HEAD,5,5,LARGE,,,,,,1.8909501057075935,,1.2282514933025164,0.1495753333333899,no success dwell
33,0.2,0,WALK,HEAD,5,6,LARGE,,,,,,3.6288692801450497,,1.4985860422790123,0.14947533333330132,no success dwell
34,0.2,0,WALK,HEAD,5,7,LARGE,1.685100000000034,1.0,0.24948333333330386,0.24948333333330386,4.518850000000043,1.741707001020397,4.125444049558376,1.0634779275422448,0.24948333333330386,
35,0.2,0,WALK,HEAD,5,8,LARGE,,,,,,2.2986451076780146,,0.9915324551942923,0.1326333333334181,no success dwell
36,0.2,0,STAND,HEAD,6,0,SMALL,0.4367860000000121,1.0,1.0310563333333411,1.0310563333333411,0.4367860000000121,1.3460657177915958,3.32329121921339,0.6714160590818135,1.0310563333333411,
37,0.2,0,STAND,HEAD,6,1,SMALL,0.5326840000000175,1.0,1.0173233333333391,1.0173233333333391,0.7662380000000155,1.8745686889536881,1.255724302011099,0.3585603454754173,1.0173233333333391,
38,0.2,0,STAND,HEAD,6,2,SMALL,0.5182650000000137,1.0,1.0183343333333161,1.0183343333333161,0.7494200000000149,1.6960722110594513,3.3580648294990163,0.43097102254920716,1.0183343333333161,
39,0.2,0,STAND,HEAD,6,3,SMALL,0.3661340000000166,1.0,1.0161213333333328,1.0161213333333328,0.4518120000000181,1.5496868760524034,4.241943505222271,0.3507652940249032,1.0161213333333328,
40,0.2,0,STAND,HEAD,6,4,SMALL,0.4315830000000176,1.0,1.0162553333333355,1.0162553333333355,0.4315830000000176,1.4611101587211714,0.7208887872525352,0.688001266951502,1.0162553333333355,
41,0.2,0,STAND,HEAD,6,5,SMALL,0.5335640000000126,1.0,1.0180443333333093,1.0180443333333093,0.6646420000000148,1.5484140815171659,0.14977674091479834,0.2683489874788281,1.0180443333333093,
42,0.2,0,STAND,HEAD,6,6,SMALL,0.582886000000002,1.0,1.01707133333335,1.01707133333335,0.9158290000000022,2.3691252920047745,1.5932173059151413,0.2905485245560785,1.01707133333335,
43,0.2,0,STAND,HEAD,6,7,SMALL,0.4313199999999995,1.0,1.0175553333333218,1.0175553333333218,0.7792670000000044,2.8931085931716938,1.2051051082740243,0.44572255656473864,1.0175553333333218,
44,0.2,0,STAND,HEAD,6,8,SMALL,0.7841339999999946,1.0,1.0312883333333522,1.0312883333333522,0.7841339999999946,1.395829030302519,1.8751454359707982,0.17611222918865435,1.0312883333333522,
45,0.2,0,WALK,HEAD,6,0,SMALL,0.9497360000000299,1.0,0.21881933333330228,0.21881933333330228,2.681852000000049,2.3242144452778346,8.047085255069108,1.27790870018129,0.21881933333330228,
46,0.2,0,WALK,HEAD,6,1,SMALL,1.21693700000003,4.0,0.8343783333333552,0.2085945833333388,1.21693700000003,1.4243631709763598,7.182898919566502,0.8662184290768793,0.26740033333331514,
47,0.2,0,WALK,HEAD,6,2,SMALL,0.5989000000000715,2.0,0.48160766666655186,0.24080383333327593,1.0505590000000211,1.7179700735021428,2.1797922351886414,0.7912016566292185,0.28267433333329184,
48,0.2,0,WALK,HEAD,6,3,SMALL,1.2493899999999485,1.0,0.24968433333325113,0.24968433333325113,4.833983999999987,1.887187646352554,3.961184808553828,0.9354218722210779,0.24968433333325113,
49,0.2,0,WALK,HEAD,6,4,SMALL,1.1171000000000504,1.0,0.39937033333333904,0.39937033333333904,1.199463000000037,1.2507987615914016,0.31419623347751746,0.6699117048148208,0.39937033333333904,
50,0.2,0,WALK,HEAD,6,5,SMALL,0.7497459999999592,5.0,0.9996126666665456,0.19992253333330912,0.7497459999999592,2.4612687188091646,,0.8490004004430519,0.2663333333332806,
51,0.2,0,WALK,HEAD,6,6,SMALL,1.235055999999986,1.0,0.18268133333336511,0.18268133333336511,4.217656000000034,1.9202063192690115,11.238209113584086,1.3471745947046476,0.18268133333336511,
52,0.2,0,WALK,HEAD,6,7,SMALL,0.5323630000000321,2.0,0.3489556666667719,0.17447783333338596,2.151136999999949,3.186521077573047,,1.3152004831485542,0.18439633333335526,
53,0.2,0,WALK,HEAD,6,8,SMALL,0.49890000000004875,2.0,0.3984666666665968,0.1992333333332984,1.6824000000000296,4.2073757440200295,6.431693570759806,1.2668138921012422,0.21513333333328621,
54,0.2,0,STAND,HEAD,7,0,LARGE,0.6689299999999889,1.0,1.0194323333333293,1.0194323333333293,0.6689299999999889,1.2276929516594244,0.9565545273422865,0.3931992154101965,1.0194323333333293,
55,0.2,0,STAND,HEAD,7,1,LARGE,0.7494719999999973,3.0,1.9963420000000327,0.6654473333333443,0.7494719999999973,1.8790106849260786,,0.1668658400612686,1.0175103333333502,
56,0.2,0,STAND,HEAD,7,2,LARGE,0.5831760000000088,1.0,1.0338873333333274,1.0338873333333274,1.0153760000000034,3.971298305555968,0.6473005092155113,0.19080306086579513,1.0338873333333274,
57,0.2,0,STAND,HEAD,7,3,LARGE,0.7827669999999785,1.0,1.0310293333333524,1.0310293333333524,0.7827669999999785,1.4120625097911113,0.4383780516508293,0.5950338953114463,1.0310293333333524,
58,0.2,0,STAND,HEAD,7,4,LARGE,0.6636230000000012,1.0,1.0203023333333212,1.0203023333333212,0.6636230000000012,1.2028892000481728,1.3583841476637375,0.5961252035117784,1.0203023333333212,
59,0.2,0,STAND,HEAD,7,5,LARGE,1.2835999999999785,2.0,2.01349766666667,1.006748833333335,1.2835999999999785,1.4155638992902642,2.9467334640290552,0.3867345415237483,1.0327993333333174,
60,0.2,0,STAND,HEAD,7,6,LARGE,0.7168729999999925,1.0,1.0160883333333308,1.0160883333333308,0.7168729999999925,1.1299525768337373,2.216732047663869,0.35756550149937005,1.0160883333333308,
61,0.2,0,STAND,HEAD,7,7,LARGE,0.7520760000000166,1.0,1.01564233333332,1.01564233333332,0.7520760000000166,1.408435628883489,1.8227127756472712,0.3185684783475576,1.01564233333332,
62,0.2,0,STAND,HEAD,7,8,LARGE,0.8488459999999804,1.0,1.0162443333333349,1.0162443333333349,0.8488459999999804,1.4216007744715644,2.3177861400815054,0.3128106655450308,1.0162443333333349,
63,0.2,0,WALK,HEAD,7,0,LARGE,1.7502349999999751,5.0,0.9238946666667213,0.18477893333334425,2.433234999999968,4.04445683843734,,1.0192361267136187,0.25073333333333114,
64,0.2,0,WALK,HEAD,7,1,LARGE,1.2304070000000138,2.0,0.4485666666666399,0.22428333333331996,2.7613509999999906,1.5234291632716268,3.3043118435628784,1.1819388477656005,0.25033333333331786,
65,0.2,0,WALK,HEAD,7,2,LARGE,1.8324460000000045,3.0,0.8228539999998702,0.2742846666666234,1.8324460000000045,1.6651154622427613,7.866373221147012,1.1630748770898622,0.38593333333327184,
66,0.2,0,WALK,HEAD,7,3,LARGE,1.9975000000000591,3.0,0.7012169999999059,0.23373899999996864,1.9975000000000591,1.245610374956721,9.734542652103851,0.9454753439479264,0.3325333333332613,
67,0.2,0,WALK,HEAD,7,4,LARGE,2.8839629999999943,1.0,0.4484703333332921,0.4484703333332921,2.8839629999999943,1.1335922031490167,1.9141559276409221,0.8228813046506811,0.4484703333332921,
68,0.2,0,WALK,HEAD,7,5,LARGE,0.7170999999999594,2.0,0.416703666666596,0.208351833333298,0.7170999999999594,1.5006073747169568,8.232905853993588,0.96173907907647,0.21637033333334632,
69,0.2,0,WALK,HEAD,7,6,LARGE,1.1812469999999848,1.0,0.26703333333333223,0.26703333333333223,1.1812469999999848,1.2975704603499858,3.2109237496505245,1.0633799284569345,0.26703333333333223,
70,0.2,0,WALK,HEAD,7,7,LARGE,1.2830810000000383,1.0,0.39999633333335016,0.39999633333335016,2.750036000000023,6.291220894005958,0.656297797040103,0.7650746587105102,0.39999633333335016,
71,0.2,0,WALK,HEAD,7,8,LARGE,1.3679500000000644,1.0,0.1509333333333719,0.1509333333333719,1.8654500000000098,3.2211524636486595,,1.2407963598551957,0.1509333333333719,
72,0.2,0,STAND,HEAD,8,0,SMALL,0.41911300000001006,1.0,1.0321583333333442,1.0321583333333442,0.41911300000001006,1.4457865791416282,1.5925673580168915,0.6001925967278399,1.0321583333333442,
73,0.2,0,STAND,HEAD,8,1,SMALL,0.7649380000000008,1.0,1.0369653333333437,1.0369653333333437,0.7649380000000008,1.3542213991129894,2.475297987153677,0.32328401337756285,1.0369653333333437,
74,0.2,0,STAND,HEAD,8,2,SMALL,0.4479840000000195,1.0,1.0161813333333234,1.0161813333333234,0.7624360000000081,3.1997556792106483,3.4548373658066844,0.1567434002178513,1.0161813333333234,
75,0.2,0,STAND,HEAD,8,3,SMALL,0.5113780000000077,2.0,1.183919666666672,0.591959833333336,0.5113780000000077,2.1282948775861557,,0.27292429526502876,1.0317153333333258,
76,0.2,0,STAND,HEAD,8,4,SMALL,0.46641700000000696,2.0,1.1997886666666528,0.5998943333333264,0.665727000000004,1.5559226576991931,,0.1740965656015934,1.032025333333339,
77,0.2,0,STAND,HEAD,8,5,SMALL,0.4839629999999886,1.0,1.033408333333343,1.033408333333343,0.4839629999999886,1.4339358998898644,1.0359647318500704,0.18391811178130177,1.033408333333343,
78,0.2,0,STAND,HEAD,8,6,SMALL,0.5838400000000092,1.0,1.018193333333331,1.018193333333331,0.9996800000000121,2.801480716649108,0.6906602563468353,0.4454787186844674,1.018193333333331,
