,target_size,subject_num,posture,cursor_type,repetition,target_num,wide,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,longest_dwell,error
0,4.0,0,STAND,HEAD,4,0,SMALL,1.1357804692857143,0.4026086551374385,4.355077657388889,4.355077657388889,0.4513550000000066,1.0,1.0347289999999987,1.0347289999999987,0.5639908258475453,-0.7815495285393795,0.17475115968209798,0.7092857223401712,1.0347289999999987,
1,4.0,0,STAND,HEAD,4,1,SMALL,0.7893810421014492,0.77305498389541,3.818519896818182,3.818519896818182,0.49717699999999354,1.0,1.134003000000007,1.134003000000007,0.5272354582070361,-0.2551646103184749,0.746523822962579,0.5742325490325059,1.134003000000007,
2,4.0,0,STAND,HEAD,4,2,SMALL,0.7423726515538462,0.5887974079060531,3.920117223774194,3.920117223774194,0.46746799999999666,1.0,1.0661169999999913,1.0661169999999913,0.4704821302571774,0.3886427324737393,0.6854345847025954,0.2414321853107066,1.0661169999999913,
3,4.0,0,STAND,HEAD,4,3,SMALL,1.3306086778349517,0.7666521511543994,3.254506740635037,3.254506740635037,0.5641170000000102,1.0,1.7011420000000044,1.7011420000000044,0.4834562999704415,0.4714723091473439,1.3502045563676817,0.3111095403994535,1.7011420000000044,
4,4.0,0,STAND,HEAD,4,4,SMALL,1.0321606284153846,0.5025176552627318,3.837990724678161,3.837990724678161,0.3665320000000065,1.0,1.0658719999999846,1.0658719999999846,0.7812777025484828,0.34255560015239145,0.1170044468229566,0.767056296912452,1.0658719999999846,
5,4.0,0,STAND,HEAD,4,5,SMALL,1.340092122607143,0.7099546171807418,3.8870425966875004,3.8870425966875004,0.4672999999999945,1.0,1.380347999999998,1.380347999999998,-0.04090885212215972,0.1003112130259358,0.5710744899456007,1.409460136217585,1.380347999999998,
6,4.0,0,STAND,HEAD,4,6,SMALL,0.6427065824215384,0.6698607514223961,4.366451528442857,4.366451528442857,0.5500949999999989,1.0,1.067214999999976,1.067214999999976,-0.13679375129275773,0.41461490559685665,0.6641100179094465,0.48406299445091366,1.067214999999976,
7,4.0,0,STAND,HEAD,4,7,SMALL,1.731978139252874,1.3067137814383494,3.91568694581081,3.91568694581081,0.39866499999999405,2.0,1.2338260000000218,0.6169130000000109,0.3214418373013718,-0.3714348866438637,2.0531742900604684,0.5269921434717435,1.1362450000000024,
8,4.0,0,STAND,HEAD,4,8,SMALL,0.7742905747878787,0.5207216515040208,3.1635015928275863,3.1635015928275863,0.34890799999999444,1.0,1.0824890000000096,1.0824890000000096,-0.11540752146767214,-0.6361306604921323,0.48527937939274796,0.4706700275470727,1.0824890000000096,
9,4.0,0,WALK,HEAD,4,0,SMALL,2.483710789583673,1.1051486773725148,4.285601071355482,4.285601071355482,0.9330400000000054,3.0,3.650942999999984,1.2169809999999945,0.45109839160901405,-0.6000783917381164,2.2031351095325804,1.4362977821338723,1.4677000000000362,
10,4.0,0,WALK,HEAD,4,1,SMALL,2.295865505211896,1.3802723878390635,3.1429071668066664,3.1429071668066664,0.5176419999999098,4.0,3.766647000000148,0.941661750000037,0.892880155868748,-0.662891272957402,2.2782059601596623,0.8972548804435393,2.0843999999999596,
11,4.0,0,WALK,HEAD,4,2,SMALL,4.363740440987951,3.1863958409255164,6.484493495053333,6.484493495053333,0.8532000000000153,6.0,2.2329079999998385,0.3721513333333064,2.7360053148247876,-0.18556347926041447,4.496270716182018,1.130905728981999,0.5846319999999423,
12,4.0,0,WALK,HEAD,4,3,SMALL,4.62363332634457,2.6752154135012938,4.953090128413333,4.953090128413333,0.5493000000000166,6.0,1.834372000000144,0.3057286666666907,-0.4300332821382724,0.81462894831133,5.139038689900263,1.1043613982420766,0.7830450000000155,
13,4.0,0,WALK,HEAD,4,4,SMALL,3.332231988254629,1.8919211141233452,6.033536952435215,6.033536952435215,1.416400000000067,6.0,2.1172729999999547,0.35287883333332576,1.2141518907617401,-0.019519509491460713,3.496103028236546,1.061735098481234,0.8325999999999567,
14,4.0,0,WALK,HEAD,4,5,SMALL,3.9125017484317337,2.779861469959015,4.548598087201987,4.548598087201987,0.5141999999999598,6.0,2.7294949999998153,0.45491583333330254,2.4492116285315744,-0.0764265886348683,3.953335834221709,1.2407545147668853,0.682399999999916,
15,4.0,0,WALK,HEAD,4,6,SMALL,4.168766355962406,3.652690776259827,4.663361255961038,4.663361255961038,0.6994999999999436,5.0,2.9314970000000358,0.5862994000000071,-3.2293097777058337,0.4905035970339258,4.2283691701414545,1.3608511030377035,1.8831420000000207,
16,4.0,0,WALK,HEAD,4,7,SMALL,1.8984358408992534,1.0204541928896391,2.694979924754153,2.694979924754153,0.5482360000000881,2.0,4.317824999999857,2.1589124999999285,0.359104226707547,-0.003591246445795011,1.9649062646712894,0.8170184398288809,2.6677579999999352,
17,4.0,0,WALK,HEAD,4,8,SMALL,2.63858871778022,1.438502436787486,3.3095331438006643,3.3095331438006643,0.4672400000000607,5.0,3.5814599999997654,0.7162919999999531,-0.33870069159384913,-0.22680587853810116,2.8867620047601648,0.790422020257672,2.1656379999999444,
18,4.0,0,STAND,HEAD,5,0,LARGE,0.7879158951189189,1.040916951682655,7.024922203408547,7.024922203408547,0.7145989999999927,1.0,1.2168210000000101,1.2168210000000101,0.4015509979265934,-0.2593949305976816,0.8913698197076618,0.8559675939861867,1.2168210000000101,
19,4.0,0,STAND,HEAD,5,1,LARGE,1.1156867988672565,0.6480935722860606,5.704988574948717,5.704988574948717,0.7128299999999967,1.0,1.867336999999992,1.867336999999992,0.3925013705075642,-0.9679179081023412,0.42334268579921724,0.636568967304504,1.867336999999992,
20,4.0,0,STAND,HEAD,5,2,LARGE,0.6807029897619045,0.5041281408564874,8.411919550252525,8.411919550252525,0.599884000000003,1.0,1.0346629999999948,1.0346629999999948,0.10275949152682896,-0.3153206794798052,0.7199743104534343,0.3089300386319697,1.0346629999999948,
21,4.0,0,STAND,HEAD,5,3,LARGE,1.2029931696145832,0.6675404750254528,6.32781763429771,6.32781763429771,0.5807800000000043,1.0,1.586211999999989,1.586211999999989,0.5143854463575318,0.47857779669996425,1.032478485299568,0.5984120894672195,1.586211999999989,
22,4.0,0,STAND,HEAD,5,4,LARGE,0.8419806974374999,0.5598118719268033,6.879474581402062,6.879474581402062,0.5479739999999822,1.0,1.051681000000002,1.051681000000002,0.48507399463374234,-0.25712427080373423,0.3953427868198109,0.7668776812576322,1.051681000000002,
23,4.0,0,STAND,HEAD,5,5,LARGE,0.8623457341363636,0.6811993098849272,8.00729490469524,8.00729490469524,0.6499790000000019,1.0,1.0834409999999934,1.0834409999999934,-0.6707393536587366,-0.16245914426009808,0.574600423458722,0.6635980794579753,1.0834409999999934,
24,4.0,0,STAND,HEAD,5,6,LARGE,1.058390682473684,0.9164975484450042,7.503342431263999,7.503342431263999,0.815369000000004,1.0,1.250838999999985,1.250838999999985,-0.8114995112381651,0.6588089040206002,0.7230951544348853,0.59702426582226,1.250838999999985,
25,4.0,0,STAND,HEAD,5,7,LARGE,0.9176957833240964,0.9410154240971002,6.871251285847899,6.871251285847899,0.5972899999999868,1.0,1.3686830000000043,1.3686830000000043,-0.3050379788746235,-0.5070634453799049,0.9007815373156405,0.7565842256719415,1.3686830000000043,
26,4.0,0,STAND,HEAD,5,8,LARGE,0.9636185912985074,0.6886133301915849,7.8317034260666665,7.8317034260666665,0.6328729999999894,1.0,1.1008759999999995,1.1008759999999995,-0.4232323900754762,-0.7654140211736816,0.3296199091825346,0.7346852702819755,1.1008759999999995,
27,4.0,0,WALK,HEAD,5,0,LARGE,4.573136728145923,2.2494440723953146,7.42049180530897,7.42049180530897,1.1287000000000944,5.0,1.5850809999999456,0.3170161999999891,3.5596655949554448,-0.9066997988489714,3.485655531383245,1.2699926677697366,0.7848459999999022,
28,4.0,0,WALK,HEAD,5,1,LARGE,3.323139040794574,2.2149003636810702,5.861993548156146,5.861993548156146,0.7159319999999525,4.0,2.9639290000000074,0.7409822500000018,-0.6552499341659829,-0.37294701770395133,3.739617763337629,1.3717367650054355,1.6824949999999035,
29,4.0,0,WALK,HEAD,5,2,LARGE,4.958265793566406,3.2893701009644998,7.785848658876667,7.785848658876667,0.733600000000024,4.0,1.9859270000000606,0.49648175000001515,3.2311138446088767,-0.3899436262527853,4.800178339574901,1.259800776786713,1.3010860000000548,
30,4.0,0,WALK,HEAD,5,3,LARGE,2.7674929575639218,1.7206315799551046,5.096380596368627,5.096380596368627,0.8508000000000493,7.0,2.9525600000000622,0.4217942857142946,-0.3477604292323535,0.3905925104518118,2.6844186805705004,1.7954697166118514,1.1007080000000542,
31,4.0,0,WALK,HEAD,5,4,LARGE,3.4441432613609755,1.6591658016552735,6.907512851763334,6.907512851763334,1.5832309999999552,6.0,2.3341930000000275,0.38903216666667123,2.2197634285525867,0.1702132223221544,2.9919205963773297,1.1411651636717468,0.5510000000000446,
32,4.0,0,WALK,HEAD,5,5,LARGE,3.0557652587239583,1.7615213124069264,7.588910529483332,7.588910529483332,1.8009000000000697,5.0,2.168480999999929,0.43369619999998577,0.776076175245432,0.7590418053783878,3.102708748017453,1.4422763995615928,0.8490999999999076,
33,4.0,0,WALK,HEAD,5,6,LARGE,3.9726016320343507,2.3561644594723172,6.070230536731788,6.070230536731788,0.6651600000000144,5.0,2.2158920000000535,0.4431784000000107,2.1698747107619467,0.3023451322105475,3.954858338663326,1.023522845178282,0.6654999999999518,
34,4.0,0,WALK,HEAD,5,7,LARGE,2.9523116974721026,1.5353529862595239,6.355553691564784,6.355553691564784,1.133656999999971,6.0,2.783151000000089,0.46385850000001483,0.05601575745106752,0.06981959622815853,3.2007908301255505,0.9275653559306636,1.0324099999999135,
35,4.0,0,WALK,HEAD,5,8,LARGE,2.6464650163149996,0.9223893445445083,6.682531205790698,6.682531205790698,1.684849999999983,2.0,3.1817419999999856,1.5908709999999928,0.43729306947689395,-0.9529751664862143,2.1801279938140574,1.4805225416321475,2.150441999999998,
36,4.0,0,STAND,HEAD,6,0,SMALL,1.0657733261874998,0.5463035747741667,3.9645365362758627,3.9645365362758627,0.383544999999998,1.0,1.0509640000000218,1.0509640000000218,0.1562133173835446,0.7176336882196079,0.198322844307811,0.9301599296342166,1.0509640000000218,
