posture,cursor_type,wide,target_size,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,longest_dwell
STAND,EYE,LARGE,4.0,1.3295148539800785,1.0264318034366973,6.7826833203929935,6.7826833203929935,0.6547816584234947,1.4497681607418855,1.7928218145285941,1.4590513296536798,0.13544024351548564,0.06054314817355349,0.9523745397823622,0.8752421595251496,1.6928131700154563
STAND,EYE,SMALL,4.0,1.1046008126621727,0.7177682955805866,3.6014567512022047,3.6014567512022047,0.4184036388888853,1.2067901234567902,1.6339798425925902,1.4435597265395343,0.1710767040344431,0.06270504962891509,0.6511593948315394,0.6626101526509849,1.537615768518516
STAND,HAND,LARGE,4.0,1.3161245285741956,1.0128050909871935,10.035180614355326,10.035180614355326,1.0678205276461308,1.0963665086887835,1.4380154344391747,1.361158817121792,0.07108438668868709,0.0709191434308128,0.9192599846224403,0.8361910646084599,1.3976278404423366
STAND,HAND,SMALL,4.0,1.2092923438944467,0.9094281089115718,5.526101172949736,5.526101172949736,0.7520104662480389,1.0502354788069075,1.3198566122448963,1.2885816530176164,0.017498544078498438,0.07782304833501075,0.8470876305731448,0.7189659407679512,1.3044806703296694
STAND,HEAD,LARGE,4.0,1.3369484724361405,0.9421313762238727,7.354333722068841,7.354333722068841,0.8834733374805587,1.0839813374805598,1.5834210093312577,1.5042117112493507,-0.08477740210801997,0.20504454390236113,0.8437352842831379,0.9519942962433363,1.5411770155520976
STAND,HEAD,SMALL,4.0,1.195420425707368,0.796430881640659,4.212384311951347,4.212384311951347,0.6476699953703734,1.0817901234567902,1.4995260447530854,1.409924943415637,-0.02499419606499306,0.11325476339101913,0.7223372361631893,0.7978535753363417,1.449554415123456
WALK,EYE,LARGE,4.0,3.8087266612899624,2.749790009007583,7.400366202052994,7.400366202052994,1.133363903381646,5.932367149758454,2.771446305958134,0.6856103740577532,0.2243918369201446,-0.12593672585471744,3.525849757656971,1.835676036067132,1.4637230273752024
WALK,EYE,SMALL,4.0,3.6451064383457528,2.6487630667912496,5.12625475969148,5.12625475969148,0.7937521088328097,6.492113564668769,2.99328846845426,0.6926411220539218,0.16355135258227793,-0.05107362010143997,3.416126704922221,1.7063459475842666,1.545545840694005
WALK,HAND,LARGE,4.0,5.429874761185586,3.786496297377578,10.494877929829235,10.494877929829235,1.6345735403225805,4.794354838709677,1.6785514758064493,0.41120548907195476,-0.2342709098005424,-0.33962268611712004,5.501503139798097,1.3870140181163733,0.8728210544354852
WALK,HAND,SMALL,4.0,5.294139238399011,3.797106233386168,7.4379128703085895,7.4379128703085895,1.2270304102083314,5.364583333333333,1.910726182916668,0.4248367043272415,0.018531117384970822,-0.2563775972168767,5.463833572253246,1.3169599241991703,0.9221692374999999
WALK,HEAD,LARGE,4.0,4.538456093513845,2.65914085155417,8.091417860012568,8.091417860012568,1.304979848684213,4.228618421052632,2.17178065296053,0.6202754457060627,-0.048102091199281195,0.25348446899689825,3.9693708644075953,1.7439717595727615,1.1692477960526322
WALK,HEAD,SMALL,4.0,4.405994879981699,2.5412030478037386,5.968668959672696,5.968668959672696,0.9863556617886207,4.5512195121951216,2.3872161430894305,0.640928299712926,-0.08903572761174665,0.5481196590967874,3.786116371251879,1.5937439188700122,1.2472995317073172
