,target_size,subject_num,posture,cursor_type,repetition,target_num,wide,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,longest_dwell,error
0,3.0,0,STAND,HEAD,4,0,SMALL,1.1017270958870968,0.300826394059101,4.355077657388889,4.355077657388889,0.46994000000000824,1.0,1.016143999999997,1.016143999999997,0.5682469569838445,-0.7420315468243452,0.17285444329369185,0.6413543581277786,1.016143999999997,
1,3.0,0,STAND,HEAD,4,1,SMALL,0.663535969469697,0.5008069624481803,3.818519896818182,3.818519896818182,0.5492559999999855,1.0,1.081924000000015,1.081924000000015,0.4160321847348427,-0.17745540527488265,0.5392222139853451,0.45036230408924444,1.081924000000015,
2,3.0,0,STAND,HEAD,4,2,SMALL,0.699344969703125,0.47951573052936153,3.920117223774194,3.920117223774194,0.4841600000000028,1.0,1.0494249999999852,1.0494249999999852,0.4232309024107768,0.395419606006129,0.574326020139192,0.23702775220187255,1.0494249999999852,
3,3.0,0,STAND,HEAD,4,3,SMALL,1.2188508601734693,0.5943513106065011,3.254506740635037,3.254506740635037,0.647262000000012,1.0,1.6179970000000026,1.6179970000000026,0.6874604031899035,0.48570752309960624,1.0225959881386206,0.3104597762087902,1.6179970000000026,
4,3.0,0,STAND,HEAD,4,4,SMALL,0.985852013234375,0.33901037564586445,3.837990724678161,3.837990724678161,0.38218700000001604,1.0,1.050216999999975,1.050216999999975,0.7771220676680166,0.2876847307465664,0.11299124166406598,0.6315896296988124,1.050216999999975,
5,3.0,0,STAND,HEAD,4,5,SMALL,1.3145114916746987,0.6741995517953386,3.8870425966875004,3.8870425966875004,0.48187999999998965,2.0,1.3331290000000138,0.6665645000000069,-0.01133272430161656,0.07247890513968827,0.505695917884844,1.3946115465093851,1.1842949999999917,
6,3.0,0,STAND,HEAD,4,6,SMALL,0.5564229236095238,0.463759745639025,4.366451528442857,4.366451528442857,0.582794999999976,1.0,1.034514999999999,1.034514999999999,-0.05494846504853091,0.36489017902292337,0.48161854925068426,0.3998812061950436,1.034514999999999,
7,3.0,0,STAND,HEAD,4,7,SMALL,1.70852388505814,1.2958268516581868,3.91568694581081,3.91568694581081,0.4157859999999971,2.0,1.1492750000000171,0.5746375000000086,0.361003007083613,-0.3509392924392293,2.031589197164894,0.4939757405751542,1.0852959999999996,
8,3.0,0,STAND,HEAD,4,8,SMALL,0.7340252451692308,0.40830163390829716,3.1635015928275863,3.1635015928275863,0.3651580000000081,1.0,1.066238999999996,1.066238999999996,-0.0889300804202333,-0.6020245962798509,0.4383869489742931,0.38343102686388886,1.066238999999996,
9,3.0,0,WALK,HEAD,4,0,SMALL,2.4664696194522824,1.1053784038983063,4.285601071355482,4.285601071355482,0.9990850000000364,6.0,2.972577999999885,0.4954296666666475,0.3999498821998854,-0.6118864767797574,2.1845057412004354,1.44462036168981,1.0658389999999827,
10,3.0,0,WALK,HEAD,4,1,SMALL,2.290508244970149,1.38004999395658,3.1429071668066664,3.1429071668066664,0.5340999999999667,6.0,3.0704640000000154,0.5117440000000025,0.8934119236506389,-0.6517330367579975,2.2824515504606655,0.8800363254101704,2.0015999999999394,
11,3.0,0,WALK,HEAD,4,2,SMALL,4.39958926434025,3.2326667466147274,6.484493495053333,6.484493495053333,0.9841000000000122,5.0,1.4498100000000704,0.2899620000000141,2.732906577992942,-0.2365311604320465,4.569890859070572,1.1014633834591196,0.4999520000000075,
12,3.0,0,WALK,HEAD,4,3,SMALL,4.632047070732076,2.683395688677642,4.953090128413333,4.953090128413333,0.5825470000000905,6.0,1.1542700000001105,0.19237833333335175,-0.44415296899646495,0.7966429324536489,5.155863663415332,1.0884644397497296,0.40087900000003174,
13,3.0,0,WALK,HEAD,4,4,SMALL,3.332879391130233,1.896312356615525,6.033536952435215,6.033536952435215,1.4338350000000446,6.0,1.5864769999999453,0.2644128333333242,1.2054200107843194,-0.023520426468198682,3.5019003325458167,1.062579572491144,0.3988609999998971,
14,3.0,0,WALK,HEAD,4,5,SMALL,3.915431946189591,2.7899344857081805,4.548598087201987,4.548598087201987,0.5485669999999345,7.0,1.8995459999999866,0.2713637142857124,2.4577461055879657,-0.10123581606117504,3.9667958977761963,1.211025908731378,0.6014659999999594,
