,dwell_time,subject_num,posture,cursor_type,repetition,target_num,wide,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,first_dwell_time,required_target_size,mean_final_speed,min_target_size,error
156,0.1,0,WALK,EYE,6,3,SMALL,1.131432000000018,5.0,1.4706559999999627,0.29413119999999254,1.3820000000000618,3.790546,9.704112434268922,0.38308411800000003,
157,0.1,0,WALK,EYE,6,4,SMALL,0.433400000000006,8.0,1.262442000000192,0.157805250000024,0.6509999999999536,5.163536,3.2015672175958265,0.33861962,
158,0.1,0,WALK,EYE,6,5,SMALL,0.46534600000006776,6.0,0.783668999999918,0.13061149999998634,0.5815000000000055,2.07216573,7.0716701045043715,0.7991739,
159,0.1,0,WALK,EYE,6,6,SMALL,1.7313329999999496,4.0,0.7201939999998785,0.18004849999996964,2.364146000000005,2.63707876,8.788444984877808,0.7407211,
160,0.1,0,WALK,EYE,6,7,SMALL,0.5190999999999804,8.0,1.5640256666665717,0.19550320833332147,1.2856999999999061,2.559638,2.643099392171205,0.5366833999999999,
161,0.1,0,WALK,EYE,6,8,SMALL,0.47036900000000514,3.0,0.7014039999999113,0.23380133333330377,1.1384279999999762,6.160648,4.829248681739004,0.5293413,
162,0.1,0,STAND,EYE,7,0,LARGE,0.7350639999999942,1.0,0.9818570000000193,0.9818570000000193,0.7350639999999942,1.24111986,10.334524777635707,0.149353445,
163,0.1,0,STAND,EYE,7,1,LARGE,0.7811346923077079,1.0,1.0009353076922967,1.0009353076922967,0.7811346923077079,1.366494564230769,7.757529735121608,0.494164258,
164,0.1,0,STAND,EYE,7,2,LARGE,0.331388000000004,1.0,0.9838869999999815,0.9838869999999815,0.7973609999999951,1.55406356,7.581216139390473,0.163129419,
165,0.1,0,STAND,EYE,7,3,LARGE,0.6324769999999944,1.0,0.9977509999999938,0.9977509999999938,0.6683050000000037,1.5605978999999999,3.7226871033949034,0.202708781,
166,0.1,0,STAND,EYE,7,4,LARGE,0.5799190000000181,1.0,1.018051999999983,1.018051999999983,0.5799190000000181,1.47843194,6.742667781900188,0.1968319,
167,0.1,0,STAND,EYE,7,5,LARGE,0.6975410000000011,1.0,0.984359000000012,0.984359000000012,0.6975410000000011,1.1310769999999999,9.40109481972372,0.31527903700000004,
168,0.1,0,STAND,EYE,7,6,LARGE,0.3837130000000002,2.0,1.0518039999999758,0.5259019999999879,0.3837130000000002,2.0845015,8.905180428583732,0.234067976,
169,0.1,0,STAND,EYE,7,7,LARGE,0.3651880000000176,1.0,0.9866439999999841,0.9866439999999841,0.6823000000000263,2.5483722699999998,7.173603568458667,0.163129419,
170,0.1,0,STAND,EYE,7,8,LARGE,0.6352389999999843,1.0,0.9822080000000142,0.9822080000000142,0.6352389999999843,1.21723986,7.633082546089658,0.42612567500000004,
171,0.1,0,WALK,EYE,7,0,LARGE,0.8673999999999751,9.0,1.1314589999999498,0.1257176666666611,1.0333000000000538,2.262697,1.6962520979982323,0.842791,
172,0.1,0,WALK,EYE,7,1,LARGE,0.7977409999999736,7.0,1.3676429999998163,0.1953775714285452,0.7977409999999736,1.45346892,4.2925844737256655,0.390169531,
173,0.1,0,WALK,EYE,7,2,LARGE,1.3321539999999459,6.0,1.3751369999999952,0.22918949999999919,1.6491539999999532,1.99282146,4.3534782292925955,0.442347676,
174,0.1,0,WALK,EYE,7,3,LARGE,0.9992670000000317,9.0,1.4525820000001204,0.16139800000001336,1.5329000000000406,2.062794,6.652285236788728,0.5914912999999999,
175,0.1,0,WALK,EYE,7,4,LARGE,1.1009690000000774,6.0,0.9114999999999327,0.15191666666665546,2.164769000000092,2.98058367,3.3860650885666126,0.7579558,
176,0.1,0,WALK,EYE,7,5,LARGE,,,,,,,,,jump
177,0.1,0,WALK,EYE,7,6,LARGE,0.7645410000000084,5.0,0.6200719999999365,0.12401439999998728,0.9804080000000113,4.464404,2.7473211351917306,1.03929341,
178,0.1,0,WALK,EYE,7,7,LARGE,1.3173209999999926,4.0,0.5024769999998853,0.12561924999997132,1.3173209999999926,1.20674515,1.9550859016879587,0.8693065999999999,
179,0.1,0,WALK,EYE,7,8,LARGE,0.6830580000000737,8.0,1.8294759999997723,0.22868449999997154,0.6830580000000737,1.16230607,8.859223131760078,0.428415447,
180,0.1,0,STAND,EYE,8,0,SMALL,0.3167569999999955,1.0,0.9859010000000126,0.9859010000000126,0.3167569999999955,1.36386645,21.778462407914336,0.3716771,
181,0.1,0,STAND,EYE,8,1,SMALL,0.3140260000000126,1.0,0.9347229999999911,0.9347229999999911,0.3140260000000126,0.596432865,21.286802529535255,0.15576636800000002,
182,0.1,0,STAND,EYE,8,2,SMALL,0.36615000000000464,1.0,0.9505000000000052,0.9505000000000052,0.36615000000000464,0.9289381,19.785519333857142,0.6196041,
