posture,cursor_type,wide,dwell_time,subject_num,repetition,target_num,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,first_dwell_time,required_target_size,mean_final_speed,min_target_size,best_record
STAND,EYE,LARGE,0.19999999999999998,11.5,7.0,4.0,0.8789767757009352,1.6682242990654206,1.2960395077881606,0.8731108781931463,0.9705820140186934,1.6362783733450406,2.7543084272077714,0.5274082118855477,1.0042499709694153
STAND,EYE,SMALL,0.19999999999999998,11.5,6.0,4.0,0.5485444790697648,1.558139534883721,1.2762475100775168,0.9153034832724222,0.6092714573643383,1.3793835792502753,1.9212738351618424,0.5278947103883702,1.0118236341085227
STAND,HAND,LARGE,0.19999999999999998,11.5,7.0,4.0,1.3135339117174953,1.1926163723916532,1.0971608742643129,0.9631751083467105,1.3544318073836268,1.6949517381568227,2.8612493010036055,0.5581586839289907,1.019439115034779
STAND,HAND,SMALL,0.19999999999999998,11.5,6.0,4.0,0.9298319716088326,1.1545741324921135,1.0722000552050495,0.969744769453209,0.9733797003154572,1.7412589228551707,3.019713250015896,0.5571965901173387,1.0196359689800227
STAND,HEAD,LARGE,0.19999999999999998,11.5,7.0,4.0,1.127207350237717,1.3724247226624406,1.1564361357633384,0.9082417497358687,1.208397657686211,1.5963828851795228,2.520946558026181,0.4614798839140527,1.0062033506561676
STAND,HEAD,SMALL,0.19999999999999998,11.5,6.0,4.0,0.8548826281250026,1.26875,1.138130366666668,0.9483483473697929,0.9319455515625016,1.5804274736132151,2.2794850744804456,0.4938372989474533,1.0096236583722142
WALK,EYE,LARGE,0.19999999999999998,11.5,7.0,4.0,1.3077261639004167,2.9771784232365146,0.7738694986168768,0.25203341169564825,2.135974207468881,3.3635640347087623,5.567119591515222,1.049626800877547,0.2976531542553232
WALK,EYE,SMALL,0.19999999999999998,11.5,6.0,4.0,1.0126460907297825,3.26232741617357,0.9004875193951344,0.2687093808287158,1.8456748678501003,3.322273952540175,5.086129082669538,0.985928906477795,0.3317985880665527
WALK,HAND,LARGE,0.19999999999999998,11.5,7.0,4.0,1.9052809423076955,1.983974358974359,0.5671352927350402,0.28865381666666456,2.8721096634615426,4.752764238590065,5.309436362503748,1.4422197102159253,0.2789530489089531
WALK,HAND,SMALL,0.19999999999999998,11.5,6.0,4.0,1.5037734624260335,2.289940828402367,0.6342502689349138,0.27717013239645083,2.411569123964493,4.583333457958506,6.022821954324194,1.423409494747611,0.29284694041096065
WALK,HEAD,LARGE,0.19999999999999998,11.5,7.0,4.0,1.6163802430379761,2.151898734177215,0.5712377729957809,0.26077826532851034,2.398934379746836,3.40468737043739,5.554844640078865,1.2783495567311824,0.2497752260668974
WALK,HEAD,SMALL,0.19999999999999998,11.5,6.0,4.0,1.296227321016167,2.2424942263279446,0.616765133179367,0.26774256198174357,2.2889817228637415,3.4262046980424965,5.556825766547566,1.205147816553816,0.2743838021914637
