posture,cursor_type,wide,dwell_time,subject_num,repetition,target_num,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,first_dwell_time,required_target_size,mean_final_speed,min_target_size,best_record
STAND,EYE,LARGE,0.6,11.5,7.0,4.0,0.8579480601265833,1.1946202531645569,1.1681271054852318,0.9962701366033756,1.1715597515822807,1.9950986948833698,1.4533400864162862,0.9102551624664502,1.0042499709694153
STAND,EYE,SMALL,0.6,11.5,6.0,4.0,0.5442219234374974,1.2015625,1.1737363770833291,0.9958766161458295,0.7517221718749983,1.5637904551539286,1.2856642044051407,0.8803676284360504,1.0118236341085227
STAND,HAND,LARGE,0.6,11.5,7.0,4.0,1.313022368167202,1.0514469453376205,1.0590466623794226,1.0136628687031095,1.4479732427652725,1.8033845665363066,0.8319747245411436,0.8783010271480528,1.019439115034779
STAND,HAND,SMALL,0.6,11.5,6.0,4.0,0.9295115892575037,1.0205371248025277,1.038090652975252,1.0189142124802546,1.0622414849921011,1.8353335610361354,0.7713275168920483,0.8656183062123615,1.0196359689800227
STAND,HEAD,LARGE,0.6,11.5,7.0,4.0,1.1088216597110747,1.088282504012841,1.0874599213483145,1.0092860058854998,1.3537314686998385,1.7876222980967589,1.1098480484175326,0.8049502013986941,1.0062033506561676
STAND,HEAD,SMALL,0.6,11.5,6.0,4.0,0.8311626613924074,1.0965189873417722,1.0965843655063305,1.010790721650845,0.9967094636075964,1.6684801234008728,1.0239958105215141,0.8181008927329331,1.0096236583722142
WALK,EYE,LARGE,0.6,11.5,7.0,4.0,1.1531068000000086,1.0285714285714285,0.675537742857153,0.6571915904761985,3.1301833428571366,5.031477001923881,4.811047256938495,2.58354336007688,0.2976531542553232
WALK,EYE,SMALL,0.6,11.5,6.0,4.0,0.8877150862068969,1.2586206896551724,0.8871055057471309,0.7105568505747153,2.616516896551721,5.1177009767704265,5.2659797583225565,2.4577067351038555,0.3317985880665527
WALK,HAND,LARGE,0.6,11.5,7.0,4.0,2.0004939333333405,1.0444444444444445,0.7637269481481441,0.7302070666666617,3.2374171555555615,7.5925424642882415,4.262159804329813,3.4632988066041435,0.2789530489089531
WALK,HAND,SMALL,0.6,11.5,6.0,4.0,1.424458651162796,1.0,0.7502130310077462,0.7502130310077462,3.424951348837212,7.525341200167538,5.0019876471278755,3.404893320491069,0.29284694041096065
WALK,HEAD,LARGE,0.6,11.5,7.0,4.0,1.331347709677417,1.0,0.6747948494623714,0.6747948494623714,3.148114967741932,5.692732095102397,5.04030232768231,2.9858705208130827,0.2497752260668974
WALK,HEAD,SMALL,0.6,11.5,6.0,4.0,1.0853330263157959,1.1578947368421053,0.8259872543859763,0.7073284736842234,2.9100322368421163,5.538630665966172,4.712238175191231,2.8101274362789455,0.2743838021914637
