,subject_num,posture,cursor_type,repetition,target_num,parameter,target_in_count,time_sum,target_in_total_time,target_in_mean_time,longest_dwell_time,initial_contact_time,error,error_frame_count
0,0,WALK,HEAD,4,0,0.045,2.0,3.6011369999999943,3.6011369999999943,1.8005684999999971,3.0010999999999513,1.2665399999999636,,
1,0,WALK,HEAD,4,1,0.045,3.0,3.0840989999999238,3.0840989999999238,1.0280329999999747,1.8338999999999714,0.8006619999999884,,
2,0,WALK,HEAD,4,2,0.045,4.0,1.8957769999999527,1.8957769999999527,0.4739442499999882,0.6655000000000655,1.2171650000000227,,
3,0,WALK,HEAD,4,3,0.045,5.0,1.1642839999998387,1.1642839999998387,0.23285679999996772,0.4998409999999467,1.8823520000000826,,
4,0,WALK,HEAD,4,4,0.045,4.0,1.8185770000001185,1.8185770000001185,0.4546442500000296,0.732845999999995,1.6834690000000592,,
5,0,WALK,HEAD,4,5,0.045,4.0,2.051360000000159,2.051360000000159,0.5128400000000397,0.6671150000000807,0.8328999999999951,,
6,0,WALK,HEAD,4,6,0.045,2.0,1.7144779999999855,1.7144779999999855,0.8572389999999928,1.549682999999959,1.0329590000000053,,
7,0,WALK,HEAD,4,7,0.045,2.0,4.167195999999876,4.167195999999876,2.083597999999938,2.567354999999907,0.798095000000103,,
8,0,WALK,HEAD,4,8,0.045,4.0,3.294866999999954,3.294866999999954,0.8237167499999885,1.6823669999999993,1.2672730000000456,,
9,0,WALK,HEAD,5,0,0.045,2.0,1.1986819999999625,1.1986819999999625,0.5993409999999812,0.6666999999999916,1.3958000000000084,,
10,0,WALK,HEAD,5,1,0.045,4.0,2.4661609999999428,2.4661609999999428,0.6165402499999857,1.4996949999999742,0.9477319999999736,,
11,0,WALK,HEAD,5,2,0.045,3.0,1.5488820000000487,1.5488820000000487,0.5162940000000162,1.2000120000000152,0.9016619999999875,,
12,0,WALK,HEAD,5,3,0.045,3.0,3.0315069999999196,3.0315069999999196,1.0105023333333065,1.1820539999999937,1.5678000000000338,,
13,0,WALK,HEAD,5,4,0.045,3.0,0.9975039999999353,0.9975039999999353,0.3325013333333118,0.4169520000000375,1.901299999999992,,
14,0,WALK,HEAD,5,5,0.045,4.0,1.433650000000057,1.433650000000057,0.35841250000001423,0.7173000000000229,2.1173,,
15,0,WALK,HEAD,5,6,0.045,4.0,1.418369000000098,1.418369000000098,0.3545922500000245,0.467200000000048,0.8976000000000113,,
16,0,WALK,HEAD,5,7,0.045,4.0,1.7942780000000766,1.7942780000000766,0.44856950000001916,0.7814329999999927,1.9677629999999908,,
17,0,WALK,HEAD,5,8,0.045,3.0,2.4921509999999216,2.4921509999999216,0.8307169999999738,1.4952999999999292,1.9866500000000542,,
18,0,WALK,HEAD,6,0,0.045,3.0,1.5182839999999942,1.5182839999999942,0.5060946666666647,0.8833549999999377,1.0816330000000107,,
19,0,WALK,HEAD,6,1,0.045,4.0,1.7994099999999662,1.7994099999999662,0.44985249999999155,0.8530329999999822,1.4172550000000683,,
20,0,WALK,HEAD,6,2,0.045,4.0,2.5018289999999297,2.5018289999999297,0.6254572499999824,0.9333319999999503,0.7996000000000549,,
21,0,WALK,HEAD,6,3,0.045,2.0,0.4311000000001286,0.4311000000001286,0.2155500000000643,0.2819000000000642,1.4342349999999442,,
22,0,WALK,HEAD,6,4,0.045,4.0,2.751724999999851,2.751724999999851,0.6879312499999628,1.3175999999999704,1.1317000000000235,,
23,0,WALK,HEAD,6,5,0.045,3.0,3.246682999999962,3.246682999999962,1.082227666666654,1.5151439999999639,0.8001610000000028,,
