posture,cursor_type,wide,Unnamed: 0,Unnamed: 0.1,subject_num,repetition,target_num,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,mean_abs_offset_horizontal,mean_abs_offset_vertical,std_abs_offset_horizontal,std_abs_offset_vertical,longest_dwell_time,movement_length,walking_speed
STAND,EYE,LARGE,29.52412344318139,29.52412344318139,6.932642145998555,1.633622073769446,2.5832833913345765,0.7828783671282529,1.2413634170913346,1.645660565595654,1.3261994289009593,0.5959476438227447,1.855687530344882,0.5176774160750519,0.28795643918213976,0.7250922055811801,0.7386273156486485,1.0086049152382708,0.8830136822539255,0.5921050219619366,0.5722628058933169,0.9531126064588422,0.849545604340041,0.09881975245309624,13.752137988330857,0.0065233759153908
STAND,EYE,SMALL,29.529855481536536,29.529855481536536,6.927533935656712,1.6342546476842554,2.583983481699132,0.5227399598672341,0.7498372588717935,0.7492636839249872,0.752104551010179,0.38615571488867495,1.86537615469993,0.48766603687222676,0.26974150754826487,0.6071308936159108,0.6743725365980575,0.6049527873820311,0.5593806850798915,0.417150953493961,0.43099091088838243,0.5684373384032256,0.52971390687949,0.06594961777667047,6.351216725645293,0.006123905364917438
STAND,HAND,LARGE,29.510703495803067,29.510703495803067,6.928168005854889,1.6336220737694465,2.581181980933996,0.6445579752440264,0.7177077827176856,1.6133858776302386,1.2557196434127553,0.42086544700826317,0.5762704278811389,0.25526918505608953,0.22933100491904823,0.6532509427632278,0.7337601035065487,0.4441396003099132,0.7036199034818802,0.41473111201252044,0.5726170818648928,0.3587436377124707,0.6652731116797012,0.08171300695243573,4.096675838305885,0.005853978623755791
STAND,HAND,SMALL,29.55270256849898,29.55270256849898,6.928168005854889,1.635519061527317,2.5859826955236933,0.4323363583584764,0.38264446476182046,0.8473784661483528,0.6892706261930732,0.2791100004496174,0.5270359364679525,0.23195410051296725,0.21382660842318318,0.5956223400960078,0.634049894023815,0.33985651935457106,0.3825223482836779,0.3455340439721716,0.40205890371062675,0.2732849292165141,0.32904918235812414,0.04091573524362186,2.536030447473502,0.004020724369071447
STAND,HEAD,LARGE,29.598137071029686,29.598137071029686,6.978294886153792,1.63749139751992,2.5917880046849016,1.0916943035597715,0.8947805221664312,1.5544695785841929,1.0013739170972256,0.49570971643467077,0.7835018559963248,0.30907149418625557,0.23909906951847876,0.6796594454989926,1.0413856681360534,0.6436449019745903,0.8296619449789492,0.5701907224851209,0.9536753075495075,0.5609751082127175,0.7649049565237045,0.10847787411280051,4.882751110772412,0.006168865987831501
STAND,HEAD,SMALL,29.506724126884485,29.506724126884485,6.953188215075735,1.6329812943019604,2.5801615577787707,0.5183532219269682,0.48367173668380425,0.8855691936585806,0.5555285127923303,0.5051221768687746,0.7349206954879967,0.3194783706081105,0.22765509367099507,0.5513002308001861,0.5951086300620395,0.4569386411232448,0.4569061334001148,0.37896196758528167,0.4336777058503639,0.386075187163225,0.3506988911263723,0.09415444047382075,5.083076686446331,0.005669886410286556
WALK,EYE,LARGE,29.68954024331109,29.68954024331109,7.004033807207802,1.6426031247063635,2.581226265339946,2.173909325180254,2.1197076970247934,2.871633168535127,1.9224091517020017,0.8233870980768208,3.9880016049758584,0.6642968499723569,0.05417255587384486,2.3216558005129495,1.5193436483649645,1.9134300256674803,1.4853604067954331,1.8106491107021214,1.2396905486354588,1.7837852564250989,1.454261791733403,0.16903825731879976,41.94684836800742,0.18199803887829122
WALK,EYE,SMALL,29.353816853406126,29.353816853406126,6.946290364855369,1.623629521910016,2.589651662186308,3.1534467005791855,3.010789549703156,2.952324001167112,2.788304819452296,0.7703968538487214,4.026610424507488,0.7417521014910214,0.05885967501768336,3.3491629303916963,1.1084227906449928,2.9466873138153584,1.2165104659784958,3.10115062719113,0.7726731444646147,2.865635485533134,1.1822678882068571,0.18953033989848514,40.211082002653775,0.18795429948044318
WALK,HAND,LARGE,29.445509795130718,29.445509795130718,7.187592379860039,1.6294298262579492,2.5464602366643985,2.585130064409332,1.7878305462035924,3.3620403617275545,2.15751403003293,0.8903773231700141,2.6534621410764987,0.4399238600850062,0.08910651065770658,3.3219241462567517,1.1641251387772469,2.4645155757865886,0.8458416946752452,2.5042666237465485,0.9433520718838069,1.7644254986583738,0.7684306678994531,0.1978307136869359,31.72461664831251,0.16071562810563125
WALK,HAND,SMALL,29.5729445250778,29.5729445250778,7.1029206327918475,1.6369006617386952,2.56981810587393,3.0836431438704386,1.9716473091849243,2.8547833917029344,1.7775475047660565,0.907148171941134,2.793684156853554,0.4858043079483127,0.07983109099462952,3.618731787434603,1.3277899622447036,2.6432117439403298,1.186124712894564,2.960260772692578,1.1475548445738695,1.8616771739141478,1.079694407085394,0.20220413459084244,34.06695849318817,0.16245246493473628
