posture,cursor_type,wide,target_size,mean_offset,std_offset,overall_mean_offset,overall_std_offset,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,mean_offset_horizontal,mean_offset_vertical,std_offset_horizontal,std_offset_vertical,longest_dwell
STAND,EYE,LARGE,2.0,1.1192641901304285,0.7260444457180463,6.7826833203929935,6.7826833203929935,0.8080832812983029,1.8732612055641422,1.5214001885625952,1.0306253639361138,0.11191684417456321,0.0794382540588335,0.7093699628842823,0.6757372922766189,1.331537833075734
STAND,EYE,SMALL,2.0,1.0033040616737314,0.5720920296270454,3.6014567512022047,3.6014567512022047,0.5032063055555512,1.6435185185185186,1.4563064120370346,1.032595808605797,0.17257319757501924,0.05911159566747236,0.5419749172879084,0.5550439683246428,1.2338538657407399
STAND,HAND,LARGE,2.0,1.0535834918490667,0.5893928903110389,10.035180614355326,10.035180614355326,1.2610382322274885,1.2385466034755135,1.1701791327014213,1.021597555932947,0.0674867826064471,0.06532766506102372,0.6046597247477884,0.5261149678753599,1.1028263744075826
STAND,HAND,SMALL,2.0,0.9846652105524821,0.49933159471469996,5.526101172949736,5.526101172949736,0.8949197990580856,1.1993720565149137,1.1121323563579282,0.9911261622056515,0.014065770224451015,0.07615164569128745,0.5326137673222338,0.449455944314324,1.0689742464678187
STAND,HEAD,LARGE,2.0,1.103909453693303,0.6215544093073186,7.303382535500629,7.303382535500629,1.0425843463949835,1.35423197492163,1.320919918495298,1.0721553812173454,-0.05783053367716199,0.16246279383566503,0.6169836653480989,0.6843772641786018,1.2152170047021955
STAND,HEAD,SMALL,2.0,0.9781181940783193,0.5043545897239704,4.1813091804496905,4.1813091804496905,0.7750241461897378,1.3048211508553655,1.275311494556764,1.0590580579315698,-0.027910513415371888,0.07373636924562513,0.5300762188976549,0.5523836237077144,1.1680953032659405
WALK,EYE,LARGE,2.0,3.577303040118099,2.635554566997542,7.254869549949334,7.254869549949334,1.3477812171052634,9.074013157894736,1.3641016546052662,0.15368984557476417,0.2757854292165253,-0.11242111553957407,3.3694686946268244,1.730151740881113,0.43942392434210736
WALK,EYE,SMALL,2.0,3.47717641907188,2.542246334070373,4.990904184022898,4.990904184022898,1.0610063434022294,9.518282988871224,1.477828287758344,0.16469134502227847,0.21353579293118793,-0.05155542751128021,3.2873863544424977,1.6172528113262619,0.47371296820349384
WALK,HAND,LARGE,2.0,5.115811271159245,3.617195897345176,10.319127191052699,10.319127191052699,1.9646214989648034,4.950310559006211,0.707320436853003,0.15468035246027814,-0.2752673171432691,-0.26360936236867194,5.263062883916854,1.2099378948924386,0.3289969813664572
WALK,HAND,SMALL,2.0,5.005415689739426,3.6763466671688483,7.232951753067568,7.232951753067568,1.5711358735169516,5.72457627118644,0.8185593061440669,0.1502111363317678,-0.03877174588488779,-0.26518282866859366,5.267293425323375,1.1836339909471798,0.3462942629237296
WALK,HEAD,LARGE,2.0,4.348354005355565,2.6003278832688923,7.9111996402782365,7.9111996402782365,1.605640169779287,5.196943972835314,0.905265548387095,0.1682735846929561,-0.03362681509051278,0.2147999409344342,3.8518308933113943,1.6428454396191958,0.3699978166383683
WALK,HEAD,SMALL,2.0,4.207451052139424,2.4635796398823926,5.773323512120445,5.773323512120445,1.2778211747899184,5.786554621848739,1.0084833663865562,0.17314105716561232,-0.042069834479084425,0.4581475702055269,3.666783201975011,1.484146440701906,0.3913097714285751
