,subject_num,posture,cursor_type,repetition,target_num,wide,target_size,extra_times_over_target,error
0,15,STAND,HEAD,4,0,SMALL,0.5,2,
1,15,STAND,HEAD,4,0,SMALL,1.0,2,
2,15,STAND,HEAD,4,0,SMALL,1.5,3,
3,15,STAND,HEAD,4,0,SMALL,2.0,2,
4,15,STAND,HEAD,4,0,SMALL,2.5,2,
5,15,STAND,HEAD,4,0,SMALL,3.0,1,
6,15,STAND,HEAD,4,0,SMALL,3.5,1,
7,15,STAND,HEAD,4,0,SMALL,4.0,1,
8,15,STAND,HEAD,4,1,SMALL,0.5,1,
9,15,STAND,HEAD,4,1,SMALL,1.0,1,
10,15,STAND,HEAD,4,1,SMALL,1.5,1,
11,15,STAND,HEAD,4,1,SMALL,2.0,1,
12,15,STAND,HEAD,4,1,SMALL,2.5,1,
13,15,STAND,HEAD,4,1,SMALL,3.0,1,
14,15,STAND,HEAD,4,1,SMALL,3.5,1,
15,15,STAND,HEAD,4,1,SMALL,4.0,1,
16,15,STAND,HEAD,4,2,SMALL,0.5,2,
17,15,STAND,HEAD,4,2,SMALL,1.0,1,
18,15,STAND,HEAD,4,2,SMALL,1.5,1,
19,15,STAND,HEAD,4,2,SMALL,2.0,1,
20,15,STAND,HEAD,4,2,SMALL,2.5,1,
21,15,STAND,HEAD,4,2,SMALL,3.0,1,
22,15,STAND,HEAD,4,2,SMALL,3.5,1,
23,15,STAND,HEAD,4,2,SMALL,4.0,1,
24,15,STAND,HEAD,4,3,SMALL,0.5,1,
25,15,STAND,HEAD,4,3,SMALL,1.0,1,
26,15,STAND,HEAD,4,3,SMALL,1.5,1,
27,15,STAND,HEAD,4,3,SMALL,2.0,1,
28,15,STAND,HEAD,4,3,SMALL,2.5,1,
29,15,STAND,HEAD,4,3,SMALL,3.0,1,
30,15,STAND,HEAD,4,3,SMALL,3.5,1,
31,15,STAND,HEAD,4,3,SMALL,4.0,1,
32,15,STAND,HEAD,4,4,SMALL,0.5,1,
33,15,STAND,HEAD,4,4,SMALL,1.0,1,
34,15,STAND,HEAD,4,4,SMALL,1.5,1,
35,15,STAND,HEAD,4,4,SMALL,2.0,1,
36,15,STAND,HEAD,4,4,SMALL,2.5,1,
37,15,STAND,HEAD,4,4,SMALL,3.0,1,
38,15,STAND,HEAD,4,4,SMALL,3.5,1,
39,15,STAND,HEAD,4,4,SMALL,4.0,1,
