eye_packets,710
norm_X,norm_Y,phi,theta,confidence,timestamp
1580956085.483361,"{'circle_3d': {'center': [23.111003854847958, 7.7284154512827605, 105.84142531386699], 'normal': [-0.25819504891102457, -0.10326972855770933, -0.9605574839026817], 'radius': 1.0793429985735699}, 'confidence': 0.5719396264405493, 'timestamp': 1581.087115, 'diameter_3d': 2.1586859971471397, 'ellipse': {'center': [295.3971763104031, 165.27842521285936], 'axes': [12.643511346329767, 12.956581127547347], 'angle': -72.54569241419567}, 'location': [295.3971763104031, 165.27842521285936], 'diameter': 12.956581127547347, 'sphere': {'center': [26.209344441780253, 8.967652193975272, 117.36811512069917], 'radius': 12.0}, 'projected_sphere': {'center': [298.4515167274585, 167.37184672810776], 'axes': [126.78059952396515, 126.78059952396515], 'angle': 90.0}, 'model_confidence': 0.7375099643358252, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 1.4673421560127973, 'phi': -1.8333866386531288, 'norm_pos': [0.9231161759700097, 0.31133989494641934], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956085.489861,"{'circle_3d': {'center': [23.696036800506977, 8.323691469323597, 105.65194683557185], 'normal': [-0.20944230343943973, -0.05366339372097297, -0.9763473570939442], 'radius': 1.049015422490787}, 'confidence': 0.4335192033246254, 'timestamp': 1581.095515, 'diameter_3d': 2.098030844981574, 'ellipse': {'center': [299.06919363746965, 168.8495573942966], 'axes': [12.309773627906113, 12.653419084125185], 'angle': -70.96326875833756}, 'location': [299.06919363746965, 168.8495573942966], 'diameter': 12.653419084125185, 'sphere': {'center': [26.209344441780253, 8.967652193975272, 117.36811512069917], 'radius': 12.0}, 'projected_sphere': {'center': [298.4515167274585, 167.37184672810776], 'axes': [126.78059952396515, 126.78059952396515], 'angle': 90.0}, 'model_confidence': 0.7375099643358252, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 1.5171071433583503, 'phi': -1.7821099954009778, 'norm_pos': [0.9345912301170927, 0.2964601775237642], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956085.502089,"{'circle_3d': {'center': [23.30780491815902, 7.920164001126503, 105.77139847853246], 'normal': [-0.2417949603017692, -0.08729068273739742, -0.9663930535138924], 'radius': 1.0418408760072468}, 'confidence': 0.668795774966703, 'timestamp': 1581.103915, 'diameter_3d': 2.0836817520144937, 'ellipse': {'center': [296.63824657302996, 166.4309819031975], 'axes': [12.213805729762571, 12.534287472134586], 'angle': -71.3997115760844}, 'location': [296.63824657302996, 166.4309819031975], 'diameter': 12.534287472134586, 'sphere': {'center': [26.209344441780253, 8.967652193975272, 117.36811512069917], 'radius': 12.0}, 'projected_sphere': {'center': [298.4515167274585, 167.37184672810776], 'axes': [126.78059952396515, 126.78059952396515], 'angle': 90.0}, 'model_confidence': 0.7375099643358252, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 1.4833944079535495, 'phi': -1.8159665451565772, 'norm_pos': [0.9269945205407186, 0.3065375754033437], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956085.516458,"{'circle_3d': {'center': [23.340083278724386, 7.7112550181823405, 105.78412588922805], 'normal': [-0.2391050969213222, -0.10469976464941097, -0.9653324359559265], 'radius': 1.026943013477593}, 'confidence': 0.600424970450632, 'timestamp': 1581.112315, 'diameter_3d': 2.053886026955186, 'ellipse': {'center': [296.81042528844023, 165.20180599953224], 'axes': [12.034179793300218, 12.351274745287128], 'angle': -72.64867847145594}, 'location': [296.81042528844023, 165.20180599953224], 'diameter': 12.351274745287128, 'sphere': {'center': [26.209344441780253, 8.967652193975272, 117.36811512069917], 'radius': 12.0}, 'projected_sphere': {'center': [298.4515167274585, 167.37184672810776], 'axes': [126.78059952396515, 126.78059952396515], 'angle': 90.0}, 'model_confidence': 0.7375099643358252, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 1.4659043251575656, 'phi': -1.8136015535464063, 'norm_pos': [0.9275325790263758, 0.31165914166861564], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956085.519818,"{'circle_3d': {'center': [23.33828787078545, 7.728179393844985, 105.78274756744975], 'normal': [-0.239254714249567, -0.10328940001085733, -0.9654472961041193], 'radius': 1.0660293598229573}, 'confidence': 0.5280916541355392, 'timestamp': 1581.120715, 'diameter_3d': 2.1320587196459146, 'ellipse': {'center': [296.80280710986824, 165.30198530778122], 'axes': [12.492850451035986, 12.821791062163541], 'angle': -72.54228463896631}, 'location': [296.80280710986824, 165.30198530778122], 'diameter': 12.821791062163541, 'sphere': {'center': [26.209344441780253, 8.967652193975272, 117.36811512069917], 'radius': 12.0}, 'projected_sphere': {'center': [298.4515167274585, 167.37184672810776], 'axes': [126.78059952396515, 126.78059952396515], 'angle': 90.0}, 'model_confidence': 0.7375099643358252, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 1.4673223787983687, 'phi': -1.8137197992319258, 'norm_pos': [0.9275087722183383, 0.31124172788424487], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956085.527466,"{'circle_3d': {'center': [23.336969297754045, 7.725336724913511, 105.78337889982171], 'normal': [-0.2393645953355174, -0.10352628908848018, -0.9653946850731221], 'radius': 1.0716015779428663}, 'confidence': 0.47531953409304184, 'timestamp': 1581.129115, 'diameter_3d': 2.1432031558857325, 'ellipse': {'center': [296.79443200244174, 165.28513756466725], 'axes': [12.558012894519264, 12.888585649797554], 'angle': -72.56114834157883}, 'location': [296.79443200244174, 165.28513756466725], 'diameter': 12.888585649797554, 'sphere': {'center': [26.209344441780253, 8.967652193975272, 117.36811512069917], 'radius': 12.0}, 'projected_sphere': {'center': [298.4515167274585, 167.37184672810776], 'axes': [126.78059952396515, 126.78059952396515], 'angle': 90.0}, 'model_confidence': 0.7375099643358252, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 1.467084212922168, 'phi': -1.8138397537641233, 'norm_pos': [0.9274826000076304, 0.3113119268138864], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956085.535806,"{'circle_3d': {'center': [23.223204622371373, 7.603183829010952, 105.82596648797258], 'normal': [-0.24884498495073992, -0.11370569708036002, -0.9618457193938825], 'radius': 1.0732201826502457}, 'confidence': 0.5250665424584768, 'timestamp': 1581.137515, 'diameter_3d': 2.1464403653004913, 'ellipse': {'center': [296.0735304049973, 164.55190385493995], 'axes': [12.569162438992993, 12.891381782377303], 'angle': -73.5558423908468}, 'location': [296.0735304049973, 164.55190385493995], 'diameter': 12.891381782377303, 'sphere': {'center': [26.209344441780253, 8.967652193975272, 117.36811512069917], 'radius': 12.0}, 'projected_sphere': {'center': [298.4515167274585, 167.37184672810776], 'axes': [126.78059952396515, 126.78059952396515], 'angle': 90.0}, 'model_confidence': 0.7375099643358252, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 1.4568441765772022, 'phi': -1.8239614171429988, 'norm_pos': [0.9252297825156166, 0.31436706727108354], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956085.542505,"{'circle_3d': {'center': [23.229649566973286, 7.608586723049734, 105.82366366128426], 'normal': [-0.24830790623391377, -0.11325545591046152, -0.9620376216179092], 'radius': 1.0507813401751702}, 'confidence': 0.5362505641338847, 'timestamp': 1581.145915, 'diameter_3d': 2.1015626803503404, 'ellipse': {'center': [296.11354327921924, 164.58419869576244], 'axes': [12.306757510599223, 12.622779244586281], 'angle': -73.50372766595132}, 'location': [296.11354327921924, 164.58419869576244], 'diameter': 12.622779244586281, 'sphere': {'center': [26.209344441780253, 8.967652193975272, 117.36811512069917], 'radius': 12.0}, 'projected_sphere': {'center': [298.4515167274585, 167.37184672810776], 'axes': [126.78059952396515, 126.78059952396515], 'angle': 90.0}, 'model_confidence': 0.7375099643358252, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 1.45729734512249, 'phi': -1.8233897140095303, 'norm_pos': [0.9253548227475601, 0.31423250543432313], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956085.554962,"{'circle_3d': {'center': [23.22680158674804, 7.604097788626038, 105.82492849388122], 'normal': [-0.24854523791935126, -0.11362953377910293, -0.9619322189014966], 'radius': 1.0527417441467701}, 'confidence': 0.40782363949002054, 'timestamp': 1581.154315, 'diameter_3d': 2.1054834882935403, 'ellipse': {'center': [296.0953039597821, 164.55741440846646], 'axes': [12.329440410842054, 12.645834951924602], 'angle': -73.54368123080766}, 'location': [296.0953039597821, 164.55741440846646], 'diameter': 12.645834951924602, 'sphere': {'center': [26.209344441780253, 8.967652193975272, 117.36811512069917], 'radius': 12.0}, 'projected_sphere': {'center': [298.4515167274585, 167.37184672810776], 'axes': [126.78059952396515, 126.78059952396515], 'angle': 90.0}, 'model_confidence': 0.7375099643358252, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 1.4569208367256383, 'phi': -1.8236475261961185, 'norm_pos': [0.925297824874319, 0.3143441066313898], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956085.557125,"{'circle_3d': {'center': [23.11237351465491, 7.48043194243734, 105.87042200425378], 'normal': [-0.2580809105937788, -0.12393502096149443, -0.9581410930371163], 'radius': 1.0766088827199365}, 'confidence': 0.34932741107703286, 'timestamp': 1581.162715, 'diameter_3d': 2.153217765439873, 'ellipse': {'center': [295.36804021097157, 163.81500587876494], 'axes': [12.59968355668812, 12.913173788648747], 'angle': -74.86473888337406}, 'location': [295.36804021097157, 163.81500587876494], 'diameter': 12.913173788648747, 'sphere': {'center': [26.209344441780253, 8.967652193975272, 117.36811512069917], 'radius': 12.0}, 'projected_sphere': {'center': [298.4515167274585, 167.37184672810776], 'axes': [126.78059952396515, 126.78059952396515], 'angle': 90.0}, 'model_confidence': 0.7375099643358252, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 1.446541821238133, 'phi': -1.8339076838512736, 'norm_pos': [0.9230251256592862, 0.3174374755051461], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956085.566354,"{'circle_3d': {'center': [24.035327162313944, 8.081168422072443, 105.60003136034402], 'normal': [-0.1811681066221925, -0.07387364765856919, -0.9806736466962632], 'radius': 1.0639258509300162}, 'confidence': 0.3769694843288427, 'timestamp': 1581.171115, 'diameter_3d': 2.1278517018600325, 'ellipse': {'center': [301.12819193872554, 167.45098360131837], 'axes': [12.492119353840112, 12.838446464624814], 'angle': -70.91230890726924}, 'location': [301.12819193872554, 167.45098360131837], 'diameter': 12.838446464624814, 'sphere': {'center': [26.209344441780253, 8.967652193975272, 117.36811512069917], 'radius': 12.0}, 'projected_sphere': {'center': [298.4515167274585, 167.37184672810776], 'axes': [126.78059952396515, 126.78059952396515], 'angle': 90.0}, 'model_confidence': 0.7375099643358252, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 1.4968553216178104, 'phi': -1.753475164017156, 'norm_pos': [0.9410255998085173, 0.3022875683278401], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
