eye_packets,817
norm_X,norm_Y,phi,theta,confidence,timestamp
1580955230.630615,"{'circle_3d': {'center': [-6.517378995611548, 9.531226637570303, 69.6399018907416], 'normal': [0.0026680951329142544, 0.5510449789168563, -0.8344712772042445], 'radius': 3.0160920880003457}, 'confidence': 0.994197190668377, 'timestamp': 726.22946, 'diameter_3d': 6.032184176000691, 'ellipse': {'center': [101.94049451555517, 204.36924717230013], 'axes': [40.672555844737964, 53.88908269393361], 'angle': -85.0279449002584}, 'location': [101.94049451555517, 204.36924717230013], 'diameter': 53.88908269393361, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.627442870715611, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.154412305945707, 'phi': -1.567598989614042, 'norm_pos': [0.31856404536110994, 0.1484614701154161], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955230.753193,"{'circle_3d': {'center': [-6.61026328646627, 9.343533921473352, 69.51858628385443], 'normal': [-0.0050722624383125765, 0.5354039192421103, -0.8445809111115079], 'radius': 3.0056128925594683}, 'confidence': 0.9965854647261169, 'timestamp': 726.35546, 'diameter_3d': 6.011225785118937, 'ellipse': {'center': [101.01986921447131, 202.85044462184783], 'axes': [41.28951147971796, 53.791325932034404], 'angle': -84.04649943522047}, 'location': [101.01986921447131, 202.85044462184783], 'diameter': 53.791325932034404, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.6275714082306094, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.1357822409832345, 'phi': -1.5768019106187108, 'norm_pos': [0.3156870912952229, 0.15478981407563408], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955230.7609532,"{'circle_3d': {'center': [-6.629151251734638, 9.35204112740291, 69.52411535768688], 'normal': [-0.006646259544009898, 0.5361128530695736, -0.8441201549588041], 'radius': 2.9800798512878117}, 'confidence': 0.9977471663384948, 'timestamp': 726.36386, 'diameter_3d': 5.960159702575623, 'ellipse': {'center': [100.85791500116486, 202.9276313362687], 'axes': [40.894878725527136, 53.3294206637843], 'angle': -83.90007255363061}, 'location': [100.85791500116486, 202.9276313362687], 'diameter': 53.3294206637843, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.6279106830954118, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.1366218406284423, 'phi': -1.578669758282674, 'norm_pos': [0.31518098437864017, 0.15446820276554718], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955230.768644,"{'circle_3d': {'center': [-6.6460394371850064, 9.366358232752674, 69.53336975174803], 'normal': [-0.008053608331540623, 0.5373059451820539, -0.8433489554537088], 'radius': 3.000644178412681}, 'confidence': 0.99757388098518, 'timestamp': 726.37226, 'diameter_3d': 6.001288356825362, 'ellipse': {'center': [100.71600563935661, 203.0373613810161], 'axes': [41.10992310814052, 53.69012843554116], 'angle': -83.77782764522982}, 'location': [100.71600563935661, 203.0373613810161], 'diameter': 53.69012843554116, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.6282104161807633, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.138035847227164, 'phi': -1.5803455928243397, 'norm_pos': [0.3147375176229894, 0.15401099424576625], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955230.776022,"{'circle_3d': {'center': [-6.6865770860644185, 9.369730661277849, 69.53598756555897], 'normal': [-0.011431745738158314, 0.5375869808924851, -0.8431308043027967], 'radius': 3.0144002172463527}, 'confidence': 0.9967206811488069, 'timestamp': 726.38066, 'diameter_3d': 6.028800434492705, 'ellipse': {'center': [100.35965572817675, 203.059855492007], 'axes': [41.26528108045873, 53.93325307820013], 'angle': -83.4464379320886}, 'location': [100.35965572817675, 203.059855492007], 'diameter': 53.93325307820013, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.628394425046519, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.138369105169528, 'phi': -1.5843541819076088, 'norm_pos': [0.31362392415055235, 0.15391726878330425], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955230.7825549,"{'circle_3d': {'center': [-6.717963026943915, 9.388055560976518, 69.54816983174206], 'normal': [-0.014047240811449667, 0.5391140558673742, -0.8421156154542053], 'radius': 3.008305027831938}, 'confidence': 0.9974900017026163, 'timestamp': 726.38906, 'diameter_3d': 6.016610055663876, 'ellipse': {'center': [100.09260127305342, 203.21019127849243], 'axes': [41.08924953464569, 53.8139901765191], 'angle': -83.21159541518547}, 'location': [100.09260127305342, 203.21019127849243], 'diameter': 53.8139901765191, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.6288698102719925, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.1401811822406156, 'phi': -1.58747567328753, 'norm_pos': [0.31278937897829195, 0.15329086967294825], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955230.794226,"{'circle_3d': {'center': [-6.720559508247819, 9.370164481776477, 69.5367820397682], 'normal': [-0.014263614253441664, 0.5376231326007042, -0.8430645981186938], 'radius': 2.9983215405403727}, 'confidence': 0.9974678258165096, 'timestamp': 726.39746, 'diameter_3d': 5.996643081080745, 'ellipse': {'center': [100.06014818909071, 203.06794596548679], 'axes': [41.026391391199965, 53.6438511318328], 'angle': -83.166145618467}, 'location': [100.06014818909071, 203.06794596548679], 'diameter': 53.6438511318328, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.6292878832651283, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.138411979750239, 'phi': -1.5877134806613977, 'norm_pos': [0.31268796309090846, 0.15388355847713842], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955230.802426,"{'circle_3d': {'center': [-6.746047450239604, 9.421759451309354, 69.57033473968983], 'normal': [-0.01638760941942376, 0.5419227133951106, -0.8402685397918913], 'radius': 3.010945310765345}, 'confidence': 0.9971334273909886, 'timestamp': 726.40586, 'diameter_3d': 6.02189062153069, 'ellipse': {'center': [99.86315507606378, 203.48240300599772], 'axes': [40.96854254972803, 53.84360373132943], 'angle': -83.02634608372527}, 'location': [99.86315507606378, 203.48240300599772], 'diameter': 53.84360373132943, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.6295964816921518, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.1435195311552935, 'phi': -1.5902966786304797, 'norm_pos': [0.3120723596126993, 0.15215665414167612], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955230.8117728,"{'circle_3d': {'center': [-6.782563606922297, 9.423048485832137, 69.57194458978417], 'normal': [-0.019430622476314857, 0.5420301329386759, -0.8401343856173632], 'radius': 3.0209466691237967}, 'confidence': 0.996770168783767, 'timestamp': 726.41426, 'diameter_3d': 6.0418933382475934, 'ellipse': {'center': [99.54179649536164, 203.48877544386028], 'axes': [41.07979715602024, 54.0202835427106], 'angle': -82.72902983552974}, 'location': [99.54179649536164, 203.48877544386028], 'diameter': 54.0202835427106, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.6298477372030598, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.143647351657535, 'phi': -1.593920197706494, 'norm_pos': [0.3110681140480051, 0.15213010231724888], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955230.8201768,"{'circle_3d': {'center': [-6.797489403928215, 9.447306472562712, 69.58799334403555], 'normal': [-0.020674438893474676, 0.5440516318328904, -0.8387969894297482], 'radius': 3.004026779320805}, 'confidence': 0.9976564739101589, 'timestamp': 726.42266, 'diameter_3d': 6.00805355864161, 'ellipse': {'center': [99.4237789744013, 203.69052720388456], 'axes': [40.738488342032475, 53.704973549869486], 'angle': -82.64138611946086}, 'location': [99.4237789744013, 203.69052720388456], 'diameter': 53.704973549869486, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.6306312326142871, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.146054741116769, 'phi': -1.5954390639930636, 'norm_pos': [0.31069930929500406, 0.15128946998381432], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955230.832136,"{'circle_3d': {'center': [-6.814971982381888, 9.465753945858998, 69.60042922417549], 'normal': [-0.02213132043128078, 0.5455889212742475, -0.8377606660847542], 'radius': 2.989971141336395}, 'confidence': 0.9975769388739444, 'timestamp': 726.43106, 'diameter_3d': 5.97994228267279, 'ellipse': {'center': [99.28009419545141, 203.84400326362697], 'axes': [40.459867957840906, 53.44368488662961], 'angle': -82.52537935101826}, 'location': [99.28009419545141, 203.84400326362697], 'diameter': 53.44368488662961, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.6309957462966476, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.1478880065415202, 'phi': -1.5972074191484031, 'norm_pos': [0.31025029436078566, 0.15064998640155425], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955230.837333,"{'circle_3d': {'center': [-6.8474268265494835, 9.474480129848567, 69.60702783078185], 'normal': [-0.024835890778580384, 0.5463161032733783, -0.8372107822008898], 'radius': 3.013277341222382}, 'confidence': 0.9976686112684948, 'timestamp': 726.43946, 'diameter_3d': 6.026554682444764, 'ellipse': {'center': [98.99893490716038, 203.90618498570768], 'axes': [40.719633495148834, 53.854567051616044], 'angle': -82.27448865982413}, 'location': [98.99893490716038, 203.90618498570768], 'diameter': 53.854567051616044, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.6315604669367536, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.148755956001919, 'phi': -1.600452668824383, 'norm_pos': [0.30937167158487616, 0.15039089589288468], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
