eye_packets,817
norm_X,norm_Y,phi,theta,confidence,timestamp
1580955230.630615,"{'circle_3d': {'center': [-6.517378995611548, 9.531226637570303, 69.6399018907416], 'normal': [0.0026680951329142544, 0.5510449789168563, -0.8344712772042445], 'radius': 3.0160920880003457}, 'confidence': 0.994197190668377, 'timestamp': 726.22946, 'diameter_3d': 6.032184176000691, 'ellipse': {'center': [101.94049451555517, 204.36924717230013], 'axes': [40.672555844737964, 53.88908269393361], 'angle': -85.0279449002584}, 'location': [101.94049451555517, 204.36924717230013], 'diameter': 53.88908269393361, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.627442870715611, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.154412305945707, 'phi': -1.567598989614042, 'norm_pos': [0.31856404536110994, 0.1484614701154161], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.690182,"{'circle_3d': {'center': [-7.341251317292122, 9.716853163444869, 69.79668648150306], 'normal': [-0.06598793167380029, 0.5665138560730701, -0.8214058946407887], 'radius': 2.960041352821113}, 'confidence': 0.9964419472641067, 'timestamp': 728.295859, 'diameter_3d': 5.920082705642226, 'ellipse': {'center': [94.81038407089318, 205.8455764917964], 'axes': [38.599916668963985, 52.74778547842365], 'angle': -78.78602199518764}, 'location': [94.81038407089318, 205.8455764917964], 'diameter': 52.74778547842365, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.598996051999634, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.1730655103581356, 'phi': -1.6509595229995733, 'norm_pos': [0.2962824502215412, 0.14231009795084826], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.696649,"{'circle_3d': {'center': [-7.338508951402861, 9.711417760425485, 69.79272011803322], 'normal': [-0.06575940118302857, 0.5660609058214549, -0.8217364249299429], 'radius': 2.951846377749505}, 'confidence': 0.9972265321791038, 'timestamp': 728.304259, 'diameter_3d': 5.90369275549901, 'ellipse': {'center': [94.83081001892614, 205.80483325575273], 'axes': [38.519095156092746, 52.60466845664994], 'angle': -78.7968628439783}, 'location': [94.83081001892614, 205.80483325575273], 'diameter': 52.60466845664994, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.599001210212613, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.1725159520665063, 'phi': -1.6506510854920946, 'norm_pos': [0.2963462813091442, 0.14247986143436364], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.70856,"{'circle_3d': {'center': [-7.310482807846383, 9.731386721367933, 69.80429998148215], 'normal': [-0.06342388921998868, 0.5677249858999922, -0.8207714363091982], 'radius': 2.963822000929727}, 'confidence': 0.9968555927913866, 'timestamp': 728.312659, 'diameter_3d': 5.927644001859454, 'ellipse': {'center': [95.08847606086795, 205.96367484583186], 'axes': [38.612161583132334, 52.81043149725198], 'angle': -79.04908912502655}, 'location': [95.08847606086795, 205.96367484583186], 'diameter': 52.81043149725198, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.599124724083655, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.174535978762213, 'phi': -1.6479165797291127, 'norm_pos': [0.2971514876902123, 0.14181802147570055], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.714405,"{'circle_3d': {'center': [-7.307065056811583, 9.727873556579219, 69.80160742257421], 'normal': [-0.0631390766337553, 0.5674322221675994, -0.820995816218193], 'radius': 2.9417434566178797}, 'confidence': 0.9973423742540324, 'timestamp': 728.321059, 'diameter_3d': 5.8834869132357595, 'ellipse': {'center': [95.11585011167017, 205.9428043281921], 'axes': [38.34245924117779, 52.418871974955934], 'angle': -79.06890355964347}, 'location': [95.11585011167017, 205.9428043281921], 'diameter': 52.418871974955934, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.5996129724497701, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.174180389179055, 'phi': -1.6475507237932692, 'norm_pos': [0.2972370315989693, 0.14190498196586632], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.728367,"{'circle_3d': {'center': [-7.300941352472357, 9.729862225020078, 69.80251309218917], 'normal': [-0.06262876793881984, 0.5675979445376709, -0.8209203437502791], 'radius': 2.9812954971839303}, 'confidence': 0.9956789638241124, 'timestamp': 728.329459, 'diameter_3d': 5.9625909943678606, 'ellipse': {'center': [95.17115108446345, 205.94673499158387], 'axes': [38.855061868419384, 53.123570188147994], 'angle': -79.11940747785903}, 'location': [95.17115108446345, 205.94673499158387], 'diameter': 53.123570188147994, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.5990735611254627, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.1743816641582576, 'phi': -1.6469397490105935, 'norm_pos': [0.29740984713894825, 0.14188860420173388], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.7345421,"{'circle_3d': {'center': [-7.302885676263441, 9.736534194231618, 69.80727814038087], 'normal': [-0.06279079492141018, 0.5681539419719659, -0.8205232564009709], 'radius': 2.9620123656293744}, 'confidence': 0.9965152269096327, 'timestamp': 728.337859, 'diameter_3d': 5.924024731258749, 'ellipse': {'center': [95.15809065775417, 206.00617170421276], 'axes': [38.572423300319144, 52.776178081225545], 'angle': -79.11683877609335}, 'location': [95.15809065775417, 206.00617170421276], 'diameter': 52.776178081225545, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.5988098575372969, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.1750571445350775, 'phi': -1.647172776956069, 'norm_pos': [0.2973690333054818, 0.1416409512324468], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.743298,"{'circle_3d': {'center': [-7.29465645797869, 9.753002473346955, 69.81807463781354], 'normal': [-0.062105026731014264, 0.5695262985649107, -0.8196235482815829], 'radius': 2.9510833755315677}, 'confidence': 0.996427571050514, 'timestamp': 728.346259, 'diameter_3d': 5.9021667510631355, 'ellipse': {'center': [95.24024138185325, 206.14227264258278], 'axes': [38.36458303747494, 52.57360333299629], 'angle': -79.21009088409436}, 'location': [95.24024138185325, 206.14227264258278], 'diameter': 52.57360333299629, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.5985546523734397, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.1767257689013797, 'phi': -1.646424432124823, 'norm_pos': [0.2976257543182914, 0.14107386398923838], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.748947,"{'circle_3d': {'center': [-7.282703048741483, 9.783211506153627, 69.83823436078508], 'normal': [-0.06110890929458039, 0.5720437179654666, -0.8179435713672872], 'radius': 2.963764559551188}, 'confidence': 0.9966568849595704, 'timestamp': 728.354659, 'diameter_3d': 5.927529119102376, 'ellipse': {'center': [95.36393319129688, 206.38104896818547], 'axes': [38.40595646143503, 52.78506378830547], 'angle': -79.35619004374718}, 'location': [95.36393319129688, 206.38104896818547], 'diameter': 52.78506378830547, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.598655678209703, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.1797916843676215, 'phi': -1.6453682099447247, 'norm_pos': [0.29801229122280276, 0.1400789626325606], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.7618592,"{'circle_3d': {'center': [-7.285289833403098, 9.798261069220535, 69.84897055643442], 'normal': [-0.061324474683048275, 0.5732978482210423, -0.8170488883965088], 'radius': 2.9689713105357924}, 'confidence': 0.9965898390116744, 'timestamp': 728.363059, 'diameter_3d': 5.937942621071585, 'ellipse': {'center': [95.35092259061972, 206.49949761394868], 'axes': [38.40427825015358, 52.86981989141612], 'angle': -79.3635570113793}, 'location': [95.35092259061972, 206.49949761394868], 'diameter': 52.86981989141612, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.5985428306942375, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.181321512161093, 'phi': -1.645711925923271, 'norm_pos': [0.29797163309568664, 0.13958542660854723], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.767416,"{'circle_3d': {'center': [-7.2672260137553275, 9.81052288484271, 69.85624549936126], 'normal': [-0.059819156379067366, 0.5743196661895569, -0.8164426431526054], 'radius': 2.968713669476794}, 'confidence': 0.9973591685406425, 'timestamp': 728.371459, 'diameter_3d': 5.937427338953588, 'ellipse': {'center': [95.51653983018744, 206.59911853648322], 'axes': [38.36141965655871, 52.86034056379832], 'angle': -79.52302112740813}, 'location': [95.51653983018744, 206.59911853648322], 'diameter': 52.86034056379832, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.5986322206469108, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.182569169614593, 'phi': -1.6439336865422551, 'norm_pos': [0.29848918696933574, 0.13917033943131996], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.7769809,"{'circle_3d': {'center': [-7.282663485122892, 9.822685435606786, 69.86595674074364], 'normal': [-0.06110561232636444, 0.5753332120865632, -0.8156333730374069], 'radius': 2.9568659392363332}, 'confidence': 0.9974873668632998, 'timestamp': 728.379859, 'diameter_3d': 5.9137318784726665, 'ellipse': {'center': [95.38926282555792, 206.698707919024], 'axes': [38.14100485511546, 52.641656032141874], 'angle': -79.42739584294414}, 'location': [95.38926282555792, 206.698707919024], 'diameter': 52.641656032141874, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.5985608103218354, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.1838078065175246, 'phi': -1.6455746220520178, 'norm_pos': [0.2980914463298685, 0.13875538367073337], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.7859251,"{'circle_3d': {'center': [-7.273907568116845, 9.840845196370466, 69.87813868007144], 'normal': [-0.060375952575860495, 0.5768465254835367, -0.8146182114267573], 'radius': 2.978602220919574}, 'confidence': 0.9968770226963047, 'timestamp': 728.388259, 'diameter_3d': 5.957204441839148, 'ellipse': {'center': [95.47757647497889, 206.83749391673774], 'axes': [38.34741849196014, 53.02005622847283], 'angle': -79.52609020440622}, 'location': [95.47757647497889, 206.83749391673774], 'diameter': 53.02005622847283, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.5982115604461491, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.1856592124223315, 'phi': -1.6447767064539367, 'norm_pos': [0.29836742648430903, 0.13817710868025945], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.7900128,"{'circle_3d': {'center': [-7.286866153195753, 9.85504990560722, 69.88918288500344], 'normal': [-0.06145583466576948, 0.578030251253266, -0.813697861015758], 'radius': 2.971379779995302}, 'confidence': 0.9968295581624251, 'timestamp': 728.396659, 'diameter_3d': 5.942759559990604, 'ellipse': {'center': [95.37341880755336, 206.95198625033998], 'axes': [38.17941271153043, 52.88286608946867], 'angle': -79.45326014927971}, 'location': [95.37341880755336, 206.95198625033998], 'diameter': 52.88286608946867, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.5983134620931363, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.187109085462963, 'phi': -1.646179810530978, 'norm_pos': [0.2980419337736043, 0.13770005729025003], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.797258,"{'circle_3d': {'center': [-7.30493840394036, 9.839963826679556, 69.87986387962411], 'normal': [-0.06296185556115343, 0.576773078009294, -0.8144744447973683], 'radius': 2.9558763452164944}, 'confidence': 0.9970142666881151, 'timestamp': 728.405059, 'diameter_3d': 5.911752690432989, 'ellipse': {'center': [95.20574525568232, 206.83497489722674], 'axes': [38.032131848809954, 52.613149525185634], 'angle': -79.28956178636248}, 'location': [95.20574525568232, 206.83497489722674], 'diameter': 52.613149525185634, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.5984839197822778, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.1855693000595764, 'phi': -1.6479465513910303, 'norm_pos': [0.29751795392400726, 0.13818760459488855], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.809799,"{'circle_3d': {'center': [-7.313503238919391, 9.855873838576757, 69.89181671738977], 'normal': [-0.06367559180940602, 0.5780989123340609, -0.8134783749835626], 'radius': 2.967708254013844}, 'confidence': 0.9973760563756535, 'timestamp': 728.413459, 'diameter_3d': 5.935416508027688, 'ellipse': {'center': [95.14133930863724, 206.95734558000584], 'axes': [38.10562362944189, 52.81479296952997], 'angle': -79.2534798874594}, 'location': [95.14133930863724, 206.95734558000584], 'diameter': 52.81479296952997, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.5985664601506624, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.1871932298707364, 'phi': -1.648912747796033, 'norm_pos': [0.2973166853394914, 0.1376777267499757], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.8173618,"{'circle_3d': {'center': [-7.342394852014204, 9.848735933505075, 69.88905142832637], 'normal': [-0.06608322623397372, 0.5775040869114206, -0.8137088157388462], 'radius': 2.9867795806134207}, 'confidence': 0.9958528371624822, 'timestamp': 728.421859, 'diameter_3d': 5.9735591612268415, 'ellipse': {'center': [94.88482813845883, 206.8916479616017], 'axes': [38.35768534632136, 53.15565780031364], 'angle': -79.02234372561725}, 'location': [94.88482813845883, 206.8916479616017], 'diameter': 53.15565780031364, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.5984956839067634, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.18646443548152, 'phi': -1.6518308618962974, 'norm_pos': [0.29651508793268383, 0.1379514668266596], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.826634,"{'circle_3d': {'center': [-7.3382219924381715, 9.85163629741981, 69.89077245606256], 'normal': [-0.06573548793597102, 0.5777457839043153, -0.8135653967608308], 'radius': 2.972618357900541}, 'confidence': 0.9971926959002628, 'timestamp': 728.430259, 'diameter_3d': 5.945236715801082, 'ellipse': {'center': [94.92292042484083, 206.9197017380174], 'axes': [38.166218970007286, 52.90231512602162], 'angle': -79.05919588089479}, 'location': [94.92292042484083, 206.9197017380174], 'diameter': 52.90231512602162, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.5985643672712149, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.1867605230915843, 'phi': -1.6514204463761422, 'norm_pos': [0.2966341263276276, 0.1378345760915941], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.833487,"{'circle_3d': {'center': [-7.347061356457418, 9.856426980423524, 69.89489477587358], 'normal': [-0.06647210160424166, 0.5781450074879582, -0.8132218701099129], 'radius': 2.995194188041193}, 'confidence': 0.9960672409349416, 'timestamp': 728.438659, 'diameter_3d': 5.990388376082386, 'ellipse': {'center': [94.84919946263166, 206.9498366945461], 'axes': [38.42678170223479, 53.30101112568974], 'angle': -79.00124055853341}, 'location': [94.84919946263166, 206.9498366945461], 'diameter': 53.30101112568974, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.598452732400645, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.1872497224661736, 'phi': -1.652354207555588, 'norm_pos': [0.2964037483207239, 0.1377090137727246], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.8476028,"{'circle_3d': {'center': [-7.356756580703466, 9.853565093893664, 69.89365796467382], 'normal': [-0.06728003695807892, 0.5779065169438031, -0.8133249377098929], 'radius': 2.96037852926749}, 'confidence': 0.9972265783063223, 'timestamp': 728.447059, 'diameter_3d': 5.92075705853498, 'ellipse': {'center': [94.762263612846, 206.93721845741288], 'axes': [37.98381832835968, 52.68170891306509], 'angle': -78.92304192814919}, 'location': [94.762263612846, 206.93721845741288], 'diameter': 52.68170891306509, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.5984895982455551, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.186957461271546, 'phi': -1.6533306201809597, 'norm_pos': [0.2961320737901437, 0.13776158976077968], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.854914,"{'circle_3d': {'center': [-7.351299108866493, 9.864888809945397, 69.901263614184], 'normal': [-0.06682524763833116, 0.5788501599481141, -0.8126911335840441], 'radius': 2.9760641628870044}, 'confidence': 0.9966777505788423, 'timestamp': 728.455459, 'diameter_3d': 5.952128325774009, 'ellipse': {'center': [94.81743991286379, 207.02302002232898], 'axes': [38.139037960218616, 52.955526231735746], 'angle': -78.98493914700964}, 'location': [94.81743991286379, 207.02302002232898], 'diameter': 52.955526231735746, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.5985491562967016, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.188114214636719, 'phi': -1.6528388697126366, 'norm_pos': [0.29630449972769934, 0.13740408324029596], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.857734,"{'circle_3d': {'center': [-7.332464607758802, 9.874145450508392, 69.90633197144288], 'normal': [-0.06525570587935693, 0.5796215466616971, -0.8122687704791369], 'radius': 2.9613255484553496}, 'confidence': 0.9968176756166411, 'timestamp': 728.463859, 'diameter_3d': 5.922651096910699, 'ellipse': {'center': [94.98757479825929, 207.10326711592734], 'axes': [37.9248538506482, 52.689887880391545], 'angle': -79.14366228415147}, 'location': [94.98757479825929, 207.10326711592734], 'diameter': 52.689887880391545, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.5984676379598985, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.1890605157133027, 'phi': -1.6509617349466024, 'norm_pos': [0.2968361712445603, 0.13706972035030274], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.866352,"{'circle_3d': {'center': [-7.355672204173825, 9.861597375220505, 69.89928057020643], 'normal': [-0.06718967224727548, 0.5785758737210398, -0.8128563872488418], 'radius': 2.9566968089079846}, 'confidence': 0.9970779299836755, 'timestamp': 728.472259, 'diameter_3d': 5.913393617815969, 'ellipse': {'center': [94.77687852858838, 207.00253183166006], 'axes': [37.90144170441753, 52.61203521498734], 'angle': -78.94603776479823}, 'location': [94.77687852858838, 207.00253183166006], 'diameter': 52.61203521498734, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.5983915588306021, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.187777886353426, 'phi': -1.6532675651118043, 'norm_pos': [0.2961777454018387, 0.13748945070141638], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.8778958,"{'circle_3d': {'center': [-7.36499377807814, 9.893909045110304, 69.92313706269832], 'normal': [-0.0679664700726351, 0.581268512878523, -0.8108683462078515], 'radius': 2.960923506325748}, 'confidence': 0.9966838356861921, 'timestamp': 728.480659, 'diameter_3d': 5.921847012651496, 'ellipse': {'center': [94.71666831531257, 207.2576827937107], 'axes': [37.80165783207213, 52.66942664564911], 'angle': -78.93548648797919}, 'location': [94.71666831531257, 207.2576827937107], 'diameter': 52.66942664564911, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.5981701441434395, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.191083072598005, 'phi': -1.654420219194474, 'norm_pos': [0.2959895884853518, 0.13642632169287205], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.88306,"{'circle_3d': {'center': [-7.359539243182431, 9.897563535778119, 69.92530203351335], 'normal': [-0.0675119254979927, 0.5815730537675077, -0.8106879319732649], 'radius': 2.9619853113563406}, 'confidence': 0.9968660961613273, 'timestamp': 728.489059, 'diameter_3d': 5.923970622712681, 'ellipse': {'center': [94.76664019059739, 207.28696707858364], 'axes': [37.80357773195391, 52.68687888026837], 'angle': -78.98307025130588}, 'location': [94.76664019059739, 207.28696707858364], 'diameter': 52.68687888026837, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.5980964935888067, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.1914573840082747, 'phi': -1.6538819401706968, 'norm_pos': [0.2961457505956168, 0.13630430383923486], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.893954,"{'circle_3d': {'center': [-7.356999088102854, 9.902716517342414, 69.92878947466824], 'normal': [-0.06730024590802793, 0.5820024688978656, -0.8103973118770249], 'radius': 2.9347434863081223}, 'confidence': 0.9978264939441829, 'timestamp': 728.497459, 'diameter_3d': 5.869486972616245, 'ellipse': {'center': [94.79178603023945, 207.33685137560656], 'axes': [37.43460150359842, 52.19953108201064], 'angle': -79.01163668967268}, 'location': [94.79178603023945, 207.33685137560656], 'diameter': 52.19953108201064, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.5985425032181468, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.1919853487017322, 'phi': -1.653652188840304, 'norm_pos': [0.29622433134449827, 0.13609645260163938], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955232.902694,"{'circle_3d': {'center': [-7.338107272440007, 9.925391579567515, 69.94356112315052], 'normal': [-0.06572592793612406, 0.583892057416624, -0.8091663411701683], 'radius': 2.960553908876907}, 'confidence': 0.9969578789575846, 'timestamp': 728.505859, 'diameter_3d': 5.921107817753814, 'ellipse': {'center': [94.97174276396018, 207.51085635992737], 'axes': [37.678106849483925, 52.64852256729091], 'angle': -79.19410147983622}, 'location': [94.97174276396018, 207.51085635992737], 'diameter': 52.64852256729091, 'sphere': {'center': [-6.549396137206519, 2.9186868905680274, 79.65355721719253], 'radius': 12.0}, 'projected_sphere': {'center': [109.02141540275629, 142.7182053805576], 'axes': [186.8089827981754, 186.8089827981754], 'angle': 90.0}, 'model_confidence': 0.5987814711832073, 'model_id': 27, 'model_birth_timestamp': 702.978265, 'theta': 2.1943109688405054, 'phi': -1.6518451121062512, 'norm_pos': [0.29678669613737557, 0.13537143183363598], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
