eye_packets,706
norm_X,norm_Y,phi,theta,confidence,timestamp
1580956063.548806,"{'circle_3d': {'center': [14.254089964490987, 5.218843711432052, 64.12175485299399], 'normal': [0.46499898556621067, 0.42617293215284513, -0.7759849066332678], 'radius': 0.7611842774480801}, 'confidence': 0.4169724134453027, 'timestamp': 1559.154715, 'diameter_3d': 1.5223685548961603, 'ellipse': {'center': [297.8004967840568, 170.43548357206288], 'axes': [9.365402182564456, 14.760324234343383], 'angle': 39.034802144348966}, 'location': [297.8004967840568, 170.43548357206288], 'diameter': 14.760324234343383, 'sphere': {'center': [8.674102137696458, 0.10476852559790947, 73.4335737325932], 'radius': 12.0}, 'projected_sphere': {'center': [233.23548415273197, 120.88456114239028], 'axes': [202.63211013241985, 202.63211013241985], 'angle': 90.0}, 'model_confidence': 0.8949843507981781, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 2.011054387964352, 'phi': -1.03093793283913, 'norm_pos': [0.9306265524501776, 0.28985215178307133], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956063.557158,"{'circle_3d': {'center': [13.19597184026049, 4.677068708986609, 63.3020997319348], 'normal': [0.37682247521366935, 0.3810250152823917, -0.8442895000548667], 'radius': 0.7772885241357813}, 'confidence': 0.310828785287679, 'timestamp': 1559.163115, 'diameter_3d': 1.5545770482715626, 'ellipse': {'center': [289.22121260690335, 165.78054219271817], 'axes': [11.198542771027013, 15.270400241383463], 'angle': 40.60670273299633}, 'location': [289.22121260690335, 165.78054219271817], 'diameter': 15.270400241383463, 'sphere': {'center': [8.674102137696458, 0.10476852559790947, 73.4335737325932], 'radius': 12.0}, 'projected_sphere': {'center': [233.23548415273197, 120.88456114239028], 'axes': [202.63211013241985, 202.63211013241985], 'angle': 90.0}, 'model_confidence': 0.8949843507981781, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 1.9617010166664735, 'phi': -1.1510077067799525, 'norm_pos': [0.903816289396573, 0.30924774086367424], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956063.565451,"{'circle_3d': {'center': [14.276551079262806, 5.052958864853307, 64.04592342894205], 'normal': [0.46687074513052895, 0.4123491949379498, -0.7823041919709297], 'radius': 0.7483507892432238}, 'confidence': 0.34280375885768166, 'timestamp': 1559.171515, 'diameter_3d': 1.4967015784864477, 'ellipse': {'center': [298.18132252462004, 168.89072335384753], 'axes': [9.331828703829492, 14.526799245137989], 'angle': 37.991234123967665}, 'location': [298.18132252462004, 168.89072335384753], 'diameter': 14.526799245137989, 'sphere': {'center': [8.674102137696458, 0.10476852559790947, 73.4335737325932], 'radius': 12.0}, 'projected_sphere': {'center': [233.23548415273197, 120.88456114239028], 'axes': [202.63211013241985, 202.63211013241985], 'angle': 90.0}, 'model_confidence': 0.8949843507981781, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 1.9958275147060482, 'phi': -1.0327410042284462, 'norm_pos': [0.9318166328894376, 0.296288652692302], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956063.577209,"{'circle_3d': {'center': [14.099268475166676, 5.0300509618022256, 63.93046039356597], 'normal': [0.4520971947891848, 0.4104402030170264, -0.7919261115856026], 'radius': 0.7658071524251886}, 'confidence': 0.6382427429901226, 'timestamp': 1559.179915, 'diameter_3d': 1.5316143048503772, 'ellipse': {'center': [296.710696425096, 168.7553143802695], 'axes': [9.776841017411751, 14.893563741796182], 'angle': 38.59347384793659}, 'location': [296.710696425096, 168.7553143802695], 'diameter': 14.893563741796182, 'sphere': {'center': [8.674102137696458, 0.10476852559790947, 73.4335737325932], 'radius': 12.0}, 'projected_sphere': {'center': [233.23548415273197, 120.88456114239028], 'axes': [202.63211013241985, 202.63211013241985], 'angle': 90.0}, 'model_confidence': 0.8949843507981781, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 1.9937330748542077, 'phi': -1.0520615476244528, 'norm_pos': [0.927220926328425, 0.29685285674887707], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956063.599731,"{'circle_3d': {'center': [14.02680530887738, 4.928970278860949, 63.837968165197076], 'normal': [0.4460585975984101, 0.4020168127719199, -0.7996337972830105], 'radius': 0.7669887624216132}, 'confidence': 0.5315437401007189, 'timestamp': 1559.196715, 'diameter_3d': 1.5339775248432264, 'ellipse': {'center': [296.20474255508816, 167.84431570633262], 'axes': [9.964805822353895, 14.937613570106548], 'angle': 38.305070786305}, 'location': [296.20474255508816, 167.84431570633262], 'diameter': 14.937613570106548, 'sphere': {'center': [8.674102137696458, 0.10476852559790947, 73.4335737325932], 'radius': 12.0}, 'projected_sphere': {'center': [233.23548415273197, 120.88456114239028], 'axes': [202.63211013241985, 202.63211013241985], 'angle': 90.0}, 'model_confidence': 0.8949843507981781, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 1.9845147554755984, 'phi': -1.0619625534438855, 'norm_pos': [0.9256398204846505, 0.3006486845569474], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956063.6079302,"{'circle_3d': {'center': [14.260780788400433, 5.158037518099051, 64.092615851134], 'normal': [0.4655565542253314, 0.42110574937509526, -0.7784131567882672], 'radius': 0.7713741408126843}, 'confidence': 0.6416151572607737, 'timestamp': 1559.205115, 'diameter_3d': 1.5427482816253686, 'ellipse': {'center': [297.92700856617694, 169.86969109727792], 'axes': [9.540258388882167, 14.964050001522354], 'angle': 38.66080144899431}, 'location': [297.92700856617694, 169.86969109727792], 'diameter': 14.964050001522354, 'sphere': {'center': [8.674102137696458, 0.10476852559790947, 73.4335737325932], 'radius': 12.0}, 'projected_sphere': {'center': [233.23548415273197, 120.88456114239028], 'axes': [202.63211013241985, 202.63211013241985], 'angle': 90.0}, 'model_confidence': 0.8949843507981781, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 2.0054604151341233, 'phi': -1.0317867466030184, 'norm_pos': [0.9310219017693029, 0.2922096204280087], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956063.61262,"{'circle_3d': {'center': [14.264240540199829, 5.0355454441439464, 64.02943679077922], 'normal': [0.46584486687528115, 0.41089807654550337, -0.7836780784844994], 'radius': 0.7560103328967263}, 'confidence': 0.5474666693165554, 'timestamp': 1559.213515, 'diameter_3d': 1.5120206657934525, 'ellipse': {'center': [298.09717490579516, 168.7342081121414], 'axes': [9.45733936012101, 14.679177880918166], 'angle': 37.94041693961437}, 'location': [298.09717490579516, 168.7342081121414], 'diameter': 14.679177880918166, 'sphere': {'center': [8.674102137696458, 0.10476852559790947, 73.4335737325932], 'radius': 12.0}, 'projected_sphere': {'center': [233.23548415273197, 120.88456114239028], 'axes': [202.63211013241985, 202.63211013241985], 'angle': 90.0}, 'model_confidence': 0.8949843507981781, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 1.9942352478659038, 'phi': -1.0344795515881207, 'norm_pos': [0.9315536715806099, 0.2969407995327441], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956063.6176152,"{'circle_3d': {'center': [14.117895090836967, 4.828208045922687, 63.83908378360833], 'normal': [0.45364941276170917, 0.3936199600270649, -0.7995408290820728], 'radius': 0.7699476905475408}, 'confidence': 0.5550755369302522, 'timestamp': 1559.221915, 'diameter_3d': 1.5398953810950815, 'ellipse': {'center': [297.0863329394027, 166.8652407899197], 'axes': [9.987298276694116, 14.993224937267337], 'angle': 37.31923455153329}, 'location': [297.0863329394027, 166.8652407899197], 'diameter': 14.993224937267337, 'sphere': {'center': [8.674102137696458, 0.10476852559790947, 73.4335737325932], 'radius': 12.0}, 'projected_sphere': {'center': [233.23548415273197, 120.88456114239028], 'axes': [202.63211013241985, 202.63211013241985], 'angle': 90.0}, 'model_confidence': 0.8949843507981781, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 1.975362465156396, 'phi': -1.0547019176616574, 'norm_pos': [0.9283947904356336, 0.3047281633753346], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956063.626792,"{'circle_3d': {'center': [14.528701340991224, 4.736488251336991, 64.03831745343936], 'normal': [0.4878832669412307, 0.38597664381159025, -0.7829380232628204], 'radius': 0.7465729119972522}, 'confidence': 0.5821167130338085, 'timestamp': 1559.230315, 'diameter_3d': 1.4931458239945044, 'ellipse': {'center': [300.6377872300893, 165.83422052847078], 'axes': [9.285038735423555, 14.489151349538828], 'angle': 35.13412019151241}, 'location': [300.6377872300893, 165.83422052847078], 'diameter': 14.489151349538828, 'sphere': {'center': [8.674102137696458, 0.10476852559790947, 73.4335737325932], 'radius': 12.0}, 'projected_sphere': {'center': [233.23548415273197, 120.88456114239028], 'axes': [202.63211013241985, 202.63211013241985], 'angle': 90.0}, 'model_confidence': 0.8949843507981781, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 1.9670625978403653, 'phi': -1.0135326520382288, 'norm_pos': [0.9394930850940291, 0.3090240811313717], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956063.6370502,"{'circle_3d': {'center': [14.377237274344386, 4.855167056891138, 64.00447179195119], 'normal': [0.47526126138732727, 0.3958665442744357, -0.785758495053501], 'radius': 0.7358976507026768}, 'confidence': 0.6153408723802137, 'timestamp': 1559.238715, 'diameter_3d': 1.4717953014053535, 'ellipse': {'center': [299.2461900582567, 167.0080278317961], 'axes': [9.230689732103304, 14.291650145390253], 'angle': 36.42767436697735}, 'location': [299.2461900582567, 167.0080278317961], 'diameter': 14.291650145390253, 'sphere': {'center': [8.674102137696458, 0.10476852559790947, 73.4335737325932], 'radius': 12.0}, 'projected_sphere': {'center': [233.23548415273197, 120.88456114239028], 'axes': [202.63211013241985, 202.63211013241985], 'angle': 90.0}, 'model_confidence': 0.8949843507981781, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 1.9778076175015302, 'phi': -1.0268227186503014, 'norm_pos': [0.9351443439320521, 0.3041332173675162], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956063.641844,"{'circle_3d': {'center': [14.100512018423636, 4.846555392233163, 63.838286706258245], 'normal': [0.45220082339393136, 0.3951489055529377, -0.7996072521945796], 'radius': 0.7557560220657935}, 'confidence': 0.4883050990766971, 'timestamp': 1559.247115, 'diameter_3d': 1.511512044131587, 'ellipse': {'center': [296.92023882282, 167.04486253151202], 'axes': [9.807191040276509, 14.717357375297272], 'angle': 37.50187401562388}, 'location': [296.92023882282, 167.04486253151202], 'diameter': 14.717357375297272, 'sphere': {'center': [8.674102137696458, 0.10476852559790947, 73.4335737325932], 'radius': 12.0}, 'projected_sphere': {'center': [233.23548415273197, 120.88456114239028], 'axes': [202.63211013241985, 202.63211013241985], 'angle': 90.0}, 'model_confidence': 0.8949843507981781, 'model_id': 1, 'model_birth_timestamp': 1545.815515, 'theta': 1.9770262697244914, 'phi': -1.0561091357349588, 'norm_pos': [0.9278757463213125, 0.30397973945203327], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
