eye_packets,704
norm_X,norm_Y,phi,theta,confidence,timestamp
1580956118.414809,"{'circle_3d': {'center': [30.6209594751337, 10.50405760354285, 139.32750254045217], 'normal': [-0.36536894919014046, -0.1416692165734006, -0.9200192193879275], 'radius': 1.1042802746328841}, 'confidence': 0.4831565196422309, 'timestamp': 1614.015115, 'diameter_3d': 2.2085605492657683, 'ellipse': {'center': [296.2760529062074, 166.7480267555257], 'axes': [9.825235565047405, 9.938996324780643], 'angle': -77.89189234946166}, 'location': [296.2760529062074, 166.7480267555257], 'diameter': 9.938996324780643, 'sphere': {'center': [35.00538686541538, 12.204088202423657, 150.3677331731073], 'radius': 12.0}, 'projected_sphere': {'center': [304.3350870467142, 170.3202018533582], 'axes': [98.95740054064493, 98.95740054064493], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 1.428648890961009, 'phi': -1.9488277317176457, 'norm_pos': [0.9258626653318981, 0.30521655518530955], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956118.420793,"{'circle_3d': {'center': [31.185048582245745, 10.851996056105683, 139.0727403785096], 'normal': [-0.3183615235974694, -0.11267434552649769, -0.9412493995498077], 'radius': 1.0436490806229708}, 'confidence': 0.4738065719461482, 'timestamp': 1614.023515, 'diameter_3d': 2.0872981612459416, 'ellipse': {'center': [299.03737950500863, 168.38328295901178], 'axes': [9.305391797023004, 9.504871211977184], 'angle': -71.08213073421074}, 'location': [299.03737950500863, 168.38328295901178], 'diameter': 9.504871211977184, 'sphere': {'center': [35.00538686541538, 12.204088202423657, 150.3677331731073], 'radius': 12.0}, 'projected_sphere': {'center': [304.3350870467142, 170.3202018533582], 'axes': [98.95740054064493, 98.95740054064493], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 1.457882199178109, 'phi': -1.8969499998143384, 'norm_pos': [0.9344918109531519, 0.2984029876707842], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956118.4314282,"{'circle_3d': {'center': [30.930636488376656, 10.460426038345636, 139.2162287175468], 'normal': [-0.339562531419894, -0.14530518033983517, -0.9292920379633742], 'radius': 1.0734978985411028}, 'confidence': 0.5615228001323741, 'timestamp': 1614.031915, 'diameter_3d': 2.1469957970822056, 'ellipse': {'center': [297.7624566184832, 166.59090266845664], 'axes': [9.555050232278553, 9.718151789656979], 'angle': -78.62002058456652}, 'location': [297.7624566184832, 166.59090266845664], 'diameter': 9.718151789656979, 'sphere': {'center': [35.00538686541538, 12.204088202423657, 150.3677331731073], 'radius': 12.0}, 'projected_sphere': {'center': [304.3350870467142, 170.3202018533582], 'axes': [98.95740054064493, 98.95740054064493], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 1.424974907273723, 'phi': -1.9211233717851386, 'norm_pos': [0.93050767693276, 0.30587123888143064], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956118.4374888,"{'circle_3d': {'center': [31.056974593658815, 10.4807748917149, 139.1677228264435], 'normal': [-0.3290343559797142, -0.14360944255906324, -0.9333341955553165], 'radius': 1.0539128979115624}, 'confidence': 0.7728139652104387, 'timestamp': 1614.040315, 'diameter_3d': 2.107825795823125, 'ellipse': {'center': [298.3725036188027, 166.6975502380945], 'axes': [9.383801715898912, 9.562451795878834], 'angle': -77.75468445133271}, 'location': [298.3725036188027, 166.6975502380945], 'diameter': 9.562451795878834, 'sphere': {'center': [35.00538686541538, 12.204088202423657, 150.3677331731073], 'radius': 12.0}, 'projected_sphere': {'center': [304.3350870467142, 170.3202018533582], 'axes': [98.95740054064493, 98.95740054064493], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 1.4266886203545766, 'phi': -1.9097290308233088, 'norm_pos': [0.9324140738087584, 0.30542687400793966], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956118.445121,"{'circle_3d': {'center': [31.14818645109959, 10.709386004506205, 139.10328155292876], 'normal': [-0.3214333678596493, -0.12455851649312098, -0.9387043016815446], 'radius': 1.0500525002616106}, 'confidence': 0.774264513281989, 'timestamp': 1614.048715, 'diameter_3d': 2.100105000523221, 'ellipse': {'center': [298.8428009228192, 167.73747126554474], 'axes': [9.359328255975747, 9.551363169158599], 'angle': -73.27120594256594}, 'location': [298.8428009228192, 167.73747126554474], 'diameter': 9.551363169158599, 'sphere': {'center': [35.00538686541538, 12.204088202423657, 150.3677331731073], 'radius': 12.0}, 'projected_sphere': {'center': [304.3350870467142, 170.3202018533582], 'axes': [98.95740054064493, 98.95740054064493], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 1.4459134567186793, 'phi': -1.9007046044190679, 'norm_pos': [0.93388375288381, 0.3010938697268969], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956118.453078,"{'circle_3d': {'center': [31.050715712064946, 10.208394945887822, 139.21525432333246], 'normal': [-0.32955592944586987, -0.1663077713779864, -0.9293732374812371], 'radius': 1.1020200075461122}, 'confidence': 0.5149472684127772, 'timestamp': 1614.057115, 'diameter_3d': 2.2040400150922244, 'ellipse': {'center': [298.2985275364097, 165.46983669191965], 'axes': [9.792537291970197, 9.987486077912994], 'angle': -83.71199605445436}, 'location': [298.2985275364097, 165.46983669191965], 'diameter': 9.987486077912994, 'sphere': {'center': [35.00538686541538, 12.204088202423657, 150.3677331731073], 'radius': 12.0}, 'projected_sphere': {'center': [304.3350870467142, 170.3202018533582], 'axes': [98.95740054064493, 98.95740054064493], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 1.403712222643098, 'phi': -1.9115634210613663, 'norm_pos': [0.9321828985512803, 0.31054234711700146], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956118.468234,"{'circle_3d': {'center': [31.05042466316246, 10.354069950638872, 139.19026895053813], 'normal': [-0.3295801835210769, -0.15416818764873214, -0.9314553518807643], 'radius': 1.0465617183412368}, 'confidence': 0.6094960451061756, 'timestamp': 1614.065515, 'diameter_3d': 2.0931234366824736, 'ellipse': {'center': [298.32076965160263, 166.12586835146612], 'axes': [9.310862851997015, 9.489745698373666], 'angle': -80.55979797482404}, 'location': [298.32076965160263, 166.12586835146612], 'diameter': 9.489745698373666, 'sphere': {'center': [35.00538686541538, 12.204088202423657, 150.3677331731073], 'radius': 12.0}, 'projected_sphere': {'center': [304.3350870467142, 170.3202018533582], 'axes': [98.95740054064493, 98.95740054064493], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 1.4160108061674395, 'phi': -1.9108822732399318, 'norm_pos': [0.9322524051612582, 0.3078088818688911], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956118.4706922,"{'circle_3d': {'center': [30.93830943175451, 10.333554310618524, 139.23400135901124], 'normal': [-0.33892311947173953, -0.15587782431709457, -0.9278109845080053], 'radius': 1.0721479313535367}, 'confidence': 0.5956589470054933, 'timestamp': 1614.073915, 'diameter_3d': 2.1442958627070734, 'ellipse': {'center': [297.7789875728357, 166.02034539798814], 'axes': [9.535216639386471, 9.702201204211075], 'angle': -81.85424955673457}, 'location': [297.7789875728357, 166.02034539798814], 'diameter': 9.702201204211075, 'sphere': {'center': [35.00538686541538, 12.204088202423657, 150.3677331731073], 'radius': 12.0}, 'projected_sphere': {'center': [304.3350870467142, 170.3202018533582], 'axes': [98.95740054064493, 98.95740054064493], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 1.4142802483140853, 'phi': -1.9210299605194834, 'norm_pos': [0.9305593361651117, 0.30824856084171615], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956118.48101,"{'circle_3d': {'center': [30.83401575449816, 10.3228191718943, 139.2744699070626], 'normal': [-0.3476142592431017, -0.15677241921077967, -0.9244386055037238], 'radius': 1.0912361048439048}, 'confidence': 0.6509984318317941, 'timestamp': 1614.082315, 'diameter_3d': 2.1824722096878095, 'ellipse': {'center': [297.2754383343245, 165.95941586669926], 'axes': [9.702241088578495, 9.855716069239666], 'angle': -83.09313379292736}, 'location': [297.2754383343245, 165.95941586669926], 'diameter': 9.855716069239666, 'sphere': {'center': [35.00538686541538, 12.204088202423657, 150.3677331731073], 'radius': 12.0}, 'projected_sphere': {'center': [304.3350870467142, 170.3202018533582], 'axes': [98.95740054064493, 98.95740054064493], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 1.4133745180247548, 'phi': -1.9304674401520663, 'norm_pos': [0.9289857447947641, 0.3085024338887531], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956118.48677,"{'circle_3d': {'center': [30.716012483130438, 10.549402826775108, 139.2833620264787], 'normal': [-0.35744786519041183, -0.13789044797071237, -0.9236975955523827], 'radius': 1.086818297962831}, 'confidence': 0.5883392372599948, 'timestamp': 1614.090715, 'diameter_3d': 2.173636595925662, 'ellipse': {'center': [296.7416299481995, 166.96438829439543], 'axes': [9.673648365177915, 9.803259368581676], 'angle': -76.16194054578774}, 'location': [296.7416299481995, 166.96438829439543], 'diameter': 9.803259368581676, 'sphere': {'center': [35.00538686541538, 12.204088202423657, 150.3677331731073], 'radius': 12.0}, 'projected_sphere': {'center': [304.3350870467142, 170.3202018533582], 'axes': [98.95740054064493, 98.95740054064493], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 1.4324651274811828, 'phi': -1.9400240639932074, 'norm_pos': [0.9273175935881234, 0.30431504877335236], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956118.4949892,"{'circle_3d': {'center': [30.832034327409605, 10.52168032450198, 139.24331712884558], 'normal': [-0.34777937816714827, -0.14020065649347313, -0.9270346703551442], 'radius': 1.0509210589630182}, 'confidence': 0.6077548873195008, 'timestamp': 1614.099115, 'diameter_3d': 2.1018421179260365, 'ellipse': {'center': [297.2963547856815, 166.8541926529638], 'axes': [9.355267785285521, 9.49935410425826], 'angle': -77.12576740276063}, 'location': [297.2963547856815, 166.8541926529638], 'diameter': 9.49935410425826, 'sphere': {'center': [35.00538686541538, 12.204088202423657, 150.3677331731073], 'radius': 12.0}, 'projected_sphere': {'center': [304.3350870467142, 170.3202018533582], 'axes': [98.95740054064493, 98.95740054064493], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 1596.635515, 'theta': 1.4301322568661525, 'phi': -1.9297006927713045, 'norm_pos': [0.9290511087052546, 0.30477419727931754], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
