eye_packets,700
norm_X,norm_Y,phi,theta,confidence,timestamp
1580955277.1854331,"{'circle_3d': {'center': [-8.685219721290585, 3.6642347078461692, 67.14986964473876], 'normal': [-0.15971975444263795, -0.009299244733338766, -0.987118596769493], 'radius': 3.2453612184382807}, 'confidence': 0.2861943045902833, 'timestamp': 772.778504, 'diameter_3d': 6.4907224368765615, 'ellipse': {'center': [80.03223161700272, 153.84748310416762], 'axes': [57.910264495597666, 59.975585951267504], 'angle': -4.887095672832551}, 'location': [80.03223161700272, 153.84748310416762], 'diameter': 59.975585951267504, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.561496948029501, 'phi': -1.7312100794238554, 'norm_pos': [0.25010072380313353, 0.35896882039930156], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.1870751,"{'circle_3d': {'center': [-8.693144039340613, 3.663707162657195, 67.15115953359435], 'normal': [-0.16038011428014012, -0.009343206832419956, -0.9870111060315258], 'radius': 3.2436085604599287}, 'confidence': 0.26477057193900283, 'timestamp': 772.786904, 'diameter_3d': 6.4872171209198575, 'ellipse': {'center': [79.96123173361609, 153.84202308276738], 'axes': [57.86529151119739, 59.94215594530533], 'angle': -4.867573136947932}, 'location': [79.96123173361609, 153.84202308276738], 'diameter': 59.94215594530533, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5614529840204627, 'phi': -1.7318791594777143, 'norm_pos': [0.24987884916755027, 0.3589915704884692], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.197097,"{'circle_3d': {'center': [-8.701099670582913, 3.663177403028348, 67.1524600195019], 'normal': [-0.1610430835503319, -0.009387353468157186, -0.9869027322058971], 'radius': 3.248926030318587}, 'confidence': 0.21041711653051307, 'timestamp': 772.795304, 'diameter_3d': 6.497852060637174, 'ellipse': {'center': [79.8909408296051, 153.83660510680403], 'axes': [57.94635373260512, 60.03938012329453], 'angle': -4.848079514516405}, 'location': [79.8909408296051, 153.83660510680403], 'diameter': 60.03938012329453, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5614088354485776, 'phi': -1.7325509574901226, 'norm_pos': [0.24965919009251594, 0.35901414538831655], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.2031791,"{'circle_3d': {'center': [-8.70908660068893, 3.6626454289633874, 67.15377116701448], 'normal': [-0.16170866105916676, -0.009431684640237251, -0.9867934699131823], 'radius': 3.253500581000158}, 'confidence': 0.21014768161915823, 'timestamp': 772.803704, 'diameter_3d': 6.507001162000316, 'ellipse': {'center': [79.82028237917984, 153.83115534428788], 'axes': [58.014027120575655, 60.12286201491757], 'angle': -4.828580852328159}, 'location': [79.82028237917984, 153.83115534428788], 'diameter': 60.12286201491757, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5613645023138436, 'phi': -1.7332254734610981, 'norm_pos': [0.24943838243493702, 0.3590368527321338], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.2099829,"{'circle_3d': {'center': [-8.71710481519809, 3.6621112404661504, 67.1550930409316], 'normal': [-0.16237684560159657, -0.009476200348340328, -0.9866833137534218], 'radius': 3.2552119730992484}, 'confidence': 0.1777463024187051, 'timestamp': 772.812104, 'diameter_3d': 6.510423946198497, 'ellipse': {'center': [79.74895737258818, 153.82565314305788], 'axes': [58.0305182321824, 60.15341959036156], 'angle': -4.809068206146578}, 'location': [79.74895737258818, 153.82565314305788], 'diameter': 60.15341959036156, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5613199846162626, 'phi': -1.7339027073906228, 'norm_pos': [0.24921549178933805, 0.3590597785705921], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.217939,"{'circle_3d': {'center': [-8.725154299517769, 3.661574837540472, 67.1564257062991], 'normal': [-0.16304763596156985, -0.009520900592146867, -0.9865722583061302], 'radius': 3.247234054424888}, 'confidence': 0.16200525610399663, 'timestamp': 772.820504, 'diameter_3d': 6.494468108849776, 'ellipse': {'center': [79.67600044402336, 153.820031829585], 'axes': [57.874188381642185, 60.00490850814731], 'angle': -4.789511853565601}, 'location': [79.67600044402336, 153.820031829585], 'diameter': 60.00490850814731, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.561275282355833, 'phi': -1.734582659278715, 'norm_pos': [0.248987501387573, 0.3590832007100625], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.228493,"{'circle_3d': {'center': [-8.733235038921556, 3.6610362201902658, 67.15776922840871], 'normal': [-0.16372103091188553, -0.00956578537133072, -0.9864602981303299], 'radius': 3.2437900244535833}, 'confidence': 0.16760473077831295, 'timestamp': 772.828904, 'diameter_3d': 6.487580048907167, 'ellipse': {'center': [79.60340624998025, 153.81442866164446], 'axes': [57.79862754224987, 59.94017766008116], 'angle': -4.769975088561502}, 'location': [79.60340624998025, 153.81442866164446], 'diameter': 59.94017766008116, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5612303955325562, 'phi': -1.7352653291253564, 'norm_pos': [0.2487606445311883, 0.35910654724314806], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.234284,"{'circle_3d': {'center': [-8.741347018549245, 3.660495388419442, 67.15912367279796], 'normal': [-0.16439702921419283, -0.009610854685566028, -0.9863474277645584], 'radius': 3.252274625398908}, 'confidence': 0.1887618649638344, 'timestamp': 772.837304, 'diameter_3d': 6.504549250797816, 'ellipse': {'center': [79.53222811700351, 153.80891650957545], 'axes': [57.935521603871486, 60.0958722143498], 'angle': -4.750490928185544}, 'location': [79.53222811700351, 153.80891650957545], 'diameter': 60.0958722143498, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5611853241464306, 'phi': -1.7359507169305652, 'norm_pos': [0.248538212865636, 0.35912951454343556], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.243198,"{'circle_3d': {'center': [-8.631131838739133, 3.7799505413957406, 67.140720119801], 'normal': [-0.1552124308966836, 0.0003437413957921854, -0.9878810571809722], 'radius': 3.228382684563982}, 'confidence': 0.1953006791349988, 'timestamp': 772.845704, 'diameter_3d': 6.456765369127964, 'ellipse': {'center': [80.51259366367118, 154.9067926418585], 'axes': [57.67980278070417, 59.66069564831488], 'angle': -7.585893375543422}, 'location': [80.51259366367118, 154.9067926418585], 'diameter': 59.66069564831488, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.571140068197458, 'phi': -1.7266388226943228, 'norm_pos': [0.25160185519897244, 0.354555030658923], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.2558641,"{'circle_3d': {'center': [-8.647645057528738, 3.770977465664975, 67.14332668083799], 'normal': [-0.15658853246248394, -0.0004040149151049628, -0.9876638437612232], 'radius': 3.247328440492322}, 'confidence': 0.3344669046795832, 'timestamp': 772.854104, 'diameter_3d': 6.494656880984644, 'ellipse': {'center': [80.36755743521822, 154.82369887061856], 'axes': [57.991991772019865, 60.009345423308936], 'angle': -7.3475282488322335}, 'location': [80.36755743521822, 154.82369887061856], 'diameter': 60.009345423308936, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5703923118688006, 'phi': -1.7280319622334845, 'norm_pos': [0.2511486169850569, 0.35490125470575606], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.262558,"{'circle_3d': {'center': [-8.65437047502745, 3.7719427944928103, 67.14439455857126], 'normal': [-0.1571489839207101, -0.0003235708461186706, -0.9875748539501176], 'radius': 3.233988803832174}, 'confidence': 0.3358825093791912, 'timestamp': 772.862504, 'diameter_3d': 6.467977607664348, 'ellipse': {'center': [80.30565766794778, 154.8319379058487], 'axes': [57.74203900655489, 59.761877577936666], 'angle': -7.355693202582017}, 'location': [80.30565766794778, 154.8319379058487], 'diameter': 59.761877577936666, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5704727559431317, 'phi': -1.7285994347653602, 'norm_pos': [0.2509551802123368, 0.35486692539229714], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.269365,"{'circle_3d': {'center': [-8.542529377262897, 3.7729132278417277, 67.1271377433503], 'normal': [-0.14782889244033057, -0.00024270140037555943, -0.9890129218851973], 'radius': 3.245682498654169}, 'confidence': 0.3287152091191776, 'timestamp': 772.870904, 'diameter_3d': 6.491364997308338, 'ellipse': {'center': [81.30734617623773, 154.84952810700776], 'axes': [58.13887354677996, 59.99200703160178], 'angle': -7.6118235018318385}, 'location': [81.30734617623773, 154.84952810700776], 'diameter': 59.99200703160178, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5705536253921384, 'phi': -1.719169015318279, 'norm_pos': [0.2540854568007429, 0.3547936328874677], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.279684,"{'circle_3d': {'center': [-8.55764239505138, 3.773888765705715, 67.12940634345048], 'normal': [-0.1490883105893709, -0.00016140657837659955, -0.9888238718768494], 'radius': 3.2311958628998187}, 'confidence': 0.4006484849176073, 'timestamp': 772.879304, 'diameter_3d': 6.4623917257996375, 'ellipse': {'center': [81.1702382374045, 154.8572563732494], 'axes': [57.854291062900614, 59.72231834862175], 'angle': -7.602402626699111}, 'location': [81.1702382374045, 154.8572563732494], 'diameter': 59.72231834862175, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5706349202158192, 'phi': -1.7204425435934338, 'norm_pos': [0.25365699449188905, 0.35476143177812747], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.287487,"{'circle_3d': {'center': [-8.562949719219038, 3.774869408078563, 67.13020764104294], 'normal': [-0.14953058760334234, -7.968638063926561e-05, -0.9887570970774773], 'radius': 3.2280956699121774}, 'confidence': 0.3468679894648357, 'timestamp': 772.887704, 'diameter_3d': 6.456191339824355, 'ellipse': {'center': [81.12234717579922, 154.86578862079799], 'axes': [57.78981708534957, 59.664293619581045], 'angle': -7.614098867469412}, 'location': [81.12234717579922, 154.86578862079799], 'diameter': 59.664293619581045, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.570716640414173, 'phi': -1.7208898330270208, 'norm_pos': [0.25350733492437255, 0.3547258807466751], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.2979,"{'circle_3d': {'center': [-8.568184486440828, 3.65585715346876, 67.1316070019692], 'normal': [-0.14996681820515806, -0.009997374264789522, -0.9886404836669551], 'radius': 3.2743499321485543}, 'confidence': 0.3419120625371548, 'timestamp': 772.896104, 'diameter_3d': 6.548699864297109, 'ellipse': {'center': [81.08220582584059, 153.78039175501357], 'axes': [58.6292061622891, 60.52739904041385], 'angle': -4.804300115050354}, 'location': [81.08220582584059, 153.78039175501357], 'diameter': 60.52739904041385, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5607987859872021, 'phi': -1.7213386188468844, 'norm_pos': [0.25338189320575183, 0.3592483676874435], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.3069582,"{'circle_3d': {'center': [-8.573539902844413, 3.6652642627086944, 67.13232919812447], 'normal': [-0.15041310290545687, -0.009213448494794996, -0.9885803006540167], 'radius': 3.2419868286826143}, 'confidence': 0.3237738846286138, 'timestamp': 772.904504, 'diameter_3d': 6.483973657365229, 'ellipse': {'center': [81.02997478342057, 153.86547742957106], 'axes': [58.03956553593617, 59.92776224722949], 'angle': -5.020258208627086}, 'location': [81.02997478342057, 153.86547742957106], 'diameter': 59.92776224722949, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.561582747943816, 'phi': -1.7217889010530127, 'norm_pos': [0.2532186711981893, 0.3588938440434539], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.3104131,"{'circle_3d': {'center': [-8.578897778120526, 3.6647372648269583, 67.1331505637863], 'normal': [-0.15085959251179962, -0.009257364984939674, -0.9885118535155303], 'radius': 3.2337822979776694}, 'confidence': 0.3354420446416479, 'timestamp': 772.912903, 'diameter_3d': 6.467564595955339, 'ellipse': {'center': [80.98098344044887, 153.86019214185382], 'axes': [57.88384247660343, 59.77545560164136], 'angle': -5.002616034340882}, 'location': [80.98098344044887, 153.86019214185382], 'diameter': 59.77545560164136, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5615388295806691, 'phi': -1.7222406257731921, 'norm_pos': [0.2530655732514027, 0.3589158660756091], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.323744,"{'circle_3d': {'center': [-8.465571695979914, 3.664207950544418, 67.11641366149074], 'normal': [-0.14141575233341533, -0.009301474508484692, -0.9899065953734939], 'radius': 3.250356094129681}, 'confidence': 0.31167887407995726, 'timestamp': 772.921303, 'diameter_3d': 6.500712188259362, 'ellipse': {'center': [81.99763521669036, 153.86376710812016], 'axes': [58.365822522001785, 60.095777934955485], 'angle': -5.099409684762251}, 'location': [81.99763521669036, 153.86376710812016], 'diameter': 60.095777934955485, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5614947181579146, 'phi': -1.7126939005737203, 'norm_pos': [0.25624261005215737, 0.35890097038283264], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.325863,"{'circle_3d': {'center': [-8.479298756341317, 3.6636763824760146, 67.11838777949322], 'normal': [-0.14255967403019884, -0.009345771847518317, -0.9897420855399539], 'radius': 3.23630061024879}, 'confidence': 0.3454834531189767, 'timestamp': 772.929703, 'diameter_3d': 6.47260122049758, 'ellipse': {'center': [81.8729297424839, 153.85781738704466], 'axes': [58.09157147309512, 59.83431059771836], 'angle': -5.073232770998081}, 'location': [81.8729297424839, 153.85781738704466], 'diameter': 59.83431059771836, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.561450418893369, 'phi': -1.7138496412141473, 'norm_pos': [0.2558529054452622, 0.35892576088731387], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.339277,"{'circle_3d': {'center': [-8.483204973048084, 3.663142560625599, 67.11895612863252], 'normal': [-0.14288519208909617, -0.009390257001719624, -0.9896947231116795], 'radius': 3.2331093574392353}, 'confidence': 0.34584375093729575, 'timestamp': 772.938103, 'diameter_3d': 6.466218714878471, 'ellipse': {'center': [81.83754807267363, 153.85263984053023], 'axes': [58.0281021574904, 59.7748821298021], 'angle': -5.056448619724803}, 'location': [81.83754807267363, 153.85263984053023], 'diameter': 59.7748821298021, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.561405931787034, 'phi': -1.7141786009844815, 'norm_pos': [0.2557423377271051, 0.35894733399779066], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.3461099,"{'circle_3d': {'center': [-8.487121465379635, 3.6626064849970335, 67.11952732227786], 'normal': [-0.14321156645005875, -0.009434929970766743, -0.9896471236412338], 'radius': 3.2404840633608964}, 'confidence': 0.3396841142497213, 'timestamp': 772.946503, 'diameter_3d': 6.480968126721793, 'ellipse': {'center': [81.80338419693132, 153.8475386089792], 'axes': [58.15425542122114, 59.91080751981731], 'angle': -5.039691112224608}, 'location': [81.80338419693132, 153.8475386089792], 'diameter': 59.91080751981731, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.561361256838908, 'phi': -1.7145084424558452, 'norm_pos': [0.2556355756154104, 0.35896858912925333], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.3629088,"{'circle_3d': {'center': [-8.491048231311604, 3.6620681555942447, 67.12010137101814], 'normal': [-0.14353879694438956, -0.00947979075433248, -0.9895992862462116], 'radius': 3.233303477751971}, 'confidence': 0.39990266303709104, 'timestamp': 772.954903, 'diameter_3d': 6.466606955503942, 'ellipse': {'center': [81.76732609373411, 153.8422798323406], 'axes': [58.019145983150494, 59.77761574992037], 'angle': -5.022849094176457}, 'location': [81.76732609373411, 153.8422798323406], 'diameter': 59.77761574992037, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5613163940489923, 'phi': -1.7148391656282294, 'norm_pos': [0.2555228940429191, 0.35899050069858085], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.364249,"{'circle_3d': {'center': [-8.49498526880819, 3.6615275724211696, 67.12067828546988], 'normal': [-0.14386688340243825, -0.009524839352088733, -0.9895512100418987], 'radius': 3.236205996967824}, 'confidence': 0.356370133570896, 'timestamp': 772.963303, 'diameter_3d': 6.472411993935648, 'ellipse': {'center': [81.73242932570597, 153.83709339389077], 'axes': [58.064969430973264, 59.83084870586511], 'angle': -5.006032114485056}, 'location': [81.73242932570597, 153.83709339389077], 'diameter': 59.83084870586511, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5612713434172856, 'phi': -1.7151707705016428, 'norm_pos': [0.25541384164283115, 0.3590121108587885], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.3727381,"{'circle_3d': {'center': [-8.498932575821733, 3.6609847354818075, 67.12125807627734], 'normal': [-0.1441958256535669, -0.009570075763702241, -0.9895028941412769], 'radius': 3.237526428881186}, 'confidence': 0.38323321832797547, 'timestamp': 772.971703, 'diameter_3d': 6.475052857762372, 'ellipse': {'center': [81.69724706450239, 153.83187038456606], 'axes': [58.082369562665534, 59.85482768836815], 'angle': -4.989188687382058}, 'location': [81.69724706450239, 153.83187038456606], 'diameter': 59.85482768836815, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5612261049437886, 'phi': -1.715503257076081, 'norm_pos': [0.25530389707657, 0.35903387339764137], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.3800871,"{'circle_3d': {'center': [-8.502890150292837, 3.660439644780199, 67.1218407541124], 'normal': [-0.14452562352615891, -0.009615499988836302, -0.9894543376550228], 'radius': 3.233915236610198}, 'confidence': 0.3728750540391337, 'timestamp': 772.980103, 'diameter_3d': 6.467830473220396, 'ellipse': {'center': [81.66135916187838, 153.82657877985054], 'axes': [58.01126432962822, 59.78762499847533], 'angle': -4.972304165709943}, 'location': [81.66135916187838, 153.82657877985054], 'diameter': 59.78762499847533, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5611806786285019, 'phi': -1.71583662535154, 'norm_pos': [0.2551917473808699, 0.35905592175062273], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.3886652,"{'circle_3d': {'center': [-8.388044391146824, 3.659892300320401, 67.10563750454078], 'normal': [-0.13495514359732455, -0.009661112027152774, -0.9908046084526577], 'radius': 3.237931219044065}, 'confidence': 0.3286946937921508, 'timestamp': 772.988503, 'diameter_3d': 6.47586243808813, 'ellipse': {'center': [82.69119900540461, 153.82960487191448], 'axes': [58.26475929129957, 59.87527372174882], 'angle': -5.061642788076807}, 'location': [82.69119900540461, 153.82960487191448], 'diameter': 59.87527372174882, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5611350644714244, 'phi': -1.7061708753280285, 'norm_pos': [0.2584099968918894, 0.35904331303368964], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.397449,"{'circle_3d': {'center': [-8.400109679029924, 3.539356179682379, 67.10907381908072], 'normal': [-0.13596058425424953, -0.01970578874698796, -0.9905182489076626], 'radius': 3.2809513960714525}, 'confidence': 0.32438707871008515, 'timestamp': 772.996903, 'diameter_3d': 6.561902792142905, 'ellipse': {'center': [82.59006388631896, 152.72942054752417], 'axes': [59.02976962336384, 60.67895523523011], 'angle': -1.9878238590686927}, 'location': [82.59006388631896, 152.72942054752417], 'diameter': 60.67895523523011, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5510892624725572, 'phi': -1.7072059657323375, 'norm_pos': [0.25809394964474675, 0.363627414385316], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955277.401851,"{'circle_3d': {'center': [-8.402600023114685, 3.5472009530892286, 67.10926243273511], 'normal': [-0.13616811292797945, -0.01905205762975047, -0.9905025311031292], 'radius': 3.2453445702872266}, 'confidence': 0.3333367794623745, 'timestamp': 773.005303, 'diameter_3d': 6.490689140574453, 'ellipse': {'center': [82.56332869377869, 152.8002136053745], 'axes': [58.384911994389974, 60.01950000580755], 'angle': -2.1876936563742144}, 'location': [82.56332869377869, 152.8002136053745], 'diameter': 60.01950000580755, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5517431163880027, 'phi': -1.7074137417251862, 'norm_pos': [0.2580104021680584, 0.3633324433109396], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
