eye_packets,700
norm_X,norm_Y,phi,theta,confidence,timestamp
1580955278.782936,"{'circle_3d': {'center': [-8.337441908082173, 1.9040686463626624, 67.24645429213994], 'normal': [-0.13073827000860358, -0.15597974985696436, -0.9790698761527271], 'radius': 3.369257792612124}, 'confidence': 0.14580680482275557, 'timestamp': 774.382896, 'diameter_3d': 6.738515585224248, 'ellipse': {'center': [83.32156064444192, 137.79470058723933], 'axes': [59.87829417020743, 62.3623215018349], 'angle': 32.77021184244338}, 'location': [83.32156064444192, 137.79470058723933], 'diameter': 62.3623215018349, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.414177060613106, 'phi': -1.703544165694053, 'norm_pos': [0.260379877013881, 0.4258554142198361], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.793893,"{'circle_3d': {'center': [-7.823700836188202, 2.6117977911252406, 67.09858045308533], 'normal': [-0.08792651401743928, -0.09700232112674947, -0.9913926960739444], 'radius': 3.3466439095159517}, 'confidence': 0.05185397182632028, 'timestamp': 774.391296, 'diameter_3d': 6.693287819031903, 'ellipse': {'center': [87.83931088175314, 144.28272601845953], 'axes': [60.73251656224251, 62.035676058872134], 'angle': 25.83903252992852}, 'location': [87.83931088175314, 144.28272601845953], 'diameter': 62.035676058872134, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.4736412348229635, 'phi': -1.6592547711815313, 'norm_pos': [0.27449784650547854, 0.39882197492308535], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.800447,"{'circle_3d': {'center': [-7.62267401987935, 2.1670610589174912, 67.13433144230935], 'normal': [-0.07117427932503492, -0.1340637154773952, -0.988413446971943], 'radius': 3.3511795979991192}, 'confidence': 0.056998256476350886, 'timestamp': 774.399696, 'diameter_3d': 6.7023591959982385, 'ellipse': {'center': [89.70761199063746, 140.21915006871222], 'axes': [60.707843353321465, 62.14814065665584], 'angle': 37.86550106125881}, 'location': [89.70761199063746, 140.21915006871222], 'diameter': 62.14814065665584, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.4363277384845492, 'phi': -1.6426808628510503, 'norm_pos': [0.2803362874707421, 0.4157535413803657], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.806029,"{'circle_3d': {'center': [-7.516201158900303, 2.750430683829069, 67.0625801317161], 'normal': [-0.06230154091011441, -0.0854495800680971, -0.9943927228547135], 'radius': 3.3657590102741306}, 'confidence': 0.09248089601510547, 'timestamp': 774.408096, 'diameter_3d': 6.731518020548261, 'ellipse': {'center': [90.60679369487198, 145.56141431717845], 'axes': [61.48189707617611, 62.42466685468003], 'angle': 27.471489590387893}, 'location': [90.60679369487198, 145.56141431717845], 'diameter': 62.42466685468003, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.485242416681185, 'phi': -1.633367393402548, 'norm_pos': [0.28314623029647495, 0.39349410701175647], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.813566,"{'circle_3d': {'center': [-7.513121901236621, 2.785123846678677, 67.05945721404012], 'normal': [-0.06204493610480762, -0.08255848316396316, -0.9946529659943794], 'radius': 3.3561243090613764}, 'confidence': 0.11849123340550666, 'timestamp': 774.416496, 'diameter_3d': 6.712248618122753, 'ellipse': {'center': [90.63121332268823, 145.87814888971403], 'axes': [61.3269229814175, 62.24384925685867], 'angle': 26.658038044949137}, 'location': [90.63121332268823, 145.87814888971403], 'diameter': 62.24384925685867, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.4881437697007367, 'phi': -1.6330940846687387, 'norm_pos': [0.2832225416334007, 0.3921743796261915], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.828574,"{'circle_3d': {'center': [-7.141975069348481, 2.980440345023456, 67.027505193396], 'normal': [-0.031116033447462554, -0.06628210830189818, -0.9973156343813887], 'radius': 3.3621628992439696}, 'confidence': 0.12300616553061451, 'timestamp': 774.424896, 'diameter_3d': 6.724325798487939, 'ellipse': {'center': [93.98472187541466, 147.6723719893228], 'axes': [61.82658392346981, 62.38505421084988], 'angle': 29.88861929033589}, 'location': [93.98472187541466, 147.6723719893228], 'diameter': 62.38505421084988, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5044655892298735, 'phi': -1.601985994214564, 'norm_pos': [0.29370225586067084, 0.3846984500444883], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.8314948,"{'circle_3d': {'center': [-6.914470226827303, 3.0490642966734796, 67.01820907230585], 'normal': [-0.012157296570697744, -0.0605634456643962, -0.9980903111389008], 'radius': 3.374452823134003}, 'confidence': 0.1682726948203935, 'timestamp': 774.433296, 'diameter_3d': 6.748905646268006, 'ellipse': {'center': [96.05118938056535, 148.30284469918732], 'axes': [62.21094220025838, 62.63635717137526], 'angle': 35.445548002774665}, 'location': [96.05118938056535, 148.30284469918732], 'diameter': 62.63635717137526, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.510195796130344, 'phi': -1.582976282100996, 'norm_pos': [0.3001599668142667, 0.3820714804200528], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.838586,"{'circle_3d': {'center': [-6.793524095132447, 3.1289668634262258, 67.01276587538035], 'normal': [-0.002078452262793092, -0.05390489843500072, -0.998543910882693], 'radius': 3.3912168163723777}, 'confidence': 0.1622523055037964, 'timestamp': 774.441696, 'diameter_3d': 6.782433632744755, 'ellipse': {'center': [97.14935587419731, 149.03478326593995], 'axes': [62.60158148398332, 62.95467716893503], 'angle': 38.50744858730352}, 'location': [97.14935587419731, 149.03478326593995], 'diameter': 62.95467716893503, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5168652885795695, 'phi': -1.572877806876511, 'norm_pos': [0.3035917371068666, 0.37902173639191683], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.850251,"{'circle_3d': {'center': [-7.259563348508772, 2.9706401670460534, 67.03240793993771], 'normal': [-0.04091505671082016, -0.0670987898000151, -0.9969070721695799], 'radius': 3.393670272800894}, 'confidence': 0.08130932921392574, 'timestamp': 774.450096, 'diameter_3d': 6.787340545601788, 'ellipse': {'center': [92.9181860397906, 147.5829517886745], 'axes': [62.31772736866353, 62.955110755472475], 'angle': 27.04551764973233}, 'location': [92.9181860397906, 147.5829517886745], 'diameter': 62.955110755472475, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5036470854850847, 'phi': -1.6118153023661619, 'norm_pos': [0.2903693313743456, 0.38507103421385624], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.8594759,"{'circle_3d': {'center': [-8.972333502493772, 5.345097726344794, 67.30423351294979], 'normal': [-0.18364590287623686, 0.13077267347488, -0.9742549410852398], 'radius': 3.354996671591188}, 'confidence': 0.1274113523886859, 'timestamp': 774.458496, 'diameter_3d': 6.709993343182376, 'ellipse': {'center': [77.61297992018666, 169.0484287765642], 'axes': [58.07056317785008, 61.81783937936599], 'angle': -34.14959440701104}, 'location': [77.61297992018666, 169.0484287765642], 'diameter': 61.81783937936599, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.701944632897483, 'phi': -1.7571089959032669, 'norm_pos': [0.24254056225058332, 0.2956315467643158], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.866375,"{'circle_3d': {'center': [-8.443870825718074, 6.681613724532118, 67.47358263676028], 'normal': [-0.13960734647826198, 0.24214900665715702, -0.9601425141010321], 'radius': 3.3938713083810916}, 'confidence': 0.2817638765186661, 'timestamp': 774.466896, 'diameter_3d': 6.787742616762183, 'ellipse': {'center': [82.606080268223, 181.04325575121806], 'axes': [57.26176599577663, 62.43107879324089], 'angle': -54.54581259691898}, 'location': [82.606080268223, 181.04325575121806], 'diameter': 62.43107879324089, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8153764926576854, 'phi': -1.715187166701801, 'norm_pos': [0.2581440008381969, 0.24565310103659144], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.886765,"{'circle_3d': {'center': [-8.358191142675297, 6.691742829344541, 67.46400615316784], 'normal': [-0.13246737289136387, 0.24299309872485883, -0.9609405544004016], 'radius': 3.3813524471385907}, 'confidence': 0.2825173417829694, 'timestamp': 774.475296, 'diameter_3d': 6.7627048942771815, 'ellipse': {'center': [83.37102210479154, 181.14577584189473], 'axes': [57.1620489872953, 62.213798492876464], 'angle': -55.63135116152546}, 'location': [83.37102210479154, 181.14577584189473], 'diameter': 62.213798492876464, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8162465708224906, 'phi': -1.7077847325933786, 'norm_pos': [0.26053444407747356, 0.24522593399210524], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.8876958,"{'circle_3d': {'center': [-8.367208795687509, 6.702628123395614, 67.46801117697643], 'normal': [-0.1332188439757148, 0.24390020656244824, -0.9606068024163524], 'radius': 3.369838363004854}, 'confidence': 0.26753009282232043, 'timestamp': 774.483696, 'diameter_3d': 6.739676726009708, 'ellipse': {'center': [83.29235483055552, 181.24348446137714], 'axes': [56.928722186841966, 61.99821250149001], 'angle': -55.610974644328586}, 'location': [83.29235483055552, 181.24348446137714], 'diameter': 61.99821250149001, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8171818162225406, 'phi': -1.7085993420201775, 'norm_pos': [0.260288608845486, 0.24481881474426193], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.8945642,"{'circle_3d': {'center': [-8.36632736590391, 6.7232184204097045, 67.47313642334923], 'normal': [-0.1331453914937483, 0.24561606464695582, -0.9601796985519528], 'radius': 3.369480119658648}, 'confidence': 0.2623145978072449, 'timestamp': 774.492095, 'diameter_3d': 6.738960239317296, 'ellipse': {'center': [83.30587667924966, 181.42590907616642], 'axes': [56.87703800361414, 61.98770465035865], 'angle': -55.78362450867646}, 'location': [83.30587667924966, 181.42590907616642], 'diameter': 61.98770465035865, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8189515010124704, 'phi': -1.7085848108235775, 'norm_pos': [0.2603308646226552, 0.24405871218263997], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.898367,"{'circle_3d': {'center': [-8.976369322756717, 5.805210315115721, 67.37602966469522], 'normal': [-0.18398222123148225, 0.16911538920579053, -0.9682719284397869], 'radius': 3.3947951039036033}, 'confidence': 0.23756755392809514, 'timestamp': 774.500495, 'diameter_3d': 6.789590207807207, 'ellipse': {'center': [77.66602873745292, 173.1707287714225], 'axes': [58.053979598215825, 62.493535489809005], 'angle': -39.991179215617144}, 'location': [77.66602873745292, 173.1707287714225], 'diameter': 62.493535489809005, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.7407283879700903, 'phi': -1.7585687941692822, 'norm_pos': [0.24270633980454037, 0.27845529678573966], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.907012,"{'circle_3d': {'center': [-8.325902572213838, 6.713503616159151, 67.4651235595322], 'normal': [-0.12977665868624236, 0.2448064976260764, -0.9608474372033723], 'radius': 3.3994152835049714}, 'confidence': 0.24389837302900047, 'timestamp': 774.508895, 'diameter_3d': 6.798830567009943, 'ellipse': {'center': [83.66691760875504, 181.33833757882024], 'axes': [57.46722897510386, 62.547493349171056], 'angle': -56.18647993427696}, 'location': [83.66691760875504, 181.33833757882024], 'diameter': 62.547493349171056, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.818116439246477, 'phi': -1.7050486859261045, 'norm_pos': [0.2614591175273595, 0.24442359342158226], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.914518,"{'circle_3d': {'center': [-8.375072950468827, 6.66538434060255, 67.45971135054144], 'normal': [-0.13387419020749133, 0.24079655799635957, -0.9612984546192687], 'radius': 3.3611126786130345}, 'confidence': 0.289496432187649, 'timestamp': 774.517295, 'diameter_3d': 6.722225357226069, 'ellipse': {'center': [83.21106459363133, 180.91456293318873], 'axes': [56.8532011228239, 61.84353432205142], 'angle': -55.22083987658148}, 'location': [83.21106459363133, 180.91456293318873], 'diameter': 61.84353432205142, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.813982801180853, 'phi': -1.7091702643701192, 'norm_pos': [0.2600345768550979, 0.24618932111171365], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.9271832,"{'circle_3d': {'center': [-8.374199382895528, 6.684784531577051, 67.46446659277673], 'normal': [-0.13380139290971652, 0.2424132405775682, -0.9609021844329951], 'radius': 3.380316355002672}, 'confidence': 0.22396942236795198, 'timestamp': 774.525695, 'diameter_3d': 6.760632710005344, 'ellipse': {'center': [83.22626059008184, 181.0825105697609], 'axes': [57.13559041260859, 62.19331488662791], 'angle': -55.38656130619402}, 'location': [83.22626059008184, 181.0825105697609], 'diameter': 62.19331488662791, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8156488408980178, 'phi': -1.709152285285556, 'norm_pos': [0.2600820643440057, 0.24548953929266293], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.9353259,"{'circle_3d': {'center': [-8.373301825521, 6.704250868997466, 67.46926998234434], 'normal': [-0.13372659646183913, 0.24403543536260253, -0.9605019019690265], 'radius': 3.36475844814381}, 'confidence': 0.2518881701388918, 'timestamp': 774.534095, 'diameter_3d': 6.72951689628762, 'ellipse': {'center': [83.23792127344689, 181.25818921153063], 'axes': [56.82978885371031, 61.903359698686096], 'angle': -55.551966557011475}, 'location': [83.23792127344689, 181.25818921153063], 'diameter': 61.903359698686096, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.817321258504592, 'phi': -1.7091328200247964, 'norm_pos': [0.2601185039795215, 0.24475754495195567], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.942209,"{'circle_3d': {'center': [-8.487509853113428, 6.723783205019605, 67.49073564133381], 'normal': [-0.14324393209454142, 0.2456631300311141, -0.9587130970532374], 'radius': 3.390039152087451}, 'confidence': 0.1759010262939512, 'timestamp': 774.542495, 'diameter_3d': 6.780078304174902, 'ellipse': {'center': [82.22890232929677, 181.41178311760822], 'axes': [57.029850672937734, 62.34436254062062], 'angle': -54.38411693630727}, 'location': [82.22890232929677, 181.41178311760822], 'diameter': 62.34436254062062, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8190000540006215, 'phi': -1.7191118685878395, 'norm_pos': [0.2569653197790524, 0.24411757034329906], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.961356,"{'circle_3d': {'center': [-8.478466227876151, 6.743381390213619, 67.494427138183], 'normal': [-0.14249029665810178, 0.2472963121306155, -0.9584054723158061], 'radius': 3.3844935469749804}, 'confidence': 0.1388532447144667, 'timestamp': 774.550895, 'diameter_3d': 6.768987093949961, 'ellipse': {'center': [82.31427634866675, 181.5874395260416], 'axes': [56.906063980968405, 62.24004423848537], 'angle': -54.6436085212005}, 'location': [82.31427634866675, 181.5874395260416], 'diameter': 62.24004423848537, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8206852273860608, 'phi': -1.7183895294697544, 'norm_pos': [0.2572321135895836, 0.24338566864149336], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.9676201,"{'circle_3d': {'center': [-7.446557636771718, 6.178442005620284, 67.2578405882352], 'normal': [-0.05649791406606566, 0.20021803008117078, -0.978121018144789], 'radius': 3.4076458494219426}, 'confidence': 0.22299027889720713, 'timestamp': 774.559295, 'diameter_3d': 6.815291698843885, 'ellipse': {'center': [91.43605809340852, 176.64907317982707], 'axes': [59.81665742368765, 62.92528949252913], 'angle': -64.45640649529433}, 'location': [91.43605809340852, 176.64907317982707], 'diameter': 62.92528949252913, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.7723767786609552, 'phi': -1.6284938970013358, 'norm_pos': [0.2857376815419016, 0.26396219508405383], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.9686909,"{'circle_3d': {'center': [-8.44370320313616, 6.590671858830656, 67.45100365578303], 'normal': [-0.13959337792976909, 0.23457051784870175, -0.9620240958491366], 'radius': 3.38770436398954}, 'confidence': 0.2870801257840736, 'timestamp': 774.567695, 'diameter_3d': 6.77540872797908, 'ellipse': {'center': [82.58216201587587, 180.23890992955202], 'axes': [57.361870130100804, 62.33515123124609], 'angle': -53.79818073252677}, 'location': [82.58216201587587, 180.23890992955202], 'diameter': 62.33515123124609, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8075730623040298, 'phi': -1.71489443594812, 'norm_pos': [0.2580692562996121, 0.24900454196019994], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.973195,"{'circle_3d': {'center': [-8.363371916125212, 6.695113795648694, 67.46557451169446], 'normal': [-0.13289910401219016, 0.24327401258353828, -0.9608098578565176], 'radius': 3.4080423040432075}, 'confidence': 0.2856334287766936, 'timestamp': 774.576095, 'diameter_3d': 6.816084608086415, 'ellipse': {'center': [83.32866840141692, 181.169431219922], 'axes': [57.59762625709685, 62.70339088157023], 'angle': -55.596630116782045}, 'location': [83.32866840141692, 181.169431219922], 'diameter': 62.70339088157023, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8165361748830229, 'phi': -1.7082440666272227, 'norm_pos': [0.2604020887544279, 0.2451273699169917], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.9820852,"{'circle_3d': {'center': [-8.845673911926383, 6.118577715946742, 67.41094108925006], 'normal': [-0.17309093699562103, 0.19522933927504227, -0.9653626430602172], 'radius': 3.3922649918553236}, 'confidence': 0.21718972185714097, 'timestamp': 774.584495, 'diameter_3d': 6.784529983710647, 'ellipse': {'center': [78.89187043756057, 175.98826846423248], 'axes': [57.70554751555464, 62.426004122316606], 'angle': -44.823824864406355}, 'location': [78.89187043756057, 175.98826846423248], 'diameter': 62.426004122316606, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.7672876104109356, 'phi': -1.7482125708091674, 'norm_pos': [0.2465370951173768, 0.26671554806569797], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.993912,"{'circle_3d': {'center': [-8.216449774360665, 6.6465853884639445, 67.43404636211838], 'normal': [-0.12065559219847793, 0.23922997865147588, -0.9634372036545241], 'radius': 3.3901198917443978}, 'confidence': 0.25977924332214253, 'timestamp': 774.592895, 'diameter_3d': 6.7802397834887955, 'ellipse': {'center': [84.62505070739462, 180.75968933961033], 'axes': [57.62461270757789, 62.40802430797572], 'angle': -56.99328327897118}, 'location': [84.62505070739462, 180.75968933961033], 'diameter': 62.40802430797572, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8123690510863018, 'phi': -1.6953822230435085, 'norm_pos': [0.2644532834606082, 0.24683462775162357], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955278.9984481,"{'circle_3d': {'center': [-8.37862496997499, 6.625019432609415, 67.45017008924006], 'normal': [-0.1341701918330049, 0.23743281566359833, -0.962093559727717], 'radius': 3.382013860382485}, 'confidence': 0.31410823641563546, 'timestamp': 774.601295, 'diameter_3d': 6.76402772076497, 'ellipse': {'center': [83.17076697772919, 180.5522392097621], 'axes': [57.29196968408428, 62.23533326616556], 'angle': -54.85104108934305}, 'location': [83.17076697772919, 180.5522392097621], 'diameter': 62.23533326616556, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.810518563951941, 'phi': -1.7093591675179014, 'norm_pos': [0.2599086468054037, 0.24769900329265793], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955279.00635,"{'circle_3d': {'center': [-8.483440938776404, 6.642090425718936, 67.4695048799409], 'normal': [-0.1429048558997895, 0.23885539842272518, -0.9604823271693141], 'radius': 3.4107737671407}, 'confidence': 0.2538635393580231, 'timestamp': 774.609695, 'diameter_3d': 6.8215475342814, 'ellipse': {'center': [82.2448894592084, 180.68491854559315], 'axes': [57.57252329156132, 62.74269479840493], 'angle': -53.76515213471032}, 'location': [82.2448894592084, 180.68491854559315], 'diameter': 62.74269479840493, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8119832871967223, 'phi': -1.7184972824932652, 'norm_pos': [0.25701527956002623, 0.24714617272669526], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
