eye_packets,769
norm_X,norm_Y,phi,theta,confidence,timestamp
1580956348.616947,"{'circle_3d': {'center': [-2.2760449030287937, 1.6665415900503637, 15.364303702188444], 'normal': [-0.12900567105748986, 0.5957399545376177, -0.7927492941671559], 'radius': 0.6406357447144743}, 'confidence': 0.9930637917063454, 'timestamp': 1844.214413, 'diameter_3d': 1.2812714894289485, 'ellipse': {'center': [68.20507170208398, 186.78448089834666], 'axes': [36.48270483701764, 52.003444434986676], 'angle': -71.85981053397556}, 'location': [68.20507170208398, 186.78448089834666], 'diameter': 52.003444434986676, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9274166042490872, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.2089829451466465, 'phi': -1.7321142456845253, 'norm_pos': [0.21314084906901246, 0.22173132959022224], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.091566,"{'circle_3d': {'center': [-2.3535091240007575, 1.5193704636598317, 15.268251298688408], 'normal': [-0.13546102280515354, 0.5834756940050734, -0.8007536611254922], 'radius': 0.6330469414923275}, 'confidence': 0.9993640147073374, 'timestamp': 1844.69321, 'diameter_3d': 1.266093882984655, 'ellipse': {'center': [64.48742776156526, 181.23708385641265], 'axes': [36.91096807850978, 51.73759892608974], 'angle': -70.5090171311282}, 'location': [64.48742776156526, 181.23708385641265], 'diameter': 51.73759892608974, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9320973534306387, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.19379819400132, 'phi': -1.738376683033919, 'norm_pos': [0.20152321175489143, 0.24484548393161398], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.101247,"{'circle_3d': {'center': [-2.3528922454076495, 1.5163334561299795, 15.265934781870692], 'normal': [-0.13540961625572787, 0.5832226100442524, -0.8009467041936351], 'radius': 0.6265927376698579}, 'confidence': 0.9983421458111575, 'timestamp': 1844.70161, 'diameter_3d': 1.2531854753397158, 'ellipse': {'center': [64.49688552767904, 181.13230135082375], 'axes': [36.55661008989166, 51.21769277015511], 'angle': -70.50088939931439}, 'location': [64.49688552767904, 181.13230135082375], 'diameter': 51.21769277015511, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9318364317948413, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.193486599241652, 'phi': -1.7382746466337418, 'norm_pos': [0.201552767273997, 0.24528207770490107], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.104827,"{'circle_3d': {'center': [-2.3564983652098013, 1.5209232231992935, 15.26988914030325], 'normal': [-0.13571012623924053, 0.5836050906333619, -0.8006171743242553], 'radius': 0.6265437078457412}, 'confidence': 0.9983327374680909, 'timestamp': 1844.71001, 'diameter_3d': 1.2530874156914824, 'ellipse': {'center': [64.37522200969153, 181.30305337800303], 'axes': [36.513675923005, 51.200740187044055], 'angle': -70.4890361728578}, 'location': [64.37522200969153, 181.30305337800303], 'diameter': 51.200740187044055, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.931573419197762, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.193957532949317, 'phi': -1.7387071842371966, 'norm_pos': [0.20117256878028603, 0.24457061092498733], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.116587,"{'circle_3d': {'center': [-2.3498776023406203, 1.5258574535566582, 15.272367521065409], 'normal': [-0.1351583960001421, 0.5840162764964756, -0.8004106425940755], 'radius': 0.6179101499983121}, 'confidence': 0.9980101877277363, 'timestamp': 1844.71841, 'diameter_3d': 1.2358202999966241, 'ellipse': {'center': [64.65762470195284, 181.5057603965176], 'axes': [35.99138789570577, 50.48487279974485], 'angle': -70.57216656347929}, 'location': [64.65762470195284, 181.5057603965176], 'diameter': 50.48487279974485, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9313345305418386, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.194463988212512, 'phi': -1.7380795776665496, 'norm_pos': [0.20205507719360263, 0.24372599834784336], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.1247702,"{'circle_3d': {'center': [-2.35538421574267, 1.5227832727306412, 15.271056471829233], 'normal': [-0.1356172804503129, 0.5837600947609741, -0.8005198966970901], 'radius': 0.6228298984109876}, 'confidence': 0.9982678720887624, 'timestamp': 1844.72681, 'diameter_3d': 1.2456597968219751, 'ellipse': {'center': [64.42702015670164, 181.37923708116153], 'axes': [36.28676814754094, 50.89279317556453], 'angle': -70.50779921382951}, 'location': [64.42702015670164, 181.37923708116153], 'diameter': 50.89279317556453, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9310737585076057, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.1941484289843975, 'phi': -1.73861446314098, 'norm_pos': [0.20133443798969264, 0.24425317882849362], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.1332648,"{'circle_3d': {'center': [-2.350007600803907, 1.5298336234470682, 15.275291937591884], 'normal': [-0.135169229205416, 0.5843476239873431, -0.8001669412168692], 'radius': 0.618349890939671}, 'confidence': 0.9982550969514029, 'timestamp': 1844.73521, 'diameter_3d': 1.236699781879342, 'ellipse': {'center': [64.67058953989871, 181.65483429522664], 'axes': [35.98958254109609, 50.51083863033074], 'angle': -70.5891028794082}, 'location': [64.67058953989871, 181.65483429522664], 'diameter': 50.51083863033074, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9308109756582472, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.1948722413161006, 'phi': -1.7381427434735885, 'norm_pos': [0.2020955923121835, 0.24310485710322238], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.147787,"{'circle_3d': {'center': [-2.357701878592226, 1.5401289221685657, 15.284122839090385], 'normal': [-0.13581041902110927, 0.5852055655474678, -0.7994310327586608], 'radius': 0.6280107032586313}, 'confidence': 0.9983962492853328, 'timestamp': 1844.74361, 'diameter_3d': 1.2560214065172626, 'ellipse': {'center': [64.41529629899475, 182.02337313433048], 'axes': [36.46327082260784, 51.27148509075104], 'angle': -70.56573258695448}, 'location': [64.41529629899475, 182.02337313433048], 'diameter': 51.27148509075104, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9306339195428781, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.1959298690262226, 'phi': -1.739073591024942, 'norm_pos': [0.2012978009343586, 0.24156927860695632], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.1500428,"{'circle_3d': {'center': [-2.357973841399028, 1.5454151654655144, 15.288040977543627], 'normal': [-0.13583308258834273, 0.5856460858222136, -0.7991045212208906], 'radius': 0.6178072850291456}, 'confidence': 0.9986043701401928, 'timestamp': 1844.75201, 'diameter_3d': 1.2356145700582912, 'ellipse': {'center': [64.42686395346549, 182.23654802766248], 'axes': [35.8334123759198, 50.42463905955323], 'angle': -70.58753742396365}, 'location': [64.42686395346549, 182.23654802766248], 'diameter': 50.42463905955323, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9305661992036973, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.196473234236589, 'phi': -1.7391686220012197, 'norm_pos': [0.20133394985457964, 0.2406810498847397], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.159213,"{'circle_3d': {'center': [-2.3595150206433733, 1.545666926357316, 15.288487597252571], 'normal': [-0.13596151419203817, 0.5856670658965304, -0.7990673029118119], 'radius': 0.6206629515397906}, 'confidence': 0.9979865673457683, 'timestamp': 1844.76041, 'diameter_3d': 1.2413259030795811, 'ellipse': {'center': [64.3677049983972, 182.24091634985655], 'axes': [35.99397790241947, 50.656656808107456], 'angle': -70.57462337631547}, 'location': [64.3677049983972, 182.24091634985655], 'diameter': 50.656656808107456, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9302475918534947, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.196499117690615, 'phi': -1.7393325256670336, 'norm_pos': [0.20114907811999125, 0.24066284854226438], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.1651342,"{'circle_3d': {'center': [-2.361058773671945, 1.547317501845746, 15.289960416747398], 'normal': [-0.13609016027775253, 0.5858046138538996, -0.7989445679539096], 'radius': 0.6181219300399885}, 'confidence': 0.9985161141560447, 'timestamp': 1844.76881, 'diameter_3d': 1.236243860079977, 'ellipse': {'center': [64.31389657433219, 182.30551684747758], 'axes': [35.83163261293215, 50.44444176810156], 'angle': -70.56817561439709}, 'location': [64.31389657433219, 182.30551684747758], 'diameter': 50.44444176810156, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9300693654741399, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.1966688248033, 'phi': -1.7395144127939872, 'norm_pos': [0.2009809267947881, 0.24039367980217674], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.172715,"{'circle_3d': {'center': [-2.361055338417439, 1.5554425174816835, 15.295922577498029], 'normal': [-0.13608987400654365, 0.5864816984902277, -0.7984477212246903], 'radius': 0.618558896309076}, 'confidence': 0.9991901723315375, 'timestamp': 1844.777209, 'diameter_3d': 1.237117792618152, 'ellipse': {'center': [64.35121709208951, 182.6101283612167], 'axes': [35.80137781866562, 50.45976130829568], 'angle': -70.60504057555899}, 'location': [64.35121709208951, 182.6101283612167], 'diameter': 50.45976130829568, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.930124118382536, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.1975045177376926, 'phi': -1.7396170690160795, 'norm_pos': [0.20109755341277974, 0.23912446516159702], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.183667,"{'circle_3d': {'center': [-2.356578740266314, 1.5526335457742242, 15.293098179642575], 'normal': [-0.1357168241606166, 0.5862476175146061, -0.7986830877126448], 'radius': 0.6193507508178212}, 'confidence': 0.9993133324933987, 'timestamp': 1844.785609, 'diameter_3d': 1.2387015016356424, 'ellipse': {'center': [64.51507154917108, 182.50655955603264], 'axes': [35.87675374041312, 50.53309421435926], 'angle': -70.632884383545}, 'location': [64.51507154917108, 182.50655955603264], 'diameter': 50.53309421435926, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9302775616604753, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.197215545719938, 'phi': -1.739114320397093, 'norm_pos': [0.20160959859115962, 0.23955600184986403], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.189462,"{'circle_3d': {'center': [-2.357563454285552, 1.5517468687086184, 15.292614774940084], 'normal': [-0.13579888366221973, 0.5861737277591389, -0.7987233714378525], 'radius': 0.6148686933744291}, 'confidence': 0.9992952927660782, 'timestamp': 1844.794009, 'diameter_3d': 1.2297373867488581, 'ellipse': {'center': [64.4714159583271, 182.47891767817447], 'axes': [35.62062560127489, 50.16903130231354], 'angle': -70.62004557856852}, 'location': [64.4714159583271, 182.47891767817447], 'diameter': 50.16903130231354, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9304186152118699, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.19712434166377, 'phi': -1.7392058442977716, 'norm_pos': [0.20147317486977218, 0.2396711763409397], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.20314,"{'circle_3d': {'center': [-2.3564066878067393, 1.549230773069568, 15.290572186179887], 'normal': [-0.13570248645565203, 0.5859640531225514, -0.798893587167869], 'radius': 0.6147967399334123}, 'confidence': 0.9988818208556606, 'timestamp': 1844.802409, 'diameter_3d': 1.2295934798668247, 'ellipse': {'center': [64.50556183385483, 182.38527075155648], 'axes': [35.63619549933767, 50.16984503313254], 'angle': -70.61914283652247}, 'location': [64.50556183385483, 182.38527075155648], 'diameter': 50.16984503313254, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9303015066756792, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.19686556754111, 'phi': -1.7390533595062585, 'norm_pos': [0.20157988073079633, 0.24006137186851473], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.208972,"{'circle_3d': {'center': [-2.3594589297371984, 1.551617326624135, 15.29284216510425], 'normal': [-0.13595683994985697, 0.586162932585432, -0.7987044222575053], 'radius': 0.6181263865819715}, 'confidence': 0.9991532623016485, 'timestamp': 1844.810809, 'diameter_3d': 1.236252773163943, 'ellipse': {'center': [64.39662673793745, 182.46816293310454], 'axes': [35.80613393746987, 50.43462631880456], 'angle': -70.6021917283531}, 'location': [64.39662673793745, 182.46816293310454], 'diameter': 50.43462631880456, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9303073737711776, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.1971110174026185, 'phi': -1.7394019676145986, 'norm_pos': [0.20123945855605455, 0.23971598777873104], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.217663,"{'circle_3d': {'center': [-2.3593651928933674, 1.5570892385769008, 15.296844400545684], 'normal': [-0.13594902854620436, 0.5866189252481625, -0.7983709026373857], 'radius': 0.6195496515029735}, 'confidence': 0.9988887610997966, 'timestamp': 1844.819209, 'diameter_3d': 1.239099303005947, 'ellipse': {'center': [64.42555296140566, 182.67170594186902], 'axes': [35.85135647977198, 50.53711966839468], 'angle': -70.62778005976278}, 'location': [64.42555296140566, 182.67170594186902], 'diameter': 50.53711966839468, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9303238703873506, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.1976739517305965, 'phi': -1.7394615660827772, 'norm_pos': [0.20132985300439268, 0.23886789190887903], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.227728,"{'circle_3d': {'center': [-2.3572651061773593, 1.5540418469435027, 15.294248726141777], 'normal': [-0.13577402131987037, 0.5863649759453793, -0.7985872088377113], 'radius': 0.6179376882439661}, 'confidence': 0.998352989826638, 'timestamp': 1844.827609, 'diameter_3d': 1.2358753764879322, 'ellipse': {'center': [64.49417957769477, 182.56099073861276], 'axes': [35.78360620915105, 50.41395403178721], 'angle': -70.63306719817649}, 'location': [64.49417957769477, 182.56099073861276], 'diameter': 50.41395403178721, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9302161912001283, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.1973604166723932, 'phi': -1.7392037607546753, 'norm_pos': [0.20154431118029614, 0.23932920525578016], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.234157,"{'circle_3d': {'center': [-2.3515949557688773, 1.5620489084243552, 15.299170194246514], 'normal': [-0.1353015087858302, 0.5870322310687837, -0.7981770864956499], 'radius': 0.6132094995327864}, 'confidence': 0.9989729537113714, 'timestamp': 1844.836009, 'diameter_3d': 1.2264189990655727, 'ellipse': {'center': [64.75347637698023, 182.87210611943547], 'axes': [35.46789227682933, 50.01012981024761], 'angle': -70.72073057990006}, 'location': [64.75347637698023, 182.87210611943547], 'diameter': 50.01012981024761, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9304250797633973, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.1981843864692627, 'phi': -1.7387132665314449, 'norm_pos': [0.20235461367806323, 0.23803289116901882], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.245323,"{'circle_3d': {'center': [-2.3573538856452614, 1.557687938804965, 15.296942046272104], 'normal': [-0.1357814196088622, 0.5866688169338344, -0.7983627654935175], 'radius': 0.6205511356859772}, 'confidence': 0.9992859183945657, 'timestamp': 1844.844409, 'diameter_3d': 1.2411022713719544, 'ellipse': {'center': [64.50776553329023, 182.6941330123234], 'axes': [35.90986492672755, 50.61809633784084], 'angle': -70.64868663044123}, 'location': [64.50776553329023, 182.6941330123234], 'diameter': 50.61809633784084, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.930422566000233, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.1977355581910922, 'phi': -1.7392592209250852, 'norm_pos': [0.20158676729153197, 0.23877444578198592], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.253221,"{'circle_3d': {'center': [-2.3596902958162316, 1.5618348777185647, 15.30038854939597], 'normal': [-0.13597612045644306, 0.5870143951766345, -0.798075556899862], 'radius': 0.6217655726764081}, 'confidence': 0.9994776241120477, 'timestamp': 1844.852809, 'diameter_3d': 1.2435311453528162, 'ellipse': {'center': [64.43480109216799, 182.84645557171524], 'axes': [35.94630460309311, 50.70589965906252], 'angle': -70.64622674543706}, 'location': [64.43480109216799, 182.84645557171524], 'diameter': 50.70589965906252, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9306546900183288, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.198162355154443, 'phi': -1.7395557958150494, 'norm_pos': [0.20135875341302495, 0.23813976845118645], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.258603,"{'circle_3d': {'center': [-2.352400508471086, 1.5612706993764274, 15.29873447500427], 'normal': [-0.1353686381776809, 0.5869673803147897, -0.7982133964325037], 'radius': 0.6186945719117466}, 'confidence': 0.9993076826029291, 'timestamp': 1844.861209, 'diameter_3d': 1.2373891438234932, 'ellipse': {'center': [64.71910221432405, 182.83462114734468], 'axes': [35.78902327830312, 50.459392142022395], 'angle': -70.70979242133599}, 'location': [64.71910221432405, 182.83462114734468], 'diameter': 50.459392142022395, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9308078774168949, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.198104282974242, 'phi': -1.7387875204749288, 'norm_pos': [0.20224719441976266, 0.23818907855273053], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.265719,"{'circle_3d': {'center': [-2.3483519907012536, 1.5608420501425142, 15.297733598389463], 'normal': [-0.13503126169686153, 0.5869316595452969, -0.7982968028170708], 'radius': 0.612878447002634}, 'confidence': 0.9990277132431721, 'timestamp': 1844.869609, 'diameter_3d': 1.225756894005268, 'ellipse': {'center': [64.87581618577983, 182.8294875314886], 'axes': [35.46421518567129, 49.987286290732264], 'angle': -70.74471468248699}, 'location': [64.87581618577983, 182.8294875314886], 'diameter': 49.987286290732264, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9308634968706264, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.1980601627527356, 'phi': -1.7383594606533788, 'norm_pos': [0.20273692558056194, 0.23821046861879747], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.276277,"{'circle_3d': {'center': [-2.346554767279428, 1.5636458520852745, 15.299491778698199], 'normal': [-0.13488149307837605, 0.5871653097071936, -0.7981502877913429], 'radius': 0.6219392581418904}, 'confidence': 0.9997502900235213, 'timestamp': 1844.878009, 'diameter_3d': 1.2438785162837809, 'ellipse': {'center': [64.96098961483403, 182.92311994810748], 'axes': [35.973902836397485, 50.72033661915358], 'angle': -70.77341206374221}, 'location': [64.96098961483403, 182.92311994810748], 'diameter': 50.72033661915358, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9311012640612959, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.1983487794553978, 'phi': -1.7382072182795747, 'norm_pos': [0.20300309254635635, 0.23782033354955212], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.28641,"{'circle_3d': {'center': [-2.344816099130222, 1.5523083902900972, 15.290868217141846], 'normal': [-0.13473660406594223, 0.5862205212242622, -0.7988689179210391], 'radius': 0.6260471586654739}, 'confidence': 0.9988912628341268, 'timestamp': 1844.886409, 'diameter_3d': 1.2520943173309478, 'ellipse': {'center': [64.97879987145512, 182.4927496591798], 'axes': [36.294432730671524, 51.08495947147817], 'angle': -70.7380585487879}, 'location': [64.97879987145512, 182.4927496591798], 'diameter': 51.08495947147817, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9311100967985819, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.197182099361747, 'phi': -1.7378830706064088, 'norm_pos': [0.20305874959829726, 0.23961354308675087], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.2934778,"{'circle_3d': {'center': [-2.3279155176276456, 1.5432526847659673, 15.28139643654367], 'normal': [-0.13332822227406088, 0.5854658790972513, -0.799658232970887], 'radius': 0.6221085812939706}, 'confidence': 0.9991917803713543, 'timestamp': 1844.894809, 'diameter_3d': 1.2442171625879412, 'ellipse': {'center': [65.60447445426037, 182.16925288628744], 'axes': [36.16658463974831, 50.79229686195255], 'angle': -70.85130332537874}, 'location': [65.60447445426037, 182.16925288628744], 'diameter': 50.79229686195255, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.931276417177318, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.1962509302410664, 'phi': -1.736008091445131, 'norm_pos': [0.20501398266956367, 0.24096144630713567], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956349.304916,"{'circle_3d': {'center': [-2.3105017851275664, 1.5160964201981697, 15.258691778734013], 'normal': [-0.13187707789905428, 0.5832028570499349, -0.8015502877883584], 'radius': 0.6170426359071509}, 'confidence': 0.9995785901027154, 'timestamp': 1844.903209, 'diameter_3d': 1.2340852718143018, 'ellipse': {'center': [66.17067018778661, 181.16471151264707], 'axes': [36.095966509588024, 50.452261754615904], 'angle': -70.88841287681221}, 'location': [66.17067018778661, 181.16471151264707], 'diameter': 50.452261754615904, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9316613578588373, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.1934622824608083, 'phi': -1.7338629493122888, 'norm_pos': [0.20678334433683315, 0.24514703536397053], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
