eye_packets,769
norm_X,norm_Y,phi,theta,confidence,timestamp
1580956348.616947,"{'circle_3d': {'center': [-2.2760449030287937, 1.6665415900503637, 15.364303702188444], 'normal': [-0.12900567105748986, 0.5957399545376177, -0.7927492941671559], 'radius': 0.6406357447144743}, 'confidence': 0.9930637917063454, 'timestamp': 1844.214413, 'diameter_3d': 1.2812714894289485, 'ellipse': {'center': [68.20507170208398, 186.78448089834666], 'axes': [36.48270483701764, 52.003444434986676], 'angle': -71.85981053397556}, 'location': [68.20507170208398, 186.78448089834666], 'diameter': 52.003444434986676, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9274166042490872, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.2089829451466465, 'phi': -1.7321142456845253, 'norm_pos': [0.21314084906901246, 0.22173132959022224], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956348.7055318,"{'circle_3d': {'center': [-2.2767824048680367, 1.6624636157970185, 15.36136053491842], 'normal': [-0.12906712954409347, 0.5954001233498389, -0.7929945581063245], 'radius': 0.6460263201572483}, 'confidence': 0.9997633621954788, 'timestamp': 1844.306812, 'diameter_3d': 1.2920526403144965, 'ellipse': {'center': [68.15870972495102, 186.62470340357748], 'axes': [36.81800130469174, 52.451826246257326], 'angle': -71.83578001604441}, 'location': [68.15870972495102, 186.62470340357748], 'diameter': 52.451826246257326, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9314747679277535, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.2085599029925334, 'phi': -1.732140715282543, 'norm_pos': [0.21299596789047195, 0.2223970691517605], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956348.7155552,"{'circle_3d': {'center': [-2.27271764471858, 1.664769735216848, 15.362431657887882], 'normal': [-0.12872839953163873, 0.5955922999681581, -0.7929052978588693], 'radius': 0.6414906797977225}, 'confidence': 0.9721680394214305, 'timestamp': 1844.315212, 'diameter_3d': 1.282981359595445, 'ellipse': {'center': [68.32821353735626, 186.71976418693913], 'axes': [36.55167561406876, 52.07873161124879], 'angle': -71.88238548639909}, 'location': [68.32821353735626, 186.71976418693913], 'diameter': 52.07873161124879, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9316210719408913, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.2087991196205863, 'phi': -1.7317423626695045, 'norm_pos': [0.21352566730423833, 0.22200098255442025], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956348.732218,"{'circle_3d': {'center': [-2.2694636904882213, 1.6654603901032754, 15.362422745683975], 'normal': [-0.12845723667910885, 0.595649854542027, -0.7929060405425281], 'radius': 0.635817319304119}, 'confidence': 0.9986092480189951, 'timestamp': 1844.323612, 'diameter_3d': 1.271634638608238, 'ellipse': {'center': [68.4584409588063, 186.75587984277934], 'axes': [36.23028486845572, 51.617200663759654], 'angle': -71.91486267933281}, 'location': [68.4584409588063, 186.75587984277934], 'diameter': 51.617200663759654, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9318664814258582, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.208870770364744, 'phi': -1.7314089928214127, 'norm_pos': [0.21393262799626972, 0.22185050065508605], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956348.7324119,"{'circle_3d': {'center': [-2.2736773177265572, 1.6658356341197322, 15.363388269218333], 'normal': [-0.12880837228230352, 0.5956811248767317, -0.7928255802479983], 'radius': 0.6452746717290948}, 'confidence': 0.9301953761637762, 'timestamp': 1844.332012, 'diameter_3d': 1.2905493434581896, 'ellipse': {'center': [68.29580985220439, 186.75313669423178], 'axes': [36.75767657890642, 52.382976869944905], 'angle': -71.87812028501985}, 'location': [68.29580985220439, 186.75313669423178], 'diameter': 52.382976869944905, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9321162659050697, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.2089097009738285, 'phi': -1.7318565455714143, 'norm_pos': [0.2134244057881387, 0.2218619304407009], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956348.739923,"{'circle_3d': {'center': [-2.272552405128745, 1.6684171620359507, 15.365145690296245], 'normal': [-0.12871462956581914, 0.5958962522030833, -0.7926791284915058], 'radius': 0.645327615783653}, 'confidence': 0.9381487191268676, 'timestamp': 1844.340412, 'diameter_3d': 1.290655231567306, 'ellipse': {'center': [68.35158980999866, 186.84964508853653], 'axes': [36.74451516013671, 52.38086632002076], 'angle': -71.89917790887947}, 'location': [68.35158980999866, 186.84964508853653], 'diameter': 52.38086632002076, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9322588698394751, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.209177558381061, 'phi': -1.73177056986269, 'norm_pos': [0.21359871815624581, 0.22145981213109778], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956348.748598,"{'circle_3d': {'center': [-2.2707101235576093, 1.6629226610706018, 15.360718848281845], 'normal': [-0.12856110610155785, 0.5954383771226376, -0.7930480319927057], 'radius': 0.6414500510827478}, 'confidence': 0.9901650083166396, 'timestamp': 1844.348812, 'diameter_3d': 1.2829001021654955, 'ellipse': {'center': [68.39897819142273, 186.65262831646606], 'axes': [36.567156343765134, 52.08099431765597], 'angle': -71.8927487245368}, 'location': [68.39897819142273, 186.65262831646606], 'diameter': 52.08099431765597, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9325202256955212, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.2086075169470587, 'phi': -1.7315083515110778, 'norm_pos': [0.21374680684819602, 0.22228071534805804], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956348.754456,"{'circle_3d': {'center': [-2.2748755168816652, 1.6618187771335524, 15.360566256508113], 'normal': [-0.12890822221189582, 0.5953463867945501, -0.7930607479738501], 'radius': 0.6465624433790053}, 'confidence': 0.9907445967634398, 'timestamp': 1844.357212, 'diameter_3d': 1.2931248867580105, 'ellipse': {'center': [68.23095308132173, 186.60128489445628], 'axes': [36.857587971104444, 52.497778372316766], 'angle': -71.85028229761845}, 'location': [68.23095308132173, 186.60128489445628], 'diameter': 52.497778372316766, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9327775526537962, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.208493020665194, 'phi': -1.7319322734689282, 'norm_pos': [0.2132217283791304, 0.22249464627309878], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956348.76064,"{'circle_3d': {'center': [-2.269251470314382, 1.6666221429110015, 15.363261210830277], 'normal': [-0.12843955166462223, 0.5957466672760042, -0.7928361684470031], 'radius': 0.6421342123231143}, 'confidence': 0.9664791914901306, 'timestamp': 1844.365612, 'diameter_3d': 1.2842684246462286, 'ellipse': {'center': [68.47296270295477, 186.7899749706818], 'axes': [36.58278968497436, 52.12738368001793], 'angle': -71.92153366556678}, 'location': [68.47296270295477, 186.7899749706818], 'diameter': 52.12738368001793, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9328527609147375, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.2089913029009183, 'phi': -1.7314011697899494, 'norm_pos': [0.21397800844673368, 0.22170843762215908], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956348.770344,"{'circle_3d': {'center': [-2.270671318203349, 1.66676812358196, 15.363601031127835], 'normal': [-0.12855787232203617, 0.5957588323319174, -0.7928078500888732], 'radius': 0.6404986852615739}, 'confidence': 0.8826063604778488, 'timestamp': 1844.374012, 'diameter_3d': 1.2809973705231479, 'ellipse': {'center': [68.41748309622852, 186.79679865864867], 'axes': [36.48527417360859, 51.993638223602076], 'angle': -71.90934468808321}, 'location': [68.41748309622852, 186.79679865864867], 'diameter': 51.993638223602076, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9332039040549689, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.209006449243358, 'phi': -1.7315522305832336, 'norm_pos': [0.21380463467571414, 0.22168000558896384], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956348.7822258,"{'circle_3d': {'center': [-2.26938392913718, 1.6641972521988482, 15.361461057271177], 'normal': [-0.1284505898998554, 0.5955445930499914, -0.7929861812435948], 'radius': 0.64306196825832}, 'confidence': 0.8969565941599494, 'timestamp': 1844.382412, 'diameter_3d': 1.28612393651664, 'ellipse': {'center': [68.45710234629959, 186.69851187765474], 'axes': [36.652932536555596, 52.20907884631095], 'angle': -71.91009075033693}, 'location': [68.45710234629959, 186.69851187765474], 'diameter': 52.20907884631095, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9333558009002041, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.208739731288672, 'phi': -1.731384871026543, 'norm_pos': [0.21392844483218623, 0.22208953384310526], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956348.792487,"{'circle_3d': {'center': [-2.2716324572154134, 1.6655975040205098, 15.362877365807169], 'normal': [-0.1286379672397082, 0.5956612807017966, -0.7928681555322621], 'radius': 0.6501240353907145}, 'confidence': 0.9693071982064037, 'timestamp': 1844.390812, 'diameter_3d': 1.300248070781429, 'ellipse': {'center': [68.37598548730458, 186.73856875267924], 'axes': [37.04065840957106, 52.77828619654908], 'angle': -71.89549172861088}, 'location': [68.37598548730458, 186.73856875267924], 'diameter': 52.77828619654908, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9335455015117122, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.208884995453432, 'phi': -1.7316386429051378, 'norm_pos': [0.2136749546478268, 0.22192263019716985], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956348.798882,"{'circle_3d': {'center': [-2.2670762602420993, 1.665927580684607, 15.362387238260265], 'normal': [-0.1282582841585987, 0.5956887870904714, -0.792908999494504], 'radius': 0.6506572481484605}, 'confidence': 0.9827821859622182, 'timestamp': 1844.399212, 'diameter_3d': 1.301314496296921, 'ellipse': {'center': [68.55683232102274, 186.75316696328017], 'axes': [37.07899311291962, 52.822372072450314], 'angle': -71.93809030857265}, 'location': [68.55683232102274, 186.75316696328017], 'diameter': 52.822372072450314, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9337466361692415, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.208919240366734, 'phi': -1.7311638965206988, 'norm_pos': [0.21424010100319607, 0.22186180431966596], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956348.805681,"{'circle_3d': {'center': [-2.268000930026801, 1.6655650178962542, 15.36226447978855], 'normal': [-0.1283353399739905, 0.5956585735247752, -0.792919229367147], 'radius': 0.6442315222733718}, 'confidence': 0.9090836272499205, 'timestamp': 1844.407612, 'diameter_3d': 1.2884630445467435, 'ellipse': {'center': [68.51780282064398, 186.74852942651466], 'axes': [36.712885392395386, 52.30098680060808], 'angle': -71.92834487059321}, 'location': [68.51780282064398, 186.74852942651466], 'diameter': 52.30098680060808, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9341614222925454, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.2088816251182544, 'phi': -1.7312565634426995, 'norm_pos': [0.21411813381451245, 0.22188112738952226], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956348.8154712,"{'circle_3d': {'center': [-2.2666637935747236, 1.6632987455372632, 15.360346144938202], 'normal': [-0.12822391193631735, 0.5954697174948593, -0.7930790906046761], 'radius': 0.6475631574661773}, 'confidence': 0.948619520486016, 'timestamp': 1844.416012, 'diameter_3d': 1.2951263149323546, 'ellipse': {'center': [68.56088199576517, 186.66041405211328], 'axes': [36.922491569219304, 52.57812524418159], 'angle': -71.93081940062767}, 'location': [68.56088199576517, 186.66041405211328], 'diameter': 52.57812524418159, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.934427727570275, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.2086465271374505, 'phi': -1.731087853201319, 'norm_pos': [0.21425275623676615, 0.22224827478286135], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956348.8266299,"{'circle_3d': {'center': [-2.263373296300129, 1.6603952785183678, 15.35763552174404], 'normal': [-0.12794970383010115, 0.5952277619099514, -0.7933049758708561], 'radius': 0.6507939046453035}, 'confidence': 0.9956927972182925, 'timestamp': 1844.424412, 'diameter_3d': 1.301587809290607, 'ellipse': {'center': [68.67803694425487, 186.55006035292433], 'axes': [37.13561067037039, 52.84953080519164], 'angle': -71.94831315049503}, 'location': [68.67803694425487, 186.55006035292433], 'diameter': 52.84953080519164, 'sphere': {'center': [-0.727976850338915, -5.482337864401049, 24.877295232194314], 'radius': 12.0}, 'projected_sphere': {'center': [141.85712542310347, -16.63259788507304], 'axes': [598.1357644034963, 598.1357644034963], 'angle': 90.0}, 'model_confidence': 0.9347893166509302, 'model_id': 1, 'model_birth_timestamp': 1711.194715, 'theta': 2.208345387869739, 'phi': -1.7307061184714412, 'norm_pos': [0.21461886545079648, 0.22270808186281532], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
