#NEXT_T2_EW_PW_B1_C2_S206_0218111725
Timestamp,HeadPositionX,HeadPositionY,HeadPositionZ,HeadRotationX,HeadRotationY,HeadRotationZ,HeadForwardX,HeadForwardY,HeadForwardZ,TargetPositionX,TargetPositionY,TargetPositionZ,TargetEntered,TargetAngularDistance
259.8311,0.02250523,0.06102198,0.07627808,0.161198,0.4914045,-1.593628,0.008576487,-0.002813432,0.9999593,0.975,-4.26186E-08,10,DwellButton,4.994654,
259.8478,0.02297034,0.06095806,0.07664093,0.1700417,0.4806714,-1.587006,0.008389164,-0.002967783,0.9999604,0.975,-4.26186E-08,10,MixedRealityCamera,5.00261,
259.8629,0.02339095,0.06096439,0.07699819,0.1573907,0.4696505,-1.584137,0.008196824,-0.002746982,0.9999626,0.975,-4.26186E-08,10,MixedRealityCamera,5.011922,
259.8804,0.02392669,0.060999,0.07744755,0.1270029,0.4656759,-1.554474,0.008127468,-0.002216618,0.9999645,0.975,-4.26186E-08,10,MixedRealityCamera,5.014346,
259.8976,0.02441228,0.06104159,0.07783423,0.1015947,0.4575783,-1.537292,0.007986152,-0.001773162,0.9999666,0.975,-4.26186E-08,10,MixedRealityCamera,5.021022,
259.9139,0.02492688,0.06100922,0.07823528,0.1245784,0.4475816,-1.555847,0.007811674,-0.002174301,0.9999671,0.975,-4.26186E-08,10,MixedRealityCamera,5.027223,
259.9305,0.02541161,0.06091033,0.07858605,0.1903689,0.4317341,-1.570068,0.007535068,-0.003322558,0.9999661,0.975,-4.26186E-08,10,MixedRealityCamera,5.037929,
259.9478,0.02594627,0.06070773,0.07894569,0.2842063,0.4154055,-1.585663,0.007250041,-0.004960315,0.9999614,0.975,-4.26186E-08,10,MixedRealityCamera,5.049233,
259.9632,0.02648106,0.06059277,0.07923581,0.3397746,0.3692411,-1.546631,0.006444314,-0.00593015,0.9999617,0.975,-4.26186E-08,10,MixedRealityCamera,5.092045,
259.9803,0.02692359,0.06048958,0.07960071,0.3686006,0.2886383,-1.462006,0.005037563,-0.006433249,0.9999666,0.975,-4.26186E-08,10,MixedRealityCamera,5.170362,
259.9973,0.02720821,0.06067834,0.08000121,0.3103129,0.1834639,-1.363708,0.003201998,-0.005415955,0.9999802,0.975,-4.26186E-08,10,MixedRealityCamera,5.274255,
260.0137,0.02749982,0.06097268,0.08044048,0.1604064,0.0933025,-1.294586,0.001628429,-0.002799616,0.9999948,0.975,-4.26186E-08,10,MixedRealityCamera,5.36626,
260.0307,0.02773849,0.06116366,0.08083828,0.05581584,-0.003862639,-1.256134,-6.741573E-05,-0.00097417,0.9999995,0.975,-4.26186E-08,10,MixedRealityCamera,5.466908,
