quatI,quatJ,quatK,quatReal,quatRadianAccuracy,IMUtimestamp
0.03986,0.07281,0.17267,0.98145,0.02417,1580889772.5738702
0.04016,0.07355,0.17163,0.98157,0.02423,1580889772.608948
0.04041,0.07416,0.17072,0.98169,0.02423,1580889772.661483
0.04065,0.07483,0.16968,0.98181,0.02423,1580889772.6776252
0.04095,0.07556,0.16864,0.98193,0.02429,1580889772.702601
0.04120,0.07617,0.16760,0.98206,0.02429,1580889772.718246
0.04138,0.07678,0.16663,0.98218,0.02429,1580889772.720669
0.04156,0.07733,0.16571,0.98224,0.02435,1580889772.7233431
0.04181,0.07788,0.16473,0.98236,0.02435,1580889772.724828
0.04193,0.07837,0.16388,0.98248,0.02435,1580889772.726198
0.04211,0.07892,0.16290,0.98260,0.02435,1580889772.728394
0.04230,0.07928,0.16211,0.98267,0.02441,1580889772.730415
0.04254,0.07977,0.16125,0.98279,0.02441,1580889772.734957
0.04279,0.08026,0.16040,0.98285,0.02435,1580889772.790391
0.04303,0.08063,0.15973,0.98291,0.02435,1580889772.843843
0.04333,0.08099,0.15900,0.98297,0.02435,1580889772.8889
0.04358,0.08136,0.15833,0.98309,0.02435,1580889772.997366
0.04388,0.08173,0.15759,0.98315,0.02435,1580889773.1249752
0.04419,0.08203,0.15692,0.98322,0.02435,1580889773.204245
0.04443,0.08234,0.15637,0.98328,0.02429,1580889773.263537
0.04468,0.08258,0.15564,0.98334,0.02435,1580889773.2930439
0.04498,0.08289,0.15497,0.98340,0.02435,1580889773.295397
0.04529,0.08313,0.15430,0.98346,0.02435,1580889773.342703
0.04559,0.08337,0.15375,0.98352,0.02441,1580889773.3764548
0.04602,0.08368,0.15308,0.98358,0.02441,1580889773.426208
0.04639,0.08398,0.15253,0.98364,0.02441,1580889773.4302888
0.04687,0.08429,0.15204,0.98364,0.02448,1580889773.4318879
0.04730,0.08453,0.15155,0.98370,0.02448,1580889773.44161
0.04779,0.08484,0.15112,0.98370,0.02448,1580889773.543106
0.04828,0.08521,0.15070,0.98370,0.02448,1580889773.555373
0.04883,0.08551,0.15033,0.98370,0.02448,1580889773.590044
0.04938,0.08582,0.15002,0.98370,0.02448,1580889773.5917811
0.05005,0.08624,0.14966,0.98370,0.02448,1580889773.5936818
0.05066,0.08655,0.14941,0.98370,0.02448,1580889773.5958211
0.05127,0.08691,0.14917,0.98364,0.02448,1580889773.597453
0.05200,0.08728,0.14893,0.98364,0.02441,1580889773.5995278
0.05273,0.08765,0.14868,0.98358,0.02441,1580889773.635199
0.05347,0.08795,0.14844,0.98352,0.02441,1580889773.727303
0.05420,0.08832,0.14819,0.98352,0.02441,1580889773.840241
0.05487,0.08856,0.14807,0.98346,0.02441,1580889773.937139
0.05548,0.08887,0.14777,0.98346,0.02441,1580889773.9871511
0.05603,0.08905,0.14758,0.98346,0.02441,1580889774.0817122
0.05646,0.08936,0.14734,0.98340,0.02448,1580889774.1459699
0.05676,0.08960,0.14716,0.98340,0.02448,1580889774.174056
0.05695,0.08997,0.14691,0.98340,0.02448,1580889774.2034812
0.05707,0.09033,0.14673,0.98340,0.02448,1580889774.206262
0.05707,0.09076,0.14648,0.98340,0.02441,1580889774.2082748
0.05713,0.09119,0.14624,0.98340,0.02441,1580889774.209538
0.05731,0.09167,0.14594,0.98340,0.02441,1580889774.2112691
0.05756,0.09204,0.14563,0.98334,0.02441,1580889774.2129989
0.05786,0.09247,0.14520,0.98340,0.02435,1580889774.214407
0.05817,0.09277,0.14484,0.98340,0.02435,1580889774.215492
0.05853,0.09302,0.14435,0.98340,0.02435,1580889774.2189598
0.05890,0.09326,0.14380,0.98346,0.02435,1580889774.3012102
0.05927,0.09344,0.14319,0.98352,0.02435,1580889774.362763
0.05945,0.09363,0.14264,0.98352,0.02435,1580889774.488193
0.05969,0.09381,0.14185,0.98364,0.02429,1580889774.5350158
0.05975,0.09399,0.14099,0.98370,0.02435,1580889774.600873
0.05981,0.09424,0.14008,0.98383,0.02435,1580889774.639364
0.05981,0.09454,0.13910,0.98395,0.02435,1580889774.656592
0.05994,0.09503,0.13794,0.98407,0.02435,1580889774.693389
0.06006,0.09558,0.13672,0.98419,0.02435,1580889774.695759
0.06030,0.09607,0.13538,0.98425,0.02435,1580889774.698109
0.06061,0.09662,0.13409,0.98437,0.02429,1580889774.699237
0.06104,0.09723,0.13239,0.98456,0.02429,1580889774.701858
0.06146,0.09784,0.13068,0.98468,0.02429,1580889774.806113
0.06183,0.09839,0.12903,0.98480,0.02429,1580889774.877066
0.06219,0.09900,0.12708,0.98499,0.02429,1580889774.9361432
0.06250,0.09961,0.12494,0.98517,0.02429,1580889774.9558458
0.06274,0.10016,0.12292,0.98535,0.02429,1580889775.003774
0.06293,0.10071,0.12085,0.98553,0.02429,1580889775.0758579
0.06311,0.10126,0.11853,0.98578,0.02429,1580889775.1107671
0.06323,0.10175,0.11597,0.98602,0.02429,1580889775.1131752
0.06329,0.10223,0.11353,0.98621,0.02429,1580889775.118216
0.06329,0.10260,0.11108,0.98645,0.02429,1580889775.18072
0.06317,0.10303,0.10834,0.98676,0.02429,1580889775.2496278
0.06293,0.10339,0.10535,0.98706,0.02429,1580889775.297995
0.06262,0.10364,0.10254,0.98737,0.02435,1580889775.36047
0.06219,0.10382,0.09924,0.98767,0.02435,1580889775.422764
0.06183,0.10394,0.09631,0.98798,0.02435,1580889775.4635031
0.06128,0.10413,0.09283,0.98834,0.02435,1580889775.485097
0.06079,0.10419,0.08942,0.98865,0.02435,1580889775.4883342
0.06030,0.10413,0.08618,0.98895,0.02435,1580889775.525135
0.05981,0.10406,0.08289,0.98932,0.02435,1580889775.545737
0.05933,0.10388,0.07953,0.98962,0.02435,1580889775.591813
0.05872,0.10370,0.07562,0.98999,0.02435,1580889775.5935721
0.05817,0.10339,0.07196,0.99030,0.02435,1580889775.596229
0.05774,0.10315,0.06836,0.99066,0.02435,1580889775.597963
0.05731,0.10278,0.06451,0.99097,0.02435,1580889775.599185
0.05695,0.10236,0.06030,0.99127,0.02441,1580889775.6066508
0.05670,0.10193,0.05615,0.99158,0.02441,1580889775.686409
0.05652,0.10156,0.05243,0.99182,0.02448,1580889775.7902012
0.05646,0.10107,0.04828,0.99213,0.02448,1580889775.8281012
0.05652,0.10065,0.04413,0.99231,0.02448,1580889775.880876
0.05664,0.10022,0.03986,0.99255,0.02460,1580889775.908215
0.05676,0.09979,0.03564,0.99274,0.02460,1580889775.9421089
0.05707,0.09930,0.03101,0.99292,0.02460,1580889775.980195
0.05737,0.09888,0.02661,0.99310,0.02460,1580889775.982192
0.05774,0.09845,0.02234,0.99323,0.02460,1580889775.983008
0.05817,0.09808,0.01813,0.99329,0.02454,1580889775.984053
0.05878,0.09772,0.01324,0.99341,0.02454,1580889776.079215
0.05939,0.09735,0.00861,0.99347,0.02460,1580889776.1502368
0.06000,0.09698,0.00421,0.99347,0.02460,1580889776.183981
0.06073,0.09662,-0.00067,0.99347,0.02454,1580889776.269113
0.06152,0.09619,-0.00568,0.99347,0.02454,1580889776.308085
0.06232,0.09583,-0.01068,0.99341,0.02460,1580889776.309817
0.06317,0.09546,-0.01569,0.99329,0.02460,1580889776.311729
0.06390,0.09515,-0.02039,0.99323,0.02460,1580889776.313343
0.06476,0.09479,-0.02576,0.99304,0.02460,1580889776.31598
0.06549,0.09448,-0.03052,0.99292,0.02460,1580889776.373177
