eye_packets,760
norm_X,norm_Y,phi,theta,confidence,timestamp
1594971466.506057,"{'circle_3d': {'center': [2.996735205155137, 6.773785108390056, 62.966963328838894], 'normal': [0.25671130514830903, 0.781859518702585, -0.5681505071926047], 'radius': 1.020398745432236}, 'confidence': 0.22930028525318794, 'timestamp': 199188.130856, 'diameter_3d': 2.040797490864472, 'ellipse': {'center': [189.48865011285528, 186.63714704314637], 'axes': [9.482210248950281, 20.097553284984436], 'angle': 71.48955688316975}, 'location': [189.48865011285528, 186.63714704314637], 'diameter': 20.097553284984436, 'sphere': {'center': [-0.08380045662457211, -2.608529116040964, 69.78476941515015], 'radius': 12.0}, 'projected_sphere': {'center': [159.25547818610468, 96.82462712853376], 'axes': [213.22704258688256, 213.22704258688256], 'angle': 90.0}, 'model_confidence': 0.8275056005505821, 'model_id': 19, 'model_birth_timestamp': 199151.784056, 'theta': 2.4684391957173104, 'phi': -1.146415969498309, 'norm_pos': [0.5921520316026727, 0.22234522065355677], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1594971466.599164,"{'circle_3d': {'center': [4.682684907476075, 5.997410278684713, 62.91320304290845], 'normal': [0.3972071136750539, 0.7171616162271398, -0.5726305310201418], 'radius': 0.9833474490812495}, 'confidence': 0.0863178960871866, 'timestamp': 199188.223256, 'diameter_3d': 1.966694898162499, 'ellipse': {'center': [206.12026483139923, 179.05105419464724], 'axes': [9.200473692273675, 19.386080203741763], 'angle': 60.47511306103835}, 'location': [206.12026483139923, 179.05105419464724], 'diameter': 19.386080203741763, 'sphere': {'center': [-0.08380045662457211, -2.608529116040964, 69.78476941515015], 'radius': 12.0}, 'projected_sphere': {'center': [159.25547818610468, 96.82462712853376], 'axes': [213.22704258688256, 213.22704258688256], 'angle': 90.0}, 'model_confidence': 0.8275056005505821, 'model_id': 19, 'model_birth_timestamp': 199151.784056, 'theta': 2.370517232688864, 'phi': -0.9643425389096005, 'norm_pos': [0.6441258275981225, 0.2539539408556365], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1594971466.606667,"{'circle_3d': {'center': [3.7960758749367893, 6.590017812394253, 63.1264442460731], 'normal': [0.3233230276301135, 0.7665455773696015, -0.5548604307564211], 'radius': 1.0109462092090655}, 'confidence': 0.21272445605896695, 'timestamp': 199188.231656, 'diameter_3d': 2.021892418418131, 'ellipse': {'center': [197.2614653144557, 184.6680866889841], 'axes': [9.044027806763113, 19.861804163949056], 'angle': 66.72405542054693}, 'location': [197.2614653144557, 184.6680866889841], 'diameter': 19.861804163949056, 'sphere': {'center': [-0.08380045662457211, -2.608529116040964, 69.78476941515015], 'radius': 12.0}, 'projected_sphere': {'center': [159.25547818610468, 96.82462712853376], 'axes': [213.22704258688256, 213.22704258688256], 'angle': 90.0}, 'model_confidence': 0.8275056005505821, 'model_id': 19, 'model_birth_timestamp': 199151.784056, 'theta': 2.444240941886588, 'phi': -1.043186670532901, 'norm_pos': [0.6164420791076741, 0.23054963879589963], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1594971466.615117,"{'circle_3d': {'center': [3.788906824591966, 6.556340433792613, 63.07602106329303], 'normal': [0.32272560676804485, 0.7637391291527981, -0.5590623626547604], 'radius': 1.0447081183288378}, 'confidence': 0.2667173448549908, 'timestamp': 199188.240056, 'diameter_3d': 2.0894162366576756, 'ellipse': {'center': [197.21904670902717, 184.3844721694265], 'axes': [9.454199393375424, 20.541645127425298], 'angle': 66.6803859410076}, 'location': [197.21904670902717, 184.3844721694265], 'diameter': 20.541645127425298, 'sphere': {'center': [-0.08380045662457211, -2.608529116040964, 69.78476941515015], 'radius': 12.0}, 'projected_sphere': {'center': [159.25547818610468, 96.82462712853376], 'axes': [213.22704258688256, 213.22704258688256], 'angle': 90.0}, 'model_confidence': 0.8275056005505821, 'model_id': 19, 'model_birth_timestamp': 199151.784056, 'theta': 2.4398821451877497, 'phi': -1.0472635554778715, 'norm_pos': [0.6163095209657099, 0.23173136596072297], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1594971466.62257,"{'circle_3d': {'center': [3.85077905830691, 6.573844619107474, 63.136228475309466], 'normal': [0.3278816262442902, 0.7651978112623699, -0.5540450783200571], 'radius': 1.0126728253630402}, 'confidence': 0.27625730892431655, 'timestamp': 199188.248456, 'diameter_3d': 2.0253456507260803, 'ellipse': {'center': [197.7925491548302, 184.4992642654065], 'axes': [9.037735167966922, 19.892707553389965], 'angle': 66.39413608048224}, 'location': [197.7925491548302, 184.4992642654065], 'diameter': 19.892707553389965, 'sphere': {'center': [-0.08380045662457211, -2.608529116040964, 69.78476941515015], 'radius': 12.0}, 'projected_sphere': {'center': [159.25547818610468, 96.82462712853376], 'axes': [213.22704258688256, 213.22704258688256], 'angle': 90.0}, 'model_confidence': 0.8275056005505821, 'model_id': 19, 'model_birth_timestamp': 199151.784056, 'theta': 2.4421448591797, 'phi': -1.0364310650629698, 'norm_pos': [0.6181017161088443, 0.23125306556080616], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1594971466.629973,"{'circle_3d': {'center': [3.1439561947567403, 6.743599782879553, 62.99365227159863], 'normal': [0.2689797209484427, 0.7793440749100431, -0.5659264286292937], 'radius': 0.9860836770206625}, 'confidence': 0.15127546884068765, 'timestamp': 199188.256856, 'diameter_3d': 1.972167354041325, 'ellipse': {'center': [190.92566379523797, 186.31631208720012], 'axes': [9.105874350439548, 19.413473571434988], 'angle': 70.61051675705461}, 'location': [190.92566379523797, 186.31631208720012], 'diameter': 19.413473571434988, 'sphere': {'center': [-0.08380045662457211, -2.608529116040964, 69.78476941515015], 'radius': 12.0}, 'projected_sphere': {'center': [159.25547818610468, 96.82462712853376], 'axes': [213.22704258688256, 213.22704258688256], 'angle': 90.0}, 'model_confidence': 0.8275056005505821, 'model_id': 19, 'model_birth_timestamp': 199151.784056, 'theta': 2.464414654818954, 'phi': -1.1271106121225023, 'norm_pos': [0.5966426993601186, 0.22368203296999956], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1594971466.6380858,"{'circle_3d': {'center': [3.629264972682245, 5.434184484729466, 61.68983871417013], 'normal': [0.30942211910890144, 0.6702261333975358, -0.6745775584150019], 'radius': 1.0007361456489996}, 'confidence': 0.1364968667882109, 'timestamp': 199188.265256, 'diameter_3d': 2.001472291297999, 'ellipse': {'center': [196.44629133179447, 174.54911875354225], 'axes': [12.015934265221896, 20.119112002665528], 'angle': 64.57109143527924}, 'location': [196.44629133179447, 174.54911875354225], 'diameter': 20.119112002665528, 'sphere': {'center': [-0.08380045662457211, -2.608529116040964, 69.78476941515015], 'radius': 12.0}, 'projected_sphere': {'center': [159.25547818610468, 96.82462712853376], 'axes': [213.22704258688256, 213.22704258688256], 'angle': 90.0}, 'model_confidence': 0.8275056005505821, 'model_id': 19, 'model_birth_timestamp': 199151.784056, 'theta': 2.3053097698863967, 'phi': -1.1407391685550416, 'norm_pos': [0.6138946604118577, 0.27271200519357397], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1594971466.650103,"{'circle_3d': {'center': [3.8852571282039623, 6.470891136487191, 63.01640847868284], 'normal': [0.3307547987357112, 0.7566183543773463, -0.5640300780389426], 'radius': 0.9913903628969872}, 'confidence': 0.15075988636947152, 'timestamp': 199188.273656, 'diameter_3d': 1.9827807257939745, 'ellipse': {'center': [198.20372783832585, 183.61045263481623], 'axes': [9.090225872975306, 19.51165081452483], 'angle': 65.95497897846072}, 'location': [198.20372783832585, 183.61045263481623], 'diameter': 19.51165081452483, 'sphere': {'center': [-0.08380045662457211, -2.608529116040964, 69.78476941515015], 'radius': 12.0}, 'projected_sphere': {'center': [159.25547818610468, 96.82462712853376], 'axes': [213.22704258688256, 213.22704258688256], 'angle': 90.0}, 'model_confidence': 0.8275056005505821, 'model_id': 19, 'model_birth_timestamp': 199151.784056, 'theta': 2.4289220045620765, 'phi': -1.0404268742111435, 'norm_pos': [0.6193866494947683, 0.23495644735493237], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1594971466.659594,"{'circle_3d': {'center': [3.164804948595422, 5.402000985358654, 61.461430516862634], 'normal': [0.2707171171016662, 0.6675441751166349, -0.6936115748572931], 'radius': 1.0216122804913566}, 'confidence': 0.11276471538376104, 'timestamp': 199188.282056, 'diameter_3d': 2.043224560982713, 'ellipse': {'center': [191.8977801796103, 174.42185967344824], 'axes': [12.80026887666151, 20.614643172032174], 'angle': 67.31273366908414}, 'location': [191.8977801796103, 174.42185967344824], 'diameter': 20.614643172032174, 'sphere': {'center': [-0.08380045662457211, -2.608529116040964, 69.78476941515015], 'radius': 12.0}, 'projected_sphere': {'center': [159.25547818610468, 96.82462712853376], 'axes': [213.22704258688256, 213.22704258688256], 'angle': 90.0}, 'model_confidence': 0.8275056005505821, 'model_id': 19, 'model_birth_timestamp': 199151.784056, 'theta': 2.301701904930035, 'phi': -1.1986792354458773, 'norm_pos': [0.5996805630612821, 0.2732422513606323], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1594971466.6664052,"{'circle_3d': {'center': [2.48802401467268, 6.79943304337821, 62.79363453619283], 'normal': [0.21431870594143765, 0.7839968466182644, -0.5825945732464431], 'radius': 1.002125290364162}, 'confidence': 0.18880028907881824, 'timestamp': 199188.290456, 'diameter_3d': 2.004250580728324, 'ellipse': {'center': [184.55019830132147, 187.07412542057176], 'axes': [9.682304960639017, 19.79166119655159], 'angle': 74.42123971344412}, 'location': [184.55019830132147, 187.07412542057176], 'diameter': 19.79166119655159, 'sphere': {'center': [-0.08380045662457211, -2.608529116040964, 69.78476941515015], 'radius': 12.0}, 'projected_sphere': {'center': [159.25547818610468, 96.82462712853376], 'axes': [213.22704258688256, 213.22704258688256], 'angle': 90.0}, 'model_confidence': 0.8275056005505821, 'model_id': 19, 'model_birth_timestamp': 199151.784056, 'theta': 2.47187480478667, 'phi': -1.2182917646440454, 'norm_pos': [0.5767193696916296, 0.22052447741428438], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1594971466.674211,"{'circle_3d': {'center': [3.7769565177695865, 6.565496668792294, 63.08165025435035], 'normal': [0.3217297478661798, 0.7645021487361048, -0.5585932633999834], 'radius': 1.00880832972206}, 'confidence': 0.12752816094281766, 'timestamp': 199188.298856, 'diameter_3d': 2.01761665944412, 'ellipse': {'center': [197.0999681674778, 184.4728222251781], 'axes': [9.117890333766239, 19.833853049390076], 'angle': 66.7664496394778}, 'location': [197.0999681674778, 184.4728222251781], 'diameter': 19.833853049390076, 'sphere': {'center': [-0.08380045662457211, -2.608529116040964, 69.78476941515015], 'radius': 12.0}, 'projected_sphere': {'center': [159.25547818610468, 96.82462712853376], 'axes': [213.22704258688256, 213.22704258688256], 'angle': 90.0}, 'model_confidence': 0.8275056005505821, 'model_id': 19, 'model_birth_timestamp': 199151.784056, 'theta': 2.4410649870996397, 'phi': -1.048237692348224, 'norm_pos': [0.6159374005233682, 0.2313632407284245], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1594971466.681992,"{'circle_3d': {'center': [2.6986537488005817, 6.1985359364610915, 62.12359758861416], 'normal': [0.2318711837854295, 0.7339220877085048, -0.638430985544666], 'radius': 0.9954081611282993}, 'confidence': 0.06055855508535075, 'timestamp': 199188.307256, 'diameter_3d': 1.9908163222565987, 'ellipse': {'center': [186.91337633340495, 181.79685181011678], 'axes': [11.030690670744823, 19.871164827741275], 'angle': 72.06476945058894}, 'location': [186.91337633340495, 181.79685181011678], 'diameter': 19.871164827741275, 'sphere': {'center': [-0.08380045662457211, -2.608529116040964, 69.78476941515015], 'radius': 12.0}, 'projected_sphere': {'center': [159.25547818610468, 96.82462712853376], 'axes': [213.22704258688256, 213.22704258688256], 'angle': 90.0}, 'model_confidence': 0.8275056005505821, 'model_id': 19, 'model_birth_timestamp': 199151.784056, 'theta': 2.3948746906007456, 'phi': -1.2224203963250098, 'norm_pos': [0.5841043010418905, 0.24251311745784676], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1594971466.6911201,"{'circle_3d': {'center': [2.923247353431328, 6.714042705027618, 62.85315213567951], 'normal': [0.2505873175046584, 0.7768809850890486, -0.5776347732892203], 'radius': 0.9944819607207734}, 'confidence': 0.2759541938896987, 'timestamp': 199188.315656, 'diameter_3d': 1.9889639214415469, 'ellipse': {'center': [188.81801997233364, 186.17046588004416], 'axes': [9.477196456557941, 19.622421287701393], 'angle': 71.78460247377848}, 'location': [188.81801997233364, 186.17046588004416], 'diameter': 19.622421287701393, 'sphere': {'center': [-0.08380045662457211, -2.608529116040964, 69.78476941515015], 'radius': 12.0}, 'projected_sphere': {'center': [159.25547818610468, 96.82462712853376], 'axes': [213.22704258688256, 213.22704258688256], 'angle': 90.0}, 'model_confidence': 0.8275056005505821, 'model_id': 19, 'model_birth_timestamp': 199151.784056, 'theta': 2.4604933030902796, 'phi': -1.1614820470418306, 'norm_pos': [0.5900563124135426, 0.22428972549981596], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1594971466.698447,"{'circle_3d': {'center': [2.18217786647151, 6.693909608080888, 62.55082332582816], 'normal': [0.18883152692467348, 0.7752032270101543, -0.6028288407768324], 'radius': 0.984038229373925}, 'confidence': 0.12609577607741237, 'timestamp': 199188.324056, 'diameter_3d': 1.96807645874785, 'ellipse': {'center': [181.61555438470015, 186.28836680140682], 'axes': [10.014093403085209, 19.50961146036007], 'angle': 76.03696085559123}, 'location': [181.61555438470015, 186.28836680140682], 'diameter': 19.50961146036007, 'sphere': {'center': [-0.08380045662457211, -2.608529116040964, 69.78476941515015], 'radius': 12.0}, 'projected_sphere': {'center': [159.25547818610468, 96.82462712853376], 'axes': [213.22704258688256, 213.22704258688256], 'angle': 90.0}, 'model_confidence': 0.8275056005505821, 'model_id': 19, 'model_birth_timestamp': 199151.784056, 'theta': 2.457833066686635, 'phi': -1.2672352904676962, 'norm_pos': [0.5675486074521879, 0.2237984716608049], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1594971466.7060921,"{'circle_3d': {'center': [2.6114457676684486, 5.477117037174464, 61.33740449611021], 'normal': [0.22460385202441846, 0.6738038461012859, -0.703947076586662], 'radius': 1.0440794747628142}, 'confidence': 0.1822496165851005, 'timestamp': 199188.332456, 'diameter_3d': 2.0881589495256283, 'ellipse': {'center': [186.37200992024114, 175.28570690684], 'axes': [13.387650094590454, 21.110020523034738], 'angle': 71.04015974740182}, 'location': [186.37200992024114, 175.28570690684], 'diameter': 21.110020523034738, 'sphere': {'center': [-0.08380045662457211, -2.608529116040964, 69.78476941515015], 'radius': 12.0}, 'projected_sphere': {'center': [159.25547818610468, 96.82462712853376], 'axes': [213.22704258688256, 213.22704258688256], 'angle': 90.0}, 'model_confidence': 0.8275056005505821, 'model_id': 19, 'model_birth_timestamp': 199151.784056, 'theta': 2.310141023629087, 'phi': -1.2619430794269273, 'norm_pos': [0.5824125310007535, 0.2696428878881666], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1594971466.716191,"{'circle_3d': {'center': [2.7478161214759433, 5.500904619879028, 61.40508970543874], 'normal': [0.2359680481750429, 0.6757861446599993, -0.6983066424759508], 'radius': 1.0133774134187847}, 'confidence': 0.16980895193707732, 'timestamp': 199188.340856, 'diameter_3d': 2.0267548268375695, 'ellipse': {'center': [187.72042152397023, 175.47004457805846], 'axes': [12.836035922315201, 20.46673171662324], 'angle': 70.21285308430907}, 'location': [187.72042152397023, 175.47004457805846], 'diameter': 20.46673171662324, 'sphere': {'center': [-0.08380045662457211, -2.608529116040964, 69.78476941515015], 'radius': 12.0}, 'projected_sphere': {'center': [159.25547818610468, 96.82462712853376], 'axes': [213.22704258688256, 213.22704258688256], 'angle': 90.0}, 'model_confidence': 0.8275056005505821, 'model_id': 19, 'model_birth_timestamp': 199151.784056, 'theta': 2.312827048847177, 'phi': -1.244928265288809, 'norm_pos': [0.586626317262407, 0.2688748142580898], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
