imu_packets,1258
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1594971418.0457048,B275994,0.04059,0.00586,-0.98962,0.13770,0.0173
1594971418.0524049,B275999,0.04053,0.00586,-0.98962,0.13788,0.0173
1594971418.0556002,B276004,0.04047,0.00586,-0.98956,0.13794,0.0173
1594971418.0608158,B276009,0.04047,0.00586,-0.98956,0.13806,0.0173
1594971418.066211,B276014,0.04041,0.00586,-0.98956,0.13818,0.0173
1594971418.07097,B276019,0.04034,0.00586,-0.98956,0.13831,0.0173
1594971418.0765162,B276025,0.04028,0.00592,-0.98956,0.13843,0.0174
1594971418.082665,B276030,0.04016,0.00604,-0.98950,0.13861,0.0174
1594971418.086695,B276035,0.04010,0.00610,-0.98950,0.13867,0.0174
1594971418.0915682,B276040,0.04004,0.00623,-0.98950,0.13879,0.0174
1594971418.09664,B276045,0.03998,0.00635,-0.98950,0.13885,0.0174
1594971418.103055,B276050,0.03992,0.00641,-0.98950,0.13892,0.0174
1594971418.106692,B276055,0.03979,0.00659,-0.98944,0.13904,0.0174
1594971418.112341,B276060,0.03973,0.00671,-0.98944,0.13910,0.0174
1594971418.118091,B276065,0.03961,0.00690,-0.98944,0.13922,0.0174
1594971418.12202,B276070,0.03949,0.00702,-0.98944,0.13928,0.0174
1594971418.128319,B276076,0.03937,0.00720,-0.98944,0.13940,0.0174
1594971418.1338902,B276082,0.03931,0.00739,-0.98944,0.13953,0.0174
1594971418.138896,B276087,0.03918,0.00763,-0.98938,0.13959,0.0174
1594971418.1447492,B276093,0.03906,0.00775,-0.98938,0.13965,0.0174
1594971418.1517272,B276098,0.03894,0.00800,-0.98938,0.13977,0.0174
1594971418.155406,B276104,0.03882,0.00824,-0.98938,0.13989,0.0174
1594971418.160773,B276109,0.03870,0.00842,-0.98938,0.14001,0.0174
1594971418.165878,B276114,0.03864,0.00867,-0.98932,0.14014,0.0174
1594971418.1724002,B276119,0.03857,0.00885,-0.98932,0.14020,0.0174
1594971418.1762938,B276124,0.03845,0.00909,-0.98932,0.14032,0.0174
1594971418.180491,B276129,0.03839,0.00928,-0.98932,0.14044,0.0174
1594971418.185554,B276134,0.03833,0.00946,-0.98926,0.14056,0.0174
1594971418.1910138,B276139,0.03833,0.00970,-0.98926,0.14069,0.0174
1594971418.195621,B276144,0.03827,0.00989,-0.98926,0.14081,0.0174
1594971418.200754,B276149,0.03821,0.01007,-0.98926,0.14093,0.0174
1594971418.2055092,B276154,0.03815,0.01019,-0.98920,0.14105,0.0174
1594971418.210585,B276159,0.03815,0.01031,-0.98920,0.14117,0.0174
1594971418.2158551,B276164,0.03809,0.01044,-0.98920,0.14136,0.0174
1594971418.220695,B276169,0.03809,0.01056,-0.98914,0.14148,0.0174
1594971418.22577,B276174,0.03802,0.01062,-0.98914,0.14160,0.0174
1594971418.230557,B276179,0.03802,0.01074,-0.98914,0.14178,0.0174
1594971418.236301,B276184,0.03796,0.01080,-0.98907,0.14191,0.0174
1594971418.2412758,B276189,0.03796,0.01080,-0.98907,0.14209,0.0174
1594971418.2465248,B276194,0.03790,0.01080,-0.98907,0.14221,0.0174
1594971418.251148,B276200,0.03790,0.01080,-0.98901,0.14240,0.0174
1594971418.256427,B276205,0.03784,0.01086,-0.98901,0.14252,0.0174
1594971418.2614322,B276210,0.03772,0.01080,-0.98895,0.14282,0.0174
1594971418.2664802,B276215,0.03772,0.01074,-0.98895,0.14301,0.0174
1594971418.271574,B276220,0.03766,0.01074,-0.98895,0.14313,0.0174
1594971418.276501,B276225,0.03760,0.01068,-0.98889,0.14325,0.0174
1594971418.282374,B276230,0.03754,0.01062,-0.98889,0.14337,0.0174
1594971418.287392,B276235,0.03754,0.01062,-0.98889,0.14349,0.0174
1594971418.29206,B276240,0.03748,0.01056,-0.98889,0.14355,0.0174
1594971418.296711,B276245,0.03741,0.01050,-0.98889,0.14368,0.0174
1594971418.303103,B276250,0.03735,0.01050,-0.98883,0.14374,0.0174
1594971418.306935,B276255,0.03729,0.01044,-0.98883,0.14380,0.0174
1594971418.311827,B276261,0.03723,0.01038,-0.98883,0.14386,0.0174
1594971418.317848,B276266,0.03717,0.01031,-0.98883,0.14392,0.0174
1594971418.3221362,B276271,0.03711,0.01019,-0.98883,0.14398,0.0174
1594971418.327113,B276276,0.03705,0.01013,-0.98883,0.14404,0.0174
1594971418.331935,B276281,0.03699,0.01007,-0.98883,0.14410,0.0174
1594971418.337281,B276286,0.03693,0.00995,-0.98883,0.14410,0.0174
1594971418.3430882,B276291,0.03680,0.00989,-0.98883,0.14410,0.0174
1594971418.348232,B276297,0.03674,0.00983,-0.98883,0.14410,0.0174
1594971418.3536158,B276302,0.03668,0.00970,-0.98883,0.14417,0.0174
1594971418.3588128,B276308,0.03662,0.00958,-0.98883,0.14417,0.0174
1594971418.364694,B276313,0.03656,0.00952,-0.98883,0.14417,0.0174
1594971418.369629,B276318,0.03644,0.00940,-0.98883,0.14410,0.0174
1594971418.375137,B276324,0.03638,0.00928,-0.98883,0.14410,0.0174
1594971418.380333,B276329,0.03632,0.00909,-0.98883,0.14404,0.0174
