imu_packets,1261
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1594971405.1513548,B263088,0.03864,0.00586,-0.98938,0.13989,0.0172
1594971405.1564631,B263093,0.03864,0.00586,-0.98938,0.13989,0.0172
1594971405.1615958,B263098,0.03864,0.00592,-0.98938,0.13989,0.0172
1594971405.167816,B263103,0.03864,0.00592,-0.98938,0.13989,0.0172
1594971405.174897,B263108,0.03870,0.00592,-0.98938,0.13989,0.0172
1594971405.177172,B263113,0.03870,0.00592,-0.98938,0.13989,0.0172
1594971405.181888,B263118,0.03870,0.00598,-0.98938,0.13989,0.0172
1594971405.186593,B263123,0.03870,0.00598,-0.98938,0.13989,0.0172
1594971405.192417,B263129,0.03870,0.00598,-0.98938,0.13989,0.0172
1594971405.197071,B263134,0.03870,0.00598,-0.98938,0.13983,0.0172
1594971405.202176,B263139,0.03870,0.00598,-0.98938,0.13983,0.0172
1594971405.207469,B263144,0.03864,0.00598,-0.98938,0.13983,0.0172
1594971405.21235,B263149,0.03864,0.00598,-0.98938,0.13983,0.0172
1594971405.2170491,B263154,0.03864,0.00598,-0.98938,0.13983,0.0172
1594971405.223795,B263159,0.03864,0.00592,-0.98938,0.13983,0.0172
1594971405.227365,B263164,0.03864,0.00592,-0.98938,0.13983,0.0172
1594971405.232241,B263169,0.03857,0.00592,-0.98938,0.13983,0.0172
1594971405.238003,B263174,0.03857,0.00586,-0.98938,0.13983,0.0172
1594971405.244691,B263179,0.03857,0.00586,-0.98944,0.13977,0.0172
1594971405.2481449,B263184,0.03857,0.00586,-0.98944,0.13977,0.0172
1594971405.253396,B263189,0.03857,0.00586,-0.98944,0.13977,0.0172
1594971405.258605,B263195,0.03851,0.00580,-0.98944,0.13971,0.0172
1594971405.263907,B263200,0.03851,0.00586,-0.98944,0.13971,0.0172
1594971405.2693608,B263206,0.03851,0.00586,-0.98944,0.13971,0.0172
1594971405.2757251,B263211,0.03851,0.00586,-0.98944,0.13965,0.0172
1594971405.280214,B263217,0.03845,0.00586,-0.98944,0.13965,0.0172
1594971405.286858,B263222,0.03845,0.00586,-0.98944,0.13965,0.0172
1594971405.2938318,B263228,0.03845,0.00586,-0.98944,0.13959,0.0172
1594971405.296201,B263233,0.03845,0.00592,-0.98944,0.13959,0.0172
1594971405.301263,B263238,0.03845,0.00592,-0.98944,0.13959,0.0172
1594971405.30671,B263243,0.03851,0.00592,-0.98944,0.13959,0.0172
1594971405.311508,B263248,0.03851,0.00592,-0.98944,0.13953,0.0172
1594971405.317176,B263253,0.03851,0.00592,-0.98944,0.13953,0.0172
1594971405.3217359,B263259,0.03857,0.00586,-0.98944,0.13953,0.0172
1594971405.3275409,B263264,0.03857,0.00586,-0.98944,0.13953,0.0172
1594971405.332041,B263269,0.03864,0.00580,-0.98944,0.13947,0.0172
1594971405.337044,B263274,0.03870,0.00574,-0.98944,0.13947,0.0172
1594971405.343497,B263279,0.03870,0.00568,-0.98944,0.13947,0.0172
