#NEXT_T2_EU_PW_B0_C0_S5_0206094500
Timestamp,HeadPositionX,HeadPositionY,HeadPositionZ,HeadRotationX,HeadRotationY,HeadRotationZ,HeadForwardX,HeadForwardY,HeadForwardZ,TargetPositionX,TargetPositionY,TargetPositionZ,TargetEntered,TargetAngularDistance
741.45,0.01940922,0.08237576,0.1000894,1.079275,359.9908,1.847846,-0.0001605216,-0.01883579,0.9998226,0.195,-8.52372E-09,2.100089,DwellButton,5.182361,
741.4666,0.01944396,0.08225986,0.101369,1.100519,359.9255,1.834807,-0.001299903,-0.01920651,0.9998147,0.195,-8.52372E-09,2.101369,MixedRealityCamera,5.238805,
741.4835,0.01949299,0.08221094,0.1027318,1.13577,359.8932,1.825043,-0.001863689,-0.01982163,0.9998018,0.195,-8.52372E-09,2.102732,MixedRealityCamera,5.260193,
741.4998,0.01960779,0.08212495,0.1040762,1.135746,359.8869,1.818297,-0.001973359,-0.01982121,0.9998016,0.195,-8.52372E-09,2.104076,MixedRealityCamera,5.262613,
741.5159,0.01987974,0.08204311,0.105414,1.153316,359.8895,1.82928,-0.001928779,-0.0201278,0.9997956,0.195,-8.52372E-09,2.105414,MixedRealityCamera,5.24811,
741.5326,0.02006842,0.08194306,0.1067828,1.184473,359.913,1.839401,-0.001518,-0.02067148,0.9997852,0.195,-8.52372E-09,2.106783,MixedRealityCamera,5.212295,
741.5497,0.02033726,0.08186209,0.1082037,1.217322,359.9417,1.848464,-0.001016628,-0.02124468,0.9997738,0.195,-8.52372E-09,2.108204,MixedRealityCamera,5.169073,
741.5664,0.02054041,0.08180101,0.1096811,1.222847,359.9535,1.839337,-0.0008119235,-0.02134109,0.999772,0.195,-8.52372E-09,2.109681,MixedRealityCamera,5.15039,
741.583,0.02080039,0.08175595,0.1112342,1.209672,359.9773,1.828148,-0.0003963614,-0.02111119,0.9997771,0.195,-8.52372E-09,2.111234,MixedRealityCamera,5.122582,
741.5992,0.0210352,0.08170278,0.1128303,1.19066,-0.0001503683,1.842921,-2.623856E-06,-0.02077945,0.9997841,0.195,-8.52372E-09,2.11283,MixedRealityCamera,5.097968,
741.6169,0.02133865,0.0816007,0.1145142,1.18296,0.004844035,1.852121,8.452634E-05,-0.02064508,0.9997869,0.195,-8.52372E-09,2.114514,MixedRealityCamera,5.085847,
741.6326,0.02154183,0.08148286,0.1162255,1.176057,-0.004040478,1.857329,-7.050479E-05,-0.02052462,0.9997894,0.195,-8.52372E-09,2.116225,MixedRealityCamera,5.089698,
741.6497,0.0218254,0.0813273,0.1180707,1.18618,359.9571,1.875169,-0.0007482904,-0.02070126,0.9997854,0.195,-8.52372E-09,2.118071,MixedRealityCamera,5.116382,
741.6663,0.02202713,0.08116779,0.1199551,1.235441,359.9193,1.848848,-0.001407899,-0.02156084,0.9997665,0.195,-8.52372E-09,2.119955,MixedRealityCamera,5.136028,
741.6827,0.02223254,0.08092038,0.121923,1.275409,359.9105,1.728535,-0.001561997,-0.02225825,0.999751,0.195,-8.52372E-09,2.121923,MixedRealityCamera,5.129232,
741.7,0.02251053,0.08077827,0.1239764,1.334092,359.9036,1.670784,-0.001682573,-0.0232822,0.9997275,0.195,-8.52372E-09,2.123976,MixedRealityCamera,5.115961,
741.7161,0.02291628,0.08071975,0.126142,1.348956,359.8854,1.691548,-0.0019997,-0.02354154,0.9997209,0.195,-8.52372E-09,2.126142,MixedRealityCamera,5.11933,
741.7321,0.02328389,0.08061554,0.128436,1.360371,359.8858,1.736314,-0.001992293,-0.02374072,0.9997162,0.195,-8.52372E-09,2.128436,MixedRealityCamera,5.105993,
741.7503,0.02380697,0.08048847,0.130851,1.360104,359.9359,1.734794,-0.001118217,-0.02373606,0.9997177,0.195,-8.52372E-09,2.130851,MixedRealityCamera,5.041544,
741.7661,0.0244373,0.08031739,0.1333161,1.378587,0.02399125,1.722472,0.0004186052,-0.02405857,0.9997104,0.195,-8.52372E-09,2.133316,MixedRealityCamera,4.933163,
741.7832,0.02529741,0.08020762,0.1359646,1.39518,0.1000104,1.726686,0.001744993,-0.02434808,0.999702,0.195,-8.52372E-09,2.135965,MixedRealityCamera,4.830794,
741.7996,0.0261917,0.079979,0.1387336,1.402028,0.1981276,1.727641,0.003456936,-0.02446757,0.9996946,0.195,-8.52372E-09,2.138734,MixedRealityCamera,4.707026,
741.8161,0.02738152,0.07967619,0.1416467,1.425879,0.3899767,1.718218,0.006804219,-0.02488372,0.9996672,0.195,-8.52372E-09,2.141647,MixedRealityCamera,4.479297,
741.8322,0.02887224,0.07943165,0.1446082,1.452185,0.6978449,1.702529,0.01217548,-0.0253427,0.9996047,0.195,-8.52372E-09,2.144608,MixedRealityCamera,4.129388,
741.8494,0.03066016,0.07916377,0.147775,1.488026,1.104656,1.682793,0.0192722,-0.02596803,0.999477,0.195,-8.52372E-09,2.147775,MixedRealityCamera,3.672692,
741.8661,0.03269678,0.07890361,0.1509776,1.521466,1.672096,1.737145,0.02916915,-0.02655148,0.9992218,0.195,-8.52372E-09,2.150978,MixedRealityCamera,3.054348,
741.8826,0.03506167,0.07855627,0.1543749,1.56394,2.356894,1.798395,0.04110865,-0.02729252,0.9987819,0.195,-8.52372E-09,2.154375,MixedRealityCamera,2.315537,
741.8994,0.03737267,0.07809685,0.1577692,1.620562,2.995686,1.884089,0.05223987,-0.02828037,0.998234,0.195,-8.52372E-09,2.157769,MixedRealityCamera,1.627866,
741.9164,0.03970465,0.07769614,0.16149,1.669258,3.500322,2.002165,0.06102824,-0.02912993,0.9977109,0.195,-8.52372E-09,2.16149,target_2,1.087865,
741.9323,0.04197142,0.07747053,0.1651492,1.6806,3.966417,2.07618,0.06914201,-0.02932779,0.9971756,0.195,-8.52372E-09,2.165149,target_2,0.6702721,
741.9492,0.04427542,0.07721149,0.1692339,1.644582,4.411968,2.089395,0.07689561,-0.02869942,0.996626,0.195,-8.52372E-09,2.169234,target_2,0.569239,
741.9658,0.04646915,0.07702062,0.1732646,1.615862,4.769166,2.12091,0.08310851,-0.02819837,0.9961415,0.195,-8.52372E-09,2.173265,target_2,0.782347,
741.9826,0.04856807,0.07671037,0.1776158,1.595061,4.994722,2.191168,0.08703024,-0.02783547,0.9958167,0.195,-8.52372E-09,2.177616,target_2,1.002687,
741.9999,0.05058683,0.07639264,0.1819787,1.615645,5.157888,2.278655,0.08986486,-0.02819458,0.9955548,0.195,-8.52372E-09,2.181979,target_2,1.173032,
742.0156,0.05260084,0.07590238,0.1867116,1.61632,5.255575,2.361233,0.09156208,-0.02820637,0.9953998,0.195,-8.52372E-09,2.186712,target_2,1.304613,
742.0314,0.05459387,0.07528884,0.1914214,1.665547,5.342193,2.502274,0.09306449,-0.02906518,0.9952357,0.195,-8.52372E-09,2.191422,target_2,1.411669,
742.0493,0.05668093,0.07453828,0.1964735,1.683723,5.415807,2.595239,0.09434223,-0.02938228,0.9951062,0.195,-8.52372E-09,2.196474,MixedRealityCamera,1.525339,
742.0659,0.05874853,0.07352605,0.2014307,1.694825,5.504993,2.732397,0.09589054,-0.02957596,0.9949524,0.195,-8.52372E-09,2.201431,MixedRealityCamera,1.657176,
742.0825,0.06083521,0.0718625,0.2067347,1.645604,5.505989,2.829226,0.09591024,-0.02871726,0.9949756,0.195,-8.52372E-09,2.206735,MixedRealityCamera,1.716346,
742.0994,0.06285304,0.06964324,0.2120462,1.596123,5.464678,2.972927,0.09519513,-0.027854,0.9950688,0.195,-8.52372E-09,2.212046,MixedRealityCamera,1.729183,
742.1157,0.06474286,0.0671854,0.2176743,1.528021,5.352732,3.006126,0.09325379,-0.02666583,0.9952852,0.195,-8.52372E-09,2.217674,MixedRealityCamera,1.67234,
742.1319,0.06644193,0.06513014,0.2236296,1.536693,5.218923,3.063996,0.09092877,-0.02681713,0.9954963,0.195,-8.52372E-09,2.223629,MixedRealityCamera,1.574082,
742.1493,0.0679543,0.06377457,0.2302482,1.56824,5.014605,3.049164,0.08737694,-0.02736753,0.9957993,0.195,-8.52372E-09,2.230248,target_2,1.40235,
742.1658,0.06922953,0.06298766,0.2370535,1.451384,4.819875,3.044348,0.08399656,-0.02532873,0.9961441,0.195,-8.52372E-09,2.237053,target_2,1.2698,
742.1828,0.07066361,0.0612272,0.2442917,1.341939,4.668882,3.006181,0.0813749,-0.02341912,0.9964084,0.195,-8.52372E-09,2.244292,target_2,1.183495,
742.1992,0.07182115,0.05932119,0.2513736,1.666356,4.550832,2.907269,0.07930996,-0.02907931,0.9964257,0.195,-8.52372E-09,2.251374,target_2,1.02641,
742.2156,0.07284006,0.0580009,0.2588601,1.942597,4.321673,2.820969,0.07531261,-0.03389821,0.9965836,0.195,-8.52372E-09,2.25886,target_2,0.8737969,
742.2322,0.07344921,0.05697526,0.2666343,2.203958,4.04059,2.81714,0.07041103,-0.03845683,0.9967765,0.195,-8.52372E-09,2.266634,target_2,0.8045425,
742.2484,0.07411778,0.05606829,0.2744969,2.451589,3.758509,2.71879,0.06549132,-0.04277525,0.9969359,0.195,-8.52372E-09,2.274497,target_2,0.899834,
742.2659,0.0742459,0.05638628,0.283434,2.61319,3.488676,2.625381,0.06078799,-0.04559296,0.9971089,0.195,-8.52372E-09,2.283434,target_2,1.001515,
742.2828,0.07452027,0.05623177,0.2925653,2.577006,3.202115,2.636044,0.05580187,-0.04496208,0.997429,0.195,-8.52372E-09,2.292565,target_2,1.000147,
742.2993,0.07457902,0.0556021,0.301654,2.582081,2.881845,2.653155,0.05022543,-0.04505056,0.9977213,0.195,-8.52372E-09,2.301654,target_2,1.141239,
742.316,0.07463398,0.05465842,0.3110756,2.585096,2.56962,2.702343,0.04478768,-0.04510313,0.9979779,0.195,-8.52372E-09,2.311076,target_2,1.345085,
742.3319,0.07458755,0.05358271,0.3205019,2.561096,2.298489,2.757432,0.04006539,-0.04468468,0.9981974,0.195,-8.52372E-09,2.320502,MixedRealityCamera,1.540404,
742.349,0.07458704,0.05226656,0.330416,2.55612,2.13281,2.766222,0.03717893,-0.04459791,0.998313,0.195,-8.52372E-09,2.330416,MixedRealityCamera,1.687716,
742.366,0.07454842,0.05083889,0.3403686,2.509335,2.05677,2.703962,0.03585528,-0.04378216,0.9983975,0.195,-8.52372E-09,2.340369,MixedRealityCamera,1.744619,
742.3822,0.0744709,0.04939181,0.3508994,2.456032,2.068336,2.592839,0.03605827,-0.04285272,0.9984305,0.195,-8.52372E-09,2.350899,MixedRealityCamera,1.729975,
742.3989,0.07415965,0.04827624,0.3614753,2.352409,2.107769,2.48199,0.03674821,-0.04104575,0.9984813,0.195,-8.52372E-09,2.361475,MixedRealityCamera,1.662834,
742.4157,0.07374762,0.04705573,0.3726771,2.280372,2.192385,2.423545,0.03822471,-0.03978949,0.9984767,0.195,-8.52372E-09,2.372677,MixedRealityCamera,1.582019,
742.4317,0.07313202,0.04563757,0.3837471,2.34335,2.285034,2.405233,0.03983746,-0.04088777,0.9983693,0.195,-8.52372E-09,2.383747,MixedRealityCamera,1.587823,
742.4485,0.07241854,0.04420843,0.3953185,2.481684,2.414373,2.424904,0.04208678,-0.04330001,0.9981753,0.195,-8.52372E-09,2.395319,MixedRealityCamera,1.635901,
742.4665,0.07144371,0.04325419,0.4069447,2.570315,2.536581,2.451487,0.0442127,-0.04484541,0.9980151,0.195,-8.52372E-09,2.406945,MixedRealityCamera,1.665657,
742.4818,0.07051685,0.04240112,0.4188613,2.632595,2.632633,2.467221,0.04588348,-0.04593128,0.9978903,0.195,-8.52372E-09,2.418861,MixedRealityCamera,1.696852,
