eye_packets,767
norm_X,norm_Y,phi,theta,confidence,timestamp
1595834966.65211,"{'circle_3d': {'center': [1.0326385058008678, 6.703698984604869, 63.846996296075], 'normal': [0.28516766296669044, 0.37358127997798296, -0.882675722589065], 'radius': 2.015857657736042}, 'confidence': 0.2205861984237042, 'timestamp': 308122.02094, 'diameter_3d': 4.031715315472084, 'ellipse': {'center': [169.87426053468107, 184.90819828168156], 'axes': [32.81698822326841, 39.19272288646912], 'angle': 56.49234284734334}, 'location': [169.87426053468107, 184.90819828168156], 'diameter': 39.19272288646912, 'sphere': {'center': [-2.389373449799417, 2.2207236248690743, 74.43910496714378], 'radius': 12.0}, 'projected_sphere': {'center': [140.0990146304216, 138.49630846618246], 'axes': [199.89493434355225, 199.89493434355225], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.953663172769748, 'phi': -1.2583093767553666, 'norm_pos': [0.5308570641708783, 0.22954917382632678], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834966.762569,"{'circle_3d': {'center': [1.0833980024239103, 6.603578339167055, 63.82164561973026], 'normal': [0.2893976210186106, 0.3652378928581651, -0.8847882789511264], 'radius': 1.9958734643644023}, 'confidence': 0.275694299293059, 'timestamp': 308122.121739, 'diameter_3d': 3.9917469287288045, 'ellipse': {'center': [170.37169227259102, 183.96857884319866], 'axes': [32.62991611458416, 38.819647257439954], 'angle': 55.51728679649607}, 'location': [170.37169227259102, 183.96857884319866], 'diameter': 38.819647257439954, 'sphere': {'center': [-2.389373449799417, 2.2207236248690743, 74.43910496714378], 'radius': 12.0}, 'projected_sphere': {'center': [140.0990146304216, 138.49630846618246], 'axes': [199.89493434355225, 199.89493434355225], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9446846646245652, 'phi': -1.2546831974040222, 'norm_pos': [0.532411538351847, 0.23346425482000555], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834966.7667918,"{'circle_3d': {'center': [0.5816914750850946, 6.0416828378647525, 63.458529212442], 'normal': [0.24758874374037596, 0.31841326774963985, -0.9150479795584813], 'radius': 2.0388350593973295}, 'confidence': 0.1695721371576209, 'timestamp': 308122.130139, 'diameter_3d': 4.077670118794659, 'ellipse': {'center': [165.53915493987057, 178.85162187860362], 'axes': [35.12915009117113, 39.88099621872461], 'angle': 56.80470012830612}, 'location': [165.53915493987057, 178.85162187860362], 'diameter': 39.88099621872461, 'sphere': {'center': [-2.389373449799417, 2.2207236248690743, 74.43910496714378], 'radius': 12.0}, 'projected_sphere': {'center': [140.0990146304216, 138.49630846618246], 'axes': [199.89493434355225, 199.89493434355225], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.8948514895364301, 'phi': -1.3065490092409595, 'norm_pos': [0.5173098591870955, 0.2547849088391516], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834966.7705321,"{'circle_3d': {'center': [1.0256373400269352, 7.088262541147491, 64.01582495536799], 'normal': [0.28458423248552944, 0.4056282430232015, -0.8686066676479826], 'radius': 2.0203851173965157}, 'confidence': 0.1694302745742135, 'timestamp': 308122.138539, 'diameter_3d': 4.040770234793031, 'ellipse': {'center': [169.78314020078074, 188.44971966759252], 'axes': [32.03450914710972, 39.177149330627664], 'angle': 58.49244197067048}, 'location': [169.78314020078074, 188.44971966759252], 'diameter': 39.177149330627664, 'sphere': {'center': [-2.389373449799417, 2.2207236248690743, 74.43910496714378], 'radius': 12.0}, 'projected_sphere': {'center': [140.0990146304216, 138.49630846618246], 'axes': [199.89493434355225, 199.89493434355225], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.988462379597771, 'phi': -1.2541847904107128, 'norm_pos': [0.5305723131274398, 0.21479283471836452], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834966.780116,"{'circle_3d': {'center': [0.9658452450170478, 7.123186289306239, 64.01277448447857], 'normal': [0.2796015579013721, 0.4085385553697638, -0.8688608735554341], 'radius': 2.0278728686648497}, 'confidence': 0.1865600124993098, 'timestamp': 308122.146939, 'diameter_3d': 4.0557457373296995, 'ellipse': {'center': [169.20586533927508, 188.78815204125632], 'axes': [32.15682698699052, 39.324067456532845], 'angle': 59.15022433815065}, 'location': [169.20586533927508, 188.78815204125632], 'diameter': 39.324067456532845, 'sphere': {'center': [-2.389373449799417, 2.2207236248690743, 74.43910496714378], 'radius': 12.0}, 'projected_sphere': {'center': [140.0990146304216, 138.49630846618246], 'axes': [199.89493434355225, 199.89493434355225], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9916486539683091, 'phi': -1.2594592150459332, 'norm_pos': [0.5287683291852346, 0.21338269982809865], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834966.788039,"{'circle_3d': {'center': [0.9539704454679017, 7.122484253889081, 64.00863065703841], 'normal': [0.27861199127227665, 0.4084800524183341, -0.869206192508781], 'radius': 2.035472646680102}, 'confidence': 0.2388996081133407, 'timestamp': 308122.155339, 'diameter_3d': 4.070945293360204, 'ellipse': {'center': [169.09075652417746, 188.7841610385932], 'axes': [32.29603070148312, 39.47399474080375], 'angle': 59.24527243805562}, 'location': [169.09075652417746, 188.7841610385932], 'diameter': 39.47399474080375, 'sphere': {'center': [-2.389373449799417, 2.2207236248690743, 74.43910496714378], 'radius': 12.0}, 'projected_sphere': {'center': [140.0990146304216, 138.49630846618246], 'axes': [199.89493434355225, 199.89493434355225], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9915845589969694, 'phi': -1.260607125891808, 'norm_pos': [0.5284086141380546, 0.21339932900586167], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834966.795458,"{'circle_3d': {'center': [0.9407392708196096, 7.130880036230401, 64.00834692738758], 'normal': [0.27750939338491887, 0.40917970094677725, -0.8692298366463499], 'radius': 2.012947417375739}, 'confidence': 0.23262984578686594, 'timestamp': 308122.163739, 'diameter_3d': 4.025894834751478, 'ellipse': {'center': [168.9664815385405, 188.86995305450841], 'axes': [31.937296163251922, 39.03718605523673], 'angle': 59.39403010013547}, 'location': [168.9664815385405, 188.86995305450841], 'diameter': 39.03718605523673, 'sphere': {'center': [-2.389373449799417, 2.2207236248690743, 74.43910496714378], 'radius': 12.0}, 'projected_sphere': {'center': [140.0990146304216, 138.49630846618246], 'axes': [199.89493434355225, 199.89493434355225], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9923512042074438, 'phi': -1.2617657540295308, 'norm_pos': [0.5280202548079391, 0.21304186227288158], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834966.803169,"{'circle_3d': {'center': [0.9273934617066524, 7.13930762613481, 64.00806529330343], 'normal': [0.27639724262550575, 0.40988200010547793, -0.869253306153362], 'radius': 2.018938290212842}, 'confidence': 0.1605756110966759, 'timestamp': 308122.172139, 'diameter_3d': 4.037876580425684, 'ellipse': {'center': [168.83694075116213, 188.95032061642888], 'axes': [32.03120021259849, 39.153524793580445], 'angle': 59.54392871357974}, 'location': [168.83694075116213, 188.95032061642888], 'diameter': 39.153524793580445, 'sphere': {'center': [-2.389373449799417, 2.2207236248690743, 74.43910496714378], 'radius': 12.0}, 'projected_sphere': {'center': [140.0990146304216, 138.49630846618246], 'axes': [199.89493434355225, 199.89493434355225], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9931210190256938, 'phi': -1.2629350994591027, 'norm_pos': [0.5276154398473817, 0.2127069974315463], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834966.810735,"{'circle_3d': {'center': [1.1297986513162792, 6.257593663982305, 63.700431491800614], 'normal': [0.29326434175964144, 0.3364058365927693, -0.8948894562785972], 'radius': 2.0500516415333347}, 'confidence': 0.13723569792159138, 'timestamp': 308122.180539, 'diameter_3d': 4.1001032830666695, 'ellipse': {'center': [170.83010469477358, 180.72473270505972], 'axes': [34.15933687370993, 39.94958088083669], 'angle': 53.096803013785106}, 'location': [170.83010469477358, 180.72473270505972], 'diameter': 39.94958088083669, 'sphere': {'center': [-2.389373449799417, 2.2207236248690743, 74.43910496714378], 'radius': 12.0}, 'projected_sphere': {'center': [140.0990146304216, 138.49630846618246], 'axes': [199.89493434355225, 199.89493434355225], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9138940034570873, 'phi': -1.254115162188737, 'norm_pos': [0.5338440771711674, 0.2469802803955845], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834966.8185961,"{'circle_3d': {'center': [0.3729318214667088, 7.108042882021709, 63.83326789188185], 'normal': [0.2301921059388438, 0.4072766047627196, -0.883819756271827], 'radius': 2.0043232634331263}, 'confidence': 0.17760582650498075, 'timestamp': 308122.188939, 'diameter_3d': 4.008646526866253, 'ellipse': {'center': [163.49860664755715, 188.83384597360765], 'axes': [32.57128275693161, 38.97444273915311], 'angle': 64.22746730404356}, 'location': [163.49860664755715, 188.83384597360765], 'diameter': 38.97444273915311, 'sphere': {'center': [-2.389373449799417, 2.2207236248690743, 74.43910496714378], 'radius': 12.0}, 'projected_sphere': {'center': [140.0990146304216, 138.49630846618246], 'axes': [199.89493434355225, 199.89493434355225], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9902664867511326, 'phi': -1.3160054833596069, 'norm_pos': [0.5109331457736161, 0.2131923084433015], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834966.828063,"{'circle_3d': {'center': [0.4124252115611884, 7.051583612621197, 63.81777190391986], 'normal': [0.2334832217800504, 0.4025716656460102, -0.8851110886019927], 'radius': 2.024221726473706}, 'confidence': 0.2283259833980969, 'timestamp': 308122.197339, 'diameter_3d': 4.048443452947412, 'ellipse': {'center': [163.87871548958842, 188.2998980314508], 'axes': [32.98098112507063, 39.371196589932005], 'angle': 63.6310026993823}, 'location': [163.87871548958842, 188.2998980314508], 'diameter': 39.371196589932005, 'sphere': {'center': [-2.389373449799417, 2.2207236248690743, 74.43910496714378], 'radius': 12.0}, 'projected_sphere': {'center': [140.0990146304216, 138.49630846618246], 'axes': [199.89493434355225, 199.89493434355225], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9851208139868874, 'phi': -1.3128817834023945, 'norm_pos': [0.5121209859049638, 0.21541709153562172], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834966.8395011,"{'circle_3d': {'center': [0.3711676845120402, 6.1656601641660504, 63.44743137543382], 'normal': [0.23004509452595476, 0.32874471160808133, -0.9159727993091629], 'radius': 2.0386503108878977}, 'confidence': 0.1525855328667763, 'timestamp': 308122.205739, 'diameter_3d': 4.077300621775795, 'ellipse': {'center': [163.49270350571413, 180.06726036362735], 'axes': [35.14134949080487, 39.883578784647895], 'angle': 59.649112336660814}, 'location': [163.49270350571413, 180.06726036362735], 'diameter': 39.883578784647895, 'sphere': {'center': [-2.389373449799417, 2.2207236248690743, 74.43910496714378], 'radius': 12.0}, 'projected_sphere': {'center': [140.0990146304216, 138.49630846618246], 'axes': [199.89493434355225, 199.89493434355225], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9057704289882729, 'phi': -1.3247371177007048, 'norm_pos': [0.5109146984553566, 0.24971974848488598], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834966.846529,"{'circle_3d': {'center': [0.6460424729029919, 6.573754324687296, 63.67632772785072], 'normal': [0.25295132689186745, 0.3627525583181852, -0.8968981032744217], 'radius': 2.007166912141836}, 'confidence': 0.2101487441985603, 'timestamp': 308122.214139, 'diameter_3d': 4.014333824283672, 'ellipse': {'center': [166.15178462002555, 183.8189268592742], 'axes': [33.467533099770456, 39.12716388447602], 'angle': 59.22266757947553}, 'location': [166.15178462002555, 183.8189268592742], 'diameter': 39.12716388447602, 'sphere': {'center': [-2.389373449799417, 2.2207236248690743, 74.43910496714378], 'radius': 12.0}, 'projected_sphere': {'center': [140.0990146304216, 138.49630846618246], 'axes': [199.89493434355225, 199.89493434355225], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9420162799950647, 'phi': -1.2959070720872266, 'norm_pos': [0.5192243269375798, 0.23408780475302415], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834966.8550348,"{'circle_3d': {'center': [0.6046637506313326, 6.546074911767413, 63.65360185011842], 'normal': [0.2495031000358958, 0.3604459405748615, -0.8987919264187797], 'radius': 2.00345177722333}, 'confidence': 0.2715032256268055, 'timestamp': 308122.222538, 'diameter_3d': 4.00690355444666, 'ellipse': {'center': [165.7529191460614, 183.57332660018375], 'axes': [33.51383147146285, 39.068541317270444], 'angle': 59.46092825922001}, 'location': [165.7529191460614, 183.57332660018375], 'diameter': 39.068541317270444, 'sphere': {'center': [-2.389373449799417, 2.2207236248690743, 74.43910496714378], 'radius': 12.0}, 'projected_sphere': {'center': [140.0990146304216, 138.49630846618246], 'axes': [199.89493434355225, 199.89493434355225], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9395422529488349, 'phi': -1.3000161165183852, 'norm_pos': [0.5179778723314419, 0.2351111391659011], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834966.8637462,"{'circle_3d': {'center': [0.5753198302519018, 6.657878796621039, 63.69097732847976], 'normal': [0.24705777333760992, 0.36976293097933044, -0.8956773032220015], 'radius': 2.0249883338953687}, 'confidence': 0.22595202863046468, 'timestamp': 308122.230938, 'diameter_3d': 4.049976667790737, 'ellipse': {'center': [165.46285911527568, 184.61649168086103], 'axes': [33.67506629054793, 39.46528405440579], 'angle': 60.30802135970953}, 'location': [165.46285911527568, 184.61649168086103], 'diameter': 39.46528405440579, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9495501818552752, 'phi': -1.301655416107194, 'norm_pos': [0.5170714347352365, 0.23076461799641235], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834966.8705978,"{'circle_3d': {'center': [0.6793565850584349, 6.5026807832592075, 61.64750945219235], 'normal': [0.24465752017745881, 0.3783955227992034, -0.8927258964240558], 'radius': 2.0214952738759426}, 'confidence': 0.2956278541429023, 'timestamp': 308122.239338, 'diameter_3d': 4.042990547751885, 'ellipse': {'center': [166.6882633846143, 185.18765160665197], 'axes': [34.54513593613464, 40.69970622709096], 'angle': 60.88977357813923}, 'location': [166.6882633846143, 185.18765160665197], 'diameter': 40.69970622709096, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9588586447097187, 'phi': -1.303307298423733, 'norm_pos': [0.5209008230769197, 0.22838478497228343], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
