eye_packets,767
norm_X,norm_Y,phi,theta,confidence,timestamp
1595834966.65211,"{'circle_3d': {'center': [1.0326385058008678, 6.703698984604869, 63.846996296075], 'normal': [0.28516766296669044, 0.37358127997798296, -0.882675722589065], 'radius': 2.015857657736042}, 'confidence': 0.2205861984237042, 'timestamp': 308122.02094, 'diameter_3d': 4.031715315472084, 'ellipse': {'center': [169.87426053468107, 184.90819828168156], 'axes': [32.81698822326841, 39.19272288646912], 'angle': 56.49234284734334}, 'location': [169.87426053468107, 184.90819828168156], 'diameter': 39.19272288646912, 'sphere': {'center': [-2.389373449799417, 2.2207236248690743, 74.43910496714378], 'radius': 12.0}, 'projected_sphere': {'center': [140.0990146304216, 138.49630846618246], 'axes': [199.89493434355225, 199.89493434355225], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.953663172769748, 'phi': -1.2583093767553666, 'norm_pos': [0.5308570641708783, 0.22954917382632678], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.1394281,"{'circle_3d': {'center': [-4.179185018373488, 6.242516930341492, 61.31576341491085], 'normal': [-0.16022094677520138, 0.3567152017227273, -0.9203713995308482], 'radius': 1.9992601319208831}, 'confidence': 0.18469710128242434, 'timestamp': 308123.507731, 'diameter_3d': 3.9985202638417663, 'ellipse': {'center': [117.83213015452941, 182.91560766087616], 'axes': [35.30302415772451, 40.44013869132943], 'angle': -64.12931042974382}, 'location': [117.83213015452941, 182.91560766087616], 'diameter': 40.44013869132943, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.935545737355854, 'phi': -1.7431520323001821, 'norm_pos': [0.3682254067329044, 0.2378516347463493], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.14687,"{'circle_3d': {'center': [-4.165018445350563, 6.788112418944376, 61.54053016746717], 'normal': [-0.15904039902329092, 0.4021814924396342, -0.9016408368178213], 'radius': 2.009120109647654}, 'confidence': 0.16150779101401463, 'timestamp': 308123.516131, 'diameter_3d': 4.018240219295308, 'ellipse': {'center': [118.12526099757937, 188.1618948205325], 'axes': [34.27014886002583, 40.49313209580789], 'angle': -66.76916174825607}, 'location': [118.12526099757937, 188.1618948205325], 'diameter': 40.49313209580789, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9846946160744425, 'phi': -1.7453903400486825, 'norm_pos': [0.36914144061743553, 0.21599210491444798], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.1547132,"{'circle_3d': {'center': [-4.1844449520889375, 6.8503127395407555, 61.57194340896411], 'normal': [-0.1606592745848221, 0.40736485248933246, -0.8990230666930761], 'radius': 2.005964131740752}, 'confidence': 0.20482959905979917, 'timestamp': 308123.524531, 'diameter_3d': 4.011928263481504, 'ellipse': {'center': [117.95113313503478, 188.75235849329707], 'axes': [34.048167217149654, 40.40901832526185], 'angle': -66.84247513002596}, 'location': [117.95113313503478, 188.75235849329707], 'diameter': 40.40901832526185, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.990363113443854, 'phi': -1.7476339310296858, 'norm_pos': [0.3685972910469837, 0.2135318396112622], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.162814,"{'circle_3d': {'center': [-4.384517509943565, 7.2750626931935685, 61.81307113347157], 'normal': [-0.17733198773937447, 0.44276068196040036, -0.8789290896507883], 'radius': 2.010726369052345}, 'confidence': 0.15614952589409936, 'timestamp': 308123.532931, 'diameter_3d': 4.02145273810469, 'ellipse': {'center': [116.1139223219173, 192.73283430083453], 'axes': [32.8458010254026, 40.347637956390784], 'angle': -66.7155584033567}, 'location': [116.1139223219173, 192.73283430083453], 'diameter': 40.347637956390784, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 2.029471587668684, 'phi': -1.769882805243192, 'norm_pos': [0.36285600725599154, 0.19694652374652277], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.172885,"{'circle_3d': {'center': [-3.6025345658294334, 6.142354596600514, 61.19275095924952], 'normal': [-0.11216674239653014, 0.34836834057764576, -0.9306224375026253], 'radius': 1.9931365408700905}, 'confidence': 0.15838139421435232, 'timestamp': 308123.541331, 'diameter_3d': 3.986273081740181, 'ellipse': {'center': [123.5628936314127, 182.02940934316473], 'axes': [35.90529240921336, 40.39970314097315], 'angle': -69.90843858424577}, 'location': [123.5628936314127, 182.02940934316473], 'diameter': 40.39970314097315, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9266261652482326, 'phi': -1.6907464465431241, 'norm_pos': [0.3861340425981647, 0.24154412773681366], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.183153,"{'circle_3d': {'center': [-3.688795645627817, 6.225680605008179, 61.23506426293073], 'normal': [-0.11935516571306208, 0.35531217461161785, -0.9270963288625248], 'radius': 1.9919722766101429}, 'confidence': 0.18411930813206392, 'timestamp': 308123.549731, 'diameter_3d': 3.9839445532202857, 'ellipse': {'center': [122.71830210768863, 182.82772672249837], 'axes': [35.647536924838754, 40.3480198063854], 'angle': -69.29139747508104}, 'location': [122.71830210768863, 182.82772672249837], 'diameter': 40.3480198063854, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9340443395850002, 'phi': -1.6988329041918206, 'norm_pos': [0.383494694086527, 0.23821780532292347], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.193527,"{'circle_3d': {'center': [-3.7056248222673673, 6.216060183798498, 61.2335608029875], 'normal': [-0.1207575970996913, 0.35451047284414444, -0.9272216171911274], 'radius': 2.000203475711388}, 'confidence': 0.150008325227503, 'timestamp': 308123.558131, 'diameter_3d': 4.000406951422776, 'ellipse': {'center': [122.54839946725414, 182.73057557208705], 'axes': [35.8016799373168, 40.51564268668279], 'angle': -69.06321204805309}, 'location': [122.54839946725414, 182.73057557208705], 'diameter': 40.51564268668279, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9331868127595382, 'phi': -1.7003033620191714, 'norm_pos': [0.3829637483351692, 0.23862260178297068], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.2005818,"{'circle_3d': {'center': [-3.7224789038481565, 6.206393218165166, 61.232076841884975], 'normal': [-0.1221621038980904, 0.35370489237470015, -0.9273452806163376], 'radius': 2.0022415647544913}, 'confidence': 0.1914636784535431, 'timestamp': 308123.566531, 'diameter_3d': 4.004483129508983, 'ellipse': {'center': [122.37783556030189, 182.63422091033664], 'axes': [35.84487610427933, 40.55779263110431], 'angle': -68.8342752184536}, 'location': [122.37783556030189, 182.63422091033664], 'diameter': 40.55779263110431, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9323254178769766, 'phi': -1.7017752864793945, 'norm_pos': [0.3824307361259434, 0.23902407954026406], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.207708,"{'circle_3d': {'center': [-3.2677957408099845, 6.862333608139921, 61.45318405486698], 'normal': [-0.08427184031157606, 0.408366591539263, -0.9089196795345038], 'radius': 2.0203670346808007}, 'confidence': 0.19291232504034753, 'timestamp': 308123.57493, 'diameter_3d': 4.040734069361601, 'ellipse': {'center': [127.0764140595887, 188.99818284884873], 'axes': [35.00861011354564, 40.78246991240146], 'angle': -76.0371020059886}, 'location': [127.0764140595887, 188.99818284884873], 'diameter': 40.78246991240146, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9914602581698808, 'phi': -1.663248502090345, 'norm_pos': [0.3971137939362147, 0.21250757146313026], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.215232,"{'circle_3d': {'center': [-3.5614878710204882, 6.252317418512847, 61.229644797605566], 'normal': [-0.10874618449578469, 0.3575319090703401, -0.9275479509729547], 'radius': 2.0067419478628583}, 'confidence': 0.2075683124835307, 'timestamp': 308123.58333, 'diameter_3d': 4.013483895725717, 'ellipse': {'center': [123.99880952652876, 183.09841653520633], 'axes': [35.95222762262749, 40.65161685904343], 'angle': -70.82548241299715}, 'location': [123.99880952652876, 183.09841653520633], 'diameter': 40.65161685904343, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.936420102893225, 'phi': -1.687504042814429, 'norm_pos': [0.38749627977040235, 0.237089931103307], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.2236931,"{'circle_3d': {'center': [-3.5548409913512975, 6.290379442035151, 61.24361269919838], 'normal': [-0.10819227785668548, 0.36070374436386554, -0.9263839591735539], 'radius': 1.9802867735498941}, 'confidence': 0.18530038770175003, 'timestamp': 308123.59173, 'diameter_3d': 3.9605735470997883, 'ellipse': {'center': [124.07219370299089, 183.4734921531779], 'axes': [35.40352230996275, 40.10663613402452], 'angle': -71.05043101984101}, 'location': [124.07219370299089, 183.4734921531779], 'diameter': 40.10663613402452, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9398186498821952, 'phi': -1.6870595175821164, 'norm_pos': [0.3877256053218465, 0.23552711602842547], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.230453,"{'circle_3d': {'center': [-3.573664347418059, 6.16992196422736, 61.19966429450583], 'normal': [-0.10976089086224892, 0.35066562121321615, -0.930046326231266], 'radius': 1.9821144222324867}, 'confidence': 0.21804791888727232, 'timestamp': 308123.60013, 'diameter_3d': 3.9642288444649734, 'ellipse': {'center': [123.85728367166595, 182.3028078642048], 'axes': [35.67169526301145, 40.171975419425976], 'angle': -70.35315237300806}, 'location': [123.85728367166595, 182.3028078642048], 'diameter': 40.171975419425976, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9290780894892088, 'phi': -1.6882695366891345, 'norm_pos': [0.3870540114739561, 0.24040496723248006], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.2405162,"{'circle_3d': {'center': [-3.587194295808799, 6.169374711193176, 61.2010630182065], 'normal': [-0.11088838656147726, 0.35062001679370086, -0.9299297659228772], 'radius': 2.002212151481518}, 'confidence': 0.2490988101764413, 'timestamp': 308123.60853, 'diameter_3d': 4.004424302963036, 'ellipse': {'center': [123.72295078382663, 182.29176971029892], 'axes': [36.024710805845714, 40.57835408669949], 'angle': -70.19670960491723}, 'location': [123.72295078382663, 182.29176971029892], 'diameter': 40.57835408669949, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9290293933139921, 'phi': -1.689479750159139, 'norm_pos': [0.38663422119945823, 0.24045095954042117], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.2485278,"{'circle_3d': {'center': [-3.601142645987008, 6.159486414894784, 61.19901128417529], 'normal': [-0.11205074907632805, 0.3497959921021683, -0.9301007437588112], 'radius': 2.011610341083992}, 'confidence': 0.2231092694376388, 'timestamp': 308123.61693, 'diameter_3d': 4.023220682167984, 'ellipse': {'center': [123.58175090639828, 182.19216006046543], 'axes': [36.203934573922524, 40.77010685498964], 'angle': -69.99658122845997}, 'location': [123.58175090639828, 182.19216006046543], 'diameter': 40.77010685498964, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9281496565782514, 'phi': -1.6906901579753575, 'norm_pos': [0.38619297158249466, 0.24086599974806078], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.257306,"{'circle_3d': {'center': [-3.0361957616616526, 6.816348065133849, 61.41367755713819], 'normal': [-0.06497184204921506, 0.4045344629554237, -0.9122118876785694], 'radius': 1.9966341634187559}, 'confidence': 0.18609324132342317, 'timestamp': 308123.62533, 'diameter_3d': 3.9932683268375118, 'ellipse': {'center': [129.3815810215603, 188.58458366300238], 'axes': [34.83022560838157, 40.330497547525106], 'angle': -78.38262842356201}, 'location': [129.3815810215603, 188.58458366300238], 'diameter': 40.330497547525106, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9872660509019446, 'phi': -1.6419007601461755, 'norm_pos': [0.4043174406923759, 0.2142309014041568], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.268065,"{'circle_3d': {'center': [-3.2942513898541197, 7.088533000699438, 61.56016790298039], 'normal': [-0.08647647773192063, 0.4272165409192227, -0.9000043588583861], 'radius': 1.9761928998950709}, 'confidence': 0.23344653179923397, 'timestamp': 308123.63373, 'diameter_3d': 3.9523857997901417, 'ellipse': {'center': [126.86535966140937, 191.1600555460447], 'axes': [33.680124469219294, 39.8218042688677], 'angle': -76.3579127541273}, 'location': [126.86535966140937, 191.1600555460447], 'diameter': 39.8218042688677, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 2.0122083174339616, 'phi': -1.6665867723808512, 'norm_pos': [0.3964542489419043, 0.2034997685581471], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.274859,"{'circle_3d': {'center': [-3.540110563982456, 6.292727574485402, 61.24281665657233], 'normal': [-0.10696474224261537, 0.3608994220680531, -0.926450296059058], 'radius': 1.9974310491543787}, 'confidence': 0.19204479449394013, 'timestamp': 308123.64213, 'diameter_3d': 3.9948620983087575, 'ellipse': {'center': [124.22117203754229, 183.49434247002742], 'axes': [35.71570583429652, 40.45452708884328], 'angle': -71.22462464856478}, 'location': [124.22117203754229, 183.49434247002742], 'diameter': 40.45452708884328, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9400284598403812, 'phi': -1.6857439076053595, 'norm_pos': [0.3881911626173197, 0.23544023970821903], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.284636,"{'circle_3d': {'center': [-2.74583597012789, 6.683548965905089, 61.33901609298332], 'normal': [-0.04077519275473484, 0.39346787135302697, -0.9184336763581418], 'radius': 1.9993970057430948}, 'confidence': 0.17629737991954025, 'timestamp': 308123.65053, 'diameter_3d': 3.9987940114861895, 'ellipse': {'center': [132.2658098529999, 187.3288442716843], 'axes': [35.30834539356471, 40.436998763732745], 'angle': -81.30546453905404}, 'location': [132.2658098529999, 187.3288442716843], 'diameter': 40.436998763732745, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9751970265489365, 'phi': -1.6151636398998959, 'norm_pos': [0.41333065579062467, 0.21946314886798213], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.29549,"{'circle_3d': {'center': [-2.8119183379244146, 6.65364407065837, 61.32938119986782], 'normal': [-0.04628205673777856, 0.39097579674913374, -0.9192365841177673], 'radius': 2.004440086371667}, 'confidence': 0.234319439462273, 'timestamp': 308123.65893, 'diameter_3d': 4.008880172743334, 'ellipse': {'center': [131.5968148502915, 187.03707435867554], 'axes': [35.44233521086955, 40.54485816318711], 'angle': -80.5041920662776}, 'location': [131.5968148502915, 187.03707435867554], 'diameter': 40.54485816318711, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 1.9724878676557953, 'phi': -1.6211022102063766, 'norm_pos': [0.41124004640716094, 0.2206788568388519], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.302929,"{'circle_3d': {'center': [-3.0202445514644047, 7.089088444911175, 61.53760323397818], 'normal': [-0.06364257453277773, 0.42726282793686743, -0.9018847479419034], 'radius': 1.9950252304094749}, 'confidence': 0.18802353049986298, 'timestamp': 308123.66733, 'diameter_3d': 3.9900504608189498, 'ellipse': {'center': [129.60205285885527, 191.1864198959928], 'axes': [34.147112806658996, 40.2176822055694], 'angle': -79.14771808140571}, 'location': [129.60205285885527, 191.1864198959928], 'diameter': 40.2176822055694, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 2.0122595120491797, 'phi': -1.6412457398159628, 'norm_pos': [0.4050064151839227, 0.20338991710002996], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.307612,"{'circle_3d': {'center': [-3.5424229361812944, 7.164812818764687, 61.62352863027921], 'normal': [-0.10715743992585192, 0.43357319242466025, -0.8947242982501514], 'radius': 2.0319568997486592}, 'confidence': 0.09297742888747147, 'timestamp': 308123.67573, 'diameter_3d': 4.0639137994973185, 'ellipse': {'center': [124.41626991991345, 191.8399177693056], 'axes': [34.26843384844557, 40.902517315889234], 'angle': -74.10833201429466}, 'location': [124.41626991991345, 191.8399177693056], 'diameter': 40.902517315889234, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 2.0192506250776265, 'phi': -1.6899944465769425, 'norm_pos': [0.38880084349972954, 0.20066700929456005], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.3147252,"{'circle_3d': {'center': [-3.5096350524821727, 7.160559177695297, 61.61759304206514], 'normal': [-0.10442511628425838, 0.43321872233554426, -0.8952189306013237], 'radius': 2.0040753163163094}, 'confidence': 0.22271264652602027, 'timestamp': 308123.68413, 'diameter_3d': 4.008150632632619, 'ellipse': {'center': [124.73974166527964, 191.81071193614554], 'axes': [33.83227011966787, 40.3451938988916], 'angle': -74.41573241515363}, 'location': [124.73974166527964, 191.81071193614554], 'diameter': 40.3451938988916, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 2.0188572954353465, 'phi': -1.6869191171630482, 'norm_pos': [0.38981169270399885, 0.20078870026606022], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.3240058,"{'circle_3d': {'center': [-3.5207564774611337, 7.1652777797827865, 61.62118117062565], 'normal': [-0.10535190169917177, 0.43361193917616825, -0.8949199198879477], 'radius': 2.0030269958186304}, 'confidence': 0.24003935239285615, 'timestamp': 308123.69253, 'diameter_3d': 4.006053991637261, 'ellipse': {'center': [124.6303172897732, 191.85417483536918], 'axes': [33.794666490146895, 40.32169423418344], 'angle': -74.32060533368383}, 'location': [124.6303172897732, 191.85417483536918], 'diameter': 40.32169423418344, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 2.019293624037967, 'phi': -1.6879791418845251, 'norm_pos': [0.38946974153054126, 0.2006076048526284], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.330622,"{'circle_3d': {'center': [-3.531865190458075, 7.17002240994838, 61.624795210571854], 'normal': [-0.10627762778225026, 0.43400732502330125, -0.8946187498924311], 'radius': 2.015025917557556}, 'confidence': 0.16196075945354535, 'timestamp': 308123.70093, 'diameter_3d': 4.030051835115112, 'ellipse': {'center': [124.52176199627246, 191.89473949312693], 'axes': [33.977049617297524, 40.560867020559236], 'angle': -74.22590985204651}, 'location': [124.52176199627246, 191.89473949312693], 'diameter': 40.560867020559236, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 2.019732451845821, 'phi': -1.6890387255430428, 'norm_pos': [0.38913050623835144, 0.20043858544530446], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.338677,"{'circle_3d': {'center': [-3.542961132616898, 7.174793050150713, 61.62843516730943], 'normal': [-0.10720228962881885, 0.43440487837349573, -0.8943154201642994], 'radius': 1.9980107599077102}, 'confidence': 0.17198769526429453, 'timestamp': 308123.70933, 'diameter_3d': 3.9960215198154203, 'ellipse': {'center': [124.41176782376343, 191.94247644896134], 'axes': [33.66991834672924, 40.21587570906456], 'angle': -74.13170619106397}, 'location': [124.41176782376343, 191.94247644896134], 'diameter': 40.21587570906456, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 2.020173778858909, 'phi': -1.690097868138601, 'norm_pos': [0.3887867744492607, 0.20023968146266102], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595834968.3508742,"{'circle_3d': {'center': [-3.5540442450049756, 7.1795896822196354, 61.632101046326476], 'normal': [-0.1081258823278253, 0.43480459771257246, -0.8940099302462122], 'radius': 2.0180821292736373}, 'confidence': 0.17884319233161616, 'timestamp': 308123.71773, 'diameter_3d': 4.036164258547275, 'ellipse': {'center': [124.30398190973423, 191.9815595261183], 'axes': [33.987866258892005, 40.61749998419966], 'angle': -74.03790080824719}, 'location': [124.30398190973423, 191.9815595261183], 'diameter': 40.61749998419966, 'sphere': {'center': [-2.256533657071072, 1.961934509668765, 72.36022020928102], 'radius': 12.0}, 'projected_sphere': {'center': [140.66546973823858, 136.8103329768283], 'axes': [205.63784848862954, 205.63784848862954], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 308010.009254, 'theta': 2.0206176050772315, 'phi': -1.6911565696711996, 'norm_pos': [0.3884499434679195, 0.20007683530784037], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
