quatI,quatJ,quatK,quatReal,quatRadianAccuracy,zmq_X,zmq_Y,zmq_confidence,IMUtimestamp
0.03772,-0.06012,-0.95581,0.28534,0.37964,0.5205702434065551,0.1406225231893783,0.9990391574872373,1580790644.4375381
0.03766,-0.06006,-0.95581,0.28528,0.37964,0.5205702434065551,0.1406225231893783,0.9990391574872373,1580790644.440514
0.03760,-0.06006,-0.95581,0.28522,0.37964,0.5204871683839333,0.13961501061667536,0.9996044886302096,1580790644.448182
0.03754,-0.06006,-0.95587,0.28522,0.37964,0.5204871683839333,0.13961501061667536,0.9996044886302096,1580790644.455158
0.03748,-0.06006,-0.95587,0.28516,0.37964,0.5200193014192053,0.13984204864236316,0.9993309998029603,1580790644.460154
0.03748,-0.06000,-0.95587,0.28516,0.37970,0.5203709049445936,0.14013328702012662,0.9994431474026213,1580790644.467468
0.03741,-0.06000,-0.95587,0.28516,0.37970,0.520816109049741,0.14033723892413552,0.9994316022611152,1580790644.471624
0.03735,-0.05994,-0.95587,0.28516,0.37970,0.520816109049741,0.14033723892413552,0.9994316022611152,1580790644.4751842
0.03729,-0.05988,-0.95587,0.28516,0.37970,0.5197784362072719,0.13940618086836642,0.9989009514278981,1580790644.479712
0.03729,-0.05981,-0.95587,0.28522,0.37970,0.5207547673406205,0.13960292133492525,0.9992149465139416,1580790644.487852
0.03723,-0.05975,-0.95587,0.28522,0.37970,0.5207547673406205,0.13960292133492525,0.9992149465139416,1580790644.488645
0.03723,-0.05969,-0.95587,0.28522,0.37970,0.5204838871492299,0.1395610888047809,0.9994431665008122,1580790644.492237
0.03717,-0.05963,-0.95587,0.28528,0.37970,0.5204838871492299,0.1395610888047809,0.9994431665008122,1580790644.497838
0.03717,-0.05957,-0.95587,0.28528,0.37970,0.5204838871492299,0.1395610888047809,0.9994431665008122,1580790644.500278
0.03711,-0.05957,-0.95587,0.28534,0.37970,0.5204838871492299,0.1395610888047809,0.9994431665008122,1580790644.5048242
0.03711,-0.05951,-0.95587,0.28540,0.37970,0.5198005481415124,0.13873789276336168,0.9995937255843628,1580790644.508641
0.03705,-0.05945,-0.95581,0.28540,0.37970,0.5198005481415124,0.13873789276336168,0.9995937255843628,1580790644.509831
0.03705,-0.05945,-0.95581,0.28540,0.37970,0.5208717746034308,0.1403442524979811,0.9995029665778038,1580790644.5149739
0.03705,-0.05945,-0.95581,0.28546,0.37970,0.5208717746034308,0.1403442524979811,0.9995029665778038,1580790644.5192509
0.03705,-0.05939,-0.95581,0.28552,0.37970,0.5205622613060346,0.13903936835319564,0.9995173887518214,1580790644.5237088
0.03705,-0.05939,-0.95581,0.28558,0.37970,0.5205622613060346,0.13903936835319564,0.9995173887518214,1580790644.524544
0.03705,-0.05933,-0.95575,0.28564,0.37970,0.5210604888391518,0.13946820368692125,0.9990553853588966,1580790644.534156
0.03711,-0.05933,-0.95575,0.28571,0.37970,0.5212399853434719,0.14006004488539492,0.9995807525256601,1580790644.5422752
0.03711,-0.05933,-0.95575,0.28577,0.37970,0.5217828537719486,0.13943581678901174,0.9994703572488284,1580790644.549406
0.03711,-0.05927,-0.95569,0.28583,0.37970,0.5211290811502298,0.1404161638984438,0.9991915096344267,1580790644.557975
0.03711,-0.05927,-0.95569,0.28589,0.37970,0.5223927841132227,0.13983290662852543,0.999772490182889,1580790644.561277
0.03717,-0.05927,-0.95569,0.28595,0.37970,0.5223927841132227,0.13983290662852543,0.999772490182889,1580790644.566306
0.03717,-0.05920,-0.95569,0.28607,0.37970,0.5226962277900621,0.13956781911225624,0.9994869413413396,1580790644.570875
0.03723,-0.05920,-0.95563,0.28613,0.37970,0.5226962277900621,0.13956781911225624,0.9994869413413396,1580790644.573909
0.03723,-0.05920,-0.95563,0.28619,0.37970,0.5216952918735305,0.13993769486753338,0.9999828471855212,1580790644.579124
0.03729,-0.05914,-0.95563,0.28619,0.37970,0.5216952918735305,0.13993769486753338,0.9999828471855212,1580790644.5824142
0.03729,-0.05914,-0.95557,0.28625,0.37970,0.5216952918735305,0.13993769486753338,0.9999828471855212,1580790644.587685
0.03735,-0.05908,-0.95557,0.28632,0.37970,0.5215681783047877,0.13962509877564266,0.9992605675243952,1580790644.590254
0.03735,-0.05908,-0.95557,0.28638,0.37970,0.5215681783047877,0.13962509877564266,0.9992605675243952,1580790644.593083
0.03741,-0.05902,-0.95557,0.28644,0.37970,0.5215681783047877,0.13962509877564266,0.9992605675243952,1580790644.5943801
0.03741,-0.05902,-0.95551,0.28650,0.37970,0.5218072263704614,0.13993980857329602,0.9997270468846944,1580790644.604453
0.03741,-0.05902,-0.95551,0.28656,0.37970,0.5222351301578388,0.13954309812311438,0.99979816001962,1580790644.6074638
0.03748,-0.05896,-0.95551,0.28656,0.37970,0.5222351301578388,0.13954309812311438,0.99979816001962,1580790644.609254
0.03754,-0.05896,-0.95551,0.28662,0.37970,0.5225232380502695,0.14005206421301952,0.9989861277859118,1580790644.6145542
0.03754,-0.05896,-0.95551,0.28662,0.37970,0.5225232380502695,0.14005206421301952,0.9989861277859118,1580790644.616609
0.03754,-0.05896,-0.95551,0.28662,0.37970,0.5219208310535685,0.1407588917494993,0.9994983480913641,1580790644.6236632
0.03760,-0.05890,-0.95551,0.28668,0.37970,0.521586475128012,0.13976314951905722,0.9992744160819015,1580790644.630694
0.03760,-0.05890,-0.95544,0.28668,0.37970,0.5224246862347995,0.13974727388387354,0.999809266858691,1580790644.645301
0.03766,-0.05896,-0.95544,0.28674,0.37970,0.5220802717524651,0.13983898864441657,0.9996748802085673,1580790644.649984
0.03766,-0.05896,-0.95544,0.28674,0.37970,0.5220802717524651,0.13983898864441657,0.9996748802085673,1580790644.654758
0.03772,-0.05896,-0.95544,0.28680,0.37970,0.5220802717524651,0.13983898864441657,0.9996748802085673,1580790644.663535
0.03772,-0.05896,-0.95544,0.28680,0.37970,0.5220802717524651,0.13983898864441657,0.9996748802085673,1580790644.6665401
0.03778,-0.05902,-0.95544,0.28680,0.37970,0.5215244934174534,0.13965267382073587,0.9995769208372781,1580790644.6703072
0.03778,-0.05902,-0.95538,0.28687,0.37970,0.5215824723840863,0.1400284037152777,0.9997533367417787,1580790644.675843
0.03784,-0.05908,-0.95538,0.28693,0.37970,0.5215824723840863,0.1400284037152777,0.9997533367417787,1580790644.677301
0.03784,-0.05908,-0.95538,0.28693,0.37970,0.5217789844642218,0.13987322557742354,0.9995266759351935,1580790644.6884742
0.03790,-0.05908,-0.95538,0.28699,0.37970,0.5222475098077618,0.13982169217905183,0.9995378762799572,1580790644.692884
0.03790,-0.05914,-0.95532,0.28705,0.37970,0.5352068200191558,0.1399183549027072,0.9958584413324222,1580790644.705754
0.03790,-0.05914,-0.95532,0.28711,0.37970,0.5352068200191558,0.1399183549027072,0.9958584413324222,1580790644.7079082
0.03790,-0.05920,-0.95526,0.28717,0.37970,0.5352068200191558,0.1399183549027072,0.9958584413324222,1580790644.7101219
0.03796,-0.05927,-0.95526,0.28723,0.37970,0.5352068200191558,0.1399183549027072,0.9958584413324222,1580790644.713599
0.03796,-0.05927,-0.95526,0.28729,0.37970,0.5548533712391236,0.13864765096179665,0.8273382970870512,1580790644.723166
0.03796,-0.05933,-0.95520,0.28735,0.37970,0.5627512038016595,0.13220547806079452,0.9991802086827754,1580790644.72998
0.03796,-0.05945,-0.95520,0.28741,0.37970,0.5627512038016595,0.13220547806079452,0.9991802086827754,1580790644.733439
0.03796,-0.05951,-0.95520,0.28748,0.37970,0.5622833833078171,0.1344076114198921,0.9997952759773254,1580790644.740214
0.03802,-0.05963,-0.95520,0.28748,0.37970,0.5622833833078171,0.1344076114198921,0.9997952759773254,1580790644.741586
0.03809,-0.05981,-0.95520,0.28741,0.37970,0.5616922917506012,0.13468252183017038,0.9998124001864411,1580790644.753765
0.03821,-0.06000,-0.95520,0.28735,0.37970,0.5614473607267569,0.1343060229562727,0.9993206741279231,1580790644.7626061
0.03827,-0.06024,-0.95520,0.28717,0.37976,0.5614473607267569,0.1343060229562727,0.9993206741279231,1580790644.76606
0.03839,-0.06055,-0.95526,0.28699,0.37976,0.5600756218406372,0.13450058836663492,0.9999792297179498,1580790644.774344
0.03857,-0.06091,-0.95532,0.28674,0.37976,0.557893113662254,0.13732002144133348,0.9999923053409888,1580790644.784499
0.03876,-0.06122,-0.95538,0.28644,0.37976,0.557893113662254,0.13732002144133348,0.9999923053409888,1580790644.788204
0.03894,-0.06165,-0.95544,0.28595,0.37976,0.5568324644559739,0.13690538297375576,0.99994831736186,1580790644.794453
0.03918,-0.06213,-0.95557,0.28546,0.37976,0.5548111358995496,0.1381493586615702,0.9999225940084367,1580790644.8042061
0.03943,-0.06262,-0.95569,0.28491,0.37976,0.5517472165986823,0.1394840030925516,0.9998254997048208,1580790644.805641
0.03973,-0.06311,-0.95587,0.28424,0.37976,0.5517472165986823,0.1394840030925516,0.9998254997048208,1580790644.809574
0.03998,-0.06360,-0.95599,0.28357,0.37976,0.5517472165986823,0.1394840030925516,0.9998254997048208,1580790644.813324
0.04034,-0.06421,-0.95618,0.28271,0.37976,0.5470450607871958,0.1407938304132922,0.9997288090655202,1580790644.820199
0.04065,-0.06470,-0.95636,0.28192,0.37976,0.5470450607871958,0.1407938304132922,0.9997288090655202,1580790644.821654
0.04108,-0.06531,-0.95660,0.28088,0.37976,0.5470450607871958,0.1407938304132922,0.9997288090655202,1580790644.8256462
0.04144,-0.06580,-0.95685,0.27997,0.37976,0.5446280668251767,0.14064279928644086,0.999744962087869,1580790644.831823
0.04187,-0.06641,-0.95715,0.27881,0.37976,0.5446280668251767,0.14064279928644086,0.999744962087869,1580790644.833935
0.04236,-0.06696,-0.95746,0.27753,0.37976,0.5446280668251767,0.14064279928644086,0.999744962087869,1580790644.834661
0.04279,-0.06738,-0.95770,0.27637,0.37976,0.5446280668251767,0.14064279928644086,0.999744962087869,1580790644.838639
0.04321,-0.06787,-0.95807,0.27509,0.37976,0.5421650182960658,0.14060464635637115,0.9998351322873541,1580790644.843945
0.04358,-0.06824,-0.95837,0.27374,0.37976,0.5421650182960658,0.14060464635637115,0.9998351322873541,1580790644.8482418
0.04407,-0.06866,-0.95874,0.27222,0.37976,0.5421650182960658,0.14060464635637115,0.9998351322873541,1580790644.8493
0.04449,-0.06897,-0.95917,0.27069,0.37976,0.5388237873643222,0.14111405811627187,0.9998320886041596,1580790644.857972
0.04492,-0.06921,-0.95953,0.26923,0.37976,0.5361593350465063,0.1414269555186567,0.9998271840848534,1580790644.865637
