quatI,quatJ,quatK,quatReal,quatRadianAccuracy,zmq_X,zmq_Y,zmq_confidence,IMUtimestamp
0.02557,-0.08405,-0.98187,0.16797,0.01642,0.6227018190501383,0.3349524720809385,0.9979596275874105,1580791509.108799
0.02515,-0.08551,-0.98181,0.16779,0.01642,0.6227018190501383,0.3349524720809385,0.9979596275874105,1580791509.110958
0.02460,-0.08734,-0.98169,0.16754,0.01642,0.6221223566315264,0.3372886594895004,0.8780158877592649,1580791509.115228
0.02460,-0.08734,-0.98169,0.16754,0.01642,0.6221223566315264,0.3372886594895004,0.8780158877592649,1580791509.116527
0.02417,-0.08881,-0.98163,0.16730,0.01642,0.6222838236744936,0.33960948477817465,0.9983918851294543,1580791509.124285
0.02356,-0.09052,-0.98151,0.16705,0.01642,0.6231805881502392,0.3409256184906956,0.9973065015861943,1580791509.1311948
0.02301,-0.09210,-0.98138,0.16681,0.01648,0.6231805881502392,0.3409256184906956,0.9973065015861943,1580791509.138547
0.02252,-0.09369,-0.98132,0.16656,0.01648,0.6221466098921489,0.34311004717928284,0.9891492236743615,1580791509.147847
0.02197,-0.09515,-0.98120,0.16632,0.01648,0.6207496432584797,0.3472634608347678,0.9933748402553156,1580791509.157075
0.02148,-0.09662,-0.98114,0.16614,0.01648,0.6212828848434007,0.3503022905401081,0.997048981078172,1580791509.164562
0.02087,-0.09827,-0.98102,0.16583,0.01648,0.6212828848434007,0.3503022905401081,0.997048981078172,1580791509.16675
0.02032,-0.09973,-0.98090,0.16559,0.01648,0.6206275873673957,0.350072790986664,0.9986173136956297,1580791509.173794
0.01984,-0.10114,-0.98083,0.16534,0.01648,0.6199177317515028,0.35273041321784737,0.9964007973620679,1580791509.181222
0.01929,-0.10266,-0.98071,0.16510,0.01648,0.6199177317515028,0.35273041321784737,0.9964007973620679,1580791509.183682
0.01880,-0.10406,-0.98065,0.16492,0.01648,0.6199987670220694,0.35406122241738347,0.9982121782125541,1580791509.191463
0.01837,-0.10541,-0.98053,0.16467,0.01648,0.6199987670220694,0.35406122241738347,0.9982121782125541,1580791509.194606
0.01794,-0.10663,-0.98041,0.16449,0.01648,0.6197460754982662,0.35475055903057706,0.9973035647729506,1580791509.199114
0.01703,-0.10925,-0.98022,0.16412,0.01648,0.6197460754982662,0.35475055903057706,0.9973035647729506,1580791509.201696
0.01660,-0.11047,-0.98010,0.16400,0.01660,0.6201357120739708,0.35571891567275626,0.9967350653654764,1580791509.214679
0.01617,-0.11169,-0.98004,0.16382,0.01660,0.6201357120739708,0.35571891567275626,0.9967350653654764,1580791509.216426
0.01581,-0.11292,-0.97992,0.16370,0.01660,0.6188281833118214,0.3530620941215985,0.9978460275328352,1580791509.230699
0.01538,-0.11407,-0.97980,0.16357,0.01660,0.6188281833118214,0.3530620941215985,0.9978460275328352,1580791509.2325451
0.01501,-0.11523,-0.97968,0.16345,0.01660,0.6191977392484895,0.35404435216114005,0.9984163836073809,1580791509.2512589
0.01465,-0.11633,-0.97955,0.16339,0.01660,0.6187547604229924,0.3551981544614605,0.9980980884627162,1580791509.259192
0.01428,-0.11749,-0.97943,0.16333,0.01660,0.6185930993592852,0.35602786332542047,0.998481739151033,1580791509.267005
0.01392,-0.11853,-0.97931,0.16327,0.01660,0.6185586734182428,0.356824434191375,0.9990317438731868,1580791509.282644
0.01367,-0.11951,-0.97925,0.16321,0.01660,0.6191714951554496,0.35679624547642586,0.9963503917738366,1580791509.286207
0.01331,-0.12061,-0.97913,0.16315,0.01660,0.6205613827084846,0.3595599357708428,0.9934612051913457,1580791509.3004138
0.01300,-0.12164,-0.97900,0.16315,0.01660,0.6205613827084846,0.3595599357708428,0.9934612051913457,1580791509.302359
0.01276,-0.12262,-0.97888,0.16315,0.01660,0.6193447356936129,0.36122755939573403,0.9991097023428918,1580791509.306844
0.01251,-0.12360,-0.97876,0.16315,0.01660,0.6194054127253996,0.362474598180056,0.9991717942004545,1580791509.321771
0.01227,-0.12451,-0.97864,0.16315,0.01660,0.6189840468731717,0.3632082701561058,0.9985718617345312,1580791509.335679
0.01202,-0.12555,-0.97852,0.16321,0.01660,0.6190306693006298,0.36284639211541003,0.9993208643760915,1580791509.352038
