quatI,quatJ,quatK,quatReal,quatRadianAccuracy,zmq_X,zmq_Y,zmq_confidence,IMUtimestamp
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.49693735618879264,0.24013158770023857,0.46345314371900026,1580792753.680359
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.49693735618879264,0.24013158770023857,0.46345314371900026,1580792753.682911
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.49693735618879264,0.24013158770023857,0.46345314371900026,1580792753.683336
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.49701237075006544,0.2401109631096614,0.6136208756674328,1580792753.686728
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.49701237075006544,0.2401109631096614,0.6136208756674328,1580792753.687231
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.49701237075006544,0.2401109631096614,0.6136208756674328,1580792753.687571
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.49701237075006544,0.2401109631096614,0.6136208756674328,1580792753.689413
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.49701237075006544,0.2401109631096614,0.6136208756674328,1580792753.6897979
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.49701237075006544,0.2401109631096614,0.6136208756674328,1580792753.6903281
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.49701237075006544,0.2401109631096614,0.6136208756674328,1580792753.6932192
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.49701237075006544,0.2401109631096614,0.6136208756674328,1580792753.693769
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4970986515554164,0.24011930615576882,0.4278443527870263,1580792753.697224
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4970986515554164,0.24011930615576882,0.4278443527870263,1580792753.6980748
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4970986515554164,0.24011930615576882,0.4278443527870263,1580792753.701887
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4970986515554164,0.24011930615576882,0.4278443527870263,1580792753.702485
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4970986515554164,0.24011930615576882,0.4278443527870263,1580792753.706584
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4971627268160299,0.2400712024011542,0.47639063772893614,1580792753.7083452
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4971627268160299,0.2400712024011542,0.47639063772893614,1580792753.711195
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4971627268160299,0.2400712024011542,0.47639063772893614,1580792753.712451
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4972357629912856,0.2400461782597515,0.5161008309286236,1580792753.714507
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4972357629912856,0.2400461782597515,0.5161008309286236,1580792753.715242
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4972357629912856,0.2400461782597515,0.5161008309286236,1580792753.719925
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4972357629912856,0.2400461782597515,0.5161008309286236,1580792753.7217531
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4973184172479401,0.240045959151025,0.4160320640804856,1580792753.724072
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4973184172479401,0.240045959151025,0.4160320640804856,1580792753.724519
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4973184172479401,0.240045959151025,0.4160320640804856,1580792753.730253
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4966442204858543,0.24480262359182647,0.4102190216348805,1580792753.731411
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4966442204858543,0.24480262359182647,0.4102190216348805,1580792753.7324858
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4966442204858543,0.24480262359182647,0.4102190216348805,1580792753.7332458
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.49677647758189314,0.24446018187809648,0.5515567746958772,1580792753.7388039
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.49677647758189314,0.24446018187809648,0.5515567746958772,1580792753.739548
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.49677647758189314,0.24446018187809648,0.5515567746958772,1580792753.7427719
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.49677647758189314,0.24446018187809648,0.5515567746958772,1580792753.7431989
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.496839226188058,0.2444955114468318,0.5458692444288579,1580792753.746064
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.496839226188058,0.2444955114468318,0.5458692444288579,1580792753.746916
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.496839226188058,0.2444955114468318,0.5458692444288579,1580792753.7474859
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.496839226188058,0.2444955114468318,0.5458692444288579,1580792753.7501252
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.496839226188058,0.2444955114468318,0.5458692444288579,1580792753.750818
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.496839226188058,0.2444955114468318,0.5458692444288579,1580792753.751852
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4969043743030429,0.24453747656881408,0.5913008950716259,1580792753.755109
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4969043743030429,0.24453747656881408,0.5913008950716259,1580792753.756052
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4969043743030429,0.24453747656881408,0.5913008950716259,1580792753.757191
0.02899,-0.04340,-0.98047,0.18964,0.01672,0.4969043743030429,0.24453747656881408,0.5913008950716259,1580792753.759608
