quatI,quatJ,quatK,quatReal,quatRadianAccuracy,zmq_X,zmq_Y,zmq_confidence,IMUtimestamp
0.02808,-0.01697,-0.98309,0.18024,0.01923,0.4887493063447962,0.17700854146353895,0.9706861612519924,1580791242.8717859
0.02808,-0.01691,-0.98309,0.18018,0.01923,0.490026723162721,0.17621270006656065,0.9997051566728095,1580791242.874273
0.02814,-0.01685,-0.98309,0.18018,0.01923,0.490026723162721,0.17621270006656065,0.9997051566728095,1580791242.875884
0.02814,-0.01678,-0.98309,0.18018,0.01923,0.490026723162721,0.17621270006656065,0.9997051566728095,1580791242.877524
0.02814,-0.01666,-0.98309,0.18018,0.01923,0.4894305970927343,0.17589673098813585,0.9999003463637832,1580791242.917026
0.02814,-0.01660,-0.98309,0.18011,0.01923,0.4893583868277084,0.1762455330273821,0.9999103523592525,1580791242.920031
0.02814,-0.01654,-0.98309,0.18005,0.01923,0.4893583868277084,0.1762455330273821,0.9999103523592525,1580791242.923077
0.02808,-0.01648,-0.98309,0.18005,0.01923,0.49004758942284343,0.17704035995645695,0.9998651625182933,1580791242.924685
0.02808,-0.01636,-0.98315,0.17999,0.01923,0.49004758942284343,0.17704035995645695,0.9998651625182933,1580791242.9278212
0.02802,-0.01630,-0.98315,0.17993,0.01923,0.48947402323870326,0.17662454190052268,0.9999934304690145,1580791242.964895
0.02795,-0.01624,-0.98315,0.17987,0.01923,0.48947402323870326,0.17662454190052268,0.9999934304690145,1580791242.9693499
0.02789,-0.01617,-0.98315,0.17981,0.01923,0.48947402323870326,0.17662454190052268,0.9999934304690145,1580791242.9714508
0.02783,-0.01605,-0.98315,0.17975,0.01923,0.48964918786691564,0.17691981221076702,0.9999923924360572,1580791242.9744241
0.02777,-0.01599,-0.98322,0.17975,0.01923,0.48964918786691564,0.17691981221076702,0.9999923924360572,1580791242.976908
0.02777,-0.01593,-0.98322,0.17969,0.01923,0.49015454107210904,0.1764075278897823,0.9337622345747252,1580791243.0146508
0.02771,-0.01587,-0.98322,0.17969,0.01923,0.4897319099460916,0.1761710149880692,0.9999757339747921,1580791243.018336
0.02765,-0.01581,-0.98322,0.17963,0.01923,0.4897319099460916,0.1761710149880692,0.9999757339747921,1580791243.022368
0.02759,-0.01569,-0.98322,0.17963,0.01923,0.490289948150059,0.17673832103633247,0.9999786830045552,1580791243.026161
0.02759,-0.01563,-0.98322,0.17957,0.01923,0.490289948150059,0.17673832103633247,0.9999786830045552,1580791243.028407
0.02753,-0.01556,-0.98322,0.17957,0.01923,0.4898839159892033,0.17620146557199257,0.999882361172221,1580791243.0652192
0.02753,-0.01550,-0.98322,0.17957,0.01923,0.4898839159892033,0.17620146557199257,0.999882361172221,1580791243.0672781
0.02753,-0.01544,-0.98322,0.17957,0.01923,0.4898839159892033,0.17620146557199257,0.999882361172221,1580791243.069399
0.02753,-0.01538,-0.98322,0.17963,0.01923,0.49028451560369507,0.17714232028720078,0.9999694776832181,1580791243.0745978
0.02753,-0.01532,-0.98322,0.17963,0.01923,0.45025928645162666,0.1788369194226942,0.4692015945497399,1580791243.1162639
0.02753,-0.01526,-0.98322,0.17963,0.01923,0.45025928645162666,0.1788369194226942,0.4692015945497399,1580791243.118887
0.02753,-0.01526,-0.98322,0.17963,0.01923,0.45025928645162666,0.1788369194226942,0.4692015945497399,1580791243.120841
0.02753,-0.01520,-0.98322,0.17969,0.01923,0.45025928645162666,0.1788369194226942,0.4692015945497399,1580791243.123083
0.02753,-0.01514,-0.98322,0.17969,0.01923,0.45025928645162666,0.1788369194226942,0.4692015945497399,1580791243.125047
0.02753,-0.01508,-0.98322,0.17975,0.01923,0.45025928645162666,0.1788369194226942,0.4692015945497399,1580791243.126932
0.02753,-0.01508,-0.98322,0.17975,0.01923,0.45025928645162666,0.1788369194226942,0.4692015945497399,1580791243.1289039
0.02753,-0.01501,-0.98322,0.17981,0.01923,0.4288528018752644,0.1942449721930366,0.9997864429600349,1580791243.1646879
0.02753,-0.01501,-0.98322,0.17981,0.01923,0.4288528018752644,0.1942449721930366,0.9997864429600349,1580791243.166702
0.02747,-0.01501,-0.98322,0.17981,0.01923,0.42987441592749487,0.1944341493504631,0.9999190097076289,1580791243.1716611
0.02747,-0.01508,-0.98322,0.17981,0.01923,0.42987441592749487,0.1944341493504631,0.9999190097076289,1580791243.176151
0.02747,-0.01514,-0.98322,0.17987,0.01923,0.4330878313553571,0.18953748769191092,0.9998620433722649,1580791243.21377
0.02747,-0.01514,-0.98322,0.17987,0.01923,0.43419271260675385,0.1898475213063563,0.9997039018840287,1580791243.218782
0.02740,-0.01526,-0.98322,0.17987,0.01923,0.43419271260675385,0.1898475213063563,0.9997039018840287,1580791243.221046
0.02740,-0.01532,-0.98322,0.17987,0.01923,0.43419271260675385,0.1898475213063563,0.9997039018840287,1580791243.2238212
0.02734,-0.01538,-0.98322,0.17987,0.01923,0.43661359919900844,0.18858163814475037,0.99982110938656,1580791243.2269719
0.02734,-0.01544,-0.98322,0.17981,0.01923,0.4483784697551478,0.18554862303220554,0.9999882068665541,1580791243.264954
0.02728,-0.01550,-0.98322,0.17981,0.01923,0.45012535158604816,0.18609316786678853,0.9998003873536676,1580791243.2743008
0.02728,-0.01556,-0.98322,0.17981,0.01923,0.45012535158604816,0.18609316786678853,0.9998003873536676,1580791243.2784472
0.02728,-0.01569,-0.98322,0.17981,0.01923,0.46775129052647885,0.18405424853460006,0.9998418312060967,1580791243.3161118
0.02722,-0.01575,-0.98322,0.17981,0.01929,0.47091746603749474,0.1834079108512694,0.999768586382591,1580791243.319065
0.02722,-0.01581,-0.98322,0.17981,0.01923,0.47091746603749474,0.1834079108512694,0.999768586382591,1580791243.323095
0.02722,-0.01581,-0.98322,0.17975,0.01923,0.4733490386846565,0.18312660020320004,0.9997583307724252,1580791243.326702
0.02716,-0.01587,-0.98322,0.17975,0.01923,0.48253364175090957,0.18229919341945433,0.999932787084944,1580791243.364464
0.02716,-0.01593,-0.98322,0.17975,0.01923,0.4852443114625439,0.18106071437091353,0.9997764745201447,1580791243.370537
0.02716,-0.01599,-0.98322,0.17975,0.01923,0.48688350042485357,0.1799355705792356,0.9994555946206128,1580791243.377197
0.02710,-0.01599,-0.98322,0.17975,0.01923,0.4919874699078708,0.17812486550658546,0.9997328683870125,1580791243.414485
0.02710,-0.01605,-0.98322,0.17975,0.01929,0.4919874699078708,0.17812486550658546,0.9997328683870125,1580791243.4165492
0.02710,-0.01605,-0.98322,0.17975,0.01929,0.4919874699078708,0.17812486550658546,0.9997328683870125,1580791243.418797
0.02710,-0.01611,-0.98322,0.17975,0.01929,0.49234511772814765,0.17771590558510397,0.9999939335794095,1580791243.422015
0.02710,-0.01617,-0.98322,0.17975,0.01929,0.4946929032202384,0.17689535704881654,0.9997548499433015,1580791243.463454
0.02710,-0.01617,-0.98322,0.17975,0.01929,0.4946929032202384,0.17689535704881654,0.9997548499433015,1580791243.465344
0.02710,-0.01624,-0.98322,0.17975,0.01929,0.4946929032202384,0.17689535704881654,0.9997548499433015,1580791243.4693508
0.02716,-0.01624,-0.98322,0.17981,0.01929,0.4962418579144921,0.17585063748923868,0.9999423852849968,1580791243.513872
0.02716,-0.01624,-0.98322,0.17981,0.01929,0.4962418579144921,0.17585063748923868,0.9999423852849968,1580791243.516007
0.02716,-0.01630,-0.98322,0.17981,0.01935,0.4962418579144921,0.17585063748923868,0.9999423852849968,1580791243.518307
0.02716,-0.01630,-0.98322,0.17981,0.01935,0.496423382915982,0.17455965715748634,0.9998760024757027,1580791243.5207932
0.02722,-0.01636,-0.98315,0.17987,0.01935,0.496423382915982,0.17455965715748634,0.9998760024757027,1580791243.522866
0.02722,-0.01636,-0.98315,0.17987,0.01941,0.496423382915982,0.17455965715748634,0.9998760024757027,1580791243.526057
0.02722,-0.01636,-0.98315,0.17987,0.01941,0.495432606915615,0.17423570816399658,0.9998957186112641,1580791243.56354
0.02722,-0.01636,-0.98315,0.17993,0.01941,0.495432606915615,0.17423570816399658,0.9998957186112641,1580791243.5658722
0.02728,-0.01636,-0.98315,0.17993,0.01947,0.4939733711044897,0.17405851482734458,0.9999504750492585,1580791243.57126
0.02734,-0.01636,-0.98315,0.17999,0.01947,0.4939733711044897,0.17405851482734458,0.9999504750492585,1580791243.576787
0.02734,-0.01642,-0.98315,0.17999,0.01947,0.49283315244753767,0.17402868520779857,0.9997551922293381,1580791243.614395
0.02740,-0.01642,-0.98315,0.17999,0.01947,0.49283315244753767,0.17402868520779857,0.9997551922293381,1580791243.616086
0.02740,-0.01636,-0.98315,0.17999,0.01947,0.49283315244753767,0.17402868520779857,0.9997551922293381,1580791243.617823
0.02740,-0.01636,-0.98315,0.17999,0.01947,0.492763827853074,0.17441653492498943,0.9998873209554264,1580791243.621527
0.02747,-0.01636,-0.98315,0.17999,0.01947,0.492763827853074,0.17441653492498943,0.9998873209554264,1580791243.626625
0.02747,-0.01636,-0.98315,0.17999,0.01947,0.4917723760650137,0.1752043903562046,0.9996097491576557,1580791243.663614
0.02753,-0.01636,-0.98315,0.18005,0.01947,0.4917723760650137,0.1752043903562046,0.9996097491576557,1580791243.665971
0.02753,-0.01630,-0.98315,0.18005,0.01947,0.4917723760650137,0.1752043903562046,0.9996097491576557,1580791243.668117
0.02759,-0.01630,-0.98315,0.18005,0.01947,0.4917723760650137,0.1752043903562046,0.9996097491576557,1580791243.671304
0.02759,-0.01630,-0.98315,0.18005,0.01947,0.492503876776888,0.17479463246924476,0.9998037768419561,1580791243.6742358
0.02765,-0.01624,-0.98315,0.18005,0.01947,0.492503876776888,0.17479463246924476,0.9998037768419561,1580791243.676918
0.02765,-0.01624,-0.98315,0.17999,0.01941,0.492503876776888,0.17479463246924476,0.9998037768419561,1580791243.712662
0.02771,-0.01617,-0.98315,0.17999,0.01941,0.48980598738218095,0.17606315978104903,0.9999226184822929,1580791243.717109
0.02777,-0.01617,-0.98315,0.17999,0.01941,0.48980598738218095,0.17606315978104903,0.9999226184822929,1580791243.719645
0.02777,-0.01617,-0.98315,0.17999,0.01941,0.48965907943485865,0.17584540589366293,0.9998727405624099,1580791243.7225442
0.02783,-0.01611,-0.98315,0.17999,0.01941,0.48965907943485865,0.17584540589366293,0.9998727405624099,1580791243.7252831
0.02783,-0.01611,-0.98315,0.17999,0.01947,0.48965907943485865,0.17584540589366293,0.9998727405624099,1580791243.728225
0.02789,-0.01605,-0.98315,0.17999,0.01947,0.48910641919809966,0.17626962801543855,0.9997502825160041,1580791243.769324
0.02789,-0.01605,-0.98315,0.17999,0.01947,0.48878539614966227,0.17618378523525213,0.9993926212721421,1580791243.7745469
