eye_packets,751
norm_X,norm_Y,phi,theta,confidence,timestamp
1581991649.182409,"{'circle_3d': {'center': [-1.2230793860453497, 11.714327726616117, 73.90844486929076], 'normal': [0.11448200238604832, 0.7715731014930665, -0.6257546006079788], 'radius': 4.731720358055667}, 'confidence': 0.12423464079301909, 'timestamp': 14994.810997, 'diameter_3d': 9.463440716111334, 'ellipse': {'center': [149.53173145238426, 217.28432016296563], 'axes': [40.19292221053529, 79.53681795766236], 'angle': 82.76419650184954}, 'location': [149.53173145238426, 217.28432016296563], 'diameter': 79.53681795766236, 'sphere': {'center': [-2.5968634146779292, 2.4554505086993212, 81.4175000765865], 'radius': 12.0}, 'projected_sphere': {'center': [140.22470211458477, 138.69842864201837], 'axes': [182.76169111066935, 182.76169111066935], 'angle': 90.0}, 'model_confidence': 0.9702349361980112, 'model_id': 1, 'model_birth_timestamp': 14450.341897, 'theta': 2.45210666660383, 'phi': -1.3898471391536416, 'norm_pos': [0.46728666078870085, 0.09464866598764321], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581991649.2688088,"{'circle_3d': {'center': [-0.8930589306289951, 11.714920977447193, 73.97711991704352], 'normal': [0.14198370700407784, 0.7716225390623225, -0.6200316799619151], 'radius': 4.782350118193074}, 'confidence': 0.10797326802117904, 'timestamp': 14994.903397, 'diameter_3d': 9.564700236386148, 'ellipse': {'center': [152.26730413721958, 217.19278009378766], 'axes': [40.121044438366546, 80.31899113799368], 'angle': 80.7884607794913}, 'location': [152.26730413721958, 217.19278009378766], 'diameter': 80.31899113799368, 'sphere': {'center': [-2.5968634146779292, 2.4554505086993212, 81.4175000765865], 'radius': 12.0}, 'projected_sphere': {'center': [140.22470211458477, 138.69842864201837], 'axes': [182.76169111066935, 182.76169111066935], 'angle': 90.0}, 'model_confidence': 0.9702349361980112, 'model_id': 1, 'model_birth_timestamp': 14450.341897, 'theta': 2.4521843851054665, 'phi': -1.3456833405578241, 'norm_pos': [0.4758353254288112, 0.09503008294255144], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581991649.276706,"{'circle_3d': {'center': [-0.8911641314997762, 11.403341862523426, 73.60559696175429], 'normal': [0.14214160693151276, 0.7456576128186755, -0.6509919262360184], 'radius': 4.805849959228028}, 'confidence': 0.06489542585985537, 'timestamp': 14994.911797, 'diameter_3d': 9.611699918456056, 'ellipse': {'center': [152.2298227305604, 215.00382670366383], 'axes': [43.56961569939866, 81.11665297327002], 'angle': 80.55256292825376}, 'location': [152.2298227305604, 215.00382670366383], 'diameter': 81.11665297327002, 'sphere': {'center': [-2.5968634146779292, 2.4554505086993212, 81.4175000765865], 'radius': 12.0}, 'projected_sphere': {'center': [140.22470211458477, 138.69842864201837], 'axes': [182.76169111066935, 182.76169111066935], 'angle': 90.0}, 'model_confidence': 0.9702349361980112, 'model_id': 1, 'model_birth_timestamp': 14450.341897, 'theta': 2.4123175423413694, 'phi': -1.3558240288643568, 'norm_pos': [0.4757181960330012, 0.10415072206806741], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581991649.284949,"{'circle_3d': {'center': [-0.6156889572174582, 11.584210445639432, 73.88485845609085], 'normal': [0.1650978714550393, 0.7607299947450092, -0.6277201350413045], 'radius': 4.772352660133161}, 'confidence': 0.15867479123280387, 'timestamp': 14994.920197, 'diameter_3d': 9.544705320266322, 'ellipse': {'center': [154.5516385397314, 216.2161855642634], 'axes': [40.90837716819324, 80.25161959661494], 'angle': 79.02885102247767}, 'location': [154.5516385397314, 216.2161855642634], 'diameter': 80.25161959661494, 'sphere': {'center': [-2.5968634146779292, 2.4554505086993212, 81.4175000765865], 'radius': 12.0}, 'projected_sphere': {'center': [140.22470211458477, 138.69842864201837], 'axes': [182.76169111066935, 182.76169111066935], 'angle': 90.0}, 'model_confidence': 0.9702349361980112, 'model_id': 1, 'model_birth_timestamp': 14450.341897, 'theta': 2.435233382415039, 'phi': -1.3136091468047086, 'norm_pos': [0.4829738704366607, 0.09909922681556915], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581991649.293108,"{'circle_3d': {'center': [-0.6451988145445391, 11.647871488539199, 73.95489987169908], 'normal': [0.16263871667778254, 0.7660350816533232, -0.6218833504072853], 'radius': 4.809128637594169}, 'confidence': 0.14798850141253003, 'timestamp': 14994.928597, 'diameter_3d': 9.618257275188338, 'ellipse': {'center': [154.31106135948977, 216.65147082986132], 'axes': [40.60807586597736, 80.79579984322439], 'angle': 79.25985933554776}, 'location': [154.31106135948977, 216.65147082986132], 'diameter': 80.79579984322439, 'sphere': {'center': [-2.5968634146779292, 2.4554505086993212, 81.4175000765865], 'radius': 12.0}, 'projected_sphere': {'center': [140.22470211458477, 138.69842864201837], 'axes': [182.76169111066935, 182.76169111066935], 'angle': 90.0}, 'model_confidence': 0.9702349361980112, 'model_id': 1, 'model_birth_timestamp': 14450.341897, 'theta': 2.4434463890632743, 'phi': -1.3149993482973532, 'norm_pos': [0.4822220667484055, 0.09728553820891117], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581991649.300603,"{'circle_3d': {'center': [-0.628886527840498, 11.641469554198299, 73.95130150779639], 'normal': [0.16399807390311932, 0.765501587124915, -0.6221832140658434], 'radius': 4.773687656041672}, 'confidence': 0.08223500219124572, 'timestamp': 14994.936997, 'diameter_3d': 9.547375312083345, 'ellipse': {'center': [154.44969427176136, 216.61713965726173], 'axes': [40.34280468826024, 80.20281819571376], 'angle': 79.15718989435413}, 'location': [154.44969427176136, 216.61713965726173], 'diameter': 80.20281819571376, 'sphere': {'center': [-2.5968634146779292, 2.4554505086993212, 81.4175000765865], 'radius': 12.0}, 'projected_sphere': {'center': [140.22470211458477, 138.69842864201837], 'axes': [182.76169111066935, 182.76169111066935], 'angle': 90.0}, 'model_confidence': 0.9702349361980112, 'model_id': 1, 'model_birth_timestamp': 14450.341897, 'theta': 2.442616843261948, 'phi': -1.3130733439389664, 'norm_pos': [0.48265529459925427, 0.09742858476140948], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581991649.3132212,"{'circle_3d': {'center': [-0.5399246636086552, 11.641446018776422, 73.97529009142801], 'normal': [0.1714115625891062, 0.7654996258397585, -0.620184165429875], 'radius': 4.789446678538582}, 'confidence': 0.12311877457690686, 'timestamp': 14994.945397, 'diameter_3d': 9.578893357077163, 'ellipse': {'center': [155.18609815874302, 216.58433032945803], 'axes': [40.294416328901804, 80.44319001622033], 'angle': 78.62801248752602}, 'location': [155.18609815874302, 216.58433032945803], 'diameter': 80.44319001622033, 'sphere': {'center': [-2.5968634146779292, 2.4554505086993212, 81.4175000765865], 'radius': 12.0}, 'projected_sphere': {'center': [140.22470211458477, 138.69842864201837], 'axes': [182.76169111066935, 182.76169111066935], 'angle': 90.0}, 'model_confidence': 0.9702349361980112, 'model_id': 1, 'model_birth_timestamp': 14450.341897, 'theta': 2.442613795114691, 'phi': -1.3011400098037842, 'norm_pos': [0.48495655674607197, 0.09756529029392491], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581991649.321085,"{'circle_3d': {'center': [-1.5652450027812754, 11.485164679886422, 73.58168324367759], 'normal': [0.0859682009913878, 0.7524761809322582, -0.652984736075743], 'radius': 4.7976309619421915}, 'confidence': 0.08997563223784528, 'timestamp': 14994.953797, 'diameter_3d': 9.595261923884383, 'ellipse': {'center': [146.6306672998773, 215.71241687208374], 'axes': [43.52519613180892, 80.99793429795773], 'angle': 84.75813954900593}, 'location': [146.6306672998773, 215.71241687208374], 'diameter': 80.99793429795773, 'sphere': {'center': [-2.5968634146779292, 2.4554505086993212, 81.4175000765865], 'radius': 12.0}, 'projected_sphere': {'center': [140.22470211458477, 138.69842864201837], 'axes': [182.76169111066935, 182.76169111066935], 'angle': 90.0}, 'model_confidence': 0.9702349361980112, 'model_id': 1, 'model_birth_timestamp': 14450.341897, 'theta': 2.422610027838797, 'phi': -1.4398949324647348, 'norm_pos': [0.45822083531211655, 0.1011982630329844], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581991649.3286772,"{'circle_3d': {'center': [-2.2053811184539214, 11.879197587993952, 73.9986233019508], 'normal': [0.03262352468533399, 0.785312256607886, -0.6182397312196423], 'radius': 4.802310901734257}, 'confidence': 0.17472714123392044, 'timestamp': 14994.962197, 'diameter_3d': 9.604621803468515, 'ellipse': {'center': [141.4211325276982, 218.51881677414158], 'axes': [39.76649401358401, 80.62134243833145], 'angle': 88.69252975916969}, 'location': [141.4211325276982, 218.51881677414158], 'diameter': 80.62134243833145, 'sphere': {'center': [-2.5968634146779292, 2.4554505086993212, 81.4175000765865], 'radius': 12.0}, 'projected_sphere': {'center': [140.22470211458477, 138.69842864201837], 'axes': [182.76169111066935, 182.76169111066935], 'angle': 90.0}, 'model_confidence': 0.9702349361980112, 'model_id': 1, 'model_birth_timestamp': 14450.341897, 'theta': 2.4739966645547176, 'phi': -1.5180768178244946, 'norm_pos': [0.4419410391490569, 0.08950493010774341], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581991649.337156,"{'circle_3d': {'center': [-2.3079124483888562, 11.925464133642553, 74.05303476792558], 'normal': [0.02407924719075608, 0.7891678020786024, -0.6137054423884103], 'radius': 4.800151053043841}, 'confidence': 0.18061925345881347, 'timestamp': 14994.970596, 'diameter_3d': 9.600302106087682, 'ellipse': {'center': [140.5879444393026, 218.8417108171605], 'axes': [39.255351898448765, 80.52573537080765], 'angle': 89.29709778461958}, 'location': [140.5879444393026, 218.8417108171605], 'diameter': 80.52573537080765, 'sphere': {'center': [-2.5968634146779292, 2.4554505086993212, 81.4175000765865], 'radius': 12.0}, 'projected_sphere': {'center': [140.22470211458477, 138.69842864201837], 'axes': [182.76169111066935, 182.76169111066935], 'angle': 90.0}, 'model_confidence': 0.9702349361980112, 'model_id': 1, 'model_birth_timestamp': 14450.341897, 'theta': 2.4802491630152126, 'phi': -1.53158060430721, 'norm_pos': [0.4393373263728206, 0.0881595382618312], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581991649.34523,"{'circle_3d': {'center': [-2.3782748423038313, 11.923210181570811, 74.04771406797161], 'normal': [0.018215714364508157, 0.7889799727392907, -0.6141488340512412], 'radius': 4.776619538682463}, 'confidence': 0.0933271020329037, 'timestamp': 14994.978996, 'diameter_3d': 9.553239077364927, 'ellipse': {'center': [140.006073173519, 218.83884132452164], 'axes': [39.09082474694704, 80.1350527323795], 'angle': 89.71598453758423}, 'location': [140.006073173519, 218.83884132452164], 'diameter': 80.1350527323795, 'sphere': {'center': [-2.5968634146779292, 2.4554505086993212, 81.4175000765865], 'radius': 12.0}, 'projected_sphere': {'center': [140.22470211458477, 138.69842864201837], 'axes': [182.76169111066935, 182.76169111066935], 'angle': 90.0}, 'model_confidence': 0.9702349361980112, 'model_id': 1, 'model_birth_timestamp': 14450.341897, 'theta': 2.4799434005803223, 'phi': -1.5411449221385447, 'norm_pos': [0.4375189786672469, 0.0881714944811598], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581991649.35296,"{'circle_3d': {'center': [-2.3086958252935283, 11.927066902671246, 74.05506553861807], 'normal': [0.02401396578203342, 0.7893013661643273, -0.6135362114973703], 'radius': 4.790283142355317}, 'confidence': 0.16550107305273665, 'timestamp': 14994.987396, 'diameter_3d': 9.580566284710635, 'ellipse': {'center': [140.58237065531418, 218.85682413391845], 'axes': [39.156618918923606, 80.35758015731722], 'angle': 89.30146055537227}, 'location': [140.58237065531418, 218.85682413391845], 'diameter': 80.35758015731722, 'sphere': {'center': [-2.5968634146779292, 2.4554505086993212, 81.4175000765865], 'radius': 12.0}, 'projected_sphere': {'center': [140.22470211458477, 138.69842864201837], 'axes': [182.76169111066935, 182.76169111066935], 'angle': 90.0}, 'model_confidence': 0.9702349361980112, 'model_id': 1, 'model_birth_timestamp': 14450.341897, 'theta': 2.48046666157415, 'phi': -1.5316760372644744, 'norm_pos': [0.43931990829785683, 0.08809656610867311], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581991649.361748,"{'circle_3d': {'center': [-2.4728922950906975, 12.004090368811545, 74.15058133592453], 'normal': [0.010330926632269312, 0.7957199883426853, -0.6055765617218316], 'radius': 4.832311438188066}, 'confidence': 0.12900368630125594, 'timestamp': 14994.995796, 'diameter_3d': 9.664622876376132, 'ellipse': {'center': [139.25096923781746, 219.36899854640455], 'axes': [38.63847675107039, 80.96012541577362], 'angle': -89.7433938607773}, 'location': [139.25096923781746, 219.36899854640455], 'diameter': 80.96012541577362, 'sphere': {'center': [-2.5968634146779292, 2.4554505086993212, 81.4175000765865], 'radius': 12.0}, 'projected_sphere': {'center': [140.22470211458477, 138.69842864201837], 'axes': [182.76169111066935, 182.76169111066935], 'angle': 90.0}, 'model_confidence': 0.9702349361980112, 'model_id': 1, 'model_birth_timestamp': 14450.341897, 'theta': 2.4909917370926093, 'phi': -1.553738327442196, 'norm_pos': [0.43515927886817957, 0.08596250605664768], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581991649.369589,"{'circle_3d': {'center': [-1.6395618785056718, 11.229420324571427, 73.2872462405118], 'normal': [0.07977512801435481, 0.7311641513226756, -0.6775211530062253], 'radius': 4.821699747611597}, 'confidence': 0.11704382651949052, 'timestamp': 14995.004196, 'diameter_3d': 9.643399495223195, 'ellipse': {'center': [145.9515841397174, 213.88974723729302], 'axes': [46.35983340868369, 81.72683045834565], 'angle': 85.14502054533438}, 'location': [145.9515841397174, 213.88974723729302], 'diameter': 81.72683045834565, 'sphere': {'center': [-2.5968634146779292, 2.4554505086993212, 81.4175000765865], 'radius': 12.0}, 'projected_sphere': {'center': [140.22470211458477, 138.69842864201837], 'axes': [182.76169111066935, 182.76169111066935], 'angle': 90.0}, 'model_confidence': 0.9702349361980112, 'model_id': 1, 'model_birth_timestamp': 14450.341897, 'theta': 2.3908231829806286, 'phi': -1.4535903971294624, 'norm_pos': [0.4560987004366169, 0.10879271984461236], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581991649.376899,"{'circle_3d': {'center': [-2.1576841322968057, 11.837759528146606, 73.94893937043132], 'normal': [0.0365982735317603, 0.7818590849539404, -0.6223800588462657], 'radius': 4.818360606460128}, 'confidence': 0.19398212938853399, 'timestamp': 14995.012596, 'diameter_3d': 9.636721212920255, 'ellipse': {'center': [141.80233368969763, 218.22430795045972], 'axes': [40.3424500052075, 80.94548943596651], 'angle': 88.41098508962422}, 'location': [141.80233368969763, 218.22430795045972], 'diameter': 80.94548943596651, 'sphere': {'center': [-2.5968634146779292, 2.4554505086993212, 81.4175000765865], 'radius': 12.0}, 'projected_sphere': {'center': [140.22470211458477, 138.69842864201837], 'axes': [182.76169111066935, 182.76169111066935], 'angle': 90.0}, 'model_confidence': 0.9702349361980112, 'model_id': 1, 'model_birth_timestamp': 14450.341897, 'theta': 2.468438499999571, 'phi': -1.5120602278841289, 'norm_pos': [0.4431322927803051, 0.09073205020641784], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581991649.387294,"{'circle_3d': {'center': [-2.1358214853904594, 11.871119984202672, 73.99236649748416], 'normal': [0.03842016077395584, 0.7846391229586127, -0.6187611315918627], 'radius': 4.845001298672098}, 'confidence': 0.19854650082025208, 'timestamp': 14995.020996, 'diameter_3d': 9.690002597344195, 'ellipse': {'center': [141.99258951776682, 218.44085218551677], 'axes': [40.19332710575482, 81.34728958985386], 'angle': 88.27754758111658}, 'location': [141.99258951776682, 218.44085218551677], 'diameter': 81.34728958985386, 'sphere': {'center': [-2.5968634146779292, 2.4554505086993212, 81.4175000765865], 'radius': 12.0}, 'projected_sphere': {'center': [140.22470211458477, 138.69842864201837], 'axes': [182.76169111066935, 182.76169111066935], 'angle': 90.0}, 'model_confidence': 0.9702349361980112, 'model_id': 1, 'model_birth_timestamp': 14450.341897, 'theta': 2.472910135133079, 'phi': -1.5087838677629382, 'norm_pos': [0.4437268422430213, 0.0898297825603468], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
