eye_packets,99
norm_X,norm_Y,phi,theta,confidence,timestamp
1581994286.750564,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 1145.378126, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.731446487616831, -1.4222689543711924, 89.53069813219986], 'radius': 12.0}, 'projected_sphere': {'center': [178.91526434678127, 110.15078883437192], 'axes': [166.19997733099754, 166.19997733099754], 'angle': 90.0}, 'model_confidence': 0.6569968012855254, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581994288.737518,"{'circle_3d': {'center': [-0.31778076274400746, 5.779070435022878, 80.42888929140243], 'normal': [-0.2541022708634032, 0.6001116157828392, -0.7584840700664527], 'radius': 2.989902101035618}, 'confidence': 0.9984370463085477, 'timestamp': 1151.700048, 'diameter_3d': 5.979804202071236, 'ellipse': {'center': [157.71412442963052, 164.18490056682856], 'axes': [32.940244347313524, 46.12177720127422], 'angle': -68.37882487588}, 'location': [157.71412442963052, 164.18490056682856], 'diameter': 46.12177720127422, 'sphere': {'center': [2.731446487616831, -1.4222689543711924, 89.53069813219986], 'radius': 12.0}, 'projected_sphere': {'center': [178.91526434678127, 110.15078883437192], 'axes': [166.19997733099754, 166.19997733099754], 'angle': 90.0}, 'model_confidence': 0.6570627709965304, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 2.214436962617605, 'phi': -1.8940581115849644, 'norm_pos': [0.49285663884259534, 0.31589624763821433], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581994288.756395,"{'circle_3d': {'center': [-0.343403646070334, 5.735954851500334, 80.40353380802895], 'normal': [-0.25623751114059706, 0.5965186504892939, -0.7605970270142425], 'radius': 2.994113676909566}, 'confidence': 0.9994699154017482, 'timestamp': 1151.720108, 'diameter_3d': 5.988227353819132, 'ellipse': {'center': [157.5180900873181, 163.86610017222137], 'axes': [33.116567292448934, 46.20111144075826], 'angle': -68.08354880813775}, 'location': [157.5180900873181, 163.86610017222137], 'diameter': 46.20111144075826, 'sphere': {'center': [2.731446487616831, -1.4222689543711924, 89.53069813219986], 'radius': 12.0}, 'projected_sphere': {'center': [178.91526434678127, 110.15078883437192], 'axes': [166.19997733099754, 166.19997733099754], 'angle': 90.0}, 'model_confidence': 0.6570455728271307, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 2.2099528134238393, 'phi': -1.8957444333286422, 'norm_pos': [0.492244031522869, 0.31722458261574427], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581994288.782659,"{'circle_3d': {'center': [-0.3153419407988802, 5.835355422281461, 80.47288555520925], 'normal': [-0.2538990357013093, 0.6048020313877212, -0.7548177147492175], 'radius': 2.9836869575129454}, 'confidence': 0.9376538268693779, 'timestamp': 1151.756967, 'diameter_3d': 5.967373915025891, 'ellipse': {'center': [157.73246358966216, 164.59553596899983], 'axes': [32.65182884916485, 46.000923381250004], 'angle': -68.5427485534843}, 'location': [157.73246358966216, 164.59553596899983], 'diameter': 46.000923381250004, 'sphere': {'center': [2.731446487616831, -1.4222689543711924, 89.53069813219986], 'radius': 12.0}, 'projected_sphere': {'center': [178.91526434678127, 110.15078883437192], 'axes': [166.19997733099754, 166.19997733099754], 'angle': 90.0}, 'model_confidence': 0.6555281744188846, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 2.220313583838193, 'phi': -1.8952785782503323, 'norm_pos': [0.49291394871769423, 0.31418526679583403], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581994288.8094342,"{'circle_3d': {'center': [-0.24125914127691672, 5.978475027765391, 80.56453899047074], 'normal': [-0.24772546907447898, 0.6167286651780487, -0.7471799284774262], 'radius': 3.0089518312262515}, 'confidence': 0.8064038961571596, 'timestamp': 1151.782167, 'diameter_3d': 6.017903662452503, 'ellipse': {'center': [158.30237503970582, 165.63810852130064], 'axes': [32.4607797552924, 46.33866570218599], 'angle': -69.41988623689521}, 'location': [158.30237503970582, 165.63810852130064], 'diameter': 46.33866570218599, 'sphere': {'center': [2.731446487616831, -1.4222689543711924, 89.53069813219986], 'radius': 12.0}, 'projected_sphere': {'center': [178.91526434678127, 110.15078883437192], 'axes': [166.19997733099754, 166.19997733099754], 'angle': 90.0}, 'model_confidence': 0.6495356422047016, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 2.23537644355993, 'phi': -1.8909385681381952, 'norm_pos': [0.4946949219990807, 0.3098412144945807], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581994288.846391,"{'circle_3d': {'center': [-0.2934967147554448, 5.928551999487242, 80.54097344638564], 'normal': [-0.25207860019768963, 0.6125684128215362, -0.7491437238178514], 'radius': 2.972401844896026}, 'confidence': 0.8531451121089082, 'timestamp': 1151.815767, 'diameter_3d': 5.944803689792052, 'ellipse': {'center': [157.89889089545497, 165.2772086328589], 'axes': [32.188140243818395, 45.78852183511766], 'angle': -68.93288608490793}, 'location': [157.89889089545497, 165.2772086328589], 'diameter': 45.78852183511766, 'sphere': {'center': [2.731446487616831, -1.4222689543711924, 89.53069813219986], 'radius': 12.0}, 'projected_sphere': {'center': [178.91526434678127, 110.15078883437192], 'axes': [166.19997733099754, 166.19997733099754], 'angle': 90.0}, 'model_confidence': 0.6486697369064709, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 2.23010228006304, 'phi': -1.8953842606743196, 'norm_pos': [0.4934340340482968, 0.31134496402975453], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581994288.8777852,"{'circle_3d': {'center': [-0.21242496284609613, 5.792305334500731, 80.40471661164563], 'normal': [-0.2453226208719106, 0.6012145240726603, -0.7604984600461866], 'radius': 2.994788021588688}, 'confidence': 0.936577083137035, 'timestamp': 1151.849367, 'diameter_3d': 5.989576043177376, 'ellipse': {'center': [158.52159943588316, 164.2970541974006], 'axes': [33.104331341431354, 46.211365735925874], 'angle': -69.15935862325034}, 'location': [158.52159943588316, 164.2970541974006], 'diameter': 46.211365735925874, 'sphere': {'center': [2.731446487616831, -1.4222689543711924, 89.53069813219986], 'radius': 12.0}, 'projected_sphere': {'center': [178.91526434678127, 110.15078883437192], 'axes': [166.19997733099754, 166.19997733099754], 'angle': 90.0}, 'model_confidence': 0.6474067891672819, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 2.215816456547264, 'phi': -1.8828390879045886, 'norm_pos': [0.49537999823713486, 0.3154289408441642], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581994288.9078588,"{'circle_3d': {'center': [-0.025576403776121026, 5.8371264783860735, 80.38192757396646], 'normal': [-0.22975190761607933, 0.6049496193964389, -0.7623975465194495], 'radius': 2.962597563005038}, 'confidence': 0.9991939075133078, 'timestamp': 1151.874567, 'diameter_3d': 5.925195126010076, 'ellipse': {'center': [159.95021972514718, 164.65975375792513], 'axes': [32.841577229485544, 45.72793224508957], 'angle': -70.6063763860706}, 'location': [159.95021972514718, 164.65975375792513], 'diameter': 45.72793224508957, 'sphere': {'center': [2.731446487616831, -1.4222689543711924, 89.53069813219986], 'radius': 12.0}, 'projected_sphere': {'center': [178.91526434678127, 110.15078883437192], 'axes': [166.19997733099754, 166.19997733099754], 'angle': 90.0}, 'model_confidence': 0.6479984873533517, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 2.2204989214474047, 'phi': -1.863495289457155, 'norm_pos': [0.4998444366410849, 0.313917692675312], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581994288.9445062,"{'circle_3d': {'center': [0.12766064572701152, 5.759913632395034, 80.27669615576144], 'normal': [-0.21698215349081829, 0.5985152155638522, -0.7711668313698681], 'radius': 2.98900366194475}, 'confidence': 0.9987577109746417, 'timestamp': 1151.916567, 'diameter_3d': 5.9780073238895, 'ellipse': {'center': [161.13042122162793, 164.11353107766243], 'axes': [33.64700914826844, 46.19628308905451], 'angle': -71.54213773610687}, 'location': [161.13042122162793, 164.11353107766243], 'diameter': 46.19628308905451, 'sphere': {'center': [2.731446487616831, -1.4222689543711924, 89.53069813219986], 'radius': 12.0}, 'projected_sphere': {'center': [178.91526434678127, 110.15078883437192], 'axes': [166.19997733099754, 166.19997733099754], 'angle': 90.0}, 'model_confidence': 0.6488678148235838, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 2.2124427439347305, 'phi': -1.8450737069344516, 'norm_pos': [0.5035325663175872, 0.31619362050973987], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581994288.9677272,"{'circle_3d': {'center': [0.16715459762878604, 5.61069356472008, 80.15190048495323], 'normal': [-0.21369099083233706, 0.5860802099242727, -0.7815664706038857], 'radius': 2.9738148520085006}, 'confidence': 0.9982699041743686, 'timestamp': 1151.941767, 'diameter_3d': 5.947629704017001, 'ellipse': {'center': [161.43630486799702, 163.03257648416766], 'axes': [34.09874834000323, 46.03246637814388], 'angle': -71.49050332343468}, 'location': [161.43630486799702, 163.03257648416766], 'diameter': 46.03246637814388, 'sphere': {'center': [2.731446487616831, -1.4222689543711924, 89.53069813219986], 'radius': 12.0}, 'projected_sphere': {'center': [178.91526434678127, 110.15078883437192], 'axes': [166.19997733099754, 166.19997733099754], 'angle': 90.0}, 'model_confidence': 0.6495910212552025, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 2.1970089187840536, 'phi': -1.837687182207884, 'norm_pos': [0.5044884527124907, 0.32069759798263475], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581994288.998689,"{'circle_3d': {'center': [0.19457599440374418, 5.4326832078441125, 80.01366503598734], 'normal': [-0.2114058744344239, 0.5712460135179421, -0.7930860913510436], 'radius': 2.9736463736976515}, 'confidence': 0.9999472634324418, 'timestamp': 1151.966967, 'diameter_3d': 5.947292747395303, 'ellipse': {'center': [161.65212822004236, 161.72952936673568], 'axes': [34.79240754994334, 46.108739152229305], 'angle': -71.27335812632563}, 'location': [161.65212822004236, 161.72952936673568], 'diameter': 46.108739152229305, 'sphere': {'center': [2.731446487616831, -1.4222689543711924, 89.53069813219986], 'radius': 12.0}, 'projected_sphere': {'center': [178.91526434678127, 110.15078883437192], 'axes': [166.19997733099754, 166.19997733099754], 'angle': 90.0}, 'model_confidence': 0.6482756153654456, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 2.178819468157352, 'phi': -1.8313001266981734, 'norm_pos': [0.5051629006876324, 0.3261269609719347], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
