eye_packets,369
norm_X,norm_Y,phi,theta,confidence,timestamp
1581994242.644258,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 1101.325601, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.781867304295514, -1.3926865798846182, 89.35685061311676], 'radius': 12.0}, 'projected_sphere': {'center': [179.30190821217283, 110.33688325401081], 'axes': [166.52332639189672, 166.52332639189672], 'angle': 90.0}, 'model_confidence': 0.03501986232075094, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581994244.513171,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 1107.538008, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.781867304295514, -1.3926865798846182, 89.35685061311676], 'radius': 12.0}, 'projected_sphere': {'center': [179.30190821217283, 110.33688325401081], 'axes': [166.52332639189672, 166.52332639189672], 'angle': 90.0}, 'model_confidence': 0.03501986232075094, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581994244.5299861,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 1107.558067, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.781867304295514, -1.3926865798846182, 89.35685061311676], 'radius': 12.0}, 'projected_sphere': {'center': [179.30190821217283, 110.33688325401081], 'axes': [166.52332639189672, 166.52332639189672], 'angle': 90.0}, 'model_confidence': 0.03501986232075094, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581994244.564449,"{'circle_3d': {'center': [-0.5188564714592423, 5.546986794227021, 80.1402267183919], 'normal': [-0.2750603146462297, 0.5783061145093032, -0.7680519912270717], 'radius': 2.9589728403970756}, 'confidence': 0.9887356004939771, 'timestamp': 1107.578126, 'diameter_3d': 5.917945680794151, 'ellipse': {'center': [156.16231569760396, 162.5622989521754], 'axes': [33.26055289164916, 45.80797138532188], 'angle': -65.90942468261618}, 'location': [156.16231569760396, 162.5622989521754], 'diameter': 45.80797138532188, 'sphere': {'center': [2.781867304295514, -1.3926865798846182, 89.35685061311676], 'radius': 12.0}, 'projected_sphere': {'center': [179.30190821217283, 110.33688325401081], 'axes': [166.52332639189672, 166.52332639189672], 'angle': 90.0}, 'model_confidence': 0.03854105539000674, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 2.187447187318723, 'phi': -1.9146929931821652, 'norm_pos': [0.4880072365550124, 0.32265708769926915], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581994244.5678778,"{'circle_3d': {'center': [-0.4658355122402753, 5.539735454488909, 80.11596585283553], 'normal': [-0.27064190137798244, 0.5777018361977939, -0.770073730023436], 'radius': 2.981109533235522}, 'confidence': 0.9658000023774971, 'timestamp': 1107.594926, 'diameter_3d': 5.962219066471044, 'ellipse': {'center': [156.57197966576996, 162.51286529571337], 'axes': [33.62621286188849, 46.16492128355885], 'angle': -66.26379917271865}, 'location': [156.57197966576996, 162.51286529571337], 'diameter': 46.16492128355885, 'sphere': {'center': [2.781867304295514, -1.3926865798846182, 89.35685061311676], 'radius': 12.0}, 'projected_sphere': {'center': [179.30190821217283, 110.33688325401081], 'axes': [166.52332639189672, 166.52332639189672], 'angle': 90.0}, 'model_confidence': 0.034335947123320665, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 2.186706680937227, 'phi': -1.9087617305026872, 'norm_pos': [0.48928743645553113, 0.322863061267861], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581994244.5750542,"{'circle_3d': {'center': [-0.4644691610794993, 5.539269185092595, 80.11513600889015], 'normal': [-0.27052803878125115, 0.5776629804147677, -0.7701428836855518], 'radius': 2.9753723436504407}, 'confidence': 0.8830283868033867, 'timestamp': 1107.603326, 'diameter_3d': 5.950744687300881, 'ellipse': {'center': [156.5817864609158, 162.5110541371442], 'axes': [33.56545364501426, 46.076504412745926], 'angle': -66.27213272344905}, 'location': [156.5817864609158, 162.5110541371442], 'diameter': 46.076504412745926, 'sphere': {'center': [2.781867304295514, -1.3926865798846182, 89.35685061311676], 'radius': 12.0}, 'projected_sphere': {'center': [179.30190821217283, 110.33688325401081], 'axes': [166.52332639189672, 166.52332639189672], 'angle': 90.0}, 'model_confidence': 0.03567489413729419, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 2.1866590788180043, 'phi': -1.9086020408991107, 'norm_pos': [0.48931808269036187, 0.32287060776189913], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581994244.580509,"{'circle_3d': {'center': [-0.42513900824312945, 5.579509166874303, 80.13168953158468], 'normal': [-0.26725052604488697, 0.58101631222991, -0.7687634234610066], 'radius': 2.9978092839681945}, 'confidence': 0.9459629901731691, 'timestamp': 1107.611726, 'diameter_3d': 5.995618567936389, 'ellipse': {'center': [156.88708540761118, 162.80704747364808], 'axes': [33.730874988231676, 46.41482864550952], 'angle': -66.6698905368931}, 'location': [156.88708540761118, 162.80704747364808], 'diameter': 46.41482864550952, 'sphere': {'center': [2.781867304295514, -1.3926865798846182, 89.35685061311676], 'radius': 12.0}, 'projected_sphere': {'center': [179.30190821217283, 110.33688325401081], 'axes': [166.52332639189672, 166.52332639189672], 'angle': 90.0}, 'model_confidence': 0.039446642831098, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 2.1907731683595872, 'phi': -1.9053643769072373, 'norm_pos': [0.49027214189878493, 0.321637302193133], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581994244.5921412,"{'circle_3d': {'center': [-0.4043537286110577, 5.571802199782603, 80.11867484257888], 'normal': [-0.265518419408881, 0.5803740649722684, -0.7698479808781566], 'radius': 2.996502459451553}, 'confidence': 0.8142501229717906, 'timestamp': 1107.620126, 'diameter_3d': 5.993004918903106, 'ellipse': {'center': [157.0464948324295, 162.75437060672448], 'axes': [33.77979905690345, 46.40213209575455], 'angle': -66.79567839155798}, 'location': [157.0464948324295, 162.75437060672448], 'diameter': 46.40213209575455, 'sphere': {'center': [2.781867304295514, -1.3926865798846182, 89.35685061311676], 'radius': 12.0}, 'projected_sphere': {'center': [179.30190821217283, 110.33688325401081], 'axes': [166.52332639189672, 166.52332639189672], 'angle': 90.0}, 'model_confidence': 0.03914717339232876, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 2.189984284086188, 'phi': -1.9029180163478752, 'norm_pos': [0.4907702963513422, 0.321856789138648], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581994244.600242,"{'circle_3d': {'center': [-0.3831470656565932, 5.584525988768197, 80.12098634333509], 'normal': [-0.26375119749600895, 0.5814343807210679, -0.7696553558151399], 'radius': 2.9810784234894174}, 'confidence': 0.7694173109416965, 'timestamp': 1107.628526, 'diameter_3d': 5.962156846978835, 'ellipse': {'center': [157.2077539538727, 162.8548063281434], 'axes': [33.59183680235965, 46.161918169890036], 'angle': -66.98368203405668}, 'location': [157.2077539538727, 162.8548063281434], 'diameter': 46.161918169890036, 'sphere': {'center': [2.781867304295514, -1.3926865798846182, 89.35685061311676], 'radius': 12.0}, 'projected_sphere': {'center': [179.30190821217283, 110.33688325401081], 'axes': [166.52332639189672, 166.52332639189672], 'angle': 90.0}, 'model_confidence': 0.03790153943495911, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 2.191286928458062, 'phi': -1.900941790958643, 'norm_pos': [0.49127423110585217, 0.3214383069660691], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581994244.609643,"{'circle_3d': {'center': [-0.3486287959536485, 5.608330686702509, 80.12723786938403], 'normal': [-0.26087467502076356, 0.5834181055489273, -0.7691343953110612], 'radius': 2.967399660200418}, 'confidence': 0.9241653263542948, 'timestamp': 1107.636926, 'diameter_3d': 5.934799320400836, 'ellipse': {'center': [157.47161611336264, 163.03808917047036], 'axes': [33.402540882284484, 45.946576021212294], 'angle': -67.29803468392022}, 'location': [157.47161611336264, 163.03808917047036], 'diameter': 45.946576021212294, 'sphere': {'center': [2.781867304295514, -1.3926865798846182, 89.35685061311676], 'radius': 12.0}, 'projected_sphere': {'center': [179.30190821217283, 110.33688325401081], 'axes': [166.52332639189672, 166.52332639189672], 'angle': 90.0}, 'model_confidence': 0.0388785341243314, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 2.1937272854686314, 'phi': -1.8977992356617943, 'norm_pos': [0.49209880035425824, 0.3206746284563735], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581994244.616212,"{'circle_3d': {'center': [-0.2898073138278976, 5.626179017013147, 80.12103225343355], 'normal': [-0.25597288484361763, 0.5849054664081471, -0.7696515299736005], 'radius': 2.9721177799891283}, 'confidence': 0.7828786777774562, 'timestamp': 1107.645326, 'diameter_3d': 5.944235559978257, 'ellipse': {'center': [157.92430289429757, 163.17716957285006], 'axes': [33.4805865723202, 46.02344394021906], 'angle': -67.7693275860458}, 'location': [157.92430289429757, 163.17716957285006], 'diameter': 46.02344394021906, 'sphere': {'center': [2.781867304295514, -1.3926865798846182, 89.35685061311676], 'radius': 12.0}, 'projected_sphere': {'center': [179.30190821217283, 110.33688325401081], 'axes': [166.52332639189672, 166.52332639189672], 'angle': 90.0}, 'model_confidence': 0.038594851431161814, 'model_id': 32, 'model_birth_timestamp': 1080.376001, 'theta': 2.195559830008506, 'phi': -1.8918712772237287, 'norm_pos': [0.4935134465446799, 0.32009512677979146], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
