#NEXT_T4_EW_PW_B2_C4_S5_0206100857
Timestamp,HeadPositionX,HeadPositionY,HeadPositionZ,HeadRotationX,HeadRotationY,HeadRotationZ,HeadForwardX,HeadForwardY,HeadForwardZ,TargetPositionX,TargetPositionY,TargetPositionZ,TargetEntered,TargetAngularDistance
2176.479,-0.1730354,0.1114599,-0.0614409,1.677643,0.9555664,1.061468,0.01666986,-0.0292762,0.9994323,-8.52372E-08,-0.975,10,DwellButton,4.484584,
2176.494,-0.1736346,0.1113863,-0.05943678,1.707471,1.040718,1.053649,0.0181549,-0.02979657,0.9993911,-8.52372E-08,-0.975,10,MixedRealityCamera,4.455753,
2176.511,-0.1744091,0.1112788,-0.05745519,1.721477,1.128591,1.032795,0.01968747,-0.03004092,0.9993548,-8.52372E-08,-0.975,10,MixedRealityCamera,4.444133,
2176.528,-0.1753837,0.1112127,-0.05551932,1.687618,1.199791,1.050573,0.0209297,-0.02945023,0.9993471,-8.52372E-08,-0.975,10,MixedRealityCamera,4.48122,
2176.544,-0.1762157,0.1112344,-0.05335512,1.650298,1.275452,1.070377,0.02224978,-0.02879915,0.9993376,-8.52372E-08,-0.975,10,MixedRealityCamera,4.523593,
2176.561,-0.177126,0.1112373,-0.05100615,1.585797,1.366626,1.022143,0.02384073,-0.02767384,0.9993327,-8.52372E-08,-0.975,10,MixedRealityCamera,4.595252,
2176.578,-0.177993,0.1112273,-0.04866433,1.518331,1.484184,0.9750997,0.02589191,-0.02649678,0.9993135,-8.52372E-08,-0.975,10,MixedRealityCamera,4.67374,
2176.593,-0.1786734,0.1112453,-0.04616063,1.489509,1.615035,0.95349,0.02817442,-0.02599391,0.999265,-8.52372E-08,-0.975,10,MixedRealityCamera,4.718249,
2176.612,-0.1796065,0.1111152,-0.04375895,1.47237,1.735886,0.9539198,0.03028229,-0.02569488,0.9992111,-8.52372E-08,-0.975,10,MixedRealityCamera,4.751801,
2176.627,-0.180849,0.1109329,-0.04150374,1.45164,1.843227,0.9447968,0.03215452,-0.02533318,0.9991618,-8.52372E-08,-0.975,10,MixedRealityCamera,4.788557,
