imu_packets,1171
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1582180352.303087,-0.01410,0.02997,0.99731,0.06561,0.3176
1582180352.3081799,-0.01410,0.02997,0.99731,0.06555,0.3176
1582180352.313369,-0.01404,0.02997,0.99731,0.06549,0.3176
1582180352.319103,-0.01404,0.02997,0.99731,0.06543,0.3176
1582180352.324534,-0.01404,0.02997,0.99731,0.06537,0.3176
1582180352.3302379,-0.01404,0.02997,0.99731,0.06531,0.3176
1582180352.3353589,-0.01404,0.02997,0.99731,0.06519,0.3176
1582180352.341482,-0.01404,0.02997,0.99731,0.06512,0.3176
1582180352.346764,-0.01398,0.02997,0.99731,0.06506,0.3176
1582180352.352084,-0.01398,0.02997,0.99731,0.06500,0.3176
1582180352.358382,-0.01398,0.02997,0.99731,0.06494,0.3176
1582180352.3630989,-0.01398,0.02997,0.99738,0.06482,0.3176
1582180352.368311,-0.01398,0.02997,0.99738,0.06476,0.3176
1582180352.3737202,-0.01398,0.02997,0.99738,0.06470,0.3176
1582180352.37941,-0.01398,0.02997,0.99738,0.06464,0.3176
1582180352.384983,-0.01392,0.02997,0.99738,0.06445,0.3176
1582180352.390295,-0.01392,0.02997,0.99738,0.06439,0.3176
1582180352.395645,-0.01392,0.02997,0.99738,0.06433,0.3176
1582180352.401531,-0.01392,0.02997,0.99738,0.06427,0.3176
1582180352.406941,-0.01392,0.02997,0.99738,0.06427,0.3176
1582180352.4125571,-0.01392,0.02997,0.99738,0.06421,0.3176
1582180352.4180548,-0.01392,0.02991,0.99738,0.06415,0.3176
1582180352.4233322,-0.01392,0.02991,0.99738,0.06409,0.3176
1582180352.428598,-0.01392,0.02991,0.99738,0.06409,0.3176
1582180352.4342499,-0.01392,0.02985,0.99738,0.06403,0.3176
1582180352.440824,-0.01385,0.02985,0.99744,0.06403,0.3176
1582180352.445343,-0.01385,0.02979,0.99744,0.06396,0.3176
1582180352.451205,-0.01385,0.02972,0.99744,0.06396,0.3176
1582180352.458679,-0.01385,0.02966,0.99744,0.06396,0.3176
1582180352.4624891,-0.01385,0.02966,0.99744,0.06396,0.3176
1582180352.468655,-0.01379,0.02960,0.99744,0.06396,0.3176
1582180352.473568,-0.01379,0.02960,0.99744,0.06396,0.3176
1582180352.478961,-0.01373,0.02954,0.99744,0.06396,0.3176
