circle_3d,confidence,timestamp,diameter_3d,ellipse,location,diameter,sphere,projected_sphere,model_confidence,model_id,model_birth_timestamp,theta,phi,norm_pos,topic,id,method,norm_x,norm_y
"{'center': [-7.578248271478202, 6.885215514624423, 64.12093422025542], 'normal': [-0.1557818326716179, 0.6425821793891721, -0.7502134118642069], 'radius': Decimal('2.0942774557924526')}",0.9987286536929388,494.770012,4.188554911584905,"{'center': [86.76732516375087, Decimal('186.28679909505067')], 'axes': [26.7728334149879, Decimal('40.635517883823105')], 'angle': -72.40897774584076}","[86.76732516375087, Decimal('186.28679909505067')]",40.635517883823105,"{'center': [-5.708866279418787, -0.8257706380456422, 73.1234951626259], 'radius': 12.0}","{'center': [Decimal('111.59562483483806'), Decimal('112.99845016366265')], 'axes': [203.4913671304556, 203.4913671304556], 'angle': 90.0}",0.8880938567147556,2,189.152812,2.2686598875470296,-1.7755367408405434,"[Decimal('0.27114789113672144'), Decimal('0.22380500377062218')]",pupil.1,1,3d c++,0.27114789113672144,0.22380500377062218
"{'center': [-7.592884179776715, 6.88654892822469, 64.12512845200254], 'normal': [Decimal('-0.15700149169649397'), 0.6426932971891944, -0.7498638925519467], 'radius': 2.083264198660788}",0.9987897842715124,494.778412,4.166528397321576,"{'center': [86.63061022960824, Decimal('186.29852899424924')], 'axes': [26.60816807975064, 40.41902408479658], 'angle': -72.3154898463917}","[86.63061022960824, Decimal('186.29852899424924')]",40.41902408479658,"{'center': [-5.708866279418787, -0.8257706380456422, 73.1234951626259], 'radius': 12.0}","{'center': [Decimal('111.59562483483806'), Decimal('112.99845016366265')], 'axes': [203.4913671304556, 203.4913671304556], 'angle': 90.0}",0.8879953066088908,2,189.152812,2.2688049177295215,-1.77718823339381,"[Decimal('0.27072065696752573'), Decimal('0.22375612919062815')]",pupil.1,1,3d c++,0.27072065696752573,0.22375612919062815
"{'center': [-7.577401178445375, Decimal('6.8891289579400725'), 64.1241117640269], 'normal': [Decimal('-0.15571124158554897'), 0.6429082996654762, -0.749948616549916], 'radius': Decimal('2.0743476014754805')}",0.999282751477356,494.786812,4.148695202950961,"{'center': [86.77823855340867, Decimal('186.32681775288586')], 'axes': [26.50353433396606, 40.2466612302175], 'angle': -72.42488658010876}","[86.77823855340867, Decimal('186.32681775288586')]",40.2466612302175,"{'center': [-5.708866279418787, -0.8257706380456422, 73.1234951626259], 'radius': 12.0}","{'center': [Decimal('111.59562483483806'), Decimal('112.99845016366265')], 'axes': [203.4913671304556, 203.4913671304556], 'angle': 90.0}",0.8879112656437926,2,189.152812,2.269085587586922,-1.7755167910888938,"[0.2711819954794021, Decimal('0.22363825936297554')]",pupil.1,1,3d c++,0.2711819954794021,0.22363825936297554
"{'center': [-7.586164788913978, 6.879708720760591, 64.11786702477465], 'normal': [Decimal('-0.15644154245793254'), 0.6421232799005194, -0.7504690114876044], 'radius': 2.056100213261283}",0.9991235040636992,494.795212,4.112200426522566,"{'center': [86.68604837760871, 186.247180916572], 'axes': [Decimal('26.295876251792464'), 39.89627347563814], 'angle': -72.34216247138502}","[86.68604837760871, 186.247180916572]",39.89627347563814,"{'center': [-5.708866279418787, -0.8257706380456422, 73.1234951626259], 'radius': 12.0}","{'center': [Decimal('111.59562483483806'), Decimal('112.99845016366265')], 'axes': [203.4913671304556, 203.4913671304556], 'angle': 90.0}",0.8879316041390806,2,189.152812,2.2680611218412534,-1.7763115428320733,"[0.2708939011800272, Decimal('0.22397007951428327')]",pupil.1,1,3d c++,0.2708939011800272,0.22397007951428327
"{'center': [-7.597092053863972, 6.872920492986508, 64.114346573903], 'normal': [Decimal('-0.15735214787043206'), 0.6415575942526792, -0.750762382393575], 'radius': 2.083589393486002}",0.998346988039141,494.803612,4.167178786972004,"{'center': [86.5779465722823, Decimal('186.17778149572976')], 'axes': [Decimal('26.660616880739635'), Decimal('40.432061826324755')], 'angle': -72.25176654756996}","[86.5779465722823, Decimal('186.17778149572976')]",40.432061826324755,"{'center': [-5.708866279418787, -0.8257706380456422, 73.1234951626259], 'radius': 12.0}","{'center': [Decimal('111.59562483483806'), Decimal('112.99845016366265')], 'axes': [203.4913671304556, 203.4913671304556], 'angle': 90.0}",0.8876640219310672,2,189.152812,2.2673234360113277,-1.777395627511269,"[0.2705560830383822, Decimal('0.22425924376779272')]",pupil.1,1,3d c++,0.2705560830383822,0.22425924376779272
"{'center': [-7.600333606899558, 6.875899841445727, 64.11757360098636], 'normal': [Decimal('-0.15762227729006423'), 0.6418058732909474, -0.7504934634699615], 'radius': 2.078679366201016}",0.998360781430397,494.812012,4.157358732402032,"{'center': [86.55015052272748, 186.2046470259539], 'axes': [26.58193977974981, Decimal('40.334705918735935')], 'angle': -72.23814203118044}","[86.55015052272748, 186.2046470259539]",40.334705918735935,"{'center': [-5.708866279418787, -0.8257706380456422, 73.1234951626259], 'radius': 12.0}","{'center': [Decimal('111.59562483483806'), Decimal('112.99845016366265')], 'axes': [203.4913671304556, 203.4913671304556], 'angle': 90.0}",0.8874732569673527,2,189.152812,2.2676471497288895,-1.7778123215517256,"[0.2704692203835234, Decimal('0.22414730405852545')]",pupil.1,1,3d c++,0.2704692203835234,0.22414730405852545
"{'center': [-7.621883851046409, 6.87203397101722, 64.11882037830779], 'normal': [Decimal('-0.15941813096896848'), 0.6414837174219051, -0.7503895653598431], 'radius': Decimal('2.0792289164827786')}",0.999146613374676,494.820412,4.158457832965557,"{'center': [86.34398085280081, 186.1660282709571], 'axes': [26.57668788535206, 40.34447888657015], 'angle': -72.08520274280963}","[86.34398085280081, 186.1660282709571]",40.34447888657015,"{'center': [-5.708866279418787, -0.8257706380456422, 73.1234951626259], 'radius': 12.0}","{'center': [Decimal('111.59562483483806'), Decimal('112.99845016366265')], 'axes': [203.4913671304556, 203.4913671304556], 'angle': 90.0}",0.8874216084055031,2,189.152812,2.2672271300850197,-1.780131160787401,"[0.2698249401650025, Decimal('0.22430821553767877')]",pupil.1,1,3d c++,0.2698249401650025,0.22430821553767877
"{'center': [-7.605539903986704, 6.860279610061597, 64.1053323372252], 'normal': [-0.1580561353806598, 0.64050418734227, -0.7515135687833913], 'radius': Decimal('2.0612399647116395')}",0.9985322398185095,494.828812,4.122479929423279,"{'center': [86.48545440923668, Decimal('186.07094360085972')], 'axes': [26.4128607946211, 40.00370990781011], 'angle': -72.16242538143501}","[86.48545440923668, Decimal('186.07094360085972')]",40.00370990781011,"{'center': [-5.708866279418787, -0.8257706380456422, 73.1234951626259], 'radius': 12.0}","{'center': [Decimal('111.59562483483806'), Decimal('112.99845016366265')], 'axes': [203.4913671304556, 203.4913671304556], 'angle': 90.0}",0.8872260042943281,2,189.152812,2.265950945496881,-1.7780921839458204,"[0.2702670450288646, Decimal('0.22470440166308447')]",pupil.1,1,3d c++,0.2702670450288646,0.22470440166308447
"{'center': [-7.609677073732648, 6.871755029529949, 64.11599734573831], 'normal': [-0.1584008995261551, 0.641460472297966, -0.7506248180739664], 'radius': Decimal('2.0703259600737884')}",0.9983262007277827,494.837212,4.140651920147577,"{'center': [86.45801127221714, Decimal('186.16854449010754')], 'axes': [Decimal('26.479388924451968'), 40.17347168444925], 'angle': -72.16531818116869}","[86.45801127221714, Decimal('186.16854449010754')]",40.17347168444925,"{'center': [-5.708866279418787, -0.8257706380456422, 73.1234951626259], 'radius': 12.0}","{'center': [Decimal('111.59562483483806'), Decimal('112.99845016366265')], 'axes': [203.4913671304556, 203.4913671304556], 'angle': 90.0}",0.8869080915859362,2,189.152812,2.267196829317291,-1.7787704042614827,"[0.2701812852256785, Decimal('0.22429773129121855')]",pupil.1,1,3d c++,0.2701812852256785,0.22429773129121855
"{'center': [-7.618665027152683, 6.871710028467647, 64.11786025264826], 'normal': [-0.1591498956444913, 0.6414567222094408, -0.750469575831471], 'radius': 2.07360201483072}",0.9982572529012712,494.845612,4.14720402966144,"{'center': [86.37366549246315, 186.1653856955915], 'axes': [26.51007105958667, 40.23586186320383], 'angle': -72.10566670771787}","[86.37366549246315, 186.1653856955915]",40.23586186320383,"{'center': [-5.708866279418787, -0.8257706380456422, 73.1234951626259], 'radius': 12.0}","{'center': [Decimal('111.59562483483806'), Decimal('112.99845016366265')], 'axes': [203.4913671304556, 203.4913671304556], 'angle': 90.0}",0.8865512221454597,2,189.152812,2.2671919410280332,-1.779767472920161,"[0.2699177046639473, Decimal('0.22431089293503537')]",pupil.1,1,3d c++,0.2699177046639473,0.22431089293503537
"{'center': [-7.622886139532897, 6.859133953008235, 64.10802127594152], 'normal': [-0.1595016550095091, 0.6404087159211564, -0.751289490557031], 'radius': Decimal('2.0696341164047425')}",0.9985636813937419,494.854012,4.139268232809485,"{'center': [86.3217077099562, Decimal('186.05498388747168')], 'axes': [26.50296940620202, 40.1649283107025], 'angle': -72.0443448123507}","[86.3217077099562, Decimal('186.05498388747168')]",40.1649283107025,"{'center': [-5.708866279418787, -0.8257706380456422, 73.1234951626259], 'radius': 12.0}","{'center': [Decimal('111.59562483483806'), Decimal('112.99845016366265')], 'axes': [203.4913671304556, 203.4913671304556], 'angle': 90.0}",0.8862846659701717,2,189.152812,2.2658266328581864,-1.7799940416899291,"[0.2697553365936131, Decimal('0.22477090046886805')]",pupil.1,1,3d c++,0.2697553365936131,0.22477090046886805
"{'center': [-7.629302680327935, 6.857332512328347, 64.10785042634794], 'normal': [Decimal('-0.16003636674242896'), 0.6402585958644992, -0.7513037280231629], 'radius': Decimal('2.0707469149312137')}",0.998729530302963,494.862412,4.141493829862427,"{'center': [86.25973794536935, 186.0374925537135], 'axes': [26.51606599873618, 40.18660517253052], 'angle': -71.99703775061016}","[86.25973794536935, 186.0374925537135]",40.18660517253052,"{'center': [-5.708866279418787, -0.8257706380456422, 73.1234951626259], 'radius': 12.0}","{'center': [Decimal('111.59562483483806'), Decimal('112.99845016366265')], 'axes': [203.4913671304556, 203.4913671304556], 'angle': 90.0}",0.8860890201978555,2,189.152812,2.2656311886866076,-1.7806711109369577,"[Decimal('0.26956168107927925'), Decimal('0.22484378102619373')]",pupil.1,1,3d c++,0.26956168107927925,0.22484378102619373
"{'center': [-7.629693364598565, 6.859385017593429, 64.10968321332062], 'normal': [-0.1600689237649815, 0.6404296379699226, -0.7511509957754396], 'radius': 2.0714424562606}",0.9985955013181125,494.870812,4.1428849125212,"{'center': [86.25807783906623, Decimal('186.05527746753614')], 'axes': [Decimal('26.516479082975366'), Decimal('40.198966854710456')], 'angle': -71.99991493513338}","[86.25807783906623, Decimal('186.05527746753614')]",40.198966854710456,"{'center': [-5.708866279418787, -0.8257706380456422, 73.1234951626259], 'radius': 12.0}","{'center': [Decimal('111.59562483483806'), Decimal('112.99845016366265')], 'axes': [203.4913671304556, 203.4913671304556], 'angle': 90.0}",0.8857629148625534,2,189.152812,2.2658538742021683,-1.7807540029579056,"[0.269556493247082, Decimal('0.22476967721859942')]",pupil.1,1,3d c++,0.269556493247082,0.22476967721859942
"{'center': [-7.625754745241143, 6.848079817330498, 64.09921913636647], 'normal': [Decimal('-0.15974070548519634'), 0.6394875379480117, -0.7520230021882854], 'radius': 2.06727885973668}",0.998460438678901,494.879212,4.13455771947336,"{'center': [86.28400837346338, 185.9577581165687], 'axes': [Decimal('26.512102837262574'), Decimal('40.124651597483194')], 'angle': -71.99590550560553}","[86.28400837346338, 185.9577581165687]",40.124651597483194,"{'center': [-5.708866279418787, -0.8257706380456422, 73.1234951626259], 'radius': 12.0}","{'center': [Decimal('111.59562483483806'), Decimal('112.99845016366265')], 'axes': [203.4913671304556, 203.4913671304556], 'angle': 90.0}",0.8855602768786608,2,189.152812,2.2646278347966815,-1.7801000593148046,"[Decimal('0.26963752616707304'), Decimal('0.22517600784763048')]",pupil.1,1,3d c++,0.26963752616707304,0.22517600784763048
"{'center': [Decimal('-7.6320120629269415'), 6.851131764206188, 64.10314706503705], 'normal': [-0.1602621486256795, 0.6397418668543192, -0.7516956747990713], 'radius': Decimal('2.0712294187479157')}",0.998449613239357,494.887612,4.142458837495831,"{'center': [86.22832800979182, Decimal('185.98223634025277')], 'axes': [Decimal('26.542941400768463'), Decimal('40.198885458353196')], 'angle': -71.96255278317483}","[86.22832800979182, Decimal('185.98223634025277')]",40.198885458353196,"{'center': [-5.708866279418787, -0.8257706380456422, 73.1234951626259], 'radius': 12.0}","{'center': [Decimal('111.59562483483806'), Decimal('112.99845016366265')], 'axes': [203.4913671304556, 203.4913671304556], 'angle': 90.0}",0.8852306917149,2,189.152812,2.2649586925339276,-1.7808521832873956,"[Decimal('0.26946352503059945'), Decimal('0.22507401524894677')]",pupil.1,1,3d c++,0.26946352503059945,0.22507401524894677
"{'center': [-7.631556294644724, 6.839264208129827, 64.09296340019539], 'normal': [Decimal('-0.16022416793549477'), 0.6387529038479558, -0.7525443135358757], 'radius': Decimal('2.0655856225202456')}",0.9984283692725882,494.896012,4.131171245040491,"{'center': [86.22094395102482, Decimal('185.87940257335396')], 'axes': [26.51716319905788, Decimal('40.095623533239305')], 'angle': -71.9338858285583}","[86.22094395102482, Decimal('185.87940257335396')]",40.095623533239305,"{'center': [-5.708866279418787, -0.8257706380456422, 73.1234951626259], 'radius': 12.0}","{'center': [Decimal('111.59562483483806'), Decimal('112.99845016366265')], 'axes': [203.4913671304556, 203.4913671304556], 'angle': 90.0}",0.8850104361627253,2,189.152812,2.263672656477833,-1.7805739196604409,"[0.2694404498469526, 0.2255024892776919]",pupil.1,1,3d c++,0.2694404498469526,0.2255024892776919
