circle_3d,confidence,timestamp,diameter_3d,ellipse,location,diameter,sphere,projected_sphere,model_confidence,model_id,model_birth_timestamp,theta,phi,norm_pos,topic,id,method
"{'center': [-1.877645494401512, 4.35591897651601, 76.66113972254612], 'normal': [Decimal('-0.12215311036178356'), 0.6297440816396167, -0.7671381943749234], 'radius': Decimal('2.3014970121812626')}",0.9991162706470516,7205.900722,4.602994024362525,"{'center': [144.8612179252995, Decimal('154.97167733399016')], 'axes': [27.1227109530938, 37.23665707861118], 'angle': -78.26812221437835}","[144.8612179252995, Decimal('154.97167733399016')]",37.23665707861118,"{'center': [Decimal('-0.41180817006010917'), -3.20101000315939, 85.86679805504521], 'radius': 12.0}","{'center': [Decimal('157.02654493680325'), 96.88715257920099], 'axes': [173.2916603046165, 173.2916603046165], 'angle': 90.0}",0.8896564243180416,1,6816.050373,2.252020043418258,-1.7287028746214805,"[0.452691306016561, 0.354284677775041]",pupil.1,1,3d c++
"{'center': [-1.879201780256886, Decimal('4.3584077763273905'), 76.66343134345902], 'normal': [Decimal('-0.12228280084973141'), 0.6299514816238984, -0.7669472259655159], 'radius': 2.29707257580056}",0.9987021099668232,7205.909122,4.59414515160112,"{'center': [144.8489372044876, Decimal('154.99174940212262')], 'axes': [27.06126434523177, 37.16394195973883], 'angle': -78.26049381398701}","[144.8489372044876, Decimal('154.99174940212262')]",37.16394195973883,"{'center': [Decimal('-0.41180817006010917'), -3.20101000315939, 85.86679805504521], 'radius': 12.0}","{'center': [Decimal('157.02654493680325'), 96.88715257920099], 'axes': [173.2916603046165, 173.2916603046165], 'angle': 90.0}",0.8898459119780378,1,6816.050373,2.252287064174693,-1.7289064542550248,"[0.4526529287640238, 0.3542010441578224]",pupil.1,1,3d c++
"{'center': [Decimal('-1.8716820948612258'), 4.358282818633109, 76.66213292490157], 'normal': [Decimal('-0.12165616040009307'), 0.6299410684827083, -0.7670554275119696], 'radius': 2.294925892831183}",0.9991905919563838,7205.917522,4.589851785662366,"{'center': [Decimal('144.90917404608672'), 154.9917667566054], 'axes': [Decimal('27.041488956555956'), 37.12980836086863], 'angle': -78.31710970649448}","[Decimal('144.90917404608672'), 154.9917667566054]",37.12980836086863,"{'center': [Decimal('-0.41180817006010917'), -3.20101000315939, 85.86679805504521], 'radius': 12.0}","{'center': [Decimal('157.02654493680325'), 96.88715257920099], 'axes': [173.2916603046165, 173.2916603046165], 'angle': 90.0}",0.8904324234429994,1,6816.050373,2.2522736562141885,-1.7280877243965682,"[0.452841168894021, Decimal('0.35420097184747756')]",pupil.1,1,3d c++
"{'center': [Decimal('-1.8752297693175235'), 4.355858264970876, 76.6607055505701], 'normal': [Decimal('-0.12195179993811787'), 0.6297390223441889, -0.7671743753729255], 'radius': 2.301286666425054}",0.9992991512071878,7205.925922,4.602573332850108,"{'center': [Decimal('144.88058540844804'), Decimal('154.97141749892552')], 'axes': [Decimal('27.122081364488576'), Decimal('37.233457345619925')], 'angle': -78.28628062921902}","[Decimal('144.88058540844804'), Decimal('154.97141749892552')]",37.233457345619925,"{'center': [Decimal('-0.41180817006010917'), -3.20101000315939, 85.86679805504521], 'radius': 12.0}","{'center': [Decimal('157.02654493680325'), 96.88715257920099], 'axes': [173.2916603046165, 173.2916603046165], 'angle': 90.0}",0.8907036860412498,1,6816.050373,2.2520135304616833,-1.7284396233705024,"[Decimal('0.45275182940140013'), 0.3542857604211437]",pupil.1,1,3d c++
"{'center': [Decimal('-1.8760663473064123'), 4.354091926146604, 76.6593889282515], 'normal': [Decimal('-0.12202151477052525'), 0.6295918274421662, -0.7672840938994762], 'radius': Decimal('2.2923398883353574')}",0.9990591928146969,7205.934322,4.584679776670715,"{'center': [Decimal('144.87323501012824'), Decimal('154.95973695591954')], 'axes': [Decimal('27.021799112619206'), 37.0892874640009], 'angle': -78.27703378829372}","[Decimal('144.87323501012824'), Decimal('154.95973695591954')]",37.0892874640009,"{'center': [Decimal('-0.41180817006010917'), -3.20101000315939, 85.86679805504521], 'radius': 12.0}","{'center': [Decimal('157.02654493680325'), 96.88715257920099], 'axes': [173.2916603046165, 173.2916603046165], 'angle': 90.0}",0.8911296982103023,1,6816.050373,2.2518240578616693,-1.728506071815525,"[Decimal('0.45272885940665075'), 0.3543344293503352]",pupil.1,1,3d c++
"{'center': [Decimal('-1.8792098242781243'), 4.366442784242932, 76.67003826174654], 'normal': [Decimal('-0.12228347118483461'), 0.6306210656168602, -0.766396649441556], 'radius': 2.316035960197642}",0.9857942701034657,7205.942722,4.632071920395284,"{'center': [Decimal('144.85089750406704'), 155.0494432002627], 'axes': [27.25809775949064, Decimal('37.467642606589315')], 'angle': -78.27374124597404}","[Decimal('144.85089750406704'), 155.0494432002627]",37.467642606589315,"{'center': [Decimal('-0.41180817006010917'), -3.20101000315939, 85.86679805504521], 'radius': 12.0}","{'center': [Decimal('157.02654493680325'), 96.88715257920099], 'axes': [173.2916603046165, 173.2916603046165], 'angle': 90.0}",0.891365823351975,1,6816.050373,2.253149526989535,-1.729019007377458,"[0.4526590547002095, 0.3539606533322388]",pupil.1,1,3d c++
"{'center': [Decimal('-1.8876726724582742'), 4.3505751276807, 76.65835703703158], 'normal': [Decimal('-0.12298870853318042'), 0.6292987609033408, -0.7673700848344691], 'radius': Decimal('2.3174069877608248')}",0.9991343315586341,7205.951122,4.6348139755216495,"{'center': [Decimal('144.78057456585955'), 154.9262341285202], 'axes': [27.32117831569226, 37.49554628749309], 'angle': -78.18342931735347}","[Decimal('144.78057456585955'), 154.9262341285202]",37.49554628749309,"{'center': [Decimal('-0.41180817006010917'), -3.20101000315939, 85.86679805504521], 'radius': 12.0}","{'center': [Decimal('157.02654493680325'), 96.88715257920099], 'axes': [173.2916603046165, 173.2916603046165], 'angle': 90.0}",0.8915821813996305,1,6816.050373,2.251446902588414,-1.7297177670043247,"[0.4524392955183111, Decimal('0.35447402446449916')]",pupil.1,1,3d c++
"{'center': [Decimal('-1.8664302610626446'), 4.365986285699248, 76.6676327811322], 'normal': [-0.1212185075835446, 0.6305830240715532, -0.7665971061594175], 'radius': Decimal('2.2980064639033504')}",0.9990220437549229,7205.959522,4.596012927806701,"{'center': [Decimal('144.95263704934146'), Decimal('155.05081593339352')], 'axes': [27.05595624897652, Decimal('37.176996225709395')], 'angle': -78.36948067680454}","[Decimal('144.95263704934146'), Decimal('155.05081593339352')]",37.176996225709395,"{'center': [Decimal('-0.41180817006010917'), -3.20101000315939, 85.86679805504521], 'radius': 12.0}","{'center': [Decimal('157.02654493680325'), 96.88715257920099], 'axes': [173.2916603046165, 173.2916603046165], 'angle': 90.0}",0.8918480651315397,1,6816.050373,2.2531005110969438,-1.7276232908846116,"[Decimal('0.45297699077919207'), 0.3539549336108603]",pupil.1,1,3d c++
"{'center': [-1.878000486901286, 4.373205831095279, 76.67541434060037], 'normal': [Decimal('-0.12218269307009806'), 0.6311846528545558, -0.765948642870403], 'radius': 2.307300456339545}",0.9995911398811271,7205.967922,4.61460091267909,"{'center': [144.8612992729844, Decimal('155.10360762804368')], 'axes': [27.13359404690625, 37.32365880295926], 'angle': -78.29405261953293}","[144.8612992729844, Decimal('155.10360762804368')]",37.32365880295926,"{'center': [Decimal('-0.41180817006010917'), -3.20101000315939, 85.86679805504521], 'radius': 12.0}","{'center': [Decimal('157.02654493680325'), 96.88715257920099], 'axes': [173.2916603046165, 173.2916603046165], 'angle': 90.0}",0.8920047689382482,1,6816.050373,2.2538759285877195,-1.7289817089544617,"[0.4526915602280763, Decimal('0.35373496821648465')]",pupil.1,1,3d c++
"{'center': [Decimal('-1.8777570776389756'), 4.356295274783868, 76.66146640776931], 'normal': [Decimal('-0.12216240896490552'), 0.6297754398286048, -0.7671109706063253], 'radius': Decimal('2.3021528926947066')}",0.9990125872480723,7205.976322,4.604305785389413,"{'center': [Decimal('144.86040771574872'), Decimal('154.97442469420494')], 'axes': [Decimal('27.129126890103834'), 37.24711470088638], 'angle': -78.26790276700319}","[Decimal('144.86040771574872'), Decimal('154.97442469420494')]",37.24711470088638,"{'center': [Decimal('-0.41180817006010917'), -3.20101000315939, 85.86679805504521], 'radius': 12.0}","{'center': [Decimal('157.02654493680325'), 96.88715257920099], 'axes': [173.2916603046165, 173.2916603046165], 'angle': 90.0}",0.8923099400118928,1,6816.050373,2.2520604123603944,-1.7287202076274555,"[Decimal('0.45268877411171476'), 0.3542732304408127]",pupil.1,1,3d c++
