#NEXT_T0_EU_PS_B0_C7_S209_0221114113
Timestamp,HeadPositionX,HeadPositionY,HeadPositionZ,HeadRotationX,HeadRotationY,HeadRotationZ,HeadForwardX,HeadForwardY,HeadForwardZ,TargetPositionX,TargetPositionY,TargetPositionZ,TargetEntered,TargetAngularDistance
2355.681,-0.2397748,-0.05032646,-0.2817142,-0.4911499,1.090395,-0.1279907,0.01902913,0.008572133,0.9997822,0,0.195,1.718286,DwellButton,8.630217,
2355.698,-0.2398795,-0.05025429,-0.2814218,-0.4891357,1.079395,-0.1317749,0.0188372,0.008536947,0.9997861,0,0.195,1.718578,target_6,8.639429,
2355.715,-0.2400181,-0.05022776,-0.2811813,-0.4949646,1.07923,-0.1330872,0.0188343,0.008638784,0.9997853,0,0.195,1.718819,target_6,8.637223,
2355.732,-0.2401024,-0.05015021,-0.2808823,-0.5111084,1.069104,-0.1372986,0.01865756,0.008920658,0.9997861,0,0.195,1.719118,target_6,8.631809,
2355.749,-0.2402305,-0.05014117,-0.2806492,-0.5236511,1.072521,-0.1394958,0.01871714,0.009139197,0.999783,0,0.195,1.719351,target_6,8.622361,
2355.765,-0.240319,-0.05008603,-0.280353,-0.5099487,1.072065,-0.1252136,0.01870924,0.008899949,0.9997854,0,0.195,1.719647,target_6,8.63338,
2355.781,-0.2404361,-0.05011593,-0.2801149,-0.5202332,1.084281,-0.1224976,0.01892236,0.009079575,0.9997797,0,0.195,1.719885,target_6,8.620357,
2355.798,-0.2405145,-0.05003281,-0.2798131,-0.5220337,1.096331,-0.1409912,0.01913263,0.009111175,0.9997754,0,0.195,1.720187,target_6,8.610713,
2355.816,-0.2406281,-0.05000938,-0.279555,-0.5391846,1.112048,-0.1433105,0.01940683,0.009410159,0.9997674,0,0.195,1.720445,target_6,8.589085,
2355.832,-0.2407156,-0.04995837,-0.2792101,-0.539917,1.114276,-0.1303711,0.0194457,0.009423192,0.9997665,0,0.195,1.72079,target_6,8.587576,
2355.848,-0.2408537,-0.04994743,-0.2789426,-0.5273438,1.088908,-0.1064453,0.01900308,0.009203645,0.9997771,0,0.195,1.721057,target_6,8.616209,
2355.865,-0.2409806,-0.04992221,-0.2785439,-0.5356445,1.049781,-0.1169434,0.01832031,0.009348859,0.9997885,0,0.195,1.721456,target_6,8.63802,
2355.882,-0.2411298,-0.04994028,-0.2782482,-0.5358276,1.040039,-0.1266174,0.01815031,0.009351725,0.9997916,0,0.195,1.721752,target_6,8.647587,
2355.898,-0.2412694,-0.04991433,-0.2779083,-0.5152283,1.036414,-0.1752014,0.01808712,0.008992495,0.999796,0,0.195,1.722092,target_6,8.667348,
2355.915,-0.2414216,-0.04994159,-0.2776249,-0.47229,1.031329,-0.1885376,0.01799851,0.008242843,0.999804,0,0.195,1.722375,target_6,8.706037,
2355.931,-0.2415173,-0.0499358,-0.2772847,-0.4602051,1.038436,-0.1686096,0.01812255,0.008031839,0.9998035,0,0.195,1.722715,target_6,8.711946,
2355.948,-0.2416393,-0.04999173,-0.2770169,-0.4303894,1.053718,-0.1156311,0.0183893,0.007511789,0.9998027,0,0.195,1.722983,target_6,8.727422,
2355.965,-0.2417352,-0.05005515,-0.2766802,-0.3900146,1.052635,-0.08673096,0.01837049,0.006806722,0.9998081,0,0.195,1.72332,target_6,8.761432,
2355.982,-0.2418856,-0.05012595,-0.2764278,-0.3664856,1.058886,-0.06759644,0.01847962,0.006396134,0.9998088,0,0.195,1.723572,target_6,8.779171,
2355.998,-0.2419756,-0.05011617,-0.2760902,-0.3539429,1.052261,-0.04928589,0.01836403,0.006177203,0.9998123,0,0.195,1.72391,target_6,8.794395,
2356.016,-0.2421402,-0.05012985,-0.2758428,-0.352478,1.048749,-0.02694702,0.01830275,0.006151792,0.9998136,0,0.195,1.724157,target_6,8.801116,
2356.031,-0.242194,-0.05014643,-0.275557,-0.3341064,1.031047,-0.0003554541,0.01799388,0.005830964,0.9998211,0,0.195,1.724443,target_6,8.82795,
2356.048,-0.2423346,-0.05018269,-0.2753432,-0.3207397,1.018282,0.01736509,0.01777116,0.005598,0.9998264,0,0.195,1.724657,target_6,8.84973,
2356.065,-0.2424035,-0.0501476,-0.2750428,-0.3172607,1.013749,0.02908364,0.01769207,0.005537093,0.9998282,0,0.195,1.724957,target_6,8.8559,
2356.081,-0.2425132,-0.0501146,-0.2748345,-0.3402405,1.021257,0.03534648,0.01782304,0.005938251,0.9998235,0,0.195,1.725166,target_6,8.835045,
2356.097,-0.2425615,-0.05000333,-0.2745429,-0.3650208,1.051187,0.04587579,0.01834526,0.006370545,0.9998114,0,0.195,1.725457,target_6,8.795222,
