imu_packets,1268
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1596613458.510999,B1367212,0.01550,0.03448,-0.99438,0.09894,0.0125
1596613458.5159428,B1367217,0.01550,0.03448,-0.99438,0.09900,0.0125
1596613458.520639,B1367222,0.01550,0.03448,-0.99438,0.09906,0.0125
1596613458.5268312,B1367227,0.01550,0.03448,-0.99438,0.09906,0.0125
1596613458.530709,B1367232,0.01550,0.03455,-0.99438,0.09912,0.0125
1596613458.536555,B1367238,0.01550,0.03461,-0.99432,0.09918,0.0125
1596613458.5407438,B1367243,0.01550,0.03461,-0.99432,0.09918,0.0125
1596613458.5457048,B1367248,0.01550,0.03461,-0.99432,0.09924,0.0125
1596613458.55092,B1367253,0.01550,0.03467,-0.99432,0.09930,0.0125
1596613458.556072,B1367258,0.01550,0.03467,-0.99432,0.09930,0.0125
1596613458.560778,B1367263,0.01550,0.03473,-0.99432,0.09937,0.0125
1596613458.567968,B1367268,0.01556,0.03473,-0.99432,0.09937,0.0125
1596613458.571146,B1367273,0.01556,0.03479,-0.99432,0.09943,0.0125
1596613458.576123,B1367278,0.01556,0.03479,-0.99432,0.09943,0.0125
1596613458.581237,B1367283,0.01563,0.03479,-0.99432,0.09949,0.0125
1596613458.587476,B1367288,0.01563,0.03479,-0.99432,0.09949,0.0125
1596613458.592015,B1367294,0.01563,0.03479,-0.99432,0.09949,0.0125
1596613458.597557,B1367299,0.01563,0.03479,-0.99432,0.09955,0.0125
1596613458.6034648,B1367305,0.01569,0.03485,-0.99432,0.09955,0.0125
1596613458.6080441,B1367310,0.01569,0.03485,-0.99432,0.09955,0.0125
1596613458.6139572,B1367316,0.01569,0.03485,-0.99432,0.09961,0.0125
1596613458.6191921,B1367321,0.01569,0.03485,-0.99432,0.09961,0.0125
1596613458.624285,B1367326,0.01575,0.03485,-0.99426,0.09961,0.0125
1596613458.6296918,B1367331,0.01575,0.03485,-0.99426,0.09961,0.0125
1596613458.6374269,B1367336,0.01575,0.03485,-0.99426,0.09961,0.0125
1596613458.6403258,B1367342,0.01575,0.03485,-0.99426,0.09961,0.0125
1596613458.64541,B1367347,0.01575,0.03485,-0.99426,0.09967,0.0125
1596613458.649985,B1367352,0.01581,0.03491,-0.99426,0.09967,0.0125
1596613458.6554,B1367357,0.01575,0.03491,-0.99426,0.09967,0.0125
1596613458.660245,B1367362,0.01575,0.03491,-0.99426,0.09967,0.0125
1596613458.6651971,B1367367,0.01575,0.03491,-0.99426,0.09967,0.0125
1596613458.671306,B1367372,0.01575,0.03491,-0.99426,0.09973,0.0125
1596613458.675194,B1367377,0.01581,0.03491,-0.99426,0.09973,0.0125
1596613458.681153,B1367382,0.01581,0.03491,-0.99426,0.09973,0.0125
1596613458.685314,B1367387,0.01581,0.03491,-0.99426,0.09979,0.0125
1596613458.690179,B1367392,0.01581,0.03491,-0.99426,0.09979,0.0125
1596613458.695532,B1367397,0.01581,0.03491,-0.99426,0.09985,0.0125
1596613458.70018,B1367402,0.01581,0.03491,-0.99426,0.09985,0.0125
1596613458.705179,B1367407,0.01581,0.03491,-0.99426,0.09985,0.0125
1596613458.710412,B1367412,0.01581,0.03491,-0.99426,0.09991,0.0125
1596613458.7153,B1367417,0.01581,0.03491,-0.99426,0.09998,0.0125
1596613458.7219222,B1367422,0.01581,0.03491,-0.99426,0.09998,0.0125
